WORK_ORDER_ID,PRODUCT_ID,PLANT_ID,START_DATE,END_DATE,QUANTITY,STATUS
2620,64,1,2024-07-11,2024-07-20,207.00,COMPLETED
2621,386,3,2024-10-09,2024-10-12,667.00,ON_HOLD
2622,194,3,2023-02-08,2023-02-20,794.00,COMPLETED
2623,151,8,2024-09-04,2024-09-19,891.00,COMPLETED
2624,254,8,2025-08-07,2025-08-20,864.00,COMPLETED
2625,302,11,2024-08-30,2024-09-06,196.00,COMPLETED
2626,331,2,2023-06-07,2023-06-13,244.00,COMPLETED
2627,258,4,2025-05-16,2025-05-21,818.00,COMPLETED
2628,286,1,2023-10-07,2023-10-21,841.00,IN_PROGRESS
2629,116,1,2026-03-15,2026-03-27,754.00,COMPLETED
2630,262,4,2026-01-25,2026-01-29,823.00,IN_PROGRESS
2631,363,5,2023-06-08,2023-06-18,461.00,COMPLETED
2632,324,3,2024-09-04,2024-09-07,158.00,COMPLETED
2633,462,12,2024-12-27,2025-01-04,701.00,COMPLETED
2634,404,4,2026-02-26,2026-03-10,631.00,IN_PROGRESS
2635,449,12,2026-02-22,2026-02-28,578.00,COMPLETED
2636,113,9,2023-03-13,2023-03-23,744.00,IN_PROGRESS
2637,406,8,2024-07-03,2024-07-10,410.00,COMPLETED
2638,328,7,2026-02-11,2026-02-22,983.00,COMPLETED
2639,334,7,2023-02-02,2023-02-07,402.00,COMPLETED
2640,27,11,2023-08-31,2023-09-08,710.00,IN_PROGRESS
2641,138,2,2024-01-21,2024-01-31,825.00,IN_PROGRESS
2642,443,8,2024-12-08,2024-12-14,232.00,COMPLETED
2643,18,2,2024-09-29,2024-10-05,641.00,COMPLETED
2644,330,6,2023-06-28,2023-07-11,409.00,COMPLETED
2645,68,1,2024-06-10,2024-06-24,975.00,ON_HOLD
2646,195,8,2025-05-12,2025-05-20,95.00,IN_PROGRESS
2647,258,6,2025-04-23,2025-04-26,475.00,ON_HOLD
2648,327,5,2023-04-14,2023-04-25,873.00,COMPLETED
2649,423,9,2024-02-16,2024-02-26,761.00,COMPLETED
2650,147,8,2025-02-07,2025-02-17,881.00,COMPLETED
2651,478,2,2023-07-05,2023-07-17,595.00,ON_HOLD
2652,408,7,2024-09-19,2024-09-24,680.00,ON_HOLD
2653,15,3,2026-04-26,2026-05-02,720.00,IN_PROGRESS
2654,274,1,2024-01-01,2024-01-13,530.00,COMPLETED
2655,218,12,2026-04-09,2026-04-16,905.00,IN_PROGRESS
2656,320,10,2023-04-02,2023-04-12,518.00,COMPLETED
2657,300,12,2023-12-19,2023-12-22,771.00,COMPLETED
2658,244,2,2024-06-13,2024-06-20,187.00,COMPLETED
2659,445,3,2024-12-29,2025-01-07,284.00,COMPLETED
2660,407,8,2025-04-05,2025-04-20,640.00,COMPLETED
2661,482,11,2025-02-01,2025-02-08,447.00,COMPLETED
2662,454,7,2024-03-29,2024-04-13,885.00,IN_PROGRESS
2663,83,12,2023-03-16,2023-03-29,268.00,COMPLETED
2664,20,12,2025-09-01,2025-09-09,65.00,ON_HOLD
2665,188,8,2024-07-21,2024-08-01,726.00,COMPLETED
2666,28,8,2025-01-27,2025-02-09,432.00,ON_HOLD
2667,309,9,2026-05-01,2026-05-04,713.00,ON_HOLD
2668,124,8,2026-01-30,2026-02-06,542.00,COMPLETED
2669,487,10,2025-08-25,2025-09-07,82.00,COMPLETED
2670,288,11,2026-02-28,2026-03-04,904.00,COMPLETED
2671,90,4,2026-06-12,2026-06-23,808.00,ON_HOLD
2672,232,12,2023-06-14,2023-06-27,537.00,IN_PROGRESS
2673,188,6,2023-08-13,2023-08-23,941.00,COMPLETED
2674,293,12,2023-05-26,2023-06-09,702.00,COMPLETED
2675,260,9,2026-08-25,2026-09-03,323.00,ON_HOLD
2676,310,10,2024-05-17,2024-05-23,330.00,COMPLETED
2677,9,2,2024-01-19,2024-01-30,216.00,COMPLETED
2678,112,3,2026-03-27,2026-04-11,466.00,COMPLETED
2679,122,4,2023-11-24,2023-12-05,195.00,ON_HOLD
2680,186,6,2023-09-12,2023-09-23,519.00,COMPLETED
2681,356,8,2025-04-19,2025-05-04,636.00,COMPLETED
2682,19,9,2026-01-11,2026-01-16,106.00,IN_PROGRESS
2683,216,10,2025-07-28,2025-08-12,534.00,COMPLETED
2684,219,8,2023-11-13,2023-11-18,758.00,COMPLETED
2685,363,4,2024-08-24,2024-08-31,812.00,ON_HOLD
2686,160,1,2024-12-09,2024-12-25,109.00,COMPLETED
2687,2,11,2023-03-20,2023-03-23,881.00,ON_HOLD
2688,355,10,2025-07-04,2025-07-16,198.00,COMPLETED
2689,87,8,2026-08-06,2026-08-16,372.00,COMPLETED
2690,187,8,2024-11-06,2024-11-17,263.00,IN_PROGRESS
2691,270,2,2023-09-01,2023-09-04,599.00,COMPLETED
2692,7,9,2026-10-01,2026-10-07,770.00,COMPLETED
2693,227,5,2023-03-24,2023-03-30,200.00,IN_PROGRESS
2694,31,6,2024-03-24,2024-04-04,728.00,COMPLETED
2695,93,8,2024-04-23,2024-05-08,65.00,COMPLETED
2696,186,8,2024-06-17,2024-06-25,401.00,ON_HOLD
2697,209,4,2025-12-16,2025-12-28,378.00,IN_PROGRESS
2698,273,4,2026-08-02,2026-08-08,76.00,ON_HOLD
2699,108,2,2026-02-22,2026-02-26,570.00,IN_PROGRESS
2700,404,7,2023-01-22,2023-02-04,422.00,IN_PROGRESS
2701,309,5,2023-12-01,2023-12-13,858.00,COMPLETED
2702,120,2,2025-06-07,2025-06-23,760.00,IN_PROGRESS
2703,350,1,2026-01-04,2026-01-10,394.00,ON_HOLD
2704,228,2,2025-08-13,2025-08-22,105.00,COMPLETED
2705,300,1,2023-03-11,2023-03-21,805.00,ON_HOLD
2706,351,1,2025-07-29,2025-08-03,622.00,COMPLETED
2707,487,12,2024-07-19,2024-07-31,891.00,ON_HOLD
2708,175,6,2024-02-04,2024-02-10,618.00,COMPLETED
2709,103,6,2023-09-02,2023-09-10,689.00,IN_PROGRESS
2710,80,4,2026-03-03,2026-03-16,137.00,COMPLETED
2711,228,11,2026-03-01,2026-03-12,571.00,ON_HOLD
2712,162,11,2024-11-19,2024-12-01,234.00,COMPLETED
2713,236,5,2024-02-13,2024-02-20,467.00,COMPLETED
2714,268,7,2024-09-24,2024-10-02,622.00,IN_PROGRESS
2715,203,1,2023-07-29,2023-08-14,880.00,IN_PROGRESS
2716,322,6,2025-02-18,2025-03-03,924.00,COMPLETED
2717,304,8,2024-01-30,2024-02-14,571.00,COMPLETED
2718,129,2,2026-02-04,2026-02-10,339.00,COMPLETED
2719,498,1,2025-10-15,2025-10-18,249.00,ON_HOLD
2720,435,11,2024-01-25,2024-01-31,398.00,COMPLETED
2721,285,5,2023-06-24,2023-06-30,130.00,COMPLETED
2722,296,4,2025-05-01,2025-05-15,344.00,ON_HOLD
2723,294,9,2023-03-14,2023-03-30,135.00,COMPLETED
2724,187,3,2024-04-18,2024-04-21,706.00,COMPLETED
2725,226,12,2025-03-16,2025-03-19,152.00,COMPLETED
2726,274,10,2026-08-08,2026-08-16,74.00,IN_PROGRESS
2727,370,3,2025-08-31,2025-09-12,300.00,COMPLETED
2728,131,4,2025-07-02,2025-07-18,345.00,COMPLETED
2729,23,12,2023-05-16,2023-05-20,999.00,COMPLETED
2730,261,5,2026-01-28,2026-02-06,118.00,COMPLETED
2731,53,9,2025-09-24,2025-10-05,642.00,COMPLETED
2732,230,12,2023-05-02,2023-05-10,893.00,COMPLETED
2733,337,10,2025-11-05,2025-11-16,752.00,COMPLETED
2734,152,1,2025-10-10,2025-10-26,811.00,IN_PROGRESS
2735,400,5,2025-02-10,2025-02-14,425.00,IN_PROGRESS
2736,137,9,2024-08-30,2024-09-08,681.00,COMPLETED
2737,383,3,2025-05-13,2025-05-16,182.00,COMPLETED
2738,240,7,2023-11-07,2023-11-20,639.00,IN_PROGRESS
2739,206,6,2026-06-15,2026-06-19,855.00,COMPLETED
2740,200,11,2026-06-29,2026-07-06,861.00,ON_HOLD
2741,87,7,2023-05-29,2023-06-06,654.00,COMPLETED
2742,171,10,2024-07-24,2024-08-08,847.00,ON_HOLD
2743,440,4,2025-11-01,2025-11-17,686.00,COMPLETED
2744,166,7,2023-01-20,2023-01-31,333.00,COMPLETED
2745,245,8,2024-12-21,2024-12-25,196.00,COMPLETED
2746,100,5,2024-02-19,2024-02-23,506.00,COMPLETED
2747,473,1,2024-02-18,2024-02-29,193.00,COMPLETED
2748,83,1,2026-07-27,2026-07-31,631.00,COMPLETED
2749,454,9,2024-06-09,2024-06-25,106.00,ON_HOLD
2750,418,7,2024-07-21,2024-07-24,187.00,COMPLETED
2751,261,2,2025-04-25,2025-05-11,830.00,ON_HOLD
2752,204,3,2024-08-14,2024-08-20,853.00,IN_PROGRESS
2753,349,7,2023-03-11,2023-03-25,209.00,COMPLETED
2754,285,2,2026-05-27,2026-06-05,395.00,IN_PROGRESS
2755,492,11,2023-09-29,2023-10-11,735.00,COMPLETED
2756,220,6,2024-12-18,2024-12-24,204.00,COMPLETED
2757,339,5,2024-08-02,2024-08-13,856.00,COMPLETED
2758,454,11,2024-02-23,2024-03-02,226.00,COMPLETED
2759,13,2,2023-11-11,2023-11-25,985.00,ON_HOLD
2760,286,10,2023-04-30,2023-05-15,447.00,COMPLETED
2761,343,11,2024-08-20,2024-09-03,594.00,COMPLETED
2762,407,11,2023-10-27,2023-11-10,506.00,COMPLETED
2763,55,12,2023-05-05,2023-05-16,456.00,ON_HOLD
2764,374,7,2026-01-25,2026-02-07,91.00,COMPLETED
2765,82,12,2023-11-18,2023-12-04,513.00,COMPLETED
2766,301,9,2025-02-14,2025-02-28,330.00,COMPLETED
2767,449,1,2025-10-31,2025-11-11,637.00,COMPLETED
2768,398,5,2024-05-29,2024-06-03,869.00,COMPLETED
2769,408,7,2025-08-21,2025-08-26,153.00,COMPLETED
2770,433,7,2025-10-27,2025-11-11,943.00,IN_PROGRESS
2771,483,1,2024-09-07,2024-09-18,713.00,ON_HOLD
2772,457,4,2024-02-02,2024-02-17,974.00,COMPLETED
2773,68,7,2026-06-04,2026-06-09,264.00,COMPLETED
2774,415,5,2023-08-24,2023-09-09,613.00,COMPLETED
2775,118,11,2025-05-14,2025-05-23,297.00,COMPLETED
2776,150,4,2025-01-17,2025-02-01,822.00,IN_PROGRESS
2777,435,8,2025-04-17,2025-04-25,590.00,COMPLETED
2778,160,2,2024-05-18,2024-05-21,155.00,COMPLETED
2779,270,11,2025-09-29,2025-10-05,747.00,COMPLETED
2780,424,9,2025-05-17,2025-05-21,113.00,IN_PROGRESS
2781,482,5,2024-12-27,2025-01-02,121.00,ON_HOLD
2782,274,5,2023-10-16,2023-10-28,889.00,IN_PROGRESS
2783,88,2,2025-04-28,2025-05-07,513.00,COMPLETED
2784,355,10,2024-04-17,2024-04-25,198.00,COMPLETED
2785,151,4,2023-04-15,2023-04-28,694.00,IN_PROGRESS
2786,491,1,2025-08-12,2025-08-24,217.00,COMPLETED
2787,96,11,2025-09-12,2025-09-22,704.00,COMPLETED
2788,339,1,2023-01-22,2023-01-27,762.00,COMPLETED
2789,472,1,2023-11-18,2023-12-01,834.00,ON_HOLD
2790,351,2,2023-07-22,2023-07-26,312.00,COMPLETED
2791,241,5,2025-01-20,2025-02-02,331.00,ON_HOLD
2792,14,3,2026-05-01,2026-05-14,120.00,IN_PROGRESS
2793,332,8,2023-11-18,2023-12-02,172.00,ON_HOLD
2794,317,2,2023-04-25,2023-05-11,678.00,ON_HOLD
2795,168,10,2026-05-26,2026-05-31,103.00,COMPLETED
2796,350,1,2025-10-29,2025-11-01,893.00,IN_PROGRESS
2797,37,10,2024-09-25,2024-10-07,245.00,IN_PROGRESS
2798,330,5,2023-11-10,2023-11-21,722.00,IN_PROGRESS
2799,110,2,2025-02-06,2025-02-16,212.00,COMPLETED
2800,285,9,2023-11-12,2023-11-28,729.00,COMPLETED
2801,195,5,2026-07-27,2026-08-02,452.00,COMPLETED
2802,92,6,2024-12-02,2024-12-18,726.00,ON_HOLD
2803,352,7,2023-03-15,2023-03-26,500.00,ON_HOLD
2804,107,9,2024-05-19,2024-05-25,320.00,COMPLETED
2805,418,7,2024-02-18,2024-02-24,998.00,COMPLETED
2806,442,6,2023-10-21,2023-10-27,753.00,COMPLETED
2807,335,11,2025-08-02,2025-08-16,674.00,COMPLETED
2808,188,2,2026-09-05,2026-09-09,700.00,COMPLETED
2809,363,1,2023-03-16,2023-03-25,191.00,ON_HOLD
2810,155,2,2024-09-23,2024-10-01,445.00,IN_PROGRESS
2811,231,3,2025-02-07,2025-02-22,259.00,IN_PROGRESS
2812,65,7,2023-05-09,2023-05-22,582.00,ON_HOLD
2813,361,2,2023-02-27,2023-03-05,288.00,COMPLETED
2814,303,5,2025-10-29,2025-11-08,777.00,COMPLETED
2815,490,6,2024-05-11,2024-05-26,98.00,COMPLETED
2816,382,3,2025-08-24,2025-08-28,362.00,COMPLETED
2817,54,2,2023-08-08,2023-08-23,691.00,ON_HOLD
2818,355,8,2025-10-06,2025-10-10,160.00,COMPLETED
2819,495,2,2026-05-30,2026-06-10,198.00,COMPLETED
2820,393,6,2024-03-10,2024-03-15,212.00,ON_HOLD
2821,235,6,2024-09-16,2024-09-19,347.00,COMPLETED
2822,157,9,2026-05-28,2026-06-07,266.00,IN_PROGRESS
2823,429,10,2024-12-01,2024-12-10,643.00,ON_HOLD
2824,317,12,2024-10-10,2024-10-18,474.00,IN_PROGRESS
2825,4,11,2024-04-03,2024-04-12,799.00,COMPLETED
2826,180,1,2026-01-16,2026-01-20,950.00,COMPLETED
2827,25,10,2024-08-21,2024-08-25,191.00,IN_PROGRESS
2828,136,11,2023-01-15,2023-01-26,207.00,IN_PROGRESS
2829,288,12,2024-09-28,2024-10-01,650.00,COMPLETED
2830,324,11,2024-04-09,2024-04-25,187.00,COMPLETED
2831,375,4,2023-07-09,2023-07-13,107.00,IN_PROGRESS
2832,168,7,2023-03-12,2023-03-23,391.00,COMPLETED
2833,279,6,2023-12-13,2023-12-26,369.00,ON_HOLD
2834,394,6,2024-11-28,2024-12-12,808.00,IN_PROGRESS
2835,453,4,2024-02-14,2024-02-21,699.00,COMPLETED
2836,299,8,2026-05-03,2026-05-08,829.00,COMPLETED
2837,261,4,2023-02-06,2023-02-18,356.00,COMPLETED
2838,65,7,2026-05-05,2026-05-11,162.00,COMPLETED
2839,406,2,2025-12-10,2025-12-16,304.00,IN_PROGRESS
2840,361,9,2025-11-04,2025-11-19,433.00,COMPLETED
2841,259,3,2023-11-08,2023-11-20,936.00,COMPLETED
2842,469,7,2023-05-14,2023-05-22,378.00,IN_PROGRESS
2843,352,9,2024-08-28,2024-09-02,457.00,COMPLETED
2844,183,6,2025-06-09,2025-06-21,884.00,COMPLETED
2845,130,1,2023-07-22,2023-08-07,454.00,COMPLETED
2846,454,8,2025-02-27,2025-03-02,470.00,IN_PROGRESS
2847,97,6,2026-04-05,2026-04-09,328.00,ON_HOLD
2848,376,11,2026-06-26,2026-07-02,167.00,COMPLETED
2849,259,10,2024-05-26,2024-05-29,555.00,IN_PROGRESS
2850,376,12,2023-09-07,2023-09-14,193.00,COMPLETED
2851,430,4,2026-05-09,2026-05-25,185.00,COMPLETED
2852,371,12,2025-07-27,2025-08-06,960.00,ON_HOLD
2853,64,7,2025-03-11,2025-03-15,818.00,COMPLETED
2854,236,7,2026-07-02,2026-07-10,711.00,COMPLETED
2855,154,8,2024-08-15,2024-08-20,803.00,IN_PROGRESS
2856,481,4,2025-06-24,2025-07-07,989.00,COMPLETED
2857,482,8,2024-06-29,2024-07-09,236.00,COMPLETED
2858,151,1,2024-01-23,2024-01-26,166.00,COMPLETED
2859,142,4,2026-09-10,2026-09-17,939.00,COMPLETED
2860,243,12,2025-05-05,2025-05-17,620.00,COMPLETED
2861,82,8,2026-01-26,2026-01-30,480.00,COMPLETED
2862,441,5,2023-03-11,2023-03-22,534.00,IN_PROGRESS
2863,492,9,2024-04-10,2024-04-13,551.00,COMPLETED
2864,154,1,2024-05-24,2024-06-03,717.00,COMPLETED
2865,184,11,2025-11-17,2025-11-21,498.00,ON_HOLD
2866,143,12,2026-03-17,2026-03-25,131.00,COMPLETED
2867,441,2,2026-05-22,2026-06-01,959.00,COMPLETED
2868,347,7,2025-10-17,2025-11-02,396.00,ON_HOLD
2869,263,10,2025-09-13,2025-09-18,906.00,IN_PROGRESS
2870,335,5,2026-01-03,2026-01-10,164.00,COMPLETED
2871,231,4,2024-01-01,2024-01-12,215.00,COMPLETED
2872,382,10,2026-03-05,2026-03-15,666.00,COMPLETED
2873,108,1,2024-08-04,2024-08-10,273.00,COMPLETED
2874,57,5,2024-02-19,2024-03-01,810.00,COMPLETED
2875,398,11,2025-11-20,2025-12-06,615.00,ON_HOLD
2876,6,9,2025-03-30,2025-04-13,117.00,IN_PROGRESS
2877,395,3,2024-12-26,2025-01-11,643.00,COMPLETED
2878,490,12,2026-04-17,2026-04-25,270.00,IN_PROGRESS
2879,221,4,2024-06-18,2024-07-04,365.00,ON_HOLD
2880,152,1,2026-06-12,2026-06-28,457.00,COMPLETED
2881,327,3,2026-05-04,2026-05-12,997.00,COMPLETED
2882,420,5,2025-02-10,2025-02-23,333.00,ON_HOLD
2883,258,8,2024-07-20,2024-07-27,763.00,ON_HOLD
2884,278,7,2025-07-02,2025-07-05,373.00,COMPLETED
2885,1,8,2025-04-10,2025-04-24,631.00,ON_HOLD
2886,427,6,2023-08-15,2023-08-27,383.00,ON_HOLD
2887,314,2,2023-10-13,2023-10-23,367.00,COMPLETED
2888,396,8,2024-11-30,2024-12-06,838.00,COMPLETED
2889,412,9,2024-12-25,2025-01-10,879.00,IN_PROGRESS
2890,339,2,2025-07-17,2025-08-02,714.00,COMPLETED
2891,464,2,2023-01-17,2023-01-22,761.00,COMPLETED
2892,310,10,2023-03-18,2023-03-21,371.00,IN_PROGRESS
2893,404,1,2025-12-14,2025-12-30,495.00,COMPLETED
2894,209,7,2023-07-05,2023-07-11,57.00,COMPLETED
2895,12,7,2024-08-30,2024-09-15,474.00,COMPLETED
2896,44,12,2025-03-14,2025-03-20,297.00,COMPLETED
2897,297,10,2025-04-12,2025-04-20,462.00,ON_HOLD
2898,56,5,2025-10-27,2025-11-09,58.00,COMPLETED
2899,52,10,2023-09-06,2023-09-11,916.00,COMPLETED
2900,178,4,2025-04-16,2025-05-02,849.00,COMPLETED
2901,464,3,2024-04-14,2024-04-17,741.00,ON_HOLD
2902,470,8,2023-03-19,2023-03-26,80.00,IN_PROGRESS
2903,455,2,2023-03-11,2023-03-16,243.00,ON_HOLD
2904,327,2,2026-08-23,2026-09-08,65.00,ON_HOLD
2905,303,3,2025-10-06,2025-10-14,657.00,IN_PROGRESS
2906,345,8,2025-11-17,2025-11-30,340.00,COMPLETED
2907,176,8,2024-08-18,2024-08-29,164.00,COMPLETED
2908,163,7,2025-03-14,2025-03-27,915.00,COMPLETED
2909,374,8,2026-03-04,2026-03-10,908.00,ON_HOLD
2910,380,1,2024-10-05,2024-10-08,725.00,COMPLETED
2911,298,4,2025-05-11,2025-05-26,724.00,IN_PROGRESS
2912,458,4,2023-05-13,2023-05-24,851.00,COMPLETED
2913,231,11,2025-11-05,2025-11-18,627.00,IN_PROGRESS
2914,378,7,2023-01-19,2023-01-26,727.00,COMPLETED
2915,31,6,2025-05-14,2025-05-25,945.00,COMPLETED
2916,310,6,2026-08-17,2026-08-26,838.00,COMPLETED
2917,381,7,2025-12-07,2025-12-23,957.00,COMPLETED
2918,148,7,2025-09-30,2025-10-05,869.00,COMPLETED
2919,210,4,2023-09-19,2023-10-03,970.00,IN_PROGRESS
2920,163,8,2026-05-05,2026-05-16,698.00,COMPLETED
2921,493,1,2026-02-10,2026-02-25,302.00,COMPLETED
2922,155,4,2024-01-11,2024-01-14,424.00,COMPLETED
2923,344,8,2024-03-03,2024-03-17,694.00,COMPLETED
2924,282,9,2025-04-28,2025-05-03,188.00,COMPLETED
2925,202,6,2025-10-01,2025-10-04,523.00,COMPLETED
2926,3,12,2024-09-22,2024-10-08,689.00,COMPLETED
2927,136,8,2026-08-01,2026-08-13,272.00,COMPLETED
2928,319,8,2023-04-24,2023-05-03,214.00,COMPLETED
2929,246,2,2026-02-20,2026-03-04,233.00,ON_HOLD
2930,292,6,2025-10-03,2025-10-06,812.00,COMPLETED
2931,259,3,2024-12-09,2024-12-25,673.00,COMPLETED
2932,442,4,2023-12-07,2023-12-15,366.00,COMPLETED
2933,280,8,2025-09-14,2025-09-25,537.00,COMPLETED
2934,164,7,2024-02-06,2024-02-15,684.00,ON_HOLD
2935,12,4,2025-01-15,2025-01-23,469.00,IN_PROGRESS
2936,98,11,2023-11-11,2023-11-23,529.00,ON_HOLD
2937,318,3,2024-09-20,2024-09-26,80.00,IN_PROGRESS
2938,6,2,2023-11-01,2023-11-14,498.00,COMPLETED
2939,240,1,2026-05-04,2026-05-11,191.00,COMPLETED
2940,466,3,2025-07-28,2025-08-03,684.00,COMPLETED
2941,327,6,2024-09-03,2024-09-15,369.00,COMPLETED
2942,478,1,2025-10-22,2025-11-03,122.00,ON_HOLD
2943,498,9,2025-11-03,2025-11-19,819.00,COMPLETED
2944,202,3,2025-08-12,2025-08-26,472.00,COMPLETED
2945,148,6,2023-03-09,2023-03-21,643.00,COMPLETED
2946,498,4,2025-08-24,2025-09-04,484.00,COMPLETED
2947,244,1,2024-02-07,2024-02-10,754.00,IN_PROGRESS
2948,356,2,2025-02-13,2025-02-26,657.00,COMPLETED
2949,394,2,2024-11-29,2024-12-12,262.00,COMPLETED
2950,122,7,2023-05-06,2023-05-10,618.00,COMPLETED
2951,450,4,2023-08-17,2023-08-25,764.00,COMPLETED
2952,135,7,2025-11-30,2025-12-04,183.00,COMPLETED
2953,242,11,2024-01-18,2024-01-29,557.00,ON_HOLD
2954,263,5,2025-09-16,2025-09-24,115.00,COMPLETED
2955,448,12,2023-11-09,2023-11-24,838.00,COMPLETED
2956,201,6,2025-09-20,2025-09-24,862.00,COMPLETED
2957,165,9,2025-11-19,2025-12-02,800.00,ON_HOLD
2958,224,10,2023-02-02,2023-02-10,613.00,COMPLETED
2959,438,11,2023-10-10,2023-10-25,230.00,COMPLETED
2960,200,8,2025-02-27,2025-03-11,957.00,ON_HOLD
2961,303,3,2025-11-17,2025-11-26,691.00,ON_HOLD
2962,19,2,2023-05-24,2023-06-05,194.00,COMPLETED
2963,249,4,2026-05-27,2026-06-10,633.00,IN_PROGRESS
2964,161,5,2023-08-17,2023-09-02,405.00,COMPLETED
2965,67,7,2026-05-10,2026-05-20,86.00,COMPLETED
2966,221,5,2025-09-02,2025-09-11,63.00,COMPLETED
2967,148,8,2025-04-22,2025-05-06,666.00,COMPLETED
2968,262,5,2025-10-22,2025-10-26,563.00,ON_HOLD
2969,138,4,2024-10-02,2024-10-05,256.00,COMPLETED
2970,100,11,2026-04-02,2026-04-15,377.00,COMPLETED
2971,192,6,2023-02-23,2023-03-10,197.00,COMPLETED
2972,497,6,2024-03-15,2024-03-24,701.00,IN_PROGRESS
2973,53,6,2023-01-09,2023-01-17,864.00,ON_HOLD
2974,102,8,2023-04-08,2023-04-12,380.00,COMPLETED
2975,272,7,2023-05-15,2023-05-24,979.00,COMPLETED
2976,224,7,2024-06-30,2024-07-06,512.00,COMPLETED
2977,379,2,2026-09-02,2026-09-09,285.00,ON_HOLD
2978,192,2,2025-05-05,2025-05-21,304.00,IN_PROGRESS
2979,468,9,2024-09-01,2024-09-11,586.00,ON_HOLD
2980,498,10,2023-12-23,2024-01-07,565.00,COMPLETED
2981,289,8,2024-05-05,2024-05-18,727.00,COMPLETED
2982,359,9,2023-07-04,2023-07-08,801.00,ON_HOLD
2983,467,12,2025-01-17,2025-01-22,681.00,ON_HOLD
2984,153,8,2025-09-08,2025-09-15,376.00,COMPLETED
2985,196,12,2026-04-04,2026-04-07,446.00,ON_HOLD
2986,86,7,2025-10-29,2025-11-09,704.00,COMPLETED
2987,343,12,2025-10-11,2025-10-26,315.00,COMPLETED
2988,101,7,2024-12-21,2024-12-29,164.00,ON_HOLD
2989,361,9,2026-02-14,2026-02-25,889.00,ON_HOLD
2990,20,5,2026-08-28,2026-09-01,782.00,COMPLETED
2991,401,8,2024-08-16,2024-08-26,397.00,IN_PROGRESS
2992,26,5,2025-07-31,2025-08-14,132.00,COMPLETED
2993,441,7,2026-08-16,2026-08-25,581.00,IN_PROGRESS
2994,67,1,2024-07-31,2024-08-16,845.00,COMPLETED
2995,36,1,2023-01-04,2023-01-07,873.00,ON_HOLD
2996,10,9,2026-05-19,2026-05-30,792.00,ON_HOLD
2997,169,9,2025-09-17,2025-09-30,821.00,ON_HOLD
2998,192,2,2023-09-06,2023-09-20,194.00,COMPLETED
2999,281,12,2023-04-03,2023-04-14,726.00,IN_PROGRESS
3000,457,1,2026-04-08,2026-04-17,504.00,COMPLETED
3001,118,7,2023-04-15,2023-04-30,637.00,IN_PROGRESS
3002,38,3,2023-06-01,2023-06-09,111.00,COMPLETED
3003,277,8,2025-09-30,2025-10-10,453.00,IN_PROGRESS
3004,29,9,2023-11-10,2023-11-21,175.00,COMPLETED
3005,126,6,2023-02-21,2023-03-05,426.00,COMPLETED
3006,480,6,2024-07-17,2024-07-26,538.00,ON_HOLD
3007,76,7,2023-09-28,2023-10-10,584.00,COMPLETED
3008,341,11,2023-03-18,2023-03-24,920.00,ON_HOLD
3009,3,3,2024-08-28,2024-09-12,105.00,ON_HOLD
3010,12,3,2024-06-10,2024-06-22,659.00,IN_PROGRESS
3011,417,4,2023-07-08,2023-07-12,939.00,COMPLETED
3012,435,12,2026-03-17,2026-03-31,808.00,COMPLETED
3013,232,6,2023-08-27,2023-09-01,477.00,COMPLETED
3014,363,3,2023-12-11,2023-12-23,328.00,ON_HOLD
3015,45,9,2023-06-10,2023-06-20,847.00,ON_HOLD
3016,406,5,2025-10-14,2025-10-25,986.00,COMPLETED
3017,438,10,2024-03-27,2024-04-08,884.00,IN_PROGRESS
3018,487,9,2024-04-23,2024-05-01,367.00,ON_HOLD
3019,321,11,2026-06-13,2026-06-18,815.00,COMPLETED
3020,414,10,2025-02-04,2025-02-08,895.00,ON_HOLD
3021,487,2,2023-10-21,2023-11-05,66.00,COMPLETED
3022,253,12,2026-06-08,2026-06-18,486.00,COMPLETED
3023,32,11,2026-01-29,2026-02-05,765.00,COMPLETED
3024,449,5,2024-01-14,2024-01-26,315.00,COMPLETED
3025,57,9,2023-01-08,2023-01-21,545.00,ON_HOLD
3026,475,5,2026-02-02,2026-02-15,376.00,COMPLETED
3027,124,10,2026-06-02,2026-06-06,885.00,COMPLETED
3028,243,1,2026-02-06,2026-02-15,855.00,COMPLETED
3029,279,1,2025-12-13,2025-12-20,409.00,COMPLETED
3030,215,11,2024-02-25,2024-02-29,284.00,COMPLETED
3031,482,7,2026-09-18,2026-10-03,476.00,IN_PROGRESS
3032,384,9,2024-11-11,2024-11-22,893.00,COMPLETED
3033,430,11,2023-09-19,2023-10-01,969.00,ON_HOLD
3034,113,9,2024-06-09,2024-06-24,512.00,IN_PROGRESS
3035,486,8,2023-01-24,2023-02-02,996.00,COMPLETED
3036,11,11,2024-09-30,2024-10-11,543.00,ON_HOLD
3037,475,6,2024-11-18,2024-12-02,995.00,IN_PROGRESS
3038,196,11,2024-08-08,2024-08-22,850.00,IN_PROGRESS
3039,368,10,2023-08-27,2023-08-30,772.00,COMPLETED
3040,363,2,2025-05-17,2025-05-28,542.00,COMPLETED
3041,302,4,2024-08-09,2024-08-25,848.00,IN_PROGRESS
3042,36,2,2024-02-10,2024-02-13,876.00,IN_PROGRESS
3043,308,10,2025-04-22,2025-05-02,659.00,COMPLETED
3044,246,4,2025-03-04,2025-03-15,468.00,IN_PROGRESS
