EVENT_ID,SHIPMENT_ID,MILESTONE,EVENT_TS,LOCATION
4650,333,PICKED_UP,2025-07-20 05:00:00,Long Beach
4651,333,GATE_IN,2024-10-12 17:00:00,Tokyo
4652,333,LOADED,2026-02-01 09:00:00,Houston
4653,333,DEPARTED,2025-07-27 18:00:00,Long Beach
4654,333,IN_TRANSIT,2023-11-16 04:00:00,Savannah
4655,333,TRANSSHIPMENT,2024-03-09 14:00:00,Los Angeles
4656,333,ARRIVED_PORT,2023-07-28 22:00:00,Singapore
4657,333,CUSTOMS_CLEARANCE,2025-04-09 16:00:00,Guadalajara
4658,333,GATE_OUT,2023-05-24 20:00:00,Shanghai
4659,333,OUT_FOR_DELIVERY,2023-05-01 23:00:00,Hamburg
4660,333,DELIVERED,2024-02-05 08:00:00,Singapore
4661,333,POD_SIGNED,2023-12-27 12:00:00,Busan
4662,333,INVOICE_SENT,2024-04-04 08:00:00,Mumbai
4663,334,BOOKING_CONFIRMED,2023-02-13 16:00:00,Rotterdam
4664,334,PICKED_UP,2025-11-15 20:00:00,Penang
4665,334,GATE_IN,2025-07-07 23:00:00,Savannah
4666,334,LOADED,2026-02-03 08:00:00,Shanghai
4667,334,DEPARTED,2024-04-02 20:00:00,Penang
4668,334,IN_TRANSIT,2023-03-14 09:00:00,Singapore
4669,334,TRANSSHIPMENT,2025-06-26 13:00:00,Penang
4670,334,ARRIVED_PORT,2025-02-09 19:00:00,Penang
4671,334,CUSTOMS_CLEARANCE,2024-09-15 12:00:00,Rotterdam
4672,334,GATE_OUT,2023-09-29 03:00:00,Los Angeles
4673,334,OUT_FOR_DELIVERY,2025-08-03 16:00:00,Hamburg
4674,334,DELIVERED,2025-08-07 18:00:00,Long Beach
4675,334,POD_SIGNED,2024-07-19 12:00:00,Rotterdam
4676,334,INVOICE_SENT,2024-12-02 02:00:00,Busan
4677,335,BOOKING_CONFIRMED,2024-12-22 22:00:00,Savannah
4678,335,PICKED_UP,2026-09-20 18:00:00,Houston
4679,335,GATE_IN,2026-06-13 01:00:00,Busan
4680,335,LOADED,2023-10-15 15:00:00,Long Beach
4681,335,DEPARTED,2024-12-22 21:00:00,Guadalajara
4682,335,IN_TRANSIT,2024-02-19 19:00:00,Shanghai
4683,335,TRANSSHIPMENT,2023-04-03 05:00:00,Penang
4684,335,ARRIVED_PORT,2026-03-05 05:00:00,Tokyo
4685,335,CUSTOMS_CLEARANCE,2023-11-17 11:00:00,Mumbai
4686,335,GATE_OUT,2024-09-11 20:00:00,Guadalajara
4687,335,OUT_FOR_DELIVERY,2023-10-05 16:00:00,Savannah
4688,335,DELIVERED,2023-09-18 05:00:00,Long Beach
4689,335,POD_SIGNED,2025-12-12 22:00:00,Los Angeles
4690,335,INVOICE_SENT,2026-08-15 03:00:00,Savannah
4691,336,BOOKING_CONFIRMED,2024-10-09 03:00:00,Mumbai
4692,336,PICKED_UP,2024-10-09 21:00:00,Tokyo
4693,336,GATE_IN,2025-10-23 06:00:00,Long Beach
4694,336,LOADED,2024-06-22 00:00:00,Rotterdam
4695,336,DEPARTED,2024-03-26 20:00:00,Los Angeles
4696,336,IN_TRANSIT,2025-03-10 10:00:00,Los Angeles
4697,336,TRANSSHIPMENT,2026-09-26 22:00:00,Singapore
4698,336,ARRIVED_PORT,2025-01-07 06:00:00,Houston
4699,336,CUSTOMS_CLEARANCE,2023-11-22 10:00:00,Savannah
4700,336,GATE_OUT,2025-10-29 15:00:00,Los Angeles
4701,336,OUT_FOR_DELIVERY,2025-11-01 13:00:00,Houston
4702,336,DELIVERED,2023-10-29 08:00:00,Penang
4703,336,POD_SIGNED,2025-01-01 23:00:00,Savannah
4704,336,INVOICE_SENT,2024-11-20 02:00:00,Singapore
4705,337,BOOKING_CONFIRMED,2026-06-27 16:00:00,Penang
4706,337,PICKED_UP,2025-11-16 11:00:00,Busan
4707,337,GATE_IN,2023-11-08 01:00:00,Los Angeles
4708,337,LOADED,2023-04-29 21:00:00,Guadalajara
4709,337,DEPARTED,2025-07-19 11:00:00,Rotterdam
4710,337,IN_TRANSIT,2025-12-22 20:00:00,Hamburg
4711,337,TRANSSHIPMENT,2023-10-05 06:00:00,Los Angeles
4712,337,ARRIVED_PORT,2026-05-18 18:00:00,Guadalajara
4713,337,CUSTOMS_CLEARANCE,2024-08-31 12:00:00,Shenzhen
4714,337,GATE_OUT,2023-12-18 01:00:00,Mumbai
4715,337,OUT_FOR_DELIVERY,2024-01-13 05:00:00,Rotterdam
4716,337,DELIVERED,2025-04-28 02:00:00,Savannah
4717,337,POD_SIGNED,2024-08-12 10:00:00,Singapore
4718,337,INVOICE_SENT,2026-10-01 06:00:00,Los Angeles
4719,338,BOOKING_CONFIRMED,2025-03-01 22:00:00,Rotterdam
4720,338,PICKED_UP,2026-06-03 02:00:00,Shanghai
4721,338,GATE_IN,2025-11-20 15:00:00,Mumbai
4722,338,LOADED,2026-09-17 23:00:00,Shanghai
4723,338,DEPARTED,2024-05-21 06:00:00,Busan
4724,338,IN_TRANSIT,2025-09-28 23:00:00,Singapore
4725,338,TRANSSHIPMENT,2024-10-20 04:00:00,Shanghai
4726,338,ARRIVED_PORT,2026-07-29 15:00:00,Shenzhen
4727,338,CUSTOMS_CLEARANCE,2024-03-29 06:00:00,Shanghai
4728,338,GATE_OUT,2023-12-25 05:00:00,Singapore
4729,338,OUT_FOR_DELIVERY,2024-03-01 21:00:00,Penang
4730,338,DELIVERED,2023-01-21 05:00:00,Shenzhen
4731,338,POD_SIGNED,2024-08-04 03:00:00,Shenzhen
4732,338,INVOICE_SENT,2025-12-23 01:00:00,Guadalajara
4733,339,BOOKING_CONFIRMED,2025-07-04 23:00:00,Tokyo
4734,339,PICKED_UP,2023-03-18 11:00:00,Shanghai
4735,339,GATE_IN,2024-05-10 10:00:00,Houston
4736,339,LOADED,2026-06-17 12:00:00,Mumbai
4737,339,DEPARTED,2024-02-05 17:00:00,Guadalajara
4738,339,IN_TRANSIT,2024-02-08 22:00:00,Rotterdam
4739,339,TRANSSHIPMENT,2024-12-27 05:00:00,Los Angeles
4740,339,ARRIVED_PORT,2025-05-24 23:00:00,Shanghai
4741,339,CUSTOMS_CLEARANCE,2024-04-13 08:00:00,Hamburg
4742,339,GATE_OUT,2024-07-06 21:00:00,Penang
4743,339,OUT_FOR_DELIVERY,2026-01-22 19:00:00,Savannah
4744,339,DELIVERED,2025-12-23 06:00:00,Busan
4745,339,POD_SIGNED,2025-01-18 02:00:00,Singapore
4746,339,INVOICE_SENT,2026-07-27 06:00:00,Penang
4747,340,BOOKING_CONFIRMED,2024-06-25 13:00:00,Rotterdam
4748,340,PICKED_UP,2024-03-22 02:00:00,Singapore
4749,340,GATE_IN,2023-10-31 13:00:00,Singapore
4750,340,LOADED,2024-10-08 18:00:00,Houston
4751,340,DEPARTED,2026-07-15 15:00:00,Shenzhen
4752,340,IN_TRANSIT,2026-06-09 23:00:00,Busan
4753,340,TRANSSHIPMENT,2023-05-21 22:00:00,Hamburg
4754,340,ARRIVED_PORT,2023-08-03 16:00:00,Singapore
4755,340,CUSTOMS_CLEARANCE,2023-09-26 00:00:00,Shanghai
4756,340,GATE_OUT,2025-01-16 09:00:00,Long Beach
4757,340,OUT_FOR_DELIVERY,2024-02-29 23:00:00,Long Beach
4758,340,DELIVERED,2024-06-23 12:00:00,Mumbai
4759,340,POD_SIGNED,2023-05-04 01:00:00,Shenzhen
4760,340,INVOICE_SENT,2025-02-14 10:00:00,Los Angeles
4761,341,BOOKING_CONFIRMED,2025-11-16 01:00:00,Tokyo
4762,341,PICKED_UP,2024-11-11 22:00:00,Shanghai
4763,341,GATE_IN,2025-02-27 20:00:00,Shenzhen
4764,341,LOADED,2026-03-07 12:00:00,Busan
4765,341,DEPARTED,2026-05-01 02:00:00,Mumbai
4766,341,IN_TRANSIT,2025-05-17 02:00:00,Los Angeles
4767,341,TRANSSHIPMENT,2023-06-15 11:00:00,Guadalajara
4768,341,ARRIVED_PORT,2023-01-13 06:00:00,Los Angeles
4769,341,CUSTOMS_CLEARANCE,2025-01-11 13:00:00,Guadalajara
4770,341,GATE_OUT,2025-06-22 00:00:00,Los Angeles
4771,341,OUT_FOR_DELIVERY,2025-08-21 05:00:00,Tokyo
4772,341,DELIVERED,2023-12-28 07:00:00,Guadalajara
4773,341,POD_SIGNED,2023-02-23 09:00:00,Guadalajara
4774,341,INVOICE_SENT,2025-01-27 21:00:00,Guadalajara
4775,342,BOOKING_CONFIRMED,2025-01-02 12:00:00,Singapore
4776,342,PICKED_UP,2024-04-20 21:00:00,Los Angeles
4777,342,GATE_IN,2023-12-05 17:00:00,Busan
4778,342,LOADED,2024-05-10 17:00:00,Rotterdam
4779,342,DEPARTED,2025-10-18 14:00:00,Shenzhen
4780,342,IN_TRANSIT,2025-12-07 18:00:00,Hamburg
4781,342,TRANSSHIPMENT,2024-08-23 11:00:00,Los Angeles
4782,342,ARRIVED_PORT,2023-02-28 21:00:00,Rotterdam
4783,342,CUSTOMS_CLEARANCE,2025-04-09 06:00:00,Singapore
4784,342,GATE_OUT,2024-01-22 16:00:00,Shanghai
4785,342,OUT_FOR_DELIVERY,2023-06-27 17:00:00,Penang
4786,342,DELIVERED,2023-05-04 00:00:00,Penang
4787,342,POD_SIGNED,2026-03-21 07:00:00,Busan
4788,342,INVOICE_SENT,2024-10-22 12:00:00,Shanghai
4789,343,BOOKING_CONFIRMED,2026-03-24 14:00:00,Tokyo
4790,343,PICKED_UP,2025-03-24 20:00:00,Singapore
4791,343,GATE_IN,2024-08-08 04:00:00,Tokyo
4792,343,LOADED,2024-10-05 12:00:00,Savannah
4793,343,DEPARTED,2023-08-21 02:00:00,Los Angeles
4794,343,IN_TRANSIT,2026-09-20 13:00:00,Singapore
4795,343,TRANSSHIPMENT,2025-10-07 04:00:00,Busan
4796,343,ARRIVED_PORT,2026-05-23 04:00:00,Hamburg
4797,343,CUSTOMS_CLEARANCE,2024-10-12 13:00:00,Busan
4798,343,GATE_OUT,2025-09-04 17:00:00,Tokyo
4799,343,OUT_FOR_DELIVERY,2023-07-20 12:00:00,Guadalajara
4800,343,DELIVERED,2023-04-27 15:00:00,Savannah
4801,343,POD_SIGNED,2025-05-25 20:00:00,Savannah
4802,343,INVOICE_SENT,2025-04-13 04:00:00,Rotterdam
4803,344,BOOKING_CONFIRMED,2024-09-12 11:00:00,Tokyo
4804,344,PICKED_UP,2025-11-08 12:00:00,Singapore
4805,344,GATE_IN,2024-08-25 19:00:00,Houston
4806,344,LOADED,2024-04-17 13:00:00,Long Beach
4807,344,DEPARTED,2026-08-28 20:00:00,Shenzhen
4808,344,IN_TRANSIT,2026-03-02 06:00:00,Rotterdam
4809,344,TRANSSHIPMENT,2026-08-19 15:00:00,Guadalajara
4810,344,ARRIVED_PORT,2023-01-22 06:00:00,Hamburg
4811,344,CUSTOMS_CLEARANCE,2025-09-25 09:00:00,Mumbai
4812,344,GATE_OUT,2024-07-12 14:00:00,Shanghai
4813,344,OUT_FOR_DELIVERY,2024-09-22 08:00:00,Penang
4814,344,DELIVERED,2025-05-20 01:00:00,Mumbai
4815,344,POD_SIGNED,2023-06-20 22:00:00,Rotterdam
4816,344,INVOICE_SENT,2026-09-15 20:00:00,Los Angeles
4817,345,BOOKING_CONFIRMED,2023-04-23 05:00:00,Shanghai
4818,345,PICKED_UP,2025-08-23 02:00:00,Long Beach
4819,345,GATE_IN,2025-07-30 21:00:00,Busan
4820,345,LOADED,2025-11-15 11:00:00,Savannah
4821,345,DEPARTED,2026-07-30 11:00:00,Savannah
4822,345,IN_TRANSIT,2023-05-13 19:00:00,Shenzhen
4823,345,TRANSSHIPMENT,2024-11-03 08:00:00,Long Beach
4824,345,ARRIVED_PORT,2023-04-27 14:00:00,Singapore
4825,345,CUSTOMS_CLEARANCE,2024-10-03 23:00:00,Los Angeles
4826,345,GATE_OUT,2025-01-29 23:00:00,Houston
4827,345,OUT_FOR_DELIVERY,2023-09-22 06:00:00,Shenzhen
4828,345,DELIVERED,2024-05-19 21:00:00,Hamburg
4829,345,POD_SIGNED,2023-02-20 22:00:00,Mumbai
4830,345,INVOICE_SENT,2026-07-21 18:00:00,Houston
4831,346,BOOKING_CONFIRMED,2026-09-30 20:00:00,Busan
4832,346,PICKED_UP,2023-04-27 21:00:00,Shenzhen
4833,346,GATE_IN,2026-06-09 13:00:00,Los Angeles
4834,346,LOADED,2023-04-21 02:00:00,Singapore
4835,346,DEPARTED,2025-08-11 10:00:00,Singapore
4836,346,IN_TRANSIT,2023-06-19 08:00:00,Rotterdam
4837,346,TRANSSHIPMENT,2023-12-15 15:00:00,Long Beach
4838,346,ARRIVED_PORT,2023-08-13 19:00:00,Rotterdam
4839,346,CUSTOMS_CLEARANCE,2026-05-10 12:00:00,Houston
4840,346,GATE_OUT,2024-04-28 19:00:00,Shenzhen
4841,346,OUT_FOR_DELIVERY,2026-06-08 14:00:00,Savannah
4842,346,DELIVERED,2023-09-20 01:00:00,Savannah
4843,346,POD_SIGNED,2026-09-02 21:00:00,Shanghai
4844,346,INVOICE_SENT,2026-03-12 19:00:00,Guadalajara
4845,347,BOOKING_CONFIRMED,2024-12-12 22:00:00,Shenzhen
4846,347,PICKED_UP,2024-12-20 15:00:00,Singapore
4847,347,GATE_IN,2023-11-22 13:00:00,Busan
4848,347,LOADED,2023-01-16 20:00:00,Rotterdam
4849,347,DEPARTED,2023-09-28 22:00:00,Long Beach
4850,347,IN_TRANSIT,2024-08-19 05:00:00,Singapore
4851,347,TRANSSHIPMENT,2024-05-11 14:00:00,Shenzhen
4852,347,ARRIVED_PORT,2024-04-01 00:00:00,Rotterdam
4853,347,CUSTOMS_CLEARANCE,2024-01-02 04:00:00,Shanghai
4854,347,GATE_OUT,2026-06-22 04:00:00,Shenzhen
4855,347,OUT_FOR_DELIVERY,2023-09-17 07:00:00,Long Beach
4856,347,DELIVERED,2023-07-10 23:00:00,Mumbai
4857,347,POD_SIGNED,2025-09-19 09:00:00,Rotterdam
4858,347,INVOICE_SENT,2026-09-29 08:00:00,Singapore
4859,348,BOOKING_CONFIRMED,2026-09-03 18:00:00,Tokyo
4860,348,PICKED_UP,2024-10-27 13:00:00,Singapore
4861,348,GATE_IN,2023-02-27 05:00:00,Savannah
4862,348,LOADED,2023-09-22 01:00:00,Penang
4863,348,DEPARTED,2025-05-12 02:00:00,Rotterdam
4864,348,IN_TRANSIT,2025-12-17 11:00:00,Penang
4865,348,TRANSSHIPMENT,2025-04-24 22:00:00,Houston
4866,348,ARRIVED_PORT,2023-12-03 03:00:00,Shanghai
4867,348,CUSTOMS_CLEARANCE,2024-10-15 19:00:00,Hamburg
4868,348,GATE_OUT,2026-04-28 03:00:00,Savannah
4869,348,OUT_FOR_DELIVERY,2023-09-02 20:00:00,Tokyo
4870,348,DELIVERED,2024-12-24 03:00:00,Hamburg
4871,348,POD_SIGNED,2025-09-26 06:00:00,Shanghai
4872,348,INVOICE_SENT,2024-07-29 17:00:00,Tokyo
4873,349,BOOKING_CONFIRMED,2026-02-23 11:00:00,Shanghai
4874,349,PICKED_UP,2024-03-19 01:00:00,Houston
4875,349,GATE_IN,2023-06-16 17:00:00,Los Angeles
4876,349,LOADED,2026-07-16 12:00:00,Houston
4877,349,DEPARTED,2023-10-19 12:00:00,Tokyo
4878,349,IN_TRANSIT,2024-08-01 08:00:00,Shenzhen
4879,349,TRANSSHIPMENT,2024-04-16 03:00:00,Rotterdam
4880,349,ARRIVED_PORT,2026-06-14 02:00:00,Los Angeles
4881,349,CUSTOMS_CLEARANCE,2024-06-05 08:00:00,Shanghai
4882,349,GATE_OUT,2026-01-18 12:00:00,Savannah
4883,349,OUT_FOR_DELIVERY,2023-12-29 17:00:00,Penang
4884,349,DELIVERED,2025-06-29 19:00:00,Shanghai
4885,349,POD_SIGNED,2025-02-19 15:00:00,Shanghai
4886,349,INVOICE_SENT,2026-03-23 22:00:00,Tokyo
4887,350,BOOKING_CONFIRMED,2025-04-16 11:00:00,Houston
4888,350,PICKED_UP,2026-04-06 21:00:00,Busan
4889,350,GATE_IN,2024-07-04 07:00:00,Mumbai
4890,350,LOADED,2023-08-27 14:00:00,Guadalajara
4891,350,DEPARTED,2024-09-10 15:00:00,Mumbai
4892,350,IN_TRANSIT,2026-08-04 19:00:00,Busan
4893,350,TRANSSHIPMENT,2026-08-05 15:00:00,Rotterdam
4894,350,ARRIVED_PORT,2025-09-27 22:00:00,Tokyo
4895,350,CUSTOMS_CLEARANCE,2023-04-30 17:00:00,Tokyo
4896,350,GATE_OUT,2025-05-17 10:00:00,Shanghai
4897,350,OUT_FOR_DELIVERY,2025-01-12 11:00:00,Penang
4898,350,DELIVERED,2023-03-05 19:00:00,Shanghai
4899,350,POD_SIGNED,2026-04-15 17:00:00,Los Angeles
4900,350,INVOICE_SENT,2024-07-16 09:00:00,Long Beach
4901,351,BOOKING_CONFIRMED,2024-08-06 00:00:00,Penang
4902,351,PICKED_UP,2025-07-16 05:00:00,Tokyo
4903,351,GATE_IN,2026-05-19 06:00:00,Long Beach
4904,351,LOADED,2024-01-05 10:00:00,Tokyo
4905,351,DEPARTED,2023-12-24 22:00:00,Houston
4906,351,IN_TRANSIT,2023-12-24 05:00:00,Los Angeles
4907,351,TRANSSHIPMENT,2024-04-21 08:00:00,Singapore
4908,351,ARRIVED_PORT,2023-03-03 03:00:00,Mumbai
4909,351,CUSTOMS_CLEARANCE,2023-07-18 19:00:00,Shanghai
4910,351,GATE_OUT,2023-09-24 19:00:00,Singapore
4911,351,OUT_FOR_DELIVERY,2025-12-17 14:00:00,Savannah
4912,351,DELIVERED,2023-02-11 09:00:00,Mumbai
4913,351,POD_SIGNED,2023-10-20 12:00:00,Hamburg
4914,351,INVOICE_SENT,2023-03-17 20:00:00,Shenzhen
4915,352,BOOKING_CONFIRMED,2026-08-06 14:00:00,Savannah
4916,352,PICKED_UP,2026-08-08 00:00:00,Rotterdam
4917,352,GATE_IN,2024-01-21 15:00:00,Shenzhen
4918,352,LOADED,2024-02-22 14:00:00,Tokyo
4919,352,DEPARTED,2023-04-04 05:00:00,Penang
4920,352,IN_TRANSIT,2026-07-30 17:00:00,Penang
4921,352,TRANSSHIPMENT,2025-01-30 11:00:00,Shenzhen
4922,352,ARRIVED_PORT,2025-08-20 13:00:00,Mumbai
4923,352,CUSTOMS_CLEARANCE,2023-07-03 13:00:00,Tokyo
4924,352,GATE_OUT,2025-03-17 05:00:00,Mumbai
4925,352,OUT_FOR_DELIVERY,2023-03-05 21:00:00,Penang
4926,352,DELIVERED,2024-09-30 08:00:00,Tokyo
4927,352,POD_SIGNED,2025-07-26 04:00:00,Mumbai
4928,352,INVOICE_SENT,2023-05-16 12:00:00,Busan
4929,353,BOOKING_CONFIRMED,2026-08-06 04:00:00,Hamburg
4930,353,PICKED_UP,2024-01-14 19:00:00,Los Angeles
4931,353,GATE_IN,2023-04-13 19:00:00,Busan
4932,353,LOADED,2025-03-27 21:00:00,Mumbai
4933,353,DEPARTED,2025-07-23 13:00:00,Houston
4934,353,IN_TRANSIT,2023-10-11 18:00:00,Long Beach
4935,353,TRANSSHIPMENT,2025-02-14 11:00:00,Hamburg
4936,353,ARRIVED_PORT,2023-07-15 10:00:00,Long Beach
4937,353,CUSTOMS_CLEARANCE,2025-08-11 12:00:00,Hamburg
4938,353,GATE_OUT,2025-11-24 04:00:00,Los Angeles
4939,353,OUT_FOR_DELIVERY,2023-04-15 21:00:00,Shenzhen
4940,353,DELIVERED,2023-10-26 16:00:00,Rotterdam
4941,353,POD_SIGNED,2023-03-12 03:00:00,Mumbai
4942,353,INVOICE_SENT,2024-04-30 16:00:00,Tokyo
4943,354,BOOKING_CONFIRMED,2024-12-09 02:00:00,Shenzhen
4944,354,PICKED_UP,2024-03-09 19:00:00,Los Angeles
4945,354,GATE_IN,2025-11-11 01:00:00,Penang
4946,354,LOADED,2026-08-05 23:00:00,Los Angeles
4947,354,DEPARTED,2025-12-13 13:00:00,Houston
4948,354,IN_TRANSIT,2024-04-10 23:00:00,Savannah
4949,354,TRANSSHIPMENT,2026-09-16 23:00:00,Shanghai
4950,354,ARRIVED_PORT,2023-12-25 19:00:00,Guadalajara
4951,354,CUSTOMS_CLEARANCE,2024-06-22 06:00:00,Penang
4952,354,GATE_OUT,2026-09-12 13:00:00,Shenzhen
4953,354,OUT_FOR_DELIVERY,2024-07-17 21:00:00,Guadalajara
4954,354,DELIVERED,2025-10-09 06:00:00,Guadalajara
4955,354,POD_SIGNED,2026-07-20 07:00:00,Shanghai
4956,354,INVOICE_SENT,2025-10-01 23:00:00,Tokyo
4957,355,BOOKING_CONFIRMED,2023-01-04 06:00:00,Rotterdam
4958,355,PICKED_UP,2024-02-12 03:00:00,Savannah
4959,355,GATE_IN,2023-08-10 10:00:00,Busan
4960,355,LOADED,2026-06-25 02:00:00,Mumbai
4961,355,DEPARTED,2025-09-27 06:00:00,Long Beach
4962,355,IN_TRANSIT,2023-05-19 05:00:00,Shanghai
4963,355,TRANSSHIPMENT,2024-12-29 22:00:00,Penang
4964,355,ARRIVED_PORT,2024-04-14 05:00:00,Houston
4965,355,CUSTOMS_CLEARANCE,2026-01-22 03:00:00,Shanghai
4966,355,GATE_OUT,2023-09-24 07:00:00,Tokyo
4967,355,OUT_FOR_DELIVERY,2024-02-25 03:00:00,Busan
4968,355,DELIVERED,2024-08-28 14:00:00,Tokyo
4969,355,POD_SIGNED,2024-08-27 23:00:00,Guadalajara
4970,355,INVOICE_SENT,2024-05-21 12:00:00,Shanghai
4971,356,BOOKING_CONFIRMED,2025-12-31 09:00:00,Mumbai
4972,356,PICKED_UP,2024-06-11 00:00:00,Penang
4973,356,GATE_IN,2025-08-27 15:00:00,Rotterdam
4974,356,LOADED,2023-05-04 02:00:00,Rotterdam
4975,356,DEPARTED,2024-04-02 22:00:00,Long Beach
4976,356,IN_TRANSIT,2024-01-28 01:00:00,Busan
4977,356,TRANSSHIPMENT,2026-09-11 16:00:00,Singapore
4978,356,ARRIVED_PORT,2024-07-03 08:00:00,Tokyo
4979,356,CUSTOMS_CLEARANCE,2023-12-13 11:00:00,Shenzhen
4980,356,GATE_OUT,2023-02-13 15:00:00,Guadalajara
4981,356,OUT_FOR_DELIVERY,2023-12-24 16:00:00,Shenzhen
4982,356,DELIVERED,2025-09-01 05:00:00,Shanghai
4983,356,POD_SIGNED,2024-01-23 15:00:00,Hamburg
4984,356,INVOICE_SENT,2023-03-12 02:00:00,Tokyo
4985,357,BOOKING_CONFIRMED,2023-04-04 01:00:00,Houston
4986,357,PICKED_UP,2023-10-20 13:00:00,Shenzhen
4987,357,GATE_IN,2024-10-06 23:00:00,Busan
4988,357,LOADED,2024-03-12 23:00:00,Shanghai
4989,357,DEPARTED,2025-03-12 19:00:00,Singapore
4990,357,IN_TRANSIT,2024-10-17 03:00:00,Penang
4991,357,TRANSSHIPMENT,2024-05-03 21:00:00,Rotterdam
4992,357,ARRIVED_PORT,2023-05-13 02:00:00,Penang
4993,357,CUSTOMS_CLEARANCE,2023-02-23 12:00:00,Long Beach
4994,357,GATE_OUT,2023-06-29 09:00:00,Houston
4995,357,OUT_FOR_DELIVERY,2026-01-14 10:00:00,Hamburg
4996,357,DELIVERED,2023-10-24 11:00:00,Houston
4997,357,POD_SIGNED,2025-11-15 11:00:00,Hamburg
4998,357,INVOICE_SENT,2023-05-07 22:00:00,Los Angeles
4999,358,BOOKING_CONFIRMED,2024-04-06 14:00:00,Long Beach
5000,358,PICKED_UP,2024-01-16 23:00:00,Penang
5001,358,GATE_IN,2026-08-09 19:00:00,Savannah
5002,358,LOADED,2025-07-27 17:00:00,Shanghai
5003,358,DEPARTED,2025-02-12 13:00:00,Tokyo
5004,358,IN_TRANSIT,2024-02-19 08:00:00,Guadalajara
5005,358,TRANSSHIPMENT,2024-12-20 10:00:00,Shenzhen
5006,358,ARRIVED_PORT,2023-05-23 01:00:00,Shanghai
5007,358,CUSTOMS_CLEARANCE,2023-08-26 14:00:00,Long Beach
5008,358,GATE_OUT,2023-03-07 05:00:00,Houston
5009,358,OUT_FOR_DELIVERY,2024-06-18 07:00:00,Mumbai
5010,358,DELIVERED,2023-10-25 18:00:00,Hamburg
5011,358,POD_SIGNED,2025-08-30 21:00:00,Mumbai
5012,358,INVOICE_SENT,2026-01-03 13:00:00,Guadalajara
5013,359,BOOKING_CONFIRMED,2024-05-14 18:00:00,Busan
5014,359,PICKED_UP,2023-07-25 03:00:00,Rotterdam
5015,359,GATE_IN,2026-01-21 11:00:00,Houston
5016,359,LOADED,2026-09-10 16:00:00,Guadalajara
5017,359,DEPARTED,2024-08-23 10:00:00,Guadalajara
5018,359,IN_TRANSIT,2024-03-30 05:00:00,Tokyo
5019,359,TRANSSHIPMENT,2025-04-20 05:00:00,Hamburg
5020,359,ARRIVED_PORT,2024-02-10 15:00:00,Hamburg
5021,359,CUSTOMS_CLEARANCE,2026-02-26 01:00:00,Shenzhen
5022,359,GATE_OUT,2025-01-29 11:00:00,Singapore
5023,359,OUT_FOR_DELIVERY,2025-01-14 19:00:00,Houston
5024,359,DELIVERED,2026-05-08 12:00:00,Hamburg
5025,359,POD_SIGNED,2025-12-10 05:00:00,Guadalajara
5026,359,INVOICE_SENT,2025-05-04 18:00:00,Busan
5027,360,BOOKING_CONFIRMED,2026-03-15 01:00:00,Long Beach
5028,360,PICKED_UP,2025-05-24 15:00:00,Singapore
5029,360,GATE_IN,2026-07-05 19:00:00,Mumbai
5030,360,LOADED,2023-09-09 10:00:00,Shanghai
5031,360,DEPARTED,2025-11-27 11:00:00,Penang
5032,360,IN_TRANSIT,2024-01-29 21:00:00,Busan
5033,360,TRANSSHIPMENT,2024-12-10 01:00:00,Penang
5034,360,ARRIVED_PORT,2023-11-04 17:00:00,Los Angeles
5035,360,CUSTOMS_CLEARANCE,2023-11-13 10:00:00,Mumbai
5036,360,GATE_OUT,2023-10-07 04:00:00,Shanghai
5037,360,OUT_FOR_DELIVERY,2024-08-23 05:00:00,Savannah
5038,360,DELIVERED,2026-03-09 08:00:00,Shanghai
5039,360,POD_SIGNED,2025-01-29 14:00:00,Tokyo
5040,360,INVOICE_SENT,2025-04-30 15:00:00,Tokyo
5041,361,BOOKING_CONFIRMED,2023-08-24 11:00:00,Tokyo
5042,361,PICKED_UP,2025-07-20 23:00:00,Shenzhen
5043,361,GATE_IN,2024-07-20 00:00:00,Hamburg
5044,361,LOADED,2025-12-04 14:00:00,Houston
5045,361,DEPARTED,2023-07-19 15:00:00,Savannah
5046,361,IN_TRANSIT,2023-03-24 09:00:00,Mumbai
5047,361,TRANSSHIPMENT,2023-04-22 05:00:00,Penang
5048,361,ARRIVED_PORT,2024-02-04 05:00:00,Rotterdam
5049,361,CUSTOMS_CLEARANCE,2024-04-29 09:00:00,Penang
5050,361,GATE_OUT,2024-11-05 08:00:00,Houston
5051,361,OUT_FOR_DELIVERY,2024-10-17 06:00:00,Los Angeles
5052,361,DELIVERED,2023-04-12 05:00:00,Savannah
5053,361,POD_SIGNED,2024-02-09 01:00:00,Guadalajara
5054,361,INVOICE_SENT,2023-03-27 02:00:00,Singapore
5055,362,BOOKING_CONFIRMED,2025-04-30 06:00:00,Guadalajara
5056,362,PICKED_UP,2025-05-24 22:00:00,Penang
5057,362,GATE_IN,2023-03-22 06:00:00,Shenzhen
5058,362,LOADED,2025-05-26 16:00:00,Rotterdam
5059,362,DEPARTED,2023-03-31 09:00:00,Hamburg
5060,362,IN_TRANSIT,2026-07-19 13:00:00,Los Angeles
5061,362,TRANSSHIPMENT,2023-09-28 13:00:00,Penang
5062,362,ARRIVED_PORT,2024-07-27 00:00:00,Shenzhen
5063,362,CUSTOMS_CLEARANCE,2024-01-01 12:00:00,Rotterdam
