PO_ID,PO_NUMBER,SUPPLIER_ID,PLANT_ID,ORDER_DATE,CURRENCY_CODE,STATUS
6136,PO-0006136,202,5,2025-08-06,USD,RECEIVED
6137,PO-0006137,371,2,2024-11-18,USD,RECEIVED
6138,PO-0006138,198,9,2023-07-25,USD,RECEIVED
6139,PO-0006139,125,7,2026-07-20,USD,RECEIVED
6140,PO-0006140,285,7,2023-04-29,USD,CANCELLED
6141,PO-0006141,3,8,2026-07-17,USD,CANCELLED
6142,PO-0006142,61,10,2023-03-12,USD,RECEIVED
6143,PO-0006143,339,9,2023-02-04,USD,RECEIVED
6144,PO-0006144,267,6,2023-12-20,USD,RECEIVED
6145,PO-0006145,90,3,2025-02-14,USD,CANCELLED
6146,PO-0006146,221,9,2026-04-16,USD,RECEIVED
6147,PO-0006147,224,1,2024-10-26,USD,RECEIVED
6148,PO-0006148,192,11,2024-10-25,USD,RECEIVED
6149,PO-0006149,164,11,2025-05-09,USD,RECEIVED
6150,PO-0006150,210,6,2026-09-22,USD,RECEIVED
6151,PO-0006151,343,6,2023-01-23,USD,CANCELLED
6152,PO-0006152,98,8,2025-02-04,USD,RECEIVED
6153,PO-0006153,415,5,2025-03-14,USD,RECEIVED
6154,PO-0006154,351,2,2023-03-05,USD,CANCELLED
6155,PO-0006155,185,5,2026-05-15,USD,OPEN
6156,PO-0006156,84,6,2023-05-16,USD,PARTIAL
6157,PO-0006157,174,5,2025-05-20,USD,RECEIVED
6158,PO-0006158,78,4,2024-05-31,USD,RECEIVED
6159,PO-0006159,118,11,2023-12-12,USD,RECEIVED
6160,PO-0006160,99,1,2026-04-30,USD,RECEIVED
6161,PO-0006161,387,7,2023-09-19,USD,RECEIVED
6162,PO-0006162,466,4,2023-11-06,USD,RECEIVED
6163,PO-0006163,116,5,2024-01-27,USD,RECEIVED
6164,PO-0006164,401,6,2026-03-10,USD,RECEIVED
6165,PO-0006165,105,11,2026-09-08,USD,RECEIVED
6166,PO-0006166,23,5,2025-12-13,USD,RECEIVED
6167,PO-0006167,496,11,2026-02-23,USD,CANCELLED
6168,PO-0006168,466,5,2025-06-12,USD,PARTIAL
6169,PO-0006169,472,6,2023-12-21,USD,RECEIVED
6170,PO-0006170,270,1,2024-09-21,USD,OPEN
6171,PO-0006171,350,4,2025-01-23,USD,RECEIVED
6172,PO-0006172,300,3,2025-12-20,USD,RECEIVED
6173,PO-0006173,190,11,2023-09-13,USD,RECEIVED
6174,PO-0006174,452,12,2023-03-06,USD,RECEIVED
6175,PO-0006175,394,5,2026-01-08,USD,RECEIVED
6176,PO-0006176,379,1,2024-08-28,USD,PARTIAL
6177,PO-0006177,131,7,2024-09-22,USD,RECEIVED
6178,PO-0006178,8,5,2026-04-04,USD,OPEN
6179,PO-0006179,354,7,2026-07-29,USD,RECEIVED
6180,PO-0006180,63,3,2024-09-23,USD,RECEIVED
6181,PO-0006181,434,5,2026-06-08,USD,OPEN
6182,PO-0006182,343,6,2024-03-02,USD,RECEIVED
6183,PO-0006183,61,1,2025-03-06,USD,PARTIAL
6184,PO-0006184,253,10,2024-06-10,USD,RECEIVED
6185,PO-0006185,51,9,2024-04-22,USD,RECEIVED
6186,PO-0006186,3,7,2025-07-28,USD,PARTIAL
6187,PO-0006187,462,3,2025-01-20,USD,PARTIAL
6188,PO-0006188,404,2,2024-05-29,USD,RECEIVED
6189,PO-0006189,107,11,2024-10-28,USD,RECEIVED
6190,PO-0006190,343,11,2023-08-15,USD,OPEN
6191,PO-0006191,255,10,2026-09-15,USD,CANCELLED
6192,PO-0006192,443,4,2024-07-20,USD,RECEIVED
6193,PO-0006193,406,9,2026-07-27,USD,RECEIVED
6194,PO-0006194,153,10,2026-05-16,USD,OPEN
6195,PO-0006195,187,11,2023-08-24,USD,RECEIVED
6196,PO-0006196,195,12,2026-08-26,USD,OPEN
6197,PO-0006197,162,2,2026-04-22,USD,OPEN
6198,PO-0006198,348,12,2025-01-08,USD,RECEIVED
6199,PO-0006199,242,7,2026-02-09,USD,RECEIVED
6200,PO-0006200,16,7,2025-05-17,USD,RECEIVED
6201,PO-0006201,432,6,2025-08-08,USD,RECEIVED
6202,PO-0006202,179,4,2023-07-29,USD,RECEIVED
6203,PO-0006203,288,10,2024-02-05,USD,RECEIVED
6204,PO-0006204,193,8,2024-10-28,USD,RECEIVED
6205,PO-0006205,179,6,2025-02-16,USD,RECEIVED
6206,PO-0006206,147,12,2025-08-30,USD,RECEIVED
6207,PO-0006207,267,12,2025-07-11,USD,RECEIVED
6208,PO-0006208,333,11,2026-09-05,USD,RECEIVED
6209,PO-0006209,405,7,2025-08-19,USD,PARTIAL
6210,PO-0006210,433,10,2023-08-05,USD,RECEIVED
6211,PO-0006211,276,3,2026-02-06,USD,RECEIVED
6212,PO-0006212,351,2,2026-04-12,USD,RECEIVED
6213,PO-0006213,168,3,2023-09-22,USD,RECEIVED
6214,PO-0006214,292,1,2026-03-22,USD,OPEN
6215,PO-0006215,467,10,2025-12-29,USD,RECEIVED
6216,PO-0006216,50,7,2023-12-27,USD,RECEIVED
6217,PO-0006217,44,4,2023-03-14,USD,PARTIAL
6218,PO-0006218,381,11,2025-05-04,USD,RECEIVED
6219,PO-0006219,260,7,2023-10-20,USD,CANCELLED
6220,PO-0006220,60,12,2024-03-04,USD,RECEIVED
6221,PO-0006221,37,10,2023-11-22,USD,RECEIVED
6222,PO-0006222,193,8,2024-08-05,USD,RECEIVED
6223,PO-0006223,34,2,2024-04-23,USD,RECEIVED
6224,PO-0006224,411,2,2025-10-17,USD,RECEIVED
6225,PO-0006225,192,12,2025-08-23,USD,RECEIVED
6226,PO-0006226,463,4,2024-08-08,USD,RECEIVED
6227,PO-0006227,379,11,2026-07-14,USD,OPEN
6228,PO-0006228,84,1,2026-05-30,USD,RECEIVED
6229,PO-0006229,335,12,2026-08-03,USD,OPEN
6230,PO-0006230,436,10,2024-11-21,USD,RECEIVED
6231,PO-0006231,225,10,2025-07-11,USD,RECEIVED
6232,PO-0006232,61,7,2023-06-19,USD,RECEIVED
6233,PO-0006233,144,1,2023-11-11,USD,RECEIVED
6234,PO-0006234,83,10,2025-02-15,USD,RECEIVED
6235,PO-0006235,123,8,2025-08-09,USD,PARTIAL
6236,PO-0006236,406,6,2025-10-06,USD,RECEIVED
6237,PO-0006237,126,2,2023-06-04,USD,RECEIVED
6238,PO-0006238,273,4,2024-11-25,USD,PARTIAL
6239,PO-0006239,460,12,2026-07-16,USD,RECEIVED
6240,PO-0006240,44,11,2025-05-01,USD,RECEIVED
6241,PO-0006241,120,7,2025-12-23,USD,RECEIVED
6242,PO-0006242,54,8,2024-09-28,USD,RECEIVED
6243,PO-0006243,95,6,2023-01-25,USD,RECEIVED
6244,PO-0006244,126,2,2023-02-08,USD,PARTIAL
6245,PO-0006245,185,11,2026-04-25,USD,PARTIAL
6246,PO-0006246,230,6,2023-06-24,USD,RECEIVED
6247,PO-0006247,196,1,2025-06-10,USD,RECEIVED
6248,PO-0006248,82,5,2023-02-12,USD,RECEIVED
6249,PO-0006249,124,7,2026-06-01,USD,RECEIVED
6250,PO-0006250,144,3,2024-09-16,USD,CANCELLED
6251,PO-0006251,254,1,2025-06-04,USD,OPEN
6252,PO-0006252,233,9,2025-07-08,USD,RECEIVED
6253,PO-0006253,302,3,2023-09-13,USD,CANCELLED
6254,PO-0006254,305,5,2024-09-19,USD,RECEIVED
6255,PO-0006255,485,9,2023-07-20,USD,OPEN
6256,PO-0006256,293,5,2024-08-06,USD,RECEIVED
6257,PO-0006257,263,11,2024-08-15,USD,RECEIVED
6258,PO-0006258,211,11,2025-11-16,USD,RECEIVED
6259,PO-0006259,350,10,2023-09-30,USD,RECEIVED
6260,PO-0006260,232,5,2023-05-13,USD,RECEIVED
6261,PO-0006261,120,11,2025-10-28,USD,PARTIAL
6262,PO-0006262,21,12,2024-09-26,USD,RECEIVED
6263,PO-0006263,38,3,2024-08-01,USD,RECEIVED
6264,PO-0006264,373,7,2024-08-29,USD,OPEN
6265,PO-0006265,302,1,2026-04-28,USD,RECEIVED
6266,PO-0006266,174,7,2023-03-22,USD,PARTIAL
6267,PO-0006267,439,10,2025-06-07,USD,PARTIAL
6268,PO-0006268,35,4,2024-11-30,USD,RECEIVED
6269,PO-0006269,95,5,2023-02-16,USD,RECEIVED
6270,PO-0006270,346,9,2026-07-18,USD,CANCELLED
6271,PO-0006271,2,12,2024-03-01,USD,RECEIVED
6272,PO-0006272,61,11,2026-04-18,USD,RECEIVED
6273,PO-0006273,53,10,2023-03-06,USD,RECEIVED
6274,PO-0006274,289,1,2025-08-01,USD,PARTIAL
6275,PO-0006275,139,2,2023-12-05,USD,CANCELLED
6276,PO-0006276,252,8,2023-12-30,USD,RECEIVED
6277,PO-0006277,13,1,2026-09-24,USD,RECEIVED
6278,PO-0006278,347,2,2023-09-14,USD,RECEIVED
6279,PO-0006279,249,9,2024-08-12,USD,RECEIVED
6280,PO-0006280,495,1,2025-07-15,USD,RECEIVED
6281,PO-0006281,390,6,2024-06-26,USD,PARTIAL
6282,PO-0006282,373,11,2025-05-15,USD,OPEN
6283,PO-0006283,454,5,2023-09-17,USD,CANCELLED
6284,PO-0006284,498,8,2024-04-18,USD,OPEN
6285,PO-0006285,498,5,2025-08-17,USD,RECEIVED
6286,PO-0006286,438,5,2025-01-08,USD,RECEIVED
6287,PO-0006287,96,11,2026-09-20,USD,RECEIVED
6288,PO-0006288,406,7,2024-10-31,USD,OPEN
6289,PO-0006289,213,3,2023-10-16,USD,RECEIVED
6290,PO-0006290,241,6,2026-03-19,USD,RECEIVED
6291,PO-0006291,143,1,2025-04-21,USD,RECEIVED
6292,PO-0006292,8,2,2024-04-04,USD,CANCELLED
6293,PO-0006293,168,11,2023-03-21,USD,PARTIAL
6294,PO-0006294,166,4,2023-03-16,USD,RECEIVED
6295,PO-0006295,87,5,2023-11-01,USD,CANCELLED
6296,PO-0006296,138,11,2024-03-29,USD,RECEIVED
6297,PO-0006297,246,4,2024-07-06,USD,RECEIVED
6298,PO-0006298,71,4,2025-11-04,USD,RECEIVED
6299,PO-0006299,491,7,2023-04-02,USD,RECEIVED
6300,PO-0006300,38,12,2024-09-06,USD,RECEIVED
6301,PO-0006301,371,5,2025-09-27,USD,RECEIVED
6302,PO-0006302,117,1,2023-01-29,USD,RECEIVED
6303,PO-0006303,180,12,2025-03-11,USD,RECEIVED
6304,PO-0006304,293,12,2025-03-17,USD,RECEIVED
6305,PO-0006305,483,11,2025-12-08,USD,PARTIAL
6306,PO-0006306,284,1,2025-11-19,USD,CANCELLED
6307,PO-0006307,251,1,2023-10-01,USD,RECEIVED
6308,PO-0006308,31,12,2025-07-08,USD,RECEIVED
6309,PO-0006309,2,7,2026-07-23,USD,RECEIVED
6310,PO-0006310,380,8,2026-04-28,USD,OPEN
6311,PO-0006311,384,8,2025-01-13,USD,RECEIVED
6312,PO-0006312,15,5,2023-06-13,USD,CANCELLED
6313,PO-0006313,105,7,2024-07-22,USD,PARTIAL
6314,PO-0006314,373,4,2023-08-26,USD,RECEIVED
6315,PO-0006315,142,4,2024-09-13,USD,RECEIVED
6316,PO-0006316,284,4,2024-11-27,USD,RECEIVED
6317,PO-0006317,147,2,2024-05-08,USD,RECEIVED
6318,PO-0006318,492,2,2025-08-21,USD,RECEIVED
6319,PO-0006319,376,7,2025-12-12,USD,RECEIVED
6320,PO-0006320,18,11,2024-01-14,USD,RECEIVED
6321,PO-0006321,11,1,2024-05-11,USD,RECEIVED
6322,PO-0006322,378,10,2025-09-26,USD,OPEN
6323,PO-0006323,320,11,2025-04-02,USD,RECEIVED
6324,PO-0006324,286,9,2024-02-02,USD,PARTIAL
6325,PO-0006325,221,8,2023-01-21,USD,OPEN
6326,PO-0006326,6,12,2024-08-31,USD,PARTIAL
6327,PO-0006327,51,5,2024-11-25,USD,RECEIVED
6328,PO-0006328,411,11,2025-12-03,USD,RECEIVED
6329,PO-0006329,10,9,2025-01-21,USD,RECEIVED
6330,PO-0006330,461,1,2026-03-17,USD,RECEIVED
6331,PO-0006331,87,3,2025-04-11,USD,RECEIVED
6332,PO-0006332,442,7,2025-02-07,USD,RECEIVED
6333,PO-0006333,446,3,2026-03-01,USD,RECEIVED
6334,PO-0006334,243,5,2023-08-24,USD,RECEIVED
6335,PO-0006335,456,11,2023-07-14,USD,RECEIVED
6336,PO-0006336,80,1,2024-03-20,USD,RECEIVED
6337,PO-0006337,444,9,2023-07-31,USD,PARTIAL
6338,PO-0006338,224,10,2023-11-26,USD,RECEIVED
6339,PO-0006339,286,7,2025-04-10,USD,RECEIVED
6340,PO-0006340,89,8,2025-06-10,USD,RECEIVED
6341,PO-0006341,195,11,2024-12-12,USD,RECEIVED
6342,PO-0006342,416,1,2023-08-21,USD,PARTIAL
6343,PO-0006343,77,9,2024-07-16,USD,RECEIVED
6344,PO-0006344,479,5,2025-11-22,USD,RECEIVED
6345,PO-0006345,481,4,2024-10-20,USD,RECEIVED
6346,PO-0006346,9,9,2023-06-17,USD,RECEIVED
6347,PO-0006347,404,7,2025-12-26,USD,RECEIVED
6348,PO-0006348,156,7,2026-01-13,USD,RECEIVED
6349,PO-0006349,360,7,2026-06-26,USD,RECEIVED
6350,PO-0006350,132,10,2026-01-09,USD,RECEIVED
6351,PO-0006351,221,2,2025-11-18,USD,RECEIVED
6352,PO-0006352,393,6,2023-11-01,USD,RECEIVED
6353,PO-0006353,109,5,2025-12-24,USD,RECEIVED
6354,PO-0006354,386,3,2023-10-21,USD,RECEIVED
6355,PO-0006355,120,8,2023-03-10,USD,RECEIVED
6356,PO-0006356,346,7,2025-02-22,USD,PARTIAL
6357,PO-0006357,262,7,2023-08-08,USD,RECEIVED
6358,PO-0006358,97,10,2025-01-09,USD,PARTIAL
6359,PO-0006359,82,7,2025-07-31,USD,RECEIVED
6360,PO-0006360,311,10,2025-09-17,USD,RECEIVED
6361,PO-0006361,424,6,2024-04-19,USD,RECEIVED
6362,PO-0006362,392,8,2024-11-05,USD,RECEIVED
6363,PO-0006363,161,8,2025-03-25,USD,CANCELLED
6364,PO-0006364,495,4,2025-09-22,USD,RECEIVED
6365,PO-0006365,40,2,2023-07-11,USD,RECEIVED
6366,PO-0006366,208,4,2024-06-01,USD,RECEIVED
6367,PO-0006367,50,5,2023-11-18,USD,PARTIAL
6368,PO-0006368,367,5,2025-07-02,USD,RECEIVED
6369,PO-0006369,93,5,2024-03-29,USD,RECEIVED
6370,PO-0006370,9,12,2026-02-26,USD,RECEIVED
6371,PO-0006371,362,7,2023-11-08,USD,RECEIVED
6372,PO-0006372,433,12,2025-04-14,USD,RECEIVED
6373,PO-0006373,482,11,2025-12-22,USD,OPEN
6374,PO-0006374,51,5,2025-11-14,USD,RECEIVED
6375,PO-0006375,398,9,2023-04-16,USD,CANCELLED
6376,PO-0006376,223,11,2023-01-14,USD,RECEIVED
6377,PO-0006377,243,11,2024-03-04,USD,PARTIAL
6378,PO-0006378,411,5,2025-02-23,USD,RECEIVED
6379,PO-0006379,245,10,2025-04-01,USD,CANCELLED
6380,PO-0006380,459,4,2026-03-27,USD,RECEIVED
6381,PO-0006381,439,4,2026-08-16,USD,RECEIVED
6382,PO-0006382,96,6,2024-07-27,USD,RECEIVED
6383,PO-0006383,404,1,2023-01-13,USD,OPEN
6384,PO-0006384,413,11,2025-10-29,USD,RECEIVED
6385,PO-0006385,478,11,2025-06-29,USD,RECEIVED
6386,PO-0006386,204,6,2024-04-27,USD,OPEN
6387,PO-0006387,52,6,2023-07-25,USD,RECEIVED
6388,PO-0006388,101,12,2026-05-16,USD,OPEN
6389,PO-0006389,157,5,2025-03-13,USD,CANCELLED
6390,PO-0006390,467,7,2024-05-06,USD,OPEN
6391,PO-0006391,293,11,2023-12-19,USD,RECEIVED
6392,PO-0006392,326,5,2026-04-25,USD,RECEIVED
6393,PO-0006393,203,1,2023-01-20,USD,RECEIVED
6394,PO-0006394,310,1,2023-03-15,USD,RECEIVED
6395,PO-0006395,48,1,2026-02-04,USD,RECEIVED
6396,PO-0006396,494,4,2025-01-18,USD,PARTIAL
6397,PO-0006397,164,10,2024-09-22,USD,RECEIVED
6398,PO-0006398,101,8,2026-01-03,USD,RECEIVED
6399,PO-0006399,13,3,2026-06-14,USD,RECEIVED
6400,PO-0006400,462,7,2026-08-08,USD,RECEIVED
6401,PO-0006401,81,8,2024-03-31,USD,RECEIVED
6402,PO-0006402,71,8,2023-06-17,USD,RECEIVED
6403,PO-0006403,93,10,2024-02-14,USD,RECEIVED
6404,PO-0006404,40,2,2025-11-26,USD,RECEIVED
6405,PO-0006405,231,10,2025-09-13,USD,RECEIVED
6406,PO-0006406,77,9,2024-11-21,USD,RECEIVED
6407,PO-0006407,102,3,2025-12-20,USD,PARTIAL
6408,PO-0006408,234,9,2025-03-19,USD,CANCELLED
6409,PO-0006409,120,8,2025-01-07,USD,RECEIVED
6410,PO-0006410,420,3,2026-04-13,USD,OPEN
6411,PO-0006411,468,2,2025-06-08,USD,RECEIVED
6412,PO-0006412,491,12,2026-09-04,USD,RECEIVED
6413,PO-0006413,138,10,2025-07-12,USD,OPEN
6414,PO-0006414,124,9,2025-03-31,USD,RECEIVED
6415,PO-0006415,273,5,2024-10-01,USD,RECEIVED
6416,PO-0006416,380,7,2026-09-28,USD,RECEIVED
6417,PO-0006417,351,2,2023-12-20,USD,RECEIVED
6418,PO-0006418,195,7,2026-03-07,USD,OPEN
6419,PO-0006419,293,9,2024-10-14,USD,RECEIVED
6420,PO-0006420,39,3,2026-02-07,USD,CANCELLED
6421,PO-0006421,392,4,2023-06-16,USD,RECEIVED
6422,PO-0006422,216,3,2025-11-19,USD,RECEIVED
6423,PO-0006423,50,12,2025-09-03,USD,CANCELLED
6424,PO-0006424,464,6,2026-04-26,USD,RECEIVED
6425,PO-0006425,127,4,2025-08-30,USD,RECEIVED
6426,PO-0006426,491,11,2026-06-15,USD,CANCELLED
6427,PO-0006427,128,5,2024-01-31,USD,RECEIVED
6428,PO-0006428,294,10,2025-01-11,USD,OPEN
6429,PO-0006429,374,12,2024-07-02,USD,PARTIAL
6430,PO-0006430,12,12,2024-06-26,USD,CANCELLED
6431,PO-0006431,484,3,2025-05-10,USD,OPEN
6432,PO-0006432,98,7,2026-08-15,USD,RECEIVED
6433,PO-0006433,23,2,2026-07-07,USD,PARTIAL
6434,PO-0006434,211,8,2024-09-22,USD,RECEIVED
6435,PO-0006435,72,4,2026-05-08,USD,RECEIVED
6436,PO-0006436,464,4,2023-07-10,USD,OPEN
6437,PO-0006437,368,2,2026-07-14,USD,OPEN
6438,PO-0006438,197,2,2024-11-30,USD,CANCELLED
6439,PO-0006439,106,4,2023-12-30,USD,RECEIVED
6440,PO-0006440,372,7,2026-04-21,USD,RECEIVED
6441,PO-0006441,101,8,2025-08-24,USD,CANCELLED
6442,PO-0006442,235,7,2025-01-02,USD,PARTIAL
6443,PO-0006443,469,3,2025-06-10,USD,RECEIVED
6444,PO-0006444,277,10,2025-04-04,USD,RECEIVED
6445,PO-0006445,152,7,2026-05-03,USD,PARTIAL
6446,PO-0006446,58,8,2024-11-30,USD,RECEIVED
6447,PO-0006447,17,6,2025-03-13,USD,RECEIVED
6448,PO-0006448,353,2,2023-03-01,USD,RECEIVED
6449,PO-0006449,17,4,2025-03-11,USD,RECEIVED
6450,PO-0006450,342,12,2025-10-29,USD,RECEIVED
6451,PO-0006451,460,12,2023-02-20,USD,RECEIVED
6452,PO-0006452,396,5,2024-05-19,USD,RECEIVED
6453,PO-0006453,362,10,2024-05-05,USD,RECEIVED
6454,PO-0006454,121,10,2026-06-11,USD,RECEIVED
6455,PO-0006455,199,7,2024-09-25,USD,OPEN
6456,PO-0006456,111,10,2026-03-11,USD,RECEIVED
6457,PO-0006457,232,10,2025-11-24,USD,RECEIVED
6458,PO-0006458,332,3,2025-04-21,USD,RECEIVED
6459,PO-0006459,119,8,2024-09-25,USD,RECEIVED
6460,PO-0006460,36,10,2023-10-10,USD,RECEIVED
6461,PO-0006461,367,9,2025-01-02,USD,RECEIVED
6462,PO-0006462,236,9,2023-01-24,USD,PARTIAL
6463,PO-0006463,311,4,2023-10-18,USD,RECEIVED
6464,PO-0006464,333,10,2023-03-13,USD,RECEIVED
6465,PO-0006465,397,5,2024-05-12,USD,PARTIAL
6466,PO-0006466,361,9,2025-06-09,USD,RECEIVED
6467,PO-0006467,5,10,2025-10-29,USD,CANCELLED
6468,PO-0006468,61,1,2024-02-29,USD,CANCELLED
6469,PO-0006469,280,5,2026-07-22,USD,RECEIVED
6470,PO-0006470,206,8,2024-12-27,USD,OPEN
6471,PO-0006471,221,10,2025-06-06,USD,PARTIAL
6472,PO-0006472,58,12,2024-03-16,USD,CANCELLED
6473,PO-0006473,449,7,2026-08-06,USD,RECEIVED
6474,PO-0006474,72,10,2024-06-16,USD,PARTIAL
6475,PO-0006475,492,8,2023-03-18,USD,RECEIVED
6476,PO-0006476,444,12,2026-02-13,USD,PARTIAL
6477,PO-0006477,290,5,2023-03-29,USD,RECEIVED
6478,PO-0006478,2,4,2025-06-29,USD,RECEIVED
6479,PO-0006479,442,3,2025-07-10,USD,RECEIVED
6480,PO-0006480,317,2,2025-02-21,USD,RECEIVED
6481,PO-0006481,495,11,2025-11-13,USD,RECEIVED
6482,PO-0006482,326,7,2023-03-10,USD,RECEIVED
6483,PO-0006483,211,5,2025-11-17,USD,CANCELLED
6484,PO-0006484,169,3,2026-07-22,USD,RECEIVED
6485,PO-0006485,116,2,2025-03-29,USD,OPEN
6486,PO-0006486,203,4,2023-07-10,USD,RECEIVED
6487,PO-0006487,459,2,2023-09-17,USD,CANCELLED
6488,PO-0006488,418,8,2023-09-22,USD,CANCELLED
6489,PO-0006489,36,3,2026-07-21,USD,RECEIVED
6490,PO-0006490,145,4,2026-09-20,USD,PARTIAL
6491,PO-0006491,397,10,2024-04-05,USD,OPEN
6492,PO-0006492,361,1,2025-03-28,USD,RECEIVED
6493,PO-0006493,19,5,2024-09-22,USD,RECEIVED
6494,PO-0006494,336,12,2025-06-29,USD,CANCELLED
6495,PO-0006495,76,8,2025-08-25,USD,RECEIVED
6496,PO-0006496,87,12,2023-10-02,USD,RECEIVED
6497,PO-0006497,158,4,2026-01-21,USD,CANCELLED
6498,PO-0006498,216,4,2024-09-20,USD,OPEN
6499,PO-0006499,337,5,2024-12-28,USD,PARTIAL
6500,PO-0006500,104,4,2024-10-04,USD,RECEIVED
6501,PO-0006501,125,2,2025-05-28,USD,RECEIVED
6502,PO-0006502,248,8,2026-08-22,USD,RECEIVED
6503,PO-0006503,499,8,2026-03-26,USD,RECEIVED
6504,PO-0006504,377,8,2023-12-05,USD,RECEIVED
6505,PO-0006505,464,12,2025-12-05,USD,RECEIVED
6506,PO-0006506,200,11,2023-05-27,USD,RECEIVED
6507,PO-0006507,356,6,2024-08-08,USD,RECEIVED
6508,PO-0006508,374,1,2023-06-15,USD,OPEN
6509,PO-0006509,136,6,2025-08-22,USD,RECEIVED
6510,PO-0006510,264,9,2026-03-29,USD,RECEIVED
6511,PO-0006511,24,11,2025-08-20,USD,RECEIVED
6512,PO-0006512,68,8,2025-09-16,USD,PARTIAL
6513,PO-0006513,59,11,2026-04-17,USD,RECEIVED
6514,PO-0006514,318,1,2023-04-19,USD,RECEIVED
6515,PO-0006515,487,8,2024-03-25,USD,RECEIVED
6516,PO-0006516,332,1,2023-02-15,USD,RECEIVED
6517,PO-0006517,413,4,2024-11-26,USD,RECEIVED
6518,PO-0006518,431,4,2024-01-26,USD,RECEIVED
6519,PO-0006519,374,2,2023-07-02,USD,RECEIVED
6520,PO-0006520,409,10,2023-03-01,USD,RECEIVED
6521,PO-0006521,59,12,2023-01-12,USD,RECEIVED
6522,PO-0006522,481,3,2025-12-22,USD,RECEIVED
6523,PO-0006523,108,4,2026-04-07,USD,RECEIVED
6524,PO-0006524,217,9,2024-11-28,USD,OPEN
6525,PO-0006525,291,9,2024-02-12,USD,RECEIVED
6526,PO-0006526,13,8,2025-07-16,USD,RECEIVED
6527,PO-0006527,454,11,2026-01-24,USD,RECEIVED
6528,PO-0006528,111,10,2024-04-28,USD,RECEIVED
6529,PO-0006529,386,7,2024-01-02,USD,RECEIVED
6530,PO-0006530,457,2,2024-11-16,USD,RECEIVED
6531,PO-0006531,19,1,2025-06-01,USD,OPEN
6532,PO-0006532,84,4,2025-05-25,USD,RECEIVED
6533,PO-0006533,1,4,2026-02-26,USD,RECEIVED
6534,PO-0006534,367,5,2025-10-12,USD,OPEN
6535,PO-0006535,153,10,2024-06-12,USD,RECEIVED
6536,PO-0006536,285,9,2023-06-11,USD,RECEIVED
6537,PO-0006537,207,4,2025-06-05,USD,RECEIVED
6538,PO-0006538,216,11,2025-10-31,USD,CANCELLED
6539,PO-0006539,234,1,2023-08-04,USD,RECEIVED
6540,PO-0006540,76,10,2023-10-15,USD,PARTIAL
6541,PO-0006541,151,6,2023-01-11,USD,RECEIVED
6542,PO-0006542,351,6,2026-06-15,USD,RECEIVED
6543,PO-0006543,312,1,2024-05-30,USD,RECEIVED
6544,PO-0006544,171,9,2025-11-13,USD,RECEIVED
6545,PO-0006545,337,11,2026-01-04,USD,RECEIVED
6546,PO-0006546,105,11,2025-05-27,USD,RECEIVED
6547,PO-0006547,199,4,2024-06-25,USD,RECEIVED
6548,PO-0006548,460,4,2023-10-28,USD,RECEIVED
6549,PO-0006549,363,9,2026-07-15,USD,RECEIVED
6550,PO-0006550,214,10,2025-03-13,USD,RECEIVED
6551,PO-0006551,264,8,2024-07-21,USD,CANCELLED
6552,PO-0006552,10,5,2026-05-12,USD,RECEIVED
6553,PO-0006553,426,7,2023-03-20,USD,RECEIVED
6554,PO-0006554,33,11,2023-03-28,USD,RECEIVED
6555,PO-0006555,399,10,2024-06-26,USD,OPEN
6556,PO-0006556,149,4,2024-03-27,USD,RECEIVED
6557,PO-0006557,151,11,2025-04-18,USD,RECEIVED
6558,PO-0006558,35,2,2024-07-04,USD,RECEIVED
6559,PO-0006559,378,1,2023-05-10,USD,RECEIVED
6560,PO-0006560,283,4,2026-08-25,USD,OPEN
6561,PO-0006561,367,9,2023-08-11,USD,RECEIVED
6562,PO-0006562,165,11,2025-06-30,USD,RECEIVED
6563,PO-0006563,200,2,2025-11-28,USD,RECEIVED
6564,PO-0006564,64,5,2023-10-24,USD,RECEIVED
6565,PO-0006565,237,9,2023-06-17,USD,PARTIAL
6566,PO-0006566,102,1,2026-09-29,USD,RECEIVED
6567,PO-0006567,455,10,2024-11-20,USD,RECEIVED
6568,PO-0006568,67,1,2023-08-24,USD,RECEIVED
6569,PO-0006569,94,2,2024-05-11,USD,PARTIAL
6570,PO-0006570,3,3,2023-12-24,USD,RECEIVED
6571,PO-0006571,239,3,2024-12-12,USD,RECEIVED
6572,PO-0006572,475,3,2024-02-01,USD,RECEIVED
6573,PO-0006573,434,10,2024-01-24,USD,RECEIVED
6574,PO-0006574,385,11,2025-01-18,USD,RECEIVED
6575,PO-0006575,124,3,2026-01-19,USD,RECEIVED
6576,PO-0006576,65,4,2025-11-23,USD,CANCELLED
6577,PO-0006577,47,9,2026-07-07,USD,RECEIVED
6578,PO-0006578,410,6,2023-02-09,USD,RECEIVED
6579,PO-0006579,89,10,2024-10-25,USD,RECEIVED
6580,PO-0006580,202,2,2024-02-26,USD,RECEIVED
6581,PO-0006581,130,8,2024-10-20,USD,RECEIVED
6582,PO-0006582,257,9,2023-04-05,USD,RECEIVED
6583,PO-0006583,456,4,2025-05-13,USD,RECEIVED
6584,PO-0006584,217,8,2026-04-14,USD,RECEIVED
6585,PO-0006585,123,9,2026-05-11,USD,RECEIVED
6586,PO-0006586,241,12,2025-03-24,USD,RECEIVED
6587,PO-0006587,442,4,2023-08-20,USD,OPEN
