SITE_ID,SUPPLIER_ID,SITE_NAME,CITY,COUNTRY_ID,LEAD_TIME_DAYS,IS_PRIMARY,ACTIVE
757,279,DRIFT INDUSTRIES - Ho Chi Minh City,Ho Chi Minh City,16,25,False,True
758,279,DRIFT INDUSTRIES - Hanoi,Hanoi,16,32,False,True
759,279,DRIFT INDUSTRIES - Manila,Manila,19,20,False,True
907,341,THETA SEMICONDUCTORS - Hanoi,Hanoi,16,50,True,True
908,341,THETA SEMICONDUCTORS - Manila,Manila,19,69,False,True
102,40,VERTEX MANUFACTURING - Munich,Munich,5,25,True,True
103,40,VERTEX MANUFACTURING - Warsaw,Warsaw,10,39,False,True
104,40,VERTEX MANUFACTURING - Shanghai,Shanghai,11,60,False,True
105,40,VERTEX MANUFACTURING - Shenzhen,Shenzhen,11,33,False,True
106,40,VERTEX MANUFACTURING - Manila,Manila,19,27,False,True
107,40,VERTEX MANUFACTURING - Jakarta,Jakarta,20,14,False,True
1172,432,CRYO COMPONENTS - Detroit,Detroit,1,56,True,True
1173,432,CRYO COMPONENTS - Shanghai,Shanghai,11,48,False,True
1174,432,CRYO COMPONENTS - Tokyo,Tokyo,12,19,False,True
1175,432,CRYO COMPONENTS - Seoul,Seoul,13,31,False,True
1176,432,CRYO COMPONENTS - Bogota,Bogota,23,44,False,True
27,12,BLUEFORGE COMPONENTS - Paris,Paris,6,18,True,True
259,93,ZENITH MATERIALS - Toronto,Toronto,2,68,True,True
332,127,ATLAS SYSTEMS - Monterrey,Monterrey,3,21,True,True
333,127,ATLAS SYSTEMS - Shenzhen,Shenzhen,11,56,False,True
334,127,ATLAS SYSTEMS - Osaka,Osaka,12,26,False,True
456,174,IONIC ELECTRONICS - Monterrey,Monterrey,3,30,True,True
457,174,IONIC ELECTRONICS - Shenzhen,Shenzhen,11,35,False,True
1107,409,TORUS INDUSTRIES - Milan,Milan,9,63,True,True
1108,409,TORUS INDUSTRIES - Osaka,Osaka,12,72,False,True
1109,409,TORUS INDUSTRIES - Chennai,Chennai,21,33,False,True
446,168,FLUX SOLUTIONS - Shanghai,Shanghai,11,45,True,True
177,66,APEX PRECISION - Osaka,Osaka,12,15,True,True
178,66,APEX PRECISION - Penang,Penang,15,22,False,True
179,66,APEX PRECISION - Kuala Lumpur,Kuala Lumpur,15,53,False,True
180,66,APEX PRECISION - Manila,Manila,19,27,False,True
42,19,BLUEFORGE INDUSTRIES - San Jose,San Jose,1,47,True,True
43,19,BLUEFORGE INDUSTRIES - Sao Paulo,Sao Paulo,4,60,False,True
655,244,MATRIX ELECTRONICS - Paris,Paris,6,66,True,True
656,244,MATRIX ELECTRONICS - Amsterdam,Amsterdam,8,39,False,True
321,120,PRISM MANUFACTURING - Hsinchu,Hsinchu,14,18,True,True
322,120,PRISM MANUFACTURING - Bangkok,Bangkok,17,44,False,True
848,316,GAMMA PRECISION - Guadalajara,Guadalajara,3,22,True,True
849,316,GAMMA PRECISION - Munich,Munich,5,33,False,True
850,316,GAMMA PRECISION - Warsaw,Warsaw,10,16,False,True
851,316,GAMMA PRECISION - Kuala Lumpur,Kuala Lumpur,15,27,False,True
237,87,TITAN SYSTEMS - Guadalajara,Guadalajara,3,45,True,True
238,87,TITAN SYSTEMS - Osaka,Osaka,12,39,False,True
239,87,TITAN SYSTEMS - Santiago,Santiago,24,21,False,True
19,6,NEXORA PRECISION - Jakarta,Jakarta,20,73,True,True
1129,415,NEXUS TECHNOLOGIES - Osaka,Osaka,12,35,True,True
219,82,TITAN COMPONENTS - Shenzhen,Shenzhen,11,19,True,True
220,82,TITAN COMPONENTS - Penang,Penang,15,59,False,True
301,112,PRISM COMPONENTS - Austin,Austin,1,63,True,True
302,112,PRISM COMPONENTS - Paris,Paris,6,63,False,True
303,112,PRISM COMPONENTS - Warsaw,Warsaw,10,55,False,True
489,185,VORTEX TECHNOLOGIES - Bangalore,Bangalore,21,54,True,True
886,334,KAPPA ELECTRONICS - Shenzhen,Shenzhen,11,21,True,True
887,334,KAPPA ELECTRONICS - Osaka,Osaka,12,69,False,True
326,123,ATLAS MATERIALS - Bogota,Bogota,23,15,True,True
120,45,SOLARIS TECHNOLOGIES - Shenzhen,Shenzhen,11,41,True,True
1086,399,IOTA INDUSTRIES - Tokyo,Tokyo,12,16,True,True
304,113,PRISM MATERIALS - Penang,Penang,15,34,True,True
305,113,PRISM MATERIALS - Singapore,Singapore,18,65,False,True
1056,387,LAMBDA SYSTEMS - Monterrey,Monterrey,3,41,True,True
1057,387,LAMBDA SYSTEMS - Suzhou,Suzhou,11,32,False,True
1058,387,LAMBDA SYSTEMS - Chennai,Chennai,21,15,False,True
991,367,BETA SYSTEMS - Sao Paulo,Sao Paulo,4,23,True,True
992,367,BETA SYSTEMS - Ho Chi Minh City,Ho Chi Minh City,16,43,False,True
198,75,ORION TECHNOLOGIES - San Jose,San Jose,1,34,True,True
199,75,ORION TECHNOLOGIES - Shenzhen,Shenzhen,11,44,False,True
200,75,ORION TECHNOLOGIES - Hanoi,Hanoi,16,22,False,True
664,248,MATRIX SOLUTIONS - Munich,Munich,5,61,True,True
665,248,MATRIX SOLUTIONS - Shenzhen,Shenzhen,11,41,False,True
666,248,MATRIX SOLUTIONS - Dongguan,Dongguan,11,59,False,True
390,150,CIPHER MANUFACTURING - Monterrey,Monterrey,3,65,True,True
391,150,CIPHER MANUFACTURING - Guadalajara,Guadalajara,3,52,False,True
392,150,CIPHER MANUFACTURING - Sao Paulo,Sao Paulo,4,49,False,True
393,150,CIPHER MANUFACTURING - Taichung,Taichung,14,35,False,True
394,150,CIPHER MANUFACTURING - Buenos Aires,Buenos Aires,22,33,False,True
535,200,STELLAR MANUFACTURING - Kuala Lumpur,Kuala Lumpur,15,29,True,True
536,200,STELLAR MANUFACTURING - Bangkok,Bangkok,17,32,False,True
513,193,STELLAR MATERIALS - Monterrey,Monterrey,3,72,True,True
514,193,STELLAR MATERIALS - Suzhou,Suzhou,11,30,False,True
515,193,STELLAR MATERIALS - Bangkok,Bangkok,17,15,False,True
118,44,SOLARIS ELECTRONICS - Beijing,Beijing,11,21,True,True
119,44,SOLARIS ELECTRONICS - Kuala Lumpur,Kuala Lumpur,15,32,False,True
1014,374,EPSILON ELECTRONICS - Austin,Austin,1,17,True,True
1015,374,EPSILON ELECTRONICS - Paris,Paris,6,52,False,True
1016,374,EPSILON ELECTRONICS - Shanghai,Shanghai,11,23,False,True
1017,374,EPSILON ELECTRONICS - Tokyo,Tokyo,12,66,False,True
1018,374,EPSILON ELECTRONICS - Hsinchu,Hsinchu,14,40,False,True
540,203,CREST MATERIALS - Milan,Milan,9,55,True,True
541,203,CREST MATERIALS - Suzhou,Suzhou,11,62,False,True
542,203,CREST MATERIALS - Ho Chi Minh City,Ho Chi Minh City,16,67,False,True
817,300,SIGMA MANUFACTURING - Warsaw,Warsaw,10,24,True,True
558,209,CREST INDUSTRIES - Shanghai,Shanghai,11,28,True,True
559,209,CREST INDUSTRIES - Beijing,Beijing,11,32,False,True
560,209,CREST INDUSTRIES - Taichung,Taichung,14,33,False,True
561,209,CREST INDUSTRIES - Hanoi,Hanoi,16,22,False,True
562,209,CREST INDUSTRIES - Chennai,Chennai,21,34,False,True
175,65,APEX TECHNOLOGIES - Shanghai,Shanghai,11,36,True,True
176,65,APEX TECHNOLOGIES - Osaka,Osaka,12,55,False,True
331,125,ATLAS TECHNOLOGIES - Tokyo,Tokyo,12,14,True,True
587,218,LUNAR SOLUTIONS - Detroit,Detroit,1,66,True,True
588,218,LUNAR SOLUTIONS - Beijing,Beijing,11,42,False,True
589,218,LUNAR SOLUTIONS - Dongguan,Dongguan,11,46,False,True
296,109,NOVA INDUSTRIES - Beijing,Beijing,11,72,True,True
297,109,NOVA INDUSTRIES - Singapore,Singapore,18,58,False,True
285,104,NOVA ELECTRONICS - Dongguan,Dongguan,11,43,True,True
464,177,IONIC SYSTEMS - Dongguan,Dongguan,11,41,True,True
465,177,IONIC SYSTEMS - Taichung,Taichung,14,60,False,True
694,258,SYNTH SOLUTIONS - San Jose,San Jose,1,17,True,True
695,258,SYNTH SOLUTIONS - Guadalajara,Guadalajara,3,48,False,True
696,258,SYNTH SOLUTIONS - Penang,Penang,15,63,False,True
697,258,SYNTH SOLUTIONS - Buenos Aires,Buenos Aires,22,42,False,True
10,3,NEXORA MATERIALS - Amsterdam,Amsterdam,8,26,True,True
11,3,NEXORA MATERIALS - Suzhou,Suzhou,11,61,False,True
12,3,NEXORA MATERIALS - Ho Chi Minh City,Ho Chi Minh City,16,22,False,True
13,3,NEXORA MATERIALS - Singapore,Singapore,18,25,False,True
14,3,NEXORA MATERIALS - Bogota,Bogota,23,56,False,True
15,3,NEXORA MATERIALS - Santiago,Santiago,24,71,False,True
855,320,GAMMA MANUFACTURING - Warsaw,Warsaw,10,66,True,True
856,320,GAMMA MANUFACTURING - Shenzhen,Shenzhen,11,26,False,True
857,320,GAMMA MANUFACTURING - Hanoi,Hanoi,16,22,False,True
642,240,AETHER MANUFACTURING - Munich,Munich,5,19,True,True
643,240,AETHER MANUFACTURING - Stuttgart,Stuttgart,5,56,False,True
644,240,AETHER MANUFACTURING - Dongguan,Dongguan,11,38,False,True
645,240,AETHER MANUFACTURING - Kuala Lumpur,Kuala Lumpur,15,39,False,True
646,240,AETHER MANUFACTURING - Bangkok,Bangkok,17,40,False,True
379,145,CIPHER TECHNOLOGIES - Austin,Austin,1,54,True,True
380,145,CIPHER TECHNOLOGIES - Guadalajara,Guadalajara,3,31,False,True
897,338,KAPPA SOLUTIONS - Milan,Milan,9,54,True,True
898,338,KAPPA SOLUTIONS - Warsaw,Warsaw,10,44,False,True
899,338,KAPPA SOLUTIONS - Ho Chi Minh City,Ho Chi Minh City,16,32,False,True
888,335,KAPPA TECHNOLOGIES - Stuttgart,Stuttgart,5,49,True,True
889,335,KAPPA TECHNOLOGIES - Amsterdam,Amsterdam,8,51,False,True
890,335,KAPPA TECHNOLOGIES - Seoul,Seoul,13,20,False,True
835,310,DELTA MANUFACTURING - Detroit,Detroit,1,57,True,True
836,310,DELTA MANUFACTURING - Beijing,Beijing,11,17,False,True
837,310,DELTA MANUFACTURING - Seoul,Seoul,13,29,False,True
838,310,DELTA MANUFACTURING - Singapore,Singapore,18,60,False,True
963,356,ALPHA PRECISION - Guadalajara,Guadalajara,3,62,True,True
964,356,ALPHA PRECISION - Paris,Paris,6,18,False,True
965,356,ALPHA PRECISION - Shenzhen,Shenzhen,11,23,False,True
966,356,ALPHA PRECISION - Penang,Penang,15,14,False,True
1139,421,PYRO SEMICONDUCTORS - Munich,Munich,5,65,True,True
1140,421,PYRO SEMICONDUCTORS - Shenzhen,Shenzhen,11,15,False,True
1141,421,PYRO SEMICONDUCTORS - Penang,Penang,15,14,False,True
1142,421,PYRO SEMICONDUCTORS - Hanoi,Hanoi,16,49,False,True
162,63,APEX MATERIALS - San Jose,San Jose,1,44,True,True
163,63,APEX MATERIALS - Stuttgart,Stuttgart,5,44,False,True
164,63,APEX MATERIALS - Paris,Paris,6,33,False,True
165,63,APEX MATERIALS - Shenzhen,Shenzhen,11,60,False,True
166,63,APEX MATERIALS - Seoul,Seoul,13,42,False,True
1166,430,PYRO MANUFACTURING - Shanghai,Shanghai,11,38,True,True
1167,430,PYRO MANUFACTURING - Hanoi,Hanoi,16,28,False,True
962,355,ALPHA TECHNOLOGIES - Osaka,Osaka,12,34,True,True
260,94,ZENITH ELECTRONICS - Bangalore,Bangalore,21,57,True,True
136,52,QUANTUM COMPONENTS - Stuttgart,Stuttgart,5,26,True,True
137,52,QUANTUM COMPONENTS - Shenzhen,Shenzhen,11,56,False,True
138,52,QUANTUM COMPONENTS - Dongguan,Dongguan,11,22,False,True
800,294,SIGMA ELECTRONICS - Tokyo,Tokyo,12,47,True,True
624,232,AETHER COMPONENTS - Detroit,Detroit,1,20,True,True
625,232,AETHER COMPONENTS - London,London,7,68,False,True
626,232,AETHER COMPONENTS - Bangkok,Bangkok,17,21,False,True
143,55,QUANTUM TECHNOLOGIES - Stuttgart,Stuttgart,5,66,True,True
167,64,APEX ELECTRONICS - Detroit,Detroit,1,60,True,True
168,64,APEX ELECTRONICS - Monterrey,Monterrey,3,42,False,True
169,64,APEX ELECTRONICS - Munich,Munich,5,67,False,True
170,64,APEX ELECTRONICS - Amsterdam,Amsterdam,8,35,False,True
171,64,APEX ELECTRONICS - Shenzhen,Shenzhen,11,66,False,True
172,64,APEX ELECTRONICS - Tokyo,Tokyo,12,59,False,True
173,64,APEX ELECTRONICS - Bangkok,Bangkok,17,21,False,True
174,64,APEX ELECTRONICS - Chennai,Chennai,21,29,False,True
33,15,BLUEFORGE TECHNOLOGIES - Monterrey,Monterrey,3,30,True,True
34,15,BLUEFORGE TECHNOLOGIES - Taichung,Taichung,14,66,False,True
750,276,DRIFT PRECISION - London,London,7,47,True,True
751,276,DRIFT PRECISION - Taichung,Taichung,14,18,False,True
1181,435,CRYO TECHNOLOGIES - London,London,7,50,True,True
1182,435,CRYO TECHNOLOGIES - Milan,Milan,9,47,False,True
1183,435,CRYO TECHNOLOGIES - Dongguan,Dongguan,11,68,False,True
1184,435,CRYO TECHNOLOGIES - Tokyo,Tokyo,12,24,False,True
430,163,FLUX MATERIALS - Guadalajara,Guadalajara,3,52,True,True
431,163,FLUX MATERIALS - Singapore,Singapore,18,52,False,True
1195,439,CRYO INDUSTRIES - Sao Paulo,Sao Paulo,4,45,True,True
1196,439,CRYO INDUSTRIES - Bogota,Bogota,23,62,False,True
627,233,AETHER MATERIALS - Guadalajara,Guadalajara,3,63,True,True
628,233,AETHER MATERIALS - Seoul,Seoul,13,61,False,True
629,233,AETHER MATERIALS - Manila,Manila,19,17,False,True
971,359,ALPHA INDUSTRIES - Milan,Milan,9,49,True,True
972,359,ALPHA INDUSTRIES - Suzhou,Suzhou,11,58,False,True
973,359,ALPHA INDUSTRIES - Chennai,Chennai,21,47,False,True
974,359,ALPHA INDUSTRIES - Pune,Pune,21,59,False,True
810,298,SIGMA SOLUTIONS - Sao Paulo,Sao Paulo,4,65,True,True
811,298,SIGMA SOLUTIONS - Hsinchu,Hsinchu,14,30,False,True
812,298,SIGMA SOLUTIONS - Pune,Pune,21,56,False,True
1189,437,CRYO SYSTEMS - Beijing,Beijing,11,67,True,True
1190,437,CRYO SYSTEMS - Seoul,Seoul,13,35,False,True
1191,437,CRYO SYSTEMS - Kuala Lumpur,Kuala Lumpur,15,19,False,True
1192,437,CRYO SYSTEMS - Singapore,Singapore,18,70,False,True
1193,437,CRYO SYSTEMS - Bangalore,Bangalore,21,49,False,True
773,284,OMEGA ELECTRONICS - London,London,7,72,True,True
774,284,OMEGA ELECTRONICS - Suzhou,Suzhou,11,70,False,True
775,284,OMEGA ELECTRONICS - Bangkok,Bangkok,17,29,False,True
32,14,BLUEFORGE ELECTRONICS - Beijing,Beijing,11,72,True,True
20,7,NEXORA SYSTEMS - Stuttgart,Stuttgart,5,69,True,True
801,295,SIGMA TECHNOLOGIES - Hanoi,Hanoi,16,61,True,True
802,295,SIGMA TECHNOLOGIES - Pune,Pune,21,42,False,True
1023,377,EPSILON SYSTEMS - Dongguan,Dongguan,11,66,True,True
95,38,VERTEX SOLUTIONS - Austin,Austin,1,33,True,True
96,38,VERTEX SOLUTIONS - Guadalajara,Guadalajara,3,26,False,True
97,38,VERTEX SOLUTIONS - Sao Paulo,Sao Paulo,4,16,False,True
98,38,VERTEX SOLUTIONS - Kuala Lumpur,Kuala Lumpur,15,20,False,True
99,38,VERTEX SOLUTIONS - Bangalore,Bangalore,21,50,False,True
1087,400,IOTA MANUFACTURING - Milan,Milan,9,49,True,True
1088,400,IOTA MANUFACTURING - Shanghai,Shanghai,11,40,False,True
1089,400,IOTA MANUFACTURING - Hsinchu,Hsinchu,14,65,False,True
573,213,LUNAR MATERIALS - Singapore,Singapore,18,19,True,True
574,213,LUNAR MATERIALS - Santiago,Santiago,24,25,False,True
72,30,PENTAWAVE MANUFACTURING - Detroit,Detroit,1,18,True,True
73,30,PENTAWAVE MANUFACTURING - Paris,Paris,6,26,False,True
74,30,PENTAWAVE MANUFACTURING - Amsterdam,Amsterdam,8,51,False,True
75,30,PENTAWAVE MANUFACTURING - Bangkok,Bangkok,17,50,False,True
478,182,VORTEX COMPONENTS - Austin,Austin,1,22,True,True
479,182,VORTEX COMPONENTS - Paris,Paris,6,46,False,True
480,182,VORTEX COMPONENTS - Seoul,Seoul,13,56,False,True
481,182,VORTEX COMPONENTS - Hsinchu,Hsinchu,14,45,False,True
482,182,VORTEX COMPONENTS - Hanoi,Hanoi,16,56,False,True
483,182,VORTEX COMPONENTS - Manila,Manila,19,33,False,True
361,138,ECHO SOLUTIONS - Dongguan,Dongguan,11,69,True,True
916,344,THETA ELECTRONICS - Monterrey,Monterrey,3,24,True,True
917,344,THETA ELECTRONICS - Taichung,Taichung,14,66,False,True
1019,375,EPSILON TECHNOLOGIES - Monterrey,Monterrey,3,61,True,True
1020,375,EPSILON TECHNOLOGIES - Kuala Lumpur,Kuala Lumpur,15,20,False,True
937,349,THETA INDUSTRIES - Detroit,Detroit,1,30,True,True
938,349,THETA INDUSTRIES - Osaka,Osaka,12,26,False,True
939,349,THETA INDUSTRIES - Penang,Penang,15,64,False,True
940,349,THETA INDUSTRIES - Ho Chi Minh City,Ho Chi Minh City,16,62,False,True
941,349,THETA INDUSTRIES - Manila,Manila,19,16,False,True
942,349,THETA INDUSTRIES - Pune,Pune,21,31,False,True
439,166,FLUX PRECISION - Monterrey,Monterrey,3,50,True,True
440,166,FLUX PRECISION - Amsterdam,Amsterdam,8,54,False,True
441,166,FLUX PRECISION - Suzhou,Suzhou,11,47,False,True
442,166,FLUX PRECISION - Manila,Manila,19,17,False,True
443,166,FLUX PRECISION - Pune,Pune,21,72,False,True
970,358,ALPHA SOLUTIONS - San Jose,San Jose,1,57,True,True
452,172,IONIC COMPONENTS - Tokyo,Tokyo,12,65,True,True
453,172,IONIC COMPONENTS - Bangkok,Bangkok,17,66,False,True
860,322,ZETA COMPONENTS - Detroit,Detroit,1,28,True,True
861,322,ZETA COMPONENTS - Milan,Milan,9,28,False,True
226,84,TITAN ELECTRONICS - Seoul,Seoul,13,62,True,True
1095,403,TORUS MATERIALS - Detroit,Detroit,1,70,True,True
1096,403,TORUS MATERIALS - Milan,Milan,9,61,False,True
1097,403,TORUS MATERIALS - Santiago,Santiago,24,25,False,True
352,134,ECHO ELECTRONICS - Seoul,Seoul,13,71,True,True
353,134,ECHO ELECTRONICS - Manila,Manila,19,34,False,True
346,133,ECHO MATERIALS - Sao Paulo,Sao Paulo,4,23,True,True
347,133,ECHO MATERIALS - Paris,Paris,6,14,False,True
348,133,ECHO MATERIALS - Shanghai,Shanghai,11,69,False,True
349,133,ECHO MATERIALS - Seoul,Seoul,13,40,False,True
350,133,ECHO MATERIALS - Hsinchu,Hsinchu,14,41,False,True
351,133,ECHO MATERIALS - Bogota,Bogota,23,63,False,True
69,29,PENTAWAVE INDUSTRIES - Sao Paulo,Sao Paulo,4,59,True,True
70,29,PENTAWAVE INDUSTRIES - Milan,Milan,9,19,False,True
71,29,PENTAWAVE INDUSTRIES - Tokyo,Tokyo,12,24,False,True
1146,423,PYRO MATERIALS - Shenzhen,Shenzhen,11,50,True,True
1147,423,PYRO MATERIALS - Jakarta,Jakarta,20,47,False,True
474,181,VORTEX SEMICONDUCTORS - Taichung,Taichung,14,16,True,True
475,181,VORTEX SEMICONDUCTORS - Kuala Lumpur,Kuala Lumpur,15,37,False,True
476,181,VORTEX SEMICONDUCTORS - Singapore,Singapore,18,15,False,True
477,181,VORTEX SEMICONDUCTORS - Bogota,Bogota,23,67,False,True
796,293,SIGMA MATERIALS - Monterrey,Monterrey,3,49,True,True
797,293,SIGMA MATERIALS - Shanghai,Shanghai,11,32,False,True
798,293,SIGMA MATERIALS - Taichung,Taichung,14,31,False,True
799,293,SIGMA MATERIALS - Bogota,Bogota,23,56,False,True
705,261,PULSE SEMICONDUCTORS - Kuala Lumpur,Kuala Lumpur,15,62,True,True
706,261,PULSE SEMICONDUCTORS - Ho Chi Minh City,Ho Chi Minh City,16,53,False,True
544,205,CREST TECHNOLOGIES - Amsterdam,Amsterdam,8,52,True,True
545,205,CREST TECHNOLOGIES - Warsaw,Warsaw,10,54,False,True
546,205,CREST TECHNOLOGIES - Shanghai,Shanghai,11,58,False,True
547,205,CREST TECHNOLOGIES - Dongguan,Dongguan,11,63,False,True
548,205,CREST TECHNOLOGIES - Hsinchu,Hsinchu,14,55,False,True
839,311,GAMMA SEMICONDUCTORS - Guadalajara,Guadalajara,3,42,True,True
840,311,GAMMA SEMICONDUCTORS - Sao Paulo,Sao Paulo,4,46,False,True
841,311,GAMMA SEMICONDUCTORS - Hanoi,Hanoi,16,62,False,True
1177,433,CRYO MATERIALS - Osaka,Osaka,12,25,True,True
1178,433,CRYO MATERIALS - Ho Chi Minh City,Ho Chi Minh City,16,55,False,True
185,69,APEX INDUSTRIES - Austin,Austin,1,71,True,True
186,69,APEX INDUSTRIES - Toronto,Toronto,2,36,False,True
187,69,APEX INDUSTRIES - Guadalajara,Guadalajara,3,53,False,True
188,69,APEX INDUSTRIES - Suzhou,Suzhou,11,63,False,True
852,317,GAMMA SYSTEMS - Beijing,Beijing,11,50,True,True
36,17,BLUEFORGE SYSTEMS - San Jose,San Jose,1,30,True,True
37,17,BLUEFORGE SYSTEMS - Stuttgart,Stuttgart,5,16,False,True
38,17,BLUEFORGE SYSTEMS - Chennai,Chennai,21,53,False,True
39,17,BLUEFORGE SYSTEMS - Santiago,Santiago,24,49,False,True
894,337,KAPPA SYSTEMS - Detroit,Detroit,1,73,True,True
895,337,KAPPA SYSTEMS - Milan,Milan,9,38,False,True
896,337,KAPPA SYSTEMS - Ho Chi Minh City,Ho Chi Minh City,16,38,False,True
145,57,QUANTUM SYSTEMS - Monterrey,Monterrey,3,59,True,True
146,57,QUANTUM SYSTEMS - Kuala Lumpur,Kuala Lumpur,15,64,False,True
693,257,SYNTH SYSTEMS - Santiago,Santiago,24,55,True,True
313,116,PRISM PRECISION - Toronto,Toronto,2,45,True,True
314,116,PRISM PRECISION - Bogota,Bogota,23,36,False,True
244,89,TITAN INDUSTRIES - Paris,Paris,6,62,True,True
245,89,TITAN INDUSTRIES - Penang,Penang,15,52,False,True
246,89,TITAN INDUSTRIES - Bogota,Bogota,23,21,False,True
139,54,QUANTUM ELECTRONICS - Monterrey,Monterrey,3,15,True,True
140,54,QUANTUM ELECTRONICS - London,London,7,31,False,True
141,54,QUANTUM ELECTRONICS - Dongguan,Dongguan,11,46,False,True
142,54,QUANTUM ELECTRONICS - Bogota,Bogota,23,73,False,True
593,220,LUNAR MANUFACTURING - Bogota,Bogota,23,27,True,True
1168,431,CRYO SEMICONDUCTORS - Seoul,Seoul,13,40,True,True
1169,431,CRYO SEMICONDUCTORS - Singapore,Singapore,18,73,False,True
1170,431,CRYO SEMICONDUCTORS - Manila,Manila,19,25,False,True
1171,431,CRYO SEMICONDUCTORS - Buenos Aires,Buenos Aires,22,33,False,True
247,90,TITAN MANUFACTURING - Monterrey,Monterrey,3,51,True,True
248,90,TITAN MANUFACTURING - Stuttgart,Stuttgart,5,62,False,True
249,90,TITAN MANUFACTURING - Hsinchu,Hsinchu,14,17,False,True
605,225,COBALT TECHNOLOGIES - Austin,Austin,1,60,True,True
606,225,COBALT TECHNOLOGIES - London,London,7,37,False,True
607,225,COBALT TECHNOLOGIES - Penang,Penang,15,58,False,True
1052,386,LAMBDA PRECISION - Toronto,Toronto,2,39,True,True
1053,386,LAMBDA PRECISION - Sao Paulo,Sao Paulo,4,50,False,True
1054,386,LAMBDA PRECISION - Milan,Milan,9,60,False,True
1055,386,LAMBDA PRECISION - Suzhou,Suzhou,11,24,False,True
590,219,LUNAR INDUSTRIES - Tokyo,Tokyo,12,21,True,True
591,219,LUNAR INDUSTRIES - Seoul,Seoul,13,73,False,True
592,219,LUNAR INDUSTRIES - Kuala Lumpur,Kuala Lumpur,15,69,False,True
81,32,VERTEX COMPONENTS - San Jose,San Jose,1,70,True,True
82,32,VERTEX COMPONENTS - Seoul,Seoul,13,31,False,True
83,32,VERTEX COMPONENTS - Buenos Aires,Buenos Aires,22,58,False,True
502,190,VORTEX MANUFACTURING - San Jose,San Jose,1,28,True,True
503,190,VORTEX MANUFACTURING - Milan,Milan,9,67,False,True
504,190,VORTEX MANUFACTURING - Warsaw,Warsaw,10,49,False,True
505,190,VORTEX MANUFACTURING - Shenzhen,Shenzhen,11,44,False,True
325,122,ATLAS COMPONENTS - Chennai,Chennai,21,21,True,True
924,346,THETA PRECISION - Austin,Austin,1,59,True,True
925,346,THETA PRECISION - Tokyo,Tokyo,12,20,False,True
926,346,THETA PRECISION - Chennai,Chennai,21,22,False,True
927,346,THETA PRECISION - Pune,Pune,21,42,False,True
928,346,THETA PRECISION - Buenos Aires,Buenos Aires,22,35,False,True
1059,388,LAMBDA SOLUTIONS - Taichung,Taichung,14,26,True,True
1060,388,LAMBDA SOLUTIONS - Singapore,Singapore,18,57,False,True
144,56,QUANTUM PRECISION - Seoul,Seoul,13,47,True,True
269,100,ZENITH MANUFACTURING - Austin,Austin,1,49,True,True
270,100,ZENITH MANUFACTURING - Detroit,Detroit,1,41,False,True
271,100,ZENITH MANUFACTURING - Paris,Paris,6,32,False,True
272,100,ZENITH MANUFACTURING - Dongguan,Dongguan,11,54,False,True
273,100,ZENITH MANUFACTURING - Chennai,Chennai,21,44,False,True
274,100,ZENITH MANUFACTURING - Santiago,Santiago,24,42,False,True
784,287,OMEGA SYSTEMS - Warsaw,Warsaw,10,67,True,True
785,287,OMEGA SYSTEMS - Hsinchu,Hsinchu,14,40,False,True
1197,440,CRYO MANUFACTURING - Sao Paulo,Sao Paulo,4,68,True,True
1198,440,CRYO MANUFACTURING - Hsinchu,Hsinchu,14,27,False,True
1199,440,CRYO MANUFACTURING - Buenos Aires,Buenos Aires,22,19,False,True
958,353,ALPHA MATERIALS - Austin,Austin,1,17,True,True
959,353,ALPHA MATERIALS - Munich,Munich,5,54,False,True
960,353,ALPHA MATERIALS - Buenos Aires,Buenos Aires,22,15,False,True
265,98,ZENITH SOLUTIONS - Shenzhen,Shenzhen,11,41,True,True
266,98,ZENITH SOLUTIONS - Hanoi,Hanoi,16,26,False,True
267,98,ZENITH SOLUTIONS - Jakarta,Jakarta,20,51,False,True
845,314,GAMMA ELECTRONICS - Shenzhen,Shenzhen,11,59,True,True
846,314,GAMMA ELECTRONICS - Pune,Pune,21,34,False,True
395,151,HELIX SEMICONDUCTORS - Detroit,Detroit,1,26,True,True
396,151,HELIX SEMICONDUCTORS - Toronto,Toronto,2,51,False,True
397,151,HELIX SEMICONDUCTORS - Hsinchu,Hsinchu,14,21,False,True
209,79,ORION INDUSTRIES - London,London,7,51,True,True
210,79,ORION INDUSTRIES - Tokyo,Tokyo,12,73,False,True
485,184,VORTEX ELECTRONICS - Dongguan,Dongguan,11,17,True,True
486,184,VORTEX ELECTRONICS - Hsinchu,Hsinchu,14,17,False,True
487,184,VORTEX ELECTRONICS - Hanoi,Hanoi,16,54,False,True
488,184,VORTEX ELECTRONICS - Bogota,Bogota,23,38,False,True
354,135,ECHO TECHNOLOGIES - Bangkok,Bangkok,17,52,True,True
355,135,ECHO TECHNOLOGIES - Singapore,Singapore,18,72,False,True
356,135,ECHO TECHNOLOGIES - Jakarta,Jakarta,20,64,False,True
458,175,IONIC TECHNOLOGIES - Milan,Milan,9,44,True,True
459,175,IONIC TECHNOLOGIES - Penang,Penang,15,41,False,True
1063,391,IOTA SEMICONDUCTORS - Detroit,Detroit,1,21,True,True
1064,391,IOTA SEMICONDUCTORS - Osaka,Osaka,12,41,False,True
