SHIPMENT_ID,CARRIER_ID,LANE_ID,SHIP_DATE,DELIVERY_DATE,STATUS
4370,18,81,2023-11-07,2023-11-19,DELIVERED
4371,1,264,2024-12-15,2025-01-03,DELIVERED
4372,17,58,2025-05-31,2025-06-28,DELIVERED
4373,12,464,2025-02-20,2025-03-14,DELIVERED
4374,15,480,2023-06-10,2023-07-05,DELIVERED
4375,5,446,2025-08-27,2025-09-15,DELIVERED
4376,2,325,2024-10-30,2024-11-09,DELIVERED
4377,18,263,2026-09-08,2026-09-22,DELIVERED
4378,11,194,2025-03-12,2025-03-29,DELIVERED
4379,13,393,2024-12-20,2025-01-19,DELIVERED
4380,3,245,2025-12-31,2026-01-30,DELIVERED
4381,17,135,2024-06-05,2024-07-04,IN_TRANSIT
4382,20,176,2024-05-24,2024-06-27,DELIVERED
4383,7,113,2024-01-23,2024-02-24,DELIVERED
4384,8,23,2023-10-11,2023-10-28,DELAYED
4385,1,81,2024-09-21,2024-10-21,DELIVERED
4386,9,498,2026-05-12,2026-06-11,DELIVERED
4387,9,272,2023-12-26,2024-01-24,DELIVERED
4388,8,483,2023-03-20,2023-04-09,DELIVERED
4389,4,177,2026-05-14,2026-05-21,DELIVERED
4390,6,460,2025-09-10,2025-10-03,DELIVERED
4391,11,482,2024-04-05,2024-05-01,DELIVERED
4392,13,157,2024-02-13,2024-02-23,DELIVERED
4393,12,286,2023-03-06,2023-04-01,DELIVERED
4394,5,499,2025-12-23,2026-01-27,DELIVERED
4395,6,94,2026-06-05,2026-06-25,DELIVERED
4396,13,20,2024-02-26,2024-03-14,IN_TRANSIT
4397,9,222,2023-02-11,2023-02-24,DELIVERED
4398,11,465,2025-07-28,2025-08-25,DELIVERED
4399,18,290,2023-04-01,2023-04-20,DELIVERED
4400,16,241,2025-05-16,2025-06-24,DELIVERED
4401,9,58,2025-04-22,2025-05-15,DELIVERED
4402,19,469,2023-11-14,2023-11-29,DELIVERED
4403,9,367,2024-07-02,2024-07-12,DELAYED
4404,14,378,2024-05-14,2024-06-06,IN_TRANSIT
4405,11,146,2023-05-07,2023-06-07,IN_TRANSIT
4406,7,280,2024-08-30,2024-09-27,DELIVERED
4407,18,452,2026-02-14,2026-03-10,DELIVERED
4408,13,192,2023-12-17,2024-01-23,DELIVERED
4409,15,9,2023-06-06,2023-07-06,DELIVERED
4410,10,7,2023-10-25,2023-11-20,DELIVERED
4411,15,447,2025-08-07,2025-09-03,DELIVERED
4412,17,411,2023-05-15,2023-05-31,IN_TRANSIT
4413,8,108,2023-08-10,2023-09-07,DELIVERED
4414,9,389,2025-05-26,2025-06-12,DELIVERED
4415,15,180,2023-10-18,2023-11-12,DELIVERED
4416,6,324,2026-03-08,2026-03-16,DELIVERED
4417,8,123,2025-11-10,2025-12-02,DELIVERED
4418,9,294,2026-08-30,2026-10-08,IN_TRANSIT
4419,5,93,2023-11-18,2023-12-14,IN_TRANSIT
4420,18,177,2024-08-13,2024-09-06,DELAYED
4421,11,124,2026-01-11,2026-02-12,DELIVERED
4422,9,107,2025-04-30,2025-06-08,DELIVERED
4423,16,399,2023-01-22,2023-02-09,IN_TRANSIT
4424,3,203,2024-01-05,2024-02-05,DELIVERED
4425,15,340,2025-05-11,2025-06-09,DELIVERED
4426,19,432,2026-05-03,2026-05-26,DELIVERED
4427,4,31,2023-05-08,2023-05-21,DELIVERED
4428,14,354,2025-02-10,2025-02-26,DELIVERED
4429,7,486,2024-02-27,2024-03-07,DELIVERED
4430,1,17,2025-09-05,2025-09-20,IN_TRANSIT
4431,7,237,2024-07-24,2024-08-02,DELAYED
4432,11,155,2024-06-24,2024-07-17,DELIVERED
4433,3,243,2025-02-22,2025-03-20,DELIVERED
4434,2,178,2025-05-10,2025-05-18,DELIVERED
4435,19,383,2025-06-03,2025-07-10,DELIVERED
4436,1,209,2026-03-07,2026-03-20,DELIVERED
4437,11,149,2026-09-10,2026-10-03,DELAYED
4438,9,300,2024-06-09,2024-07-09,IN_TRANSIT
4439,5,479,2023-02-15,2023-03-04,DELIVERED
4440,12,477,2023-06-01,2023-06-13,IN_TRANSIT
4441,1,236,2023-06-24,2023-07-26,DELIVERED
4442,12,149,2026-02-28,2026-03-23,DELIVERED
4443,15,299,2026-06-12,2026-07-16,DELIVERED
4444,17,392,2025-05-09,2025-06-04,DELIVERED
4445,16,332,2023-09-19,2023-10-27,DELIVERED
4446,19,328,2026-09-02,2026-09-13,DELIVERED
4447,3,67,2024-06-12,2024-07-04,DELIVERED
4448,9,200,2023-07-01,2023-08-08,DELIVERED
4449,12,266,2026-05-17,2026-05-26,DELIVERED
4450,13,194,2026-02-20,2026-03-12,DELIVERED
4451,11,75,2023-03-22,2023-04-17,DELIVERED
4452,19,366,2026-03-02,2026-03-14,DELIVERED
4453,20,237,2023-02-21,2023-03-31,DELIVERED
4454,12,113,2024-10-21,2024-11-05,DELIVERED
4455,15,41,2023-11-07,2023-11-24,DELIVERED
4456,7,138,2023-06-27,2023-07-06,DELIVERED
4457,9,400,2023-03-14,2023-04-14,DELIVERED
4458,5,411,2026-01-16,2026-01-25,DELAYED
4459,16,416,2025-05-01,2025-06-08,IN_TRANSIT
4460,14,119,2024-10-25,2024-11-17,IN_TRANSIT
4461,7,434,2026-02-13,2026-03-19,DELIVERED
4462,13,162,2023-11-17,2023-12-05,DELIVERED
4463,7,404,2026-09-24,2026-10-16,DELIVERED
4464,13,343,2026-03-26,2026-05-04,DELIVERED
4465,4,413,2025-01-09,2025-01-30,DELIVERED
4466,1,153,2025-04-17,2025-05-09,DELIVERED
4467,2,426,2024-08-15,2024-09-23,DELIVERED
4468,8,497,2026-05-26,2026-06-11,DELAYED
4469,14,74,2023-02-01,2023-02-09,IN_TRANSIT
4470,4,80,2026-03-15,2026-03-25,DELIVERED
4471,11,300,2026-08-11,2026-08-26,DELIVERED
4472,18,481,2025-06-26,2025-07-02,DELIVERED
4473,16,353,2023-12-26,2024-01-08,DELIVERED
4474,8,277,2026-09-06,2026-10-13,IN_TRANSIT
4475,8,497,2023-05-19,2023-06-13,DELIVERED
4476,3,307,2023-05-10,2023-06-02,DELIVERED
4477,6,266,2024-03-17,2024-04-06,IN_TRANSIT
4478,10,447,2025-08-01,2025-08-30,IN_TRANSIT
4479,19,364,2025-04-29,2025-05-24,DELIVERED
4480,2,19,2026-09-12,2026-09-23,DELIVERED
4481,11,306,2024-01-29,2024-02-21,DELIVERED
4482,2,358,2023-08-17,2023-08-30,DELIVERED
4483,8,323,2024-01-18,2024-02-14,DELIVERED
4484,7,245,2026-09-27,2026-11-03,DELIVERED
4485,10,496,2025-06-25,2025-07-20,DELAYED
4486,4,96,2026-04-06,2026-05-08,DELIVERED
4487,19,249,2025-08-30,2025-09-27,DELIVERED
4488,3,65,2026-06-12,2026-06-30,DELAYED
4489,9,115,2026-02-19,2026-03-23,DELIVERED
4490,15,377,2024-12-05,2024-12-31,DELIVERED
4491,8,455,2023-07-08,2023-08-13,DELIVERED
4492,19,447,2023-05-29,2023-06-06,DELIVERED
4493,19,328,2023-07-21,2023-08-02,DELIVERED
4494,16,441,2026-08-26,2026-09-17,DELIVERED
4495,13,236,2023-04-23,2023-05-16,DELIVERED
4496,13,266,2024-07-08,2024-07-15,DELIVERED
4497,17,284,2026-06-02,2026-06-23,IN_TRANSIT
4498,1,378,2026-07-30,2026-09-02,DELIVERED
4499,19,458,2026-02-24,2026-03-12,DELIVERED
4500,15,445,2024-02-19,2024-03-05,DELIVERED
4501,16,46,2023-06-04,2023-07-04,DELIVERED
4502,12,304,2025-04-25,2025-05-23,DELIVERED
4503,16,459,2024-12-05,2024-12-24,DELIVERED
4504,4,288,2023-08-16,2023-08-27,DELIVERED
4505,17,163,2025-02-08,2025-03-06,DELIVERED
4506,17,136,2023-04-09,2023-04-30,DELIVERED
4507,18,232,2025-06-26,2025-07-05,IN_TRANSIT
4508,6,443,2026-06-14,2026-06-28,DELIVERED
4509,20,74,2025-02-24,2025-03-24,IN_TRANSIT
4510,4,207,2025-05-23,2025-06-29,DELIVERED
4511,4,24,2023-02-08,2023-03-19,DELIVERED
4512,3,489,2026-04-25,2026-05-23,DELIVERED
4513,8,419,2025-04-21,2025-05-11,DELIVERED
4514,5,32,2023-08-19,2023-09-13,DELIVERED
4515,18,300,2024-05-14,2024-06-19,DELIVERED
4516,18,442,2025-04-04,2025-04-12,DELIVERED
4517,10,279,2026-02-11,2026-02-22,IN_TRANSIT
4518,15,216,2026-04-28,2026-06-04,DELIVERED
4519,13,385,2025-08-22,2025-08-30,DELAYED
4520,8,75,2024-11-04,2024-11-22,IN_TRANSIT
4521,2,202,2023-03-02,2023-04-08,DELAYED
4522,16,497,2025-07-20,2025-08-28,DELIVERED
4523,20,371,2023-04-05,2023-05-07,DELIVERED
4524,4,302,2023-12-01,2023-12-10,DELIVERED
4525,19,196,2024-09-20,2024-10-23,DELIVERED
4526,15,475,2023-03-09,2023-04-05,IN_TRANSIT
4527,20,439,2023-04-24,2023-05-13,DELIVERED
4528,14,26,2026-06-14,2026-06-28,DELIVERED
4529,5,229,2025-10-03,2025-10-16,DELIVERED
4530,9,107,2023-11-10,2023-12-14,DELIVERED
4531,4,227,2025-07-13,2025-08-20,DELIVERED
4532,5,148,2025-07-17,2025-08-16,DELIVERED
4533,1,152,2024-12-09,2025-01-13,DELIVERED
4534,4,377,2025-07-16,2025-07-22,DELIVERED
4535,15,340,2026-05-05,2026-05-18,DELIVERED
4536,16,484,2026-01-09,2026-02-06,DELIVERED
4537,4,273,2023-06-15,2023-06-22,DELAYED
4538,18,453,2026-04-20,2026-05-21,DELIVERED
4539,7,158,2026-09-04,2026-09-30,DELIVERED
4540,15,335,2023-11-01,2023-11-18,DELIVERED
4541,10,443,2024-08-27,2024-09-08,DELIVERED
4542,15,72,2025-06-04,2025-06-27,DELIVERED
4543,14,401,2024-04-17,2024-05-07,DELIVERED
4544,19,338,2024-09-20,2024-10-26,DELIVERED
4545,5,227,2026-07-09,2026-07-23,DELIVERED
4546,12,198,2024-08-28,2024-09-23,DELIVERED
4547,20,316,2026-01-21,2026-01-26,DELIVERED
4548,14,320,2024-04-11,2024-04-20,DELIVERED
4549,18,386,2026-06-06,2026-07-07,DELIVERED
4550,20,287,2025-04-17,2025-05-01,DELIVERED
4551,14,468,2023-08-29,2023-10-04,DELIVERED
4552,1,129,2026-04-11,2026-05-02,IN_TRANSIT
4553,10,392,2026-09-07,2026-09-17,DELIVERED
4554,10,240,2023-04-11,2023-04-21,DELIVERED
4555,2,199,2025-09-04,2025-09-30,DELIVERED
4556,13,467,2024-01-15,2024-02-11,DELIVERED
4557,18,466,2024-05-29,2024-07-03,DELIVERED
4558,12,132,2023-02-15,2023-02-20,DELAYED
4559,16,408,2023-04-20,2023-05-06,DELIVERED
4560,19,414,2025-04-03,2025-04-28,DELAYED
4561,8,478,2024-06-05,2024-06-27,DELIVERED
4562,8,463,2024-06-02,2024-07-03,DELIVERED
4563,18,430,2024-08-05,2024-09-02,DELIVERED
4564,6,224,2025-01-12,2025-01-19,DELIVERED
4565,9,257,2024-09-02,2024-09-26,DELIVERED
4566,14,114,2024-10-03,2024-11-02,DELAYED
4567,7,273,2025-09-15,2025-09-22,DELIVERED
4568,4,127,2026-02-14,2026-03-17,DELIVERED
4569,19,406,2024-02-21,2024-03-20,DELIVERED
4570,9,380,2024-02-21,2024-03-06,DELIVERED
4571,19,311,2026-02-08,2026-02-20,DELIVERED
4572,11,442,2026-04-16,2026-04-25,DELIVERED
4573,2,336,2023-11-09,2023-11-17,DELIVERED
4574,13,250,2025-07-26,2025-08-01,DELIVERED
4575,12,273,2025-10-08,2025-10-26,IN_TRANSIT
4576,18,316,2024-06-15,2024-06-21,DELAYED
4577,19,176,2023-08-04,2023-09-03,DELAYED
4578,4,76,2023-01-28,2023-02-26,DELIVERED
4579,20,388,2026-03-27,2026-04-29,DELIVERED
4580,7,263,2025-01-09,2025-01-24,DELIVERED
4581,18,344,2024-04-23,2024-05-24,DELIVERED
4582,3,448,2026-01-20,2026-01-29,DELIVERED
4583,14,190,2025-05-26,2025-06-15,DELIVERED
4584,10,455,2025-01-25,2025-02-15,DELIVERED
4585,14,266,2024-04-14,2024-05-05,DELIVERED
4586,11,253,2026-08-04,2026-09-02,DELIVERED
4587,20,324,2025-05-28,2025-06-28,DELIVERED
4588,17,322,2024-07-18,2024-08-11,DELIVERED
4589,20,422,2023-01-17,2023-02-04,DELIVERED
4590,7,115,2026-09-21,2026-10-29,DELIVERED
4591,5,62,2024-02-26,2024-03-22,DELIVERED
4592,18,482,2024-05-14,2024-06-10,DELIVERED
4593,4,172,2025-01-22,2025-02-12,IN_TRANSIT
4594,13,339,2025-10-24,2025-11-28,DELIVERED
4595,12,205,2026-08-23,2026-09-16,IN_TRANSIT
4596,14,95,2023-04-12,2023-05-12,DELAYED
4597,5,365,2024-12-18,2025-01-22,DELIVERED
4598,18,209,2023-02-19,2023-03-17,IN_TRANSIT
4599,7,222,2023-01-24,2023-02-15,DELIVERED
4600,14,164,2026-05-25,2026-05-31,DELIVERED
4601,3,411,2024-08-13,2024-09-03,DELIVERED
4602,20,212,2024-10-23,2024-11-18,DELIVERED
4603,8,409,2024-09-20,2024-10-19,DELIVERED
4604,20,415,2026-05-22,2026-06-23,DELIVERED
4605,10,384,2024-10-21,2024-11-11,IN_TRANSIT
4606,2,485,2023-08-01,2023-09-09,DELIVERED
4607,17,492,2023-04-18,2023-04-25,DELIVERED
4608,20,82,2026-06-21,2026-07-22,DELIVERED
4609,8,228,2023-12-07,2023-12-19,DELIVERED
4610,18,155,2024-03-17,2024-04-18,DELAYED
4611,11,434,2026-04-17,2026-05-07,DELIVERED
4612,15,233,2026-06-27,2026-07-06,DELIVERED
4613,5,337,2024-10-03,2024-10-21,DELIVERED
4614,7,349,2025-11-08,2025-12-17,DELAYED
4615,4,135,2023-11-08,2023-11-28,DELIVERED
4616,9,473,2024-03-29,2024-04-06,DELIVERED
4617,12,141,2024-02-17,2024-03-25,DELIVERED
4618,13,165,2026-04-04,2026-04-09,DELIVERED
4619,2,313,2024-02-12,2024-03-08,IN_TRANSIT
4620,14,477,2026-07-26,2026-08-28,DELIVERED
4621,18,178,2023-07-28,2023-08-22,DELIVERED
4622,6,190,2023-11-25,2023-12-21,DELIVERED
4623,6,6,2026-03-02,2026-03-14,DELAYED
4624,5,176,2025-01-19,2025-02-11,DELIVERED
4625,5,412,2026-06-25,2026-07-26,IN_TRANSIT
4626,10,206,2024-02-27,2024-03-04,DELAYED
4627,3,261,2025-12-16,2026-01-06,DELIVERED
4628,13,351,2023-06-10,2023-07-12,DELIVERED
4629,10,347,2026-09-05,2026-09-12,DELIVERED
4630,17,328,2025-02-15,2025-03-17,IN_TRANSIT
4631,17,239,2025-12-21,2026-01-01,DELIVERED
4632,14,289,2025-12-24,2026-01-13,DELIVERED
4633,15,430,2023-06-25,2023-07-06,DELAYED
4634,14,6,2023-09-10,2023-10-14,DELIVERED
4635,2,11,2025-01-15,2025-01-26,DELIVERED
4636,11,397,2024-11-15,2024-12-22,DELIVERED
4637,11,14,2025-10-14,2025-11-09,DELIVERED
4638,14,369,2025-03-23,2025-04-14,DELIVERED
4639,10,168,2025-10-19,2025-11-21,DELAYED
4640,11,391,2024-04-08,2024-05-16,DELIVERED
4641,14,52,2024-06-08,2024-06-25,DELIVERED
4642,10,83,2023-11-22,2023-12-19,DELIVERED
4643,5,58,2026-06-30,2026-07-13,DELAYED
4644,11,154,2026-01-06,2026-01-22,DELIVERED
4645,18,367,2024-05-17,2024-05-31,DELIVERED
4646,11,90,2025-08-30,2025-09-11,IN_TRANSIT
4647,12,90,2023-12-11,2023-12-30,DELIVERED
4648,2,5,2024-11-01,2024-11-27,DELIVERED
4649,8,343,2025-04-05,2025-05-03,IN_TRANSIT
4650,1,480,2025-07-19,2025-08-12,DELIVERED
4651,18,443,2024-10-10,2024-10-16,DELIVERED
4652,19,472,2026-01-29,2026-02-07,DELIVERED
4653,3,296,2025-07-23,2025-08-01,DELIVERED
4654,20,442,2023-11-11,2023-12-15,DELIVERED
4655,13,97,2024-03-03,2024-04-11,DELIVERED
4656,3,48,2023-07-21,2023-07-30,IN_TRANSIT
4657,10,339,2025-04-01,2025-04-10,IN_TRANSIT
4658,10,311,2023-05-15,2023-06-20,DELIVERED
4659,8,443,2023-04-21,2023-04-30,DELIVERED
4660,7,474,2024-01-25,2024-02-07,DELIVERED
4661,16,2,2023-12-15,2023-12-23,DELAYED
4662,20,288,2024-03-22,2024-04-06,DELIVERED
4663,11,288,2023-02-13,2023-03-24,DELAYED
4664,16,407,2025-11-14,2025-11-28,DELIVERED
4665,2,323,2025-07-05,2025-07-11,DELIVERED
4666,19,204,2026-01-31,2026-02-23,DELIVERED
4667,17,222,2024-03-29,2024-04-28,DELIVERED
4668,5,74,2023-03-09,2023-03-23,IN_TRANSIT
4669,17,173,2025-06-20,2025-07-09,DELIVERED
4670,20,50,2025-02-02,2025-03-04,DELIVERED
4671,18,298,2024-09-07,2024-10-01,DELIVERED
4672,7,363,2023-09-20,2023-10-28,DELIVERED
4673,7,433,2025-07-24,2025-08-02,DELIVERED
4674,11,430,2025-07-27,2025-09-01,DELAYED
4675,18,412,2024-07-07,2024-07-28,DELIVERED
4676,11,378,2024-11-19,2024-12-22,DELIVERED
4677,12,148,2024-12-22,2025-01-16,DELIVERED
4678,11,342,2026-09-19,2026-10-12,DELIVERED
4679,10,172,2026-06-11,2026-07-17,DELIVERED
4680,10,314,2023-10-12,2023-11-01,DELIVERED
4681,8,344,2024-12-18,2025-01-14,DELIVERED
4682,8,24,2024-02-14,2024-03-16,DELIVERED
4683,18,100,2023-03-28,2023-04-13,DELIVERED
4684,2,446,2026-02-26,2026-03-20,DELIVERED
4685,13,207,2023-11-09,2023-12-18,DELIVERED
4686,1,396,2024-09-02,2024-09-27,DELIVERED
4687,7,6,2023-09-25,2023-10-28,DELIVERED
4688,15,377,2023-09-07,2023-09-18,DELIVERED
4689,15,215,2025-12-02,2026-01-10,DELIVERED
4690,20,322,2026-08-02,2026-08-18,DELAYED
4691,19,142,2024-10-09,2024-10-18,IN_TRANSIT
4692,16,103,2024-10-08,2024-10-26,DELIVERED
4693,11,35,2025-10-21,2025-11-24,DELIVERED
4694,3,436,2024-06-19,2024-07-20,DELIVERED
4695,18,4,2024-03-22,2024-04-18,DELIVERED
4696,17,204,2025-03-05,2025-03-20,DELIVERED
4697,20,377,2026-09-20,2026-10-09,DELIVERED
4698,10,45,2024-12-31,2025-01-12,DELIVERED
4699,17,51,2023-11-14,2023-11-28,DELIVERED
4700,4,495,2025-10-20,2025-11-17,DELIVERED
4701,18,129,2025-10-22,2025-11-12,DELAYED
4702,17,336,2023-10-18,2023-11-06,DELIVERED
4703,18,127,2024-12-20,2024-12-27,DELIVERED
4704,5,193,2024-11-07,2024-12-10,DELIVERED
4705,14,57,2026-06-27,2026-07-11,DELIVERED
4706,8,119,2025-11-15,2025-12-18,DELIVERED
4707,4,47,2023-11-06,2023-12-11,IN_TRANSIT
4708,6,103,2023-04-26,2023-05-31,DELIVERED
4709,16,140,2025-07-15,2025-08-20,DELIVERED
4710,14,138,2025-12-17,2026-01-22,DELIVERED
4711,6,469,2023-09-29,2023-10-12,DELIVERED
4712,18,332,2026-05-11,2026-05-19,IN_TRANSIT
4713,7,18,2024-08-23,2024-09-17,DELIVERED
4714,3,289,2023-12-09,2023-12-14,IN_TRANSIT
4715,10,460,2024-01-03,2024-01-19,DELIVERED
4716,7,148,2025-04-17,2025-04-30,DELIVERED
4717,5,128,2024-07-31,2024-08-05,IN_TRANSIT
4718,11,270,2026-09-18,2026-10-17,DELIVERED
4719,10,48,2025-03-01,2025-03-27,DELIVERED
4720,12,208,2026-06-02,2026-06-24,DELIVERED
4721,17,81,2025-11-18,2025-12-01,IN_TRANSIT
4722,19,400,2026-09-14,2026-09-23,DELIVERED
4723,6,442,2024-05-17,2024-06-03,DELIVERED
4724,5,266,2025-09-23,2025-10-27,DELIVERED
4725,3,399,2024-10-14,2024-11-19,IN_TRANSIT
4726,10,65,2026-07-22,2026-08-10,DELIVERED
4727,6,10,2024-03-21,2024-04-06,IN_TRANSIT
4728,10,101,2023-12-16,2024-01-02,DELIVERED
4729,2,378,2024-02-20,2024-03-13,DELIVERED
4730,15,14,2023-01-10,2023-01-17,DELIVERED
4731,17,271,2024-07-23,2024-08-08,DELIVERED
4732,14,41,2025-12-10,2025-12-16,DELIVERED
4733,15,184,2025-07-04,2025-08-09,DELIVERED
4734,11,105,2023-03-17,2023-03-27,DELIVERED
4735,14,363,2024-05-08,2024-06-16,DELIVERED
4736,13,76,2026-06-14,2026-06-24,DELIVERED
4737,17,291,2024-02-01,2024-02-14,DELIVERED
4738,20,235,2024-02-03,2024-03-08,DELAYED
4739,16,343,2024-12-21,2025-01-16,IN_TRANSIT
4740,15,128,2025-05-17,2025-06-19,IN_TRANSIT
4741,12,235,2024-04-05,2024-05-07,DELIVERED
4742,6,399,2024-06-27,2024-07-22,DELIVERED
4743,17,440,2026-01-12,2026-02-03,DELIVERED
4744,14,34,2025-12-12,2026-01-05,DELIVERED
4745,2,11,2025-01-06,2025-02-06,IN_TRANSIT
4746,9,191,2026-07-14,2026-08-01,DELAYED
4747,17,427,2024-06-25,2024-07-06,DELIVERED
4748,10,340,2024-03-21,2024-04-02,DELIVERED
4749,10,300,2023-10-29,2023-11-17,DELIVERED
4750,13,77,2024-10-05,2024-11-11,DELIVERED
4751,1,26,2026-07-11,2026-07-18,DELIVERED
4752,6,211,2026-06-04,2026-07-10,DELIVERED
4753,13,125,2023-05-15,2023-06-19,DELIVERED
4754,6,299,2023-07-27,2023-09-04,DELIVERED
4755,15,148,2023-09-18,2023-10-07,DELIVERED
4756,3,223,2025-01-07,2025-01-23,DELAYED
4757,8,180,2024-02-19,2024-03-07,DELAYED
4758,11,419,2024-06-12,2024-07-12,DELIVERED
4759,6,45,2023-04-22,2023-05-03,DELAYED
4760,18,106,2025-02-01,2025-03-02,DELIVERED
4761,1,388,2025-11-16,2025-11-30,DELIVERED
4762,15,454,2024-11-10,2024-12-06,DELIVERED
4763,9,277,2025-02-25,2025-03-16,DELIVERED
4764,10,338,2026-03-04,2026-03-18,DELAYED
4765,2,336,2026-04-27,2026-05-12,DELIVERED
4766,18,486,2025-05-12,2025-06-10,DELIVERED
4767,4,283,2023-06-09,2023-07-07,DELIVERED
4768,12,350,2023-01-06,2023-01-24,DELIVERED
4769,8,128,2025-01-03,2025-01-24,DELIVERED
4770,13,408,2025-06-13,2025-07-02,IN_TRANSIT
4771,5,227,2025-08-11,2025-08-19,IN_TRANSIT
4772,6,15,2023-12-17,2024-01-24,IN_TRANSIT
4773,9,326,2023-02-11,2023-02-24,DELIVERED
4774,5,411,2025-01-14,2025-01-23,DELIVERED
4775,14,372,2025-01-02,2025-01-30,DELIVERED
4776,18,261,2024-04-19,2024-05-24,DELIVERED
4777,2,181,2023-12-05,2023-12-28,DELIVERED
4778,7,438,2024-05-07,2024-06-03,DELIVERED
4779,3,295,2025-10-14,2025-11-16,DELAYED
4780,16,419,2025-12-02,2025-12-21,DELIVERED
4781,16,171,2024-08-17,2024-09-25,DELIVERED
4782,8,230,2023-02-21,2023-03-30,DELAYED
4783,11,330,2025-04-01,2025-04-25,DELIVERED
4784,10,345,2024-01-13,2024-02-13,DELIVERED
4785,4,339,2023-06-17,2023-07-22,DELIVERED
4786,5,350,2023-04-23,2023-06-01,DELIVERED
4787,8,477,2026-03-09,2026-04-04,DELIVERED
4788,10,174,2024-10-09,2024-10-24,DELIVERED
4789,13,204,2026-03-24,2026-04-19,DELIVERED
4790,2,10,2025-03-23,2025-04-08,DELIVERED
4791,9,51,2024-08-06,2024-08-20,IN_TRANSIT
4792,19,1,2024-10-02,2024-11-06,DELAYED
4793,9,170,2023-08-17,2023-09-10,DELIVERED
4794,10,187,2026-09-15,2026-09-23,DELIVERED
4795,9,146,2025-10-01,2025-10-30,DELIVERED
4796,15,77,2026-05-16,2026-06-22,DELIVERED
4797,20,96,2024-10-04,2024-10-12,DELIVERED
4798,17,198,2025-08-26,2025-09-11,DELIVERED
4799,16,200,2023-07-10,2023-08-01,DELIVERED
4800,18,96,2023-04-16,2023-05-16,DELIVERED
4801,11,352,2025-05-13,2025-06-04,DELIVERED
4802,7,151,2025-03-31,2025-04-12,DELIVERED
4803,2,442,2024-09-12,2024-10-07,DELIVERED
4804,18,69,2025-11-07,2025-12-08,DELIVERED
4805,7,285,2024-08-23,2024-09-04,DELIVERED
4806,3,176,2024-04-14,2024-05-23,DELAYED
4807,3,484,2026-08-26,2026-09-11,DELIVERED
4808,3,61,2026-02-25,2026-03-13,DELAYED
4809,8,373,2026-08-13,2026-09-11,IN_TRANSIT
4810,5,49,2023-01-15,2023-01-27,DELIVERED
4811,7,236,2025-09-17,2025-10-12,DELIVERED
4812,8,422,2024-07-03,2024-08-11,IN_TRANSIT
4813,19,1,2024-09-12,2024-09-25,DELIVERED
4814,14,55,2025-05-09,2025-06-13,DELIVERED
4815,13,440,2023-06-08,2023-07-01,DELIVERED
4816,3,339,2026-09-02,2026-09-22,DELIVERED
4817,9,120,2023-04-23,2023-05-20,IN_TRANSIT
4818,7,424,2025-08-22,2025-09-30,DELIVERED
4819,7,42,2025-07-28,2025-08-04,DELIVERED
4820,1,409,2025-11-12,2025-12-16,DELIVERED
4821,18,471,2026-07-26,2026-08-08,DELIVERED
4822,1,194,2023-05-08,2023-05-15,DELIVERED
4823,12,327,2024-10-28,2024-12-02,DELIVERED
4824,16,213,2023-04-20,2023-05-02,DELIVERED
4825,14,427,2024-09-25,2024-10-20,IN_TRANSIT
4826,13,30,2025-01-20,2025-02-25,DELIVERED
4827,18,272,2023-09-12,2023-10-05,DELIVERED
4828,3,112,2024-05-08,2024-05-27,IN_TRANSIT
4829,18,43,2023-02-08,2023-03-04,DELIVERED
4830,16,426,2026-07-08,2026-08-10,DELAYED
4831,19,152,2026-09-30,2026-10-30,DELIVERED
4832,2,118,2023-04-26,2023-06-03,DELIVERED
4833,5,440,2026-06-07,2026-06-18,DELIVERED
4834,6,429,2023-04-18,2023-05-06,DELIVERED
4835,11,233,2025-08-07,2025-08-22,DELIVERED
4836,13,277,2023-06-14,2023-07-04,DELAYED
4837,5,40,2023-12-09,2023-12-20,DELIVERED
4838,17,40,2023-08-06,2023-08-25,DELAYED
4839,17,271,2026-05-02,2026-06-02,DELAYED
4840,11,340,2024-04-19,2024-05-22,DELIVERED
4841,19,466,2026-05-29,2026-06-18,DELIVERED
4842,6,302,2023-09-09,2023-09-15,DELIVERED
4843,14,424,2026-08-21,2026-08-29,DELIVERED
4844,7,378,2026-02-27,2026-03-19,DELIVERED
4845,19,170,2024-12-12,2025-01-20,DELIVERED
4846,7,332,2024-12-19,2025-01-23,IN_TRANSIT
4847,7,21,2023-11-20,2023-12-19,DELIVERED
4848,8,222,2023-01-13,2023-02-10,DELAYED
4849,7,65,2023-09-24,2023-09-29,DELIVERED
4850,3,231,2024-08-14,2024-09-19,DELIVERED
4851,5,337,2024-05-05,2024-06-07,DELAYED
4852,6,48,2024-03-25,2024-04-15,DELIVERED
4853,11,430,2023-12-25,2024-01-18,DELIVERED
4854,2,70,2026-06-13,2026-07-06,DELIVERED
4855,6,329,2023-09-07,2023-09-30,DELIVERED
4856,3,338,2023-06-29,2023-07-29,IN_TRANSIT
4857,1,10,2025-09-07,2025-10-09,DELIVERED
4858,9,340,2026-09-16,2026-10-02,DELIVERED
4859,11,264,2026-09-03,2026-09-26,DELIVERED
4860,5,348,2024-10-26,2024-11-11,IN_TRANSIT
4861,6,275,2023-02-25,2023-03-09,DELAYED
4862,14,198,2023-09-19,2023-10-25,DELIVERED
