RECEIPT_ID,PO_LINE_ID,RECEIPT_DATE,QUANTITY_RECEIVED,WAREHOUSE_ID,DAYS_VARIANCE
9968,9968,2025-06-09,438.00,8,10
9969,9969,2023-01-30,804.00,4,-3
9970,9970,2025-07-16,701.00,8,-1
9971,9971,2024-06-18,22.00,10,-4
9972,9972,2024-05-16,170.00,10,-5
9973,9973,2024-06-30,346.00,5,-4
9974,9974,2026-01-29,756.00,1,-3
9975,9975,2026-06-10,218.00,18,8
9976,9976,2023-08-08,742.00,15,-4
9977,9977,2023-08-01,461.00,10,-5
9978,9978,2025-06-18,954.00,1,-1
9979,9979,2024-05-11,190.00,13,-1
9980,9980,2023-12-28,398.00,20,-5
9981,9981,2023-11-12,850.00,23,-4
9982,9982,2023-11-12,901.00,2,-1
9983,9983,2025-06-26,134.00,21,-1
9984,9984,2023-11-19,883.00,11,3
9985,9985,2025-11-08,702.00,1,-2
9986,9986,2026-02-28,62.00,7,0
9987,9987,2026-09-29,240.00,11,-5
9988,9988,2024-12-30,772.00,14,-2
9989,9989,2023-07-30,668.00,4,-1
9990,9990,2024-07-21,819.00,6,-5
9991,9991,2025-07-14,398.00,13,-1
9992,9992,2025-10-25,155.00,19,-5
9993,9993,2026-05-29,282.00,1,-4
9994,9994,2025-08-09,273.00,24,1
9995,9995,2025-03-12,937.00,7,-3
9996,9996,2025-04-20,91.00,7,-2
9997,9997,2024-08-22,847.00,12,-1
9998,9998,2024-07-04,390.00,22,-1
9999,9999,2023-05-30,720.00,22,0
10000,10000,2024-10-11,164.00,24,-5
10001,10001,2023-10-14,89.00,2,0
10002,10002,2026-11-19,884.00,2,-3
10003,10003,2024-03-29,143.00,7,1
10004,10004,2024-09-01,876.00,8,-3
10005,10005,2024-05-04,98.00,25,0
10006,10006,2026-08-20,989.00,7,-1
10007,10007,2023-06-17,945.00,18,0
10008,10008,2026-09-08,555.00,12,-5
10009,10009,2024-09-08,173.00,24,-1
10010,10010,2025-10-01,167.00,18,-4
10011,10011,2024-09-24,290.00,1,-1
10012,10012,2024-09-04,328.00,16,-5
10013,10013,2025-04-05,263.00,19,-2
10014,10014,2024-02-16,906.00,13,-4
10015,10015,2024-09-15,542.00,11,-4
10016,10016,2026-05-13,225.00,14,-3
10017,10017,2024-05-24,914.00,25,-4
10018,10018,2024-01-23,785.00,19,-4
10019,10019,2025-04-18,867.00,8,-3
10020,10020,2024-11-16,309.00,10,-4
10021,10021,2023-07-29,60.00,24,5
10022,10022,2023-05-16,228.00,23,-5
10023,10023,2024-03-28,885.00,14,7
10024,10024,2023-07-31,697.00,23,10
10025,10025,2024-10-13,98.00,20,-1
10026,10026,2025-10-18,578.00,8,-3
10027,10027,2024-05-21,148.00,15,-4
10028,10028,2025-04-20,861.00,24,-5
10029,10029,2024-05-23,762.00,16,-5
10030,10030,2026-11-07,195.00,1,-2
10031,10031,2023-07-17,551.00,23,-1
10032,10032,2024-06-16,677.00,19,6
10033,10033,2023-12-19,981.00,2,5
10034,10034,2026-10-31,144.00,3,-3
10035,10035,2026-07-22,771.00,1,-2
10036,10036,2024-12-04,182.00,12,-5
10037,10037,2023-08-07,878.00,19,-2
10038,10038,2026-05-07,334.00,7,-5
10039,10039,2026-06-11,1.00,13,-4
10040,10040,2024-12-01,479.00,19,-3
10041,10041,2023-04-14,748.00,20,-2
10042,10042,2023-10-16,898.00,10,-5
10043,10043,2024-03-09,920.00,15,-3
10044,10044,2024-08-16,566.00,13,-4
10045,10045,2025-04-04,716.00,21,-3
10046,10046,2024-12-27,873.00,4,-4
10047,10047,2023-06-06,451.00,6,-3
10048,10048,2023-08-02,632.00,5,-2
10049,10049,2023-07-26,926.00,21,-3
10050,10050,2023-05-14,181.00,20,-1
10051,10051,2025-12-11,943.00,24,0
10052,10052,2025-11-04,787.00,8,-5
10053,10053,2023-12-29,56.00,15,1
10054,10054,2025-04-27,753.00,14,-5
10055,10055,2026-03-05,55.00,25,-3
10056,10056,2025-09-13,605.00,9,10
10057,10057,2024-06-11,559.00,24,2
10058,10058,2023-10-15,675.00,5,-4
10059,10059,2024-10-01,458.00,8,-4
10060,10060,2025-02-20,237.00,19,-1
10061,10061,2025-01-30,630.00,20,0
10062,10062,2024-10-22,843.00,9,-3
10063,10063,2023-06-15,114.00,15,-3
10064,10064,2024-11-20,701.00,24,-1
10065,10065,2025-12-25,413.00,25,-2
10066,10066,2026-04-17,451.00,13,10
10067,10067,2024-03-23,14.00,18,-3
10068,10068,2025-06-21,389.00,13,-1
10069,10069,2023-12-07,590.00,17,-4
10070,10070,2024-07-01,902.00,11,-1
10071,10071,2026-07-29,398.00,11,-3
10072,10072,2024-01-08,671.00,8,2
10073,10073,2023-07-30,240.00,14,-3
10074,10074,2025-09-07,979.00,11,-4
10075,10075,2025-06-07,736.00,13,0
10076,10076,2026-07-18,279.00,2,-4
10077,10077,2024-07-22,616.00,14,-2
10078,10078,2024-12-02,623.00,23,-4
10079,10079,2023-06-10,884.00,21,-1
10080,10080,2026-05-09,899.00,13,9
10081,10081,2026-05-04,29.00,16,-2
10082,10082,2026-02-15,26.00,10,8
10083,10083,2023-03-24,94.00,7,-1
10084,10084,2025-09-07,523.00,8,-4
10085,10085,2023-10-15,182.00,23,0
10086,10086,2024-10-29,163.00,4,-2
10087,10087,2024-02-09,589.00,25,0
10088,10088,2023-12-18,164.00,21,-4
10089,10089,2023-08-08,401.00,4,-3
10090,10090,2026-05-16,273.00,5,0
10091,10091,2025-06-10,555.00,1,-2
10092,10092,2024-11-16,348.00,24,0
10093,10093,2025-07-11,257.00,9,8
10094,10094,2026-05-10,493.00,9,-2
10095,10095,2023-06-28,980.00,6,-3
10096,10096,2024-10-09,468.00,21,-5
10097,10097,2024-06-12,594.00,16,-5
10098,10098,2025-01-21,947.00,13,-1
10099,10099,2024-06-11,930.00,2,-4
10100,10100,2023-07-08,277.00,23,-1
10101,10101,2025-03-18,97.00,19,-3
10102,10102,2024-05-19,170.00,4,9
10103,10103,2023-05-27,916.00,4,-1
10104,10104,2026-09-22,895.00,8,-1
10105,10105,2024-10-23,55.00,10,-3
10106,10106,2024-03-22,450.00,8,0
10107,10107,2026-01-18,644.00,25,-1
10108,10108,2026-05-31,713.00,5,-1
10109,10109,2025-12-01,384.00,17,-3
10110,10110,2023-06-14,939.00,6,6
10111,10111,2025-05-09,741.00,19,-5
10112,10112,2026-01-07,776.00,23,-3
10113,10113,2026-05-23,296.00,3,-2
10114,10114,2025-02-18,606.00,21,0
10115,10115,2026-02-23,104.00,6,1
10116,10116,2023-08-30,540.00,12,-1
10117,10117,2025-09-25,282.00,2,-3
10118,10118,2025-08-22,741.00,16,0
10119,10119,2025-02-14,374.00,18,3
10120,10120,2025-06-16,462.00,9,-3
10121,10121,2024-04-01,31.00,6,-5
10122,10122,2025-05-27,251.00,10,-1
10123,10123,2025-08-22,538.00,10,-3
10124,10124,2023-05-05,388.00,15,-2
10125,10125,2023-10-01,818.00,7,-4
10126,10126,2024-03-09,172.00,10,-2
10127,10127,2026-04-11,197.00,16,-3
10128,10128,2023-10-04,564.00,15,-5
10129,10129,2025-02-16,359.00,25,0
10130,10130,2024-01-25,291.00,21,10
10131,10131,2023-03-28,406.00,14,-5
10132,10132,2026-09-02,840.00,12,-5
10133,10133,2025-11-01,543.00,15,-5
10134,10134,2024-08-25,614.00,16,-4
10135,10135,2026-10-21,767.00,4,-4
10136,10136,2025-12-31,712.00,25,0
10137,10137,2025-11-05,286.00,22,-1
10138,10138,2025-06-06,117.00,11,-3
10139,10139,2025-07-09,462.00,20,-5
10140,10140,2025-01-02,249.00,3,-1
10141,10141,2024-04-22,38.00,24,-5
10142,10142,2023-04-08,758.00,8,4
10143,10143,2024-11-08,988.00,7,-5
10144,10144,2026-02-19,768.00,8,-4
10145,10145,2026-08-28,39.00,8,-3
10146,10146,2025-12-07,232.00,4,-2
10147,10147,2026-03-17,185.00,25,-1
10148,10148,2024-06-21,642.00,25,-4
10149,10149,2023-06-20,649.00,2,-1
10150,10150,2024-02-26,419.00,2,-3
10151,10151,2023-04-23,981.00,8,-2
10152,10152,2024-12-11,567.00,9,0
10153,10153,2026-04-08,367.00,15,4
10154,10154,2026-03-08,493.00,17,-1
10155,10155,2024-09-20,955.00,6,-1
10156,10156,2025-07-24,382.00,7,-3
10157,10157,2024-11-24,633.00,7,-5
10158,10158,2023-05-24,676.00,12,7
10159,10159,2026-03-05,990.00,8,0
10160,10160,2025-08-09,110.00,5,4
10161,10161,2024-06-23,853.00,4,-2
10162,10162,2023-05-31,318.00,17,10
10163,10163,2026-05-31,684.00,2,-3
10164,10164,2026-03-21,475.00,25,1
10165,10165,2025-10-01,445.00,6,-4
10166,10166,2024-01-28,52.00,1,7
10167,10167,2024-12-08,417.00,8,-4
10168,10168,2024-12-20,32.00,11,-3
10169,10169,2023-03-04,780.00,7,-5
10170,10170,2024-08-24,702.00,14,0
10171,10171,2026-05-19,720.00,17,4
10172,10172,2024-01-09,681.00,10,7
10173,10173,2024-01-06,583.00,22,-3
10174,10174,2026-08-31,271.00,24,-5
10175,10175,2025-09-16,711.00,9,-3
10176,10176,2025-11-02,512.00,2,-2
10177,10177,2024-04-28,286.00,25,-3
10178,10178,2023-12-11,46.00,7,-3
10179,10179,2026-07-15,996.00,5,-5
10180,10180,2024-06-18,527.00,25,0
10181,10181,2023-07-01,987.00,4,-3
10182,10182,2023-12-29,896.00,11,0
10183,10183,2023-12-02,999.00,14,0
10184,10184,2025-01-24,618.00,13,-3
10185,10185,2025-08-18,718.00,1,-4
10186,10186,2026-04-06,138.00,6,-5
10187,10187,2023-03-27,196.00,11,-1
10188,10188,2025-08-19,958.00,19,0
10189,10189,2023-01-31,882.00,7,-5
10190,10190,2025-09-02,374.00,21,-2
10191,10191,2025-05-27,397.00,7,-5
10192,10192,2024-10-10,967.00,3,-2
10193,10193,2023-05-25,793.00,7,-3
10194,10194,2024-02-13,295.00,13,-2
10195,10195,2025-07-07,666.00,18,0
10196,10196,2026-03-10,169.00,20,0
10197,10197,2023-02-23,159.00,18,-5
10198,10198,2024-08-13,610.00,5,-2
10199,10199,2024-08-06,361.00,16,10
10200,10200,2026-05-13,790.00,17,-3
10201,10201,2026-09-12,562.00,25,-4
10202,10202,2023-05-11,130.00,16,-4
10203,10203,2025-03-21,293.00,9,0
10204,10204,2025-01-29,532.00,5,-4
10205,10205,2026-10-23,669.00,5,7
10206,10206,2024-10-12,217.00,17,6
10207,10207,2023-02-08,321.00,23,6
10208,10208,2026-10-19,174.00,24,0
10209,10209,2023-07-14,751.00,3,0
10210,10210,2025-01-03,48.00,5,3
10211,10211,2024-10-02,520.00,19,-4
10212,10212,2025-07-30,255.00,8,0
10213,10213,2023-04-02,368.00,3,0
10214,10214,2024-12-16,424.00,16,-4
10215,10215,2025-04-24,449.00,11,0
10216,10216,2024-05-08,137.00,12,-3
10217,10217,2024-08-27,400.00,3,-2
10218,10218,2024-02-18,506.00,14,-4
10219,10219,2024-10-11,649.00,25,-2
10220,10220,2023-12-03,543.00,20,6
10221,10221,2024-06-25,159.00,20,-4
10222,10222,2025-07-01,432.00,13,-3
10223,10223,2025-08-25,723.00,5,-3
10224,10224,2026-03-28,857.00,12,-4
10225,10225,2026-04-25,354.00,11,0
10226,10226,2023-04-23,861.00,18,-5
10227,10227,2026-02-20,122.00,3,-3
10228,10228,2025-10-05,691.00,2,0
10229,10229,2024-07-24,830.00,10,-2
10230,10230,2025-01-08,790.00,6,7
10231,10231,2026-01-02,615.00,5,-5
10232,10232,2026-06-19,478.00,17,-3
10233,10233,2023-12-22,205.00,7,-5
10234,10234,2024-12-02,809.00,8,-2
10235,10235,2025-06-14,194.00,6,-1
10236,10236,2025-11-18,688.00,13,0
10237,10237,2025-02-17,537.00,23,-4
10238,10238,2023-07-27,288.00,1,-2
10239,10239,2023-11-26,65.00,22,-2
10240,10240,2023-04-12,113.00,11,-5
10241,10241,2023-12-08,649.00,15,-3
10242,10242,2025-07-30,287.00,8,-5
10243,10243,2024-05-30,211.00,19,-2
10244,10244,2025-02-17,710.00,14,-4
10245,10245,2026-05-09,782.00,11,-1
10246,10246,2024-03-04,1.00,2,-3
10247,10247,2023-12-27,550.00,9,-5
10248,10248,2025-03-30,826.00,17,-2
10249,10249,2023-03-18,299.00,20,-4
10250,10250,2023-03-25,600.00,23,9
10251,10251,2024-11-07,637.00,10,-1
10252,10252,2024-11-06,898.00,7,-5
10253,10253,2024-04-15,750.00,23,-1
10254,10254,2026-06-28,644.00,23,0
10255,10255,2025-06-16,534.00,9,12
10256,10256,2023-08-08,504.00,17,-4
10257,10257,2025-05-04,270.00,10,-2
10258,10258,2025-07-17,288.00,20,-2
10259,10259,2025-07-08,82.00,23,-2
10260,10260,2023-07-24,649.00,17,-2
10261,10261,2025-09-17,213.00,17,-1
10262,10262,2026-04-01,517.00,24,-2
10263,10263,2026-06-07,805.00,24,-4
10264,10264,2026-09-21,641.00,2,-5
10265,10265,2025-02-14,137.00,2,0
10266,10266,2025-09-28,282.00,5,-4
10267,10267,2025-11-09,415.00,24,-2
10268,10268,2023-03-29,104.00,24,8
10269,10269,2023-06-11,523.00,18,-2
10270,10270,2023-02-16,787.00,8,-2
10271,10271,2026-03-16,381.00,19,-4
10272,10272,2026-03-12,527.00,10,-4
10273,10273,2023-07-11,195.00,12,-2
10274,10274,2025-10-24,411.00,16,-3
10275,10275,2023-05-15,169.00,1,-4
10276,10276,2024-05-23,936.00,6,6
10277,10277,2025-10-06,825.00,8,0
10278,10278,2024-10-09,281.00,11,-3
10279,10279,2025-11-21,667.00,24,-2
10280,10280,2025-01-21,502.00,1,-1
10281,10281,2026-09-17,553.00,15,2
10282,10282,2023-05-29,25.00,8,-2
10283,10283,2023-05-02,13.00,19,-2
10284,10284,2025-04-13,397.00,13,1
10285,10285,2026-02-10,1.00,15,-2
10286,10286,2026-07-28,486.00,6,-3
10287,10287,2024-06-24,750.00,18,-2
10288,10288,2025-02-14,290.00,13,-1
10289,10289,2026-09-15,701.00,5,-3
10290,10290,2023-03-26,591.00,20,-3
10291,10291,2023-03-12,631.00,6,-1
10292,10292,2026-08-26,211.00,6,10
10293,10293,2026-04-05,642.00,18,0
10294,10294,2025-06-26,226.00,16,0
10295,10295,2026-03-03,812.00,12,-4
10296,10296,2024-08-24,739.00,6,0
10297,10297,2025-02-23,399.00,9,-3
10298,10298,2025-04-21,608.00,20,0
10299,10299,2024-02-15,649.00,9,-2
10300,10300,2026-07-24,19.00,2,3
10301,10301,2024-04-04,176.00,20,0
10302,10302,2026-07-31,741.00,9,-3
10303,10303,2023-09-15,319.00,8,0
10304,10304,2023-05-15,686.00,6,0
10305,10305,2023-10-03,72.00,1,-3
10306,10306,2023-08-04,553.00,2,-5
10307,10307,2025-01-17,609.00,12,-5
10308,10308,2025-08-31,862.00,20,-1
10309,10309,2024-08-07,539.00,25,-3
10310,10310,2023-08-09,808.00,20,-2
10311,10311,2026-04-22,430.00,11,4
10312,10312,2026-07-11,428.00,6,-4
10313,10313,2026-08-23,639.00,21,-2
10314,10314,2023-04-24,977.00,6,-2
10315,10315,2023-04-27,377.00,16,10
10316,10316,2025-06-09,373.00,8,5
10317,10317,2023-06-06,473.00,24,-1
10318,10318,2023-07-12,414.00,11,2
10319,10319,2023-03-15,273.00,17,-1
10320,10320,2023-04-19,97.00,16,-2
10321,10321,2024-10-09,823.00,20,8
10322,10322,2025-07-22,122.00,5,-4
10323,10323,2024-12-23,290.00,1,-1
10324,10324,2024-03-18,20.00,7,-3
10325,10325,2023-06-04,200.00,9,-3
10326,10326,2025-04-30,640.00,2,-4
10327,10327,2023-07-24,102.00,1,-1
10328,10328,2024-10-08,366.00,21,-1
10329,10329,2023-10-02,552.00,9,-5
10330,10330,2025-07-09,772.00,18,-3
10331,10331,2023-12-14,241.00,17,-4
10332,10332,2025-10-02,596.00,11,-5
10333,10333,2023-03-10,208.00,6,-2
10334,10334,2024-07-10,334.00,6,-4
10335,10335,2025-07-19,519.00,21,-2
10336,10336,2024-02-20,266.00,14,-5
10337,10337,2023-05-16,116.00,7,-1
10338,10338,2023-03-23,383.00,2,-3
10339,10339,2026-09-07,556.00,17,-3
10340,10340,2023-11-06,241.00,8,-2
10341,10341,2024-03-03,523.00,5,-2
10342,10342,2026-03-18,885.00,3,-1
10343,10343,2025-12-23,554.00,19,-1
10344,10344,2024-07-29,10.00,2,-1
10345,10345,2023-10-19,615.00,16,8
10346,10346,2024-04-28,799.00,7,-1
10347,10347,2025-06-10,75.00,11,0
10348,10348,2024-06-05,698.00,23,-5
10349,10349,2025-06-23,92.00,2,-2
10350,10350,2024-04-19,996.00,9,-1
10351,10351,2024-04-28,197.00,2,-5
10352,10352,2023-11-07,363.00,18,-2
10353,10353,2026-06-12,46.00,18,-1
10354,10354,2025-10-31,233.00,19,0
10355,10355,2024-08-11,530.00,24,-1
10356,10356,2025-11-18,747.00,2,-5
10357,10357,2024-01-11,558.00,6,-4
10358,10358,2024-03-27,963.00,12,-3
10359,10359,2025-09-26,533.00,25,-2
10360,10360,2023-04-13,911.00,7,0
10361,10361,2023-12-07,3.00,22,9
10362,10362,2026-05-26,846.00,22,-2
10363,10363,2025-02-28,64.00,2,-3
10364,10364,2023-05-25,100.00,5,-2
10365,10365,2023-11-14,519.00,10,-3
10366,10366,2026-10-16,553.00,21,5
10367,10367,2026-06-30,894.00,14,-5
10368,10368,2026-05-16,112.00,8,-3
10369,10369,2023-02-16,291.00,15,-2
10370,10370,2025-05-26,10.00,14,0
10371,10371,2025-09-11,557.00,21,-2
10372,10372,2026-06-22,352.00,22,-2
10373,10373,2025-11-21,509.00,12,6
10374,10374,2025-03-22,186.00,9,0
10375,10375,2026-04-16,802.00,13,-1
10376,10376,2023-03-21,493.00,19,-1
10377,10377,2026-09-20,890.00,22,-5
10378,10378,2026-07-13,744.00,25,-1
10379,10379,2026-01-18,608.00,13,-3
10380,10380,2025-07-13,192.00,11,6
10381,10381,2023-07-27,610.00,23,-1
10382,10382,2023-03-24,214.00,10,-1
10383,10383,2024-12-15,629.00,15,-2
10384,10384,2025-06-02,332.00,24,-2
10385,10385,2026-08-05,667.00,24,-1
10386,10386,2025-10-06,270.00,17,0
10387,10387,2026-06-14,603.00,22,0
10388,10388,2024-03-01,994.00,9,-2
10389,10389,2026-09-01,347.00,25,-4
10390,10390,2023-07-14,693.00,4,-2
10391,10391,2025-06-19,334.00,11,5
10392,10392,2025-09-10,641.00,12,9
10393,10393,2026-05-05,540.00,24,1
10394,10394,2024-06-03,717.00,10,-3
10395,10395,2025-04-24,811.00,20,-2
10396,10396,2023-11-25,596.00,17,-3
10397,10397,2025-08-23,820.00,22,-2
10398,10398,2023-03-26,406.00,10,-5
10399,10399,2026-04-22,479.00,3,18
10400,10400,2026-08-07,995.00,5,0
10401,10401,2025-11-21,749.00,25,-1
10402,10402,2024-01-20,434.00,4,-4
10403,10403,2024-12-10,698.00,11,-2
10404,10404,2025-08-01,722.00,6,3
10405,10405,2025-02-13,16.00,2,0
10406,10406,2023-10-03,695.00,19,-4
10407,10407,2025-12-09,29.00,15,2
10408,10408,2026-10-30,519.00,6,-1
10409,10409,2023-07-01,164.00,12,-5
10410,10410,2023-12-04,359.00,7,-2
10411,10411,2024-05-12,662.00,15,-1
10412,10412,2024-01-29,198.00,9,-2
10413,10413,2025-03-07,249.00,1,-2
10414,10414,2023-10-01,1.00,15,-3
10415,10415,2026-03-21,749.00,7,0
10416,10416,2026-04-18,739.00,17,0
10417,10417,2023-11-11,524.00,19,0
10418,10418,2025-11-07,280.00,12,-2
10419,10419,2025-09-03,708.00,11,0
10420,10420,2026-02-18,307.00,8,0
10421,10421,2023-09-24,921.00,4,10
10422,10422,2023-09-26,52.00,4,0
10423,10423,2023-04-22,552.00,10,1
10424,10424,2024-09-08,963.00,17,0
10425,10425,2024-08-29,644.00,16,-5
10426,10426,2026-08-16,491.00,23,-2
10427,10427,2025-08-19,714.00,14,-1
10428,10428,2024-04-02,14.00,6,0
10429,10429,2024-04-23,87.00,16,-3
10430,10430,2023-02-17,490.00,25,8
10431,10431,2024-05-31,685.00,7,6
10432,10432,2023-02-20,526.00,21,-4
10433,10433,2026-07-14,807.00,23,0
10434,10434,2025-01-13,390.00,17,-3
10435,10435,2025-03-26,532.00,16,10
10436,10436,2023-12-24,297.00,21,-5
10437,10437,2025-09-12,802.00,17,0
10438,10438,2026-08-02,600.00,3,-2
10439,10439,2025-07-19,859.00,21,-3
10440,10440,2023-07-06,137.00,20,-4
10441,10441,2024-10-13,935.00,24,-2
10442,10442,2023-02-16,684.00,2,-1
10443,10443,2026-07-11,529.00,15,-5
10444,10444,2025-07-20,688.00,1,-4
10445,10445,2025-09-16,664.00,25,-5
10446,10446,2023-12-02,426.00,8,1
10447,10447,2026-07-08,260.00,10,3
10448,10448,2026-08-21,185.00,3,-3
10449,10449,2025-11-24,893.00,11,-1
10450,10450,2025-12-13,222.00,4,-5
10451,10451,2026-08-22,577.00,3,-1
10452,10452,2023-11-07,513.00,10,-4
10453,10453,2026-10-25,31.00,4,-5
10454,10454,2024-01-23,309.00,8,0
10455,10455,2023-09-08,475.00,16,0
10456,10456,2026-01-28,711.00,19,-1
10457,10457,2023-05-23,353.00,24,-3
10458,10458,2026-01-26,458.00,23,-5
10459,10459,2024-01-31,387.00,22,-4
10460,10460,2025-01-29,533.00,21,7
10461,10461,2024-10-07,662.00,5,-4
10462,10462,2024-06-03,432.00,5,-2
10463,10463,2025-09-21,407.00,12,-3
10464,10464,2023-06-29,499.00,17,-2
10465,10465,2024-10-06,464.00,22,4
10466,10466,2026-04-13,586.00,24,7
10467,10467,2023-11-04,475.00,14,-2
10468,10468,2026-04-09,166.00,7,1
10469,10469,2026-04-18,884.00,15,-3
10470,10470,2025-04-24,598.00,6,-2
10471,10471,2023-05-13,630.00,18,-5
10472,10472,2024-07-04,990.00,23,0
10473,10473,2025-04-17,321.00,23,-2
10474,10474,2025-04-02,92.00,17,2
10475,10475,2026-07-05,658.00,10,10
10476,10476,2026-11-07,986.00,3,-1
10477,10477,2023-08-01,329.00,10,-2
10478,10478,2024-10-12,760.00,1,-3
10479,10479,2026-06-06,665.00,11,7
10480,10480,2024-05-09,546.00,20,-2
10481,10481,2025-03-29,874.00,16,-1
10482,10482,2024-02-06,991.00,18,-1
10483,10483,2026-04-11,109.00,11,-1
10484,10484,2025-01-11,27.00,2,-5
10485,10485,2026-08-20,443.00,3,0
10486,10486,2023-05-08,467.00,14,-5
10487,10487,2024-02-20,340.00,20,6
10488,10488,2023-09-23,789.00,18,-4
10489,10489,2023-06-26,983.00,9,-4
10490,10490,2024-05-23,653.00,15,-4
10491,10491,2025-07-10,211.00,21,-3
10492,10492,2026-03-30,637.00,7,1
10493,10493,2026-04-04,417.00,11,-1
10494,10494,2025-02-14,839.00,8,9
10495,10495,2023-10-08,418.00,18,-1
10496,10496,2024-09-30,387.00,12,-2
10497,10497,2025-04-03,874.00,16,-5
10498,10498,2026-06-09,431.00,6,-3
10499,10499,2024-11-17,695.00,10,0
10500,10500,2025-11-13,737.00,10,-3
10501,10501,2025-10-18,307.00,2,-2
10502,10502,2026-08-20,378.00,8,-5
10503,10503,2024-12-03,216.00,11,-1
10504,10504,2025-09-07,850.00,22,-1
10505,10505,2026-10-03,943.00,10,0
10506,10506,2024-03-19,683.00,12,7
10507,10507,2025-11-01,319.00,20,-3
10508,10508,2024-05-16,337.00,7,-2
10509,10509,2026-09-22,691.00,14,-3
10510,10510,2024-03-07,483.00,11,-5
10511,10511,2024-05-13,183.00,3,-3
10512,10512,2025-08-06,947.00,10,-1
10513,10513,2024-11-19,272.00,20,-5
10514,10514,2024-05-20,194.00,20,-1
10515,10515,2025-05-27,97.00,15,-1
10516,10516,2025-12-15,520.00,24,-5
10517,10517,2024-02-08,200.00,9,-5
10518,10518,2025-02-13,72.00,7,-3
10519,10519,2023-12-13,423.00,18,-4
10520,10520,2024-09-13,608.00,1,-3
10521,10521,2025-06-01,151.00,17,-4
10522,10522,2025-10-22,450.00,12,-2
10523,10523,2026-03-28,729.00,11,-2
10524,10524,2023-04-23,565.00,23,-3
10525,10525,2026-09-02,351.00,10,-2
10526,10526,2025-12-28,18.00,4,-2
10527,10527,2024-08-29,30.00,18,-5
10528,10528,2026-04-26,723.00,14,0
10529,10529,2023-11-01,63.00,4,2
10530,10530,2024-12-25,907.00,9,-2
10531,10531,2024-12-29,459.00,3,-1
10532,10532,2024-10-09,126.00,15,-5
10533,10533,2026-06-30,329.00,24,-2
10534,10534,2025-06-19,355.00,9,1
10535,10535,2023-01-27,681.00,16,-4
10536,10536,2024-08-07,820.00,15,0
10537,10537,2024-09-14,690.00,4,-5
10538,10538,2026-01-09,921.00,23,-1
10539,10539,2024-12-20,965.00,13,-4
10540,10540,2026-02-06,872.00,18,-3
10541,10541,2024-06-27,266.00,20,-3
10542,10542,2026-07-10,306.00,25,-5
10543,10543,2024-10-01,867.00,10,-3
10544,10544,2024-03-28,757.00,14,-5
10545,10545,2025-11-01,107.00,7,-5
10546,10546,2026-06-03,33.00,23,-2
10547,10547,2024-03-01,52.00,6,-2
10548,10548,2023-04-25,832.00,6,-2
10549,10549,2026-01-27,769.00,13,-3
10550,10550,2024-09-23,843.00,7,-5
10551,10551,2025-10-08,869.00,13,-3
10552,10552,2026-11-21,965.00,20,-1
10553,10553,2025-11-01,607.00,10,-1
10554,10554,2025-09-28,40.00,20,-3
10555,10555,2023-09-18,698.00,13,-5
10556,10556,2025-12-16,266.00,25,10
10557,10557,2023-11-10,905.00,10,10
10558,10558,2025-01-23,355.00,16,-1
10559,10559,2023-12-29,351.00,5,-3
10560,10560,2026-03-26,688.00,12,-2
10561,10561,2025-03-14,480.00,14,-1
10562,10562,2023-05-10,855.00,14,-2
10563,10563,2024-10-12,789.00,7,0
10564,10564,2023-12-17,132.00,17,-5
10565,10565,2023-10-18,142.00,16,-1
10566,10566,2024-04-09,468.00,8,10
10567,10567,2023-04-12,309.00,15,-2
10568,10568,2024-09-23,455.00,13,-3
10569,10569,2025-01-02,999.00,11,0
10570,10570,2026-03-15,1.00,11,0
10571,10571,2025-09-06,865.00,12,-5
10572,10572,2026-08-19,148.00,10,-3
10573,10573,2023-04-11,521.00,5,-5
10574,10574,2025-12-16,313.00,17,2
10575,10575,2023-09-10,952.00,22,-2
10576,10576,2024-07-08,770.00,24,-5
10577,10577,2025-10-29,261.00,11,-2
10578,10578,2024-01-12,570.00,10,-1
10579,10579,2025-03-18,44.00,16,-4
10580,10580,2026-06-17,855.00,4,-5
10581,10581,2023-05-24,568.00,12,-4
10582,10582,2023-10-18,110.00,25,0
10583,10583,2025-12-08,462.00,13,-5
10584,10584,2026-07-13,75.00,14,-4
10585,10585,2025-05-11,601.00,3,-2
10586,10586,2026-02-18,92.00,15,-2
10587,10587,2025-02-18,724.00,18,-5
10588,10588,2025-08-08,495.00,15,0
10589,10589,2023-11-03,144.00,22,-2
10590,10590,2024-09-02,620.00,1,-4
10591,10591,2025-02-24,664.00,20,-2
10592,10592,2025-10-23,504.00,19,-5
10593,10593,2026-01-19,631.00,14,-5
10594,10594,2023-10-21,863.00,20,-5
10595,10595,2025-01-09,119.00,22,0
10596,10596,2023-06-19,1.00,19,-1
10597,10597,2026-04-08,368.00,19,-3
10598,10598,2025-01-25,26.00,13,7
10599,10599,2023-12-09,45.00,14,0
10600,10600,2024-03-04,457.00,4,-3
10601,10601,2024-11-05,145.00,11,-3
10602,10602,2025-10-25,975.00,21,-3
10603,10603,2025-07-26,806.00,9,-3
10604,10604,2025-01-14,16.00,10,0
10605,10605,2024-01-04,502.00,3,-4
10606,10606,2023-08-14,358.00,2,1
10607,10607,2024-02-10,15.00,9,5
