PO_LINE_ID,PO_ID,PART_ID,QUANTITY,UNIT_PRICE,PROMISE_DATE
4260,1420,1251,665.00,357.27,2026-08-23
4261,1421,12246,232.00,352.16,2024-05-25
4262,1421,6923,91.00,213.97,2024-10-04
4263,1421,14041,394.00,64.30,2026-09-12
4264,1422,27278,108.00,132.59,2024-06-20
4265,1422,17007,325.00,472.76,2026-02-11
4266,1422,23571,344.00,35.40,2024-09-27
4267,1423,18688,338.00,232.81,2026-10-14
4268,1423,27644,909.00,186.11,2024-11-14
4269,1423,23782,393.00,2.03,2026-10-01
4270,1424,19565,788.00,256.63,2026-05-16
4271,1424,7974,363.00,371.20,2026-02-03
4272,1424,8845,523.00,219.82,2023-12-23
4273,1425,24878,956.00,495.62,2023-12-31
4274,1425,636,372.00,214.97,2026-08-02
4275,1425,11681,529.00,301.76,2023-06-28
4276,1426,20767,770.00,82.83,2024-03-13
4277,1426,2416,868.00,404.86,2025-02-16
4278,1426,2941,48.00,251.89,2025-06-09
4279,1427,22210,745.00,348.51,2023-03-29
4280,1427,14956,399.00,451.09,2025-06-19
4281,1427,11494,208.00,227.04,2026-01-14
4282,1428,11188,146.00,428.52,2025-05-14
4283,1428,20850,935.00,414.64,2025-03-07
4284,1428,22199,862.00,54.83,2026-05-13
4285,1429,20365,270.00,165.90,2026-01-27
4286,1429,3470,881.00,34.85,2024-12-20
4287,1429,6271,561.00,173.38,2024-07-17
4288,1430,29112,316.00,120.25,2026-05-04
4289,1430,24668,329.00,150.22,2025-06-14
4290,1430,2900,62.00,380.49,2024-09-11
4291,1431,18609,552.00,301.31,2025-08-21
4292,1431,28248,800.00,108.49,2024-12-21
4293,1431,19295,887.00,345.26,2024-06-07
4294,1432,2898,278.00,480.83,2025-06-02
4295,1432,19209,489.00,406.51,2024-08-31
4296,1432,4774,834.00,4.84,2026-04-18
4297,1433,5279,842.00,358.46,2023-04-25
4298,1433,15545,134.00,51.98,2025-05-10
4299,1433,7632,544.00,31.64,2024-08-15
4300,1434,19476,913.00,151.40,2024-06-26
4301,1434,9490,563.00,109.92,2024-10-23
4302,1434,1568,122.00,399.27,2024-06-20
4303,1435,20523,10.00,157.07,2025-12-11
4304,1435,15198,324.00,61.23,2025-07-12
4305,1435,3794,630.00,169.40,2026-09-04
4306,1436,3038,392.00,279.51,2025-06-25
4307,1436,19353,740.00,422.44,2026-10-08
4308,1436,10605,990.00,362.01,2026-08-05
4309,1437,24685,425.00,171.34,2023-03-16
4310,1437,7919,174.00,228.18,2025-01-09
4311,1437,2314,664.00,232.03,2025-09-01
4312,1438,10531,222.00,225.02,2023-08-02
4313,1438,22186,302.00,320.51,2026-04-12
4314,1438,29699,418.00,458.79,2024-09-22
4315,1439,17458,996.00,499.84,2023-06-07
4316,1439,5330,703.00,377.97,2025-02-24
4317,1439,12980,868.00,22.29,2023-06-24
4318,1440,18362,838.00,211.86,2024-09-01
4319,1440,21855,38.00,221.45,2023-11-05
4320,1440,13664,508.00,68.07,2026-01-08
4321,1441,24846,713.00,131.60,2023-07-09
4322,1441,27963,531.00,98.39,2024-09-23
4323,1441,9520,526.00,303.27,2025-09-16
4324,1442,21727,30.00,240.99,2024-10-11
4325,1442,28041,511.00,47.27,2025-02-11
4326,1442,25778,659.00,460.84,2024-06-19
4327,1443,16746,352.00,457.56,2026-06-04
4328,1443,22497,208.00,236.04,2023-04-30
4329,1443,3161,968.00,341.13,2025-09-08
4330,1444,14925,361.00,299.29,2024-03-17
4331,1444,20698,802.00,416.54,2023-09-11
4332,1444,20933,923.00,319.57,2024-04-01
4333,1445,21934,747.00,50.69,2023-04-16
4334,1445,6241,163.00,412.54,2024-10-11
4335,1445,9548,460.00,451.23,2025-09-01
4336,1446,3934,851.00,94.42,2025-05-28
4337,1446,9592,427.00,384.51,2024-04-03
4338,1446,944,962.00,178.14,2025-12-30
4339,1447,23596,798.00,418.02,2023-06-14
4340,1447,2584,300.00,427.40,2023-05-25
4341,1447,21676,98.00,324.99,2026-07-17
4342,1448,691,895.00,54.31,2026-10-30
4343,1448,23871,127.00,204.56,2023-11-14
4344,1448,23048,250.00,330.18,2023-02-16
4345,1449,23499,889.00,404.62,2026-08-09
4346,1449,16948,946.00,260.51,2025-05-26
4347,1449,21603,37.00,159.01,2025-02-22
4348,1450,6987,272.00,263.58,2026-05-29
4349,1450,6841,905.00,187.10,2023-03-12
4350,1450,972,517.00,280.30,2024-09-22
4351,1451,6370,372.00,78.11,2023-06-03
4352,1451,15793,928.00,195.38,2024-06-12
4353,1451,4361,728.00,385.23,2025-01-29
4354,1452,25323,697.00,73.09,2025-04-18
4355,1452,9628,887.00,278.55,2025-01-23
4356,1452,22851,56.00,196.19,2026-02-16
4357,1453,15238,105.00,68.00,2026-10-28
4358,1453,20365,287.00,320.29,2023-09-10
4359,1453,987,111.00,148.97,2024-03-31
4360,1454,25449,905.00,392.13,2026-01-25
4361,1454,25334,633.00,18.44,2024-10-28
4362,1454,10620,496.00,361.24,2023-04-20
4363,1455,7612,907.00,333.65,2025-08-20
4364,1455,16970,136.00,320.04,2026-10-13
4365,1455,28365,299.00,140.87,2024-08-21
4366,1456,24323,968.00,235.71,2025-03-13
4367,1456,1742,634.00,113.42,2024-11-16
4368,1456,14406,651.00,486.65,2024-01-15
4369,1457,10456,483.00,194.54,2025-01-09
4370,1457,1518,440.00,293.10,2025-02-13
4371,1457,15601,413.00,153.34,2026-05-27
4372,1458,12657,517.00,50.41,2024-11-09
4373,1458,14612,153.00,17.41,2025-01-19
4374,1458,21095,879.00,326.40,2026-03-02
4375,1459,25485,925.00,309.79,2025-01-27
4376,1459,6662,914.00,185.08,2023-05-23
4377,1459,17838,122.00,358.76,2024-11-12
4378,1460,19571,363.00,217.91,2026-04-09
4379,1460,6293,582.00,130.79,2023-12-06
4380,1460,3943,844.00,318.25,2023-10-09
4381,1461,28917,854.00,286.81,2023-12-10
4382,1461,14820,235.00,194.79,2023-02-26
4383,1461,6967,732.00,247.17,2025-02-24
4384,1462,1668,182.00,498.83,2023-05-28
4385,1462,2421,430.00,45.99,2026-06-19
4386,1462,21589,927.00,130.67,2025-03-07
4387,1463,5709,351.00,315.69,2024-07-19
4388,1463,18328,72.00,111.78,2026-01-31
4389,1463,25484,266.00,3.89,2025-03-26
4390,1464,15286,909.00,332.53,2025-04-21
4391,1464,6091,661.00,76.50,2023-05-09
4392,1464,23013,646.00,363.78,2025-09-24
4393,1465,27932,695.00,208.44,2025-09-05
4394,1465,24585,768.00,296.27,2023-05-24
4395,1465,27606,183.00,84.21,2026-01-12
4396,1466,23533,759.00,30.61,2023-09-09
4397,1466,10809,241.00,77.91,2025-03-04
4398,1466,5451,494.00,77.29,2023-05-01
4399,1467,12718,299.00,232.60,2023-11-16
4400,1467,24556,610.00,468.46,2023-05-29
4401,1467,26149,207.00,307.92,2026-08-25
4402,1468,7339,38.00,148.37,2026-10-07
4403,1468,22309,376.00,303.38,2024-03-21
4404,1468,12154,367.00,416.89,2026-07-16
4405,1469,15111,125.00,370.26,2025-05-25
4406,1469,11167,449.00,336.67,2023-07-09
4407,1469,6758,961.00,24.30,2025-10-13
4408,1470,6173,11.00,69.10,2023-11-30
4409,1470,3575,478.00,44.96,2024-03-08
4410,1470,11410,466.00,478.77,2025-07-28
4411,1471,915,506.00,21.99,2024-08-27
4412,1471,7697,60.00,165.84,2023-06-30
4413,1471,248,737.00,102.21,2026-05-26
4414,1472,19869,788.00,428.26,2023-08-18
4415,1472,535,909.00,308.30,2023-09-11
4416,1472,29126,283.00,184.72,2023-04-18
4417,1473,21168,152.00,431.74,2026-01-29
4418,1473,15569,563.00,328.57,2024-01-29
4419,1473,7885,602.00,64.61,2023-12-17
4420,1474,18558,656.00,481.10,2026-01-09
4421,1474,21311,973.00,487.66,2024-06-21
4422,1474,21589,326.00,292.50,2023-09-25
4423,1475,20416,328.00,419.51,2023-12-29
4424,1475,3263,742.00,380.69,2025-03-10
4425,1475,2955,39.00,267.01,2023-09-08
4426,1476,14099,181.00,358.88,2026-01-10
4427,1476,26444,930.00,205.27,2023-11-17
4428,1476,10454,833.00,304.51,2023-02-01
4429,1477,23607,635.00,350.12,2023-11-18
4430,1477,21641,986.00,251.98,2023-04-10
4431,1477,23187,376.00,159.70,2023-08-18
4432,1478,21851,554.00,91.90,2025-02-14
4433,1478,22823,132.00,331.43,2025-12-28
4434,1478,27422,837.00,229.30,2026-04-10
4435,1479,839,402.00,434.44,2024-05-12
4436,1479,15901,568.00,259.81,2023-10-14
4437,1479,28051,168.00,74.28,2023-07-13
4438,1480,15629,899.00,346.15,2025-09-26
4439,1480,23445,778.00,243.45,2024-05-23
4440,1480,1052,56.00,47.11,2026-03-02
4441,1481,26581,825.00,103.14,2024-04-26
4442,1481,1232,548.00,167.54,2025-02-04
4443,1481,17535,938.00,240.68,2023-03-22
4444,1482,1397,721.00,245.09,2024-05-13
4445,1482,20136,611.00,200.71,2024-07-03
4446,1482,5719,617.00,157.00,2026-06-08
4447,1483,16363,576.00,357.18,2025-07-28
4448,1483,27369,809.00,125.51,2026-05-23
4449,1483,22132,15.00,5.42,2026-01-20
4450,1484,17393,263.00,384.86,2024-03-18
4451,1484,27351,564.00,374.00,2024-05-24
4452,1484,5919,155.00,214.66,2023-06-17
4453,1485,16480,216.00,130.11,2026-08-12
4454,1485,11252,382.00,401.19,2024-03-21
4455,1485,11155,140.00,113.50,2024-03-26
4456,1486,7467,977.00,19.07,2023-11-27
4457,1486,1089,19.00,421.32,2023-12-17
4458,1486,15105,180.00,210.51,2023-06-09
4459,1487,14336,385.00,112.91,2026-08-30
4460,1487,16774,218.00,471.13,2023-09-20
4461,1487,28327,213.00,24.59,2024-03-28
4462,1488,7553,21.00,16.70,2023-08-02
4463,1488,4887,43.00,54.02,2025-05-04
4464,1488,2593,412.00,435.90,2025-12-13
4465,1489,2624,462.00,499.89,2024-03-29
4466,1489,6541,72.00,497.87,2025-05-20
4467,1489,10082,455.00,181.62,2025-11-16
4468,1490,17688,326.00,424.11,2026-03-22
4469,1490,14054,903.00,498.61,2023-08-01
4470,1490,18524,89.00,242.29,2023-03-26
4471,1491,15611,169.00,470.98,2024-03-12
4472,1491,18298,830.00,24.27,2025-12-04
4473,1491,14056,372.00,16.99,2023-08-12
4474,1492,12708,476.00,416.24,2026-03-17
4475,1492,16248,516.00,372.98,2024-08-06
4476,1492,5983,276.00,284.39,2024-12-21
4477,1493,17846,615.00,146.31,2024-12-05
4478,1493,26670,996.00,341.23,2026-06-07
4479,1493,21219,393.00,170.29,2026-03-25
4480,1494,9782,848.00,388.80,2024-10-12
4481,1494,1011,755.00,56.93,2026-09-24
4482,1494,4442,837.00,350.88,2024-03-23
4483,1495,24228,812.00,243.02,2025-04-29
4484,1495,8867,124.00,204.55,2024-08-13
4485,1495,25730,905.00,280.46,2026-10-07
4486,1496,3444,535.00,447.81,2023-03-27
4487,1496,23459,928.00,53.22,2026-06-15
4488,1496,6443,494.00,281.18,2024-02-08
4489,1497,2949,614.00,264.75,2026-09-28
4490,1497,6635,556.00,410.44,2023-05-11
4491,1497,16868,914.00,435.18,2026-06-07
4492,1498,1319,106.00,354.48,2025-12-05
4493,1498,8779,257.00,228.41,2025-01-29
4494,1498,21456,750.00,250.83,2024-04-05
4495,1499,3553,515.00,395.42,2024-08-19
4496,1499,19953,85.00,38.84,2023-08-14
4497,1499,25217,163.00,48.48,2025-08-03
4498,1500,11381,237.00,457.76,2024-12-07
4499,1500,27699,627.00,103.50,2024-10-21
4500,1500,29615,694.00,465.04,2024-05-08
4501,1501,21296,485.00,375.34,2023-06-12
4502,1501,12852,233.00,46.65,2025-02-24
4503,1501,27436,118.00,269.14,2026-01-23
4504,1502,3244,27.00,70.17,2024-12-26
4505,1502,23277,392.00,117.79,2025-02-23
4506,1502,26157,355.00,134.08,2025-07-16
4507,1503,27598,941.00,279.97,2023-11-30
4508,1503,24986,432.00,200.10,2026-09-19
4509,1503,18280,463.00,66.45,2025-02-01
4510,1504,26644,76.00,26.63,2023-09-01
4511,1504,22284,613.00,251.88,2024-12-26
4512,1504,23183,908.00,265.60,2026-09-01
4513,1505,28168,158.00,100.51,2026-10-18
4514,1505,26385,811.00,263.00,2026-09-20
4515,1505,6078,669.00,83.59,2024-01-10
4516,1506,12478,361.00,155.94,2023-07-05
4517,1506,21170,48.00,339.27,2026-03-06
4518,1506,55,75.00,208.23,2023-05-26
4519,1507,2293,774.00,138.04,2025-12-09
4520,1507,1808,834.00,158.63,2023-05-03
4521,1507,482,151.00,217.80,2026-01-02
4522,1508,29296,936.00,65.51,2023-08-27
4523,1508,19160,150.00,100.84,2026-03-12
4524,1508,19464,661.00,70.04,2026-04-24
4525,1509,24399,645.00,216.88,2025-07-05
4526,1509,1255,204.00,436.97,2024-07-30
4527,1509,15460,298.00,283.33,2024-10-27
4528,1510,2074,155.00,319.80,2026-03-03
4529,1510,14845,128.00,415.46,2025-07-13
4530,1510,24809,516.00,206.83,2023-03-02
4531,1511,27724,196.00,203.84,2023-03-11
4532,1511,485,437.00,171.88,2025-05-21
4533,1511,15381,361.00,261.18,2024-12-19
4534,1512,28464,56.00,340.57,2024-12-16
4535,1512,14035,119.00,130.20,2024-06-20
4536,1512,116,123.00,374.44,2026-02-24
4537,1513,24484,752.00,36.65,2026-08-30
4538,1513,5478,322.00,412.45,2025-12-25
4539,1513,10907,47.00,58.92,2026-06-18
4540,1514,9115,484.00,475.14,2026-08-21
4541,1514,14370,52.00,350.24,2024-12-09
4542,1514,13195,391.00,288.45,2023-07-09
4543,1515,29754,360.00,255.52,2024-10-30
4544,1515,14559,37.00,72.38,2023-10-26
4545,1515,2625,776.00,114.25,2026-06-25
4546,1516,17072,597.00,461.45,2025-09-22
4547,1516,25740,485.00,47.36,2023-05-18
4548,1516,23894,989.00,253.16,2026-07-09
4549,1517,17778,635.00,361.42,2023-11-06
4550,1517,23500,546.00,114.97,2023-10-08
4551,1517,28034,587.00,78.30,2024-08-08
4552,1518,3461,658.00,14.56,2026-08-28
4553,1518,19370,821.00,3.05,2023-05-21
4554,1518,26690,439.00,430.50,2025-07-23
4555,1519,26522,878.00,111.27,2026-08-20
4556,1519,3513,686.00,179.39,2024-04-15
4557,1519,15318,905.00,331.74,2023-09-10
4558,1520,3592,501.00,236.15,2026-08-08
4559,1520,25476,807.00,272.49,2024-09-29
4560,1520,1159,523.00,360.43,2026-03-26
4561,1521,22828,827.00,152.81,2026-09-02
4562,1521,12568,822.00,347.98,2025-09-18
4563,1521,26478,829.00,46.82,2025-10-06
4564,1522,25746,803.00,82.92,2023-11-20
4565,1522,13609,346.00,413.70,2023-07-24
4566,1522,11334,363.00,343.81,2025-08-03
4567,1523,3727,422.00,202.48,2023-06-28
4568,1523,25704,926.00,386.10,2023-02-13
4569,1523,27859,735.00,415.26,2025-11-24
4570,1524,10889,539.00,191.56,2025-05-07
4571,1524,16199,170.00,267.74,2023-09-28
4572,1524,4631,701.00,179.11,2024-07-21
4573,1525,3442,945.00,432.52,2026-03-25
4574,1525,24333,959.00,480.17,2025-03-19
4575,1525,17292,412.00,488.61,2023-04-18
4576,1526,5338,885.00,86.81,2025-11-12
4577,1526,28779,415.00,272.25,2024-12-26
4578,1526,12224,465.00,240.47,2024-06-09
4579,1527,24660,497.00,128.91,2026-03-18
4580,1527,15187,882.00,465.39,2025-05-23
4581,1527,6458,993.00,251.68,2026-07-02
4582,1528,8003,947.00,392.15,2023-10-13
4583,1528,29594,679.00,179.46,2026-05-06
4584,1528,29450,874.00,241.75,2026-06-28
4585,1529,2114,545.00,73.79,2024-11-18
4586,1529,8271,672.00,374.41,2023-03-08
4587,1529,19520,543.00,150.38,2023-04-27
4588,1530,21977,111.00,273.24,2026-02-19
4589,1530,28800,291.00,152.56,2024-07-04
4590,1530,4007,824.00,366.69,2026-08-02
4591,1531,5605,751.00,259.41,2025-06-01
4592,1531,28038,591.00,122.69,2023-04-24
4593,1531,7444,171.00,85.52,2023-04-06
4594,1532,25873,578.00,140.87,2023-07-29
4595,1532,6152,954.00,429.10,2025-10-05
4596,1532,18034,754.00,345.21,2026-08-13
4597,1533,18245,754.00,421.27,2025-06-19
4598,1533,27698,848.00,63.09,2023-11-27
4599,1533,9487,101.00,454.03,2023-09-27
4600,1534,18494,913.00,162.80,2025-02-25
4601,1534,6163,730.00,115.50,2026-06-06
4602,1534,11980,281.00,247.11,2025-06-03
4603,1535,19328,928.00,36.78,2023-10-03
4604,1535,4960,874.00,106.07,2023-09-14
4605,1535,16750,683.00,309.59,2025-12-01
4606,1536,12002,934.00,45.42,2023-12-15
4607,1536,12937,11.00,155.67,2024-01-04
4608,1536,23280,21.00,175.87,2026-11-04
4609,1537,1868,587.00,346.20,2023-02-05
4610,1537,10698,894.00,122.41,2023-05-08
4611,1537,26151,873.00,166.02,2023-11-09
4612,1538,29575,232.00,293.13,2023-11-07
4613,1538,28485,246.00,176.71,2023-07-15
4614,1538,2067,538.00,183.72,2025-05-09
4615,1539,5924,624.00,101.31,2024-04-02
4616,1539,13529,132.00,216.93,2026-08-21
4617,1539,7372,710.00,370.22,2023-04-03
4618,1540,15393,294.00,5.59,2025-08-27
4619,1540,3902,832.00,279.07,2024-11-30
4620,1540,15634,206.00,170.92,2026-07-13
4621,1541,6518,577.00,46.68,2024-04-22
4622,1541,18786,419.00,441.08,2025-01-28
4623,1541,29586,65.00,115.06,2024-04-07
4624,1542,11165,115.00,458.49,2025-07-21
4625,1542,1965,81.00,103.71,2024-08-08
4626,1542,19590,65.00,194.42,2024-12-17
4627,1543,17883,470.00,26.20,2026-09-11
4628,1543,13233,50.00,395.00,2024-10-11
4629,1543,10990,186.00,13.43,2026-10-10
4630,1544,6297,847.00,433.96,2024-01-30
4631,1544,4277,668.00,381.65,2025-05-03
4632,1544,7594,888.00,358.28,2024-03-24
4633,1545,20855,529.00,425.15,2026-07-20
4634,1545,24134,495.00,36.32,2025-12-18
4635,1545,12782,690.00,61.85,2025-01-03
4636,1546,25911,536.00,442.34,2026-04-09
4637,1546,5651,33.00,282.57,2025-09-09
4638,1546,9394,898.00,481.62,2024-04-10
4639,1547,24350,887.00,462.32,2023-03-20
4640,1547,5511,90.00,435.13,2024-07-19
4641,1547,15394,581.00,132.04,2025-12-22
4642,1548,9110,132.00,255.15,2024-06-28
4643,1548,21165,647.00,464.96,2026-11-09
4644,1548,15331,133.00,400.31,2025-08-06
4645,1549,22438,936.00,437.12,2023-04-08
4646,1549,7111,789.00,172.32,2026-10-08
4647,1549,26812,109.00,227.44,2026-03-30
4648,1550,15282,834.00,496.70,2024-05-14
4649,1550,15568,152.00,497.85,2026-02-16
4650,1550,17881,229.00,179.20,2024-07-09
4651,1551,28878,882.00,257.78,2023-08-31
4652,1551,16399,621.00,295.44,2023-06-06
4653,1551,9343,625.00,242.64,2024-09-24
4654,1552,6580,611.00,94.14,2026-07-11
4655,1552,7973,206.00,466.37,2026-04-01
4656,1552,24803,957.00,110.61,2026-07-27
4657,1553,12770,828.00,129.21,2023-10-21
4658,1553,4430,600.00,92.14,2024-07-23
4659,1553,24008,392.00,192.40,2025-11-03
4660,1554,10527,663.00,256.79,2025-05-04
4661,1554,28896,361.00,280.78,2026-05-28
4662,1554,10520,437.00,189.06,2025-07-05
4663,1555,23891,837.00,152.43,2023-06-04
4664,1555,22436,256.00,47.88,2025-03-17
4665,1555,5722,232.00,150.36,2026-08-31
4666,1556,2619,113.00,241.46,2023-07-26
4667,1556,7737,431.00,391.13,2023-09-25
4668,1556,3805,783.00,323.27,2025-09-20
4669,1557,24157,62.00,386.81,2025-12-23
4670,1557,26740,489.00,277.33,2026-07-15
4671,1557,698,757.00,302.95,2024-08-01
4672,1558,5547,542.00,128.02,2023-04-12
4673,1558,18867,22.00,367.55,2023-09-27
4674,1558,9551,649.00,71.88,2025-09-03
4675,1559,8098,501.00,229.63,2023-04-14
4676,1559,25851,567.00,233.18,2023-09-24
4677,1559,24632,387.00,205.91,2025-10-30
4678,1560,17571,61.00,156.27,2024-03-31
4679,1560,1550,351.00,374.67,2024-03-19
4680,1560,12290,163.00,458.94,2024-02-17
4681,1561,4688,923.00,210.97,2025-07-23
4682,1561,23648,413.00,126.99,2025-09-21
4683,1561,5958,389.00,44.36,2023-03-09
4684,1562,582,95.00,375.02,2026-04-04
4685,1562,26713,196.00,158.52,2023-06-02
4686,1562,561,825.00,123.70,2025-10-22
4687,1563,8127,325.00,392.87,2023-09-24
4688,1563,16055,486.00,95.49,2024-04-27
4689,1563,12915,834.00,340.06,2024-01-05
4690,1564,2340,321.00,192.29,2025-07-25
4691,1564,4279,761.00,54.97,2024-10-30
4692,1564,6116,622.00,354.16,2023-04-25
4693,1565,15191,714.00,31.54,2023-12-09
4694,1565,8883,35.00,291.65,2025-04-15
4695,1565,838,463.00,112.46,2026-04-14
4696,1566,21697,403.00,275.94,2024-08-14
4697,1566,1780,566.00,442.58,2026-10-03
4698,1566,16150,934.00,485.50,2025-08-24
4699,1567,13257,100.00,221.27,2026-10-17
4700,1567,7564,144.00,35.33,2026-09-23
4701,1567,9158,138.00,107.45,2024-08-04
4702,1568,24417,345.00,194.70,2026-02-20
4703,1568,13578,596.00,4.49,2024-10-17
4704,1568,24285,402.00,398.46,2024-07-30
4705,1569,5714,766.00,8.83,2025-10-07
4706,1569,22908,498.00,446.59,2024-02-17
4707,1569,25984,386.00,440.19,2025-09-06
4708,1570,4886,482.00,66.95,2026-11-12
4709,1570,14376,89.00,42.16,2026-03-01
4710,1570,19954,227.00,224.91,2025-05-26
4711,1571,6506,398.00,288.31,2026-01-19
4712,1571,418,871.00,144.56,2024-05-07
4713,1571,10067,387.00,12.30,2026-09-18
4714,1572,9283,548.00,87.32,2025-11-20
4715,1572,17770,399.00,92.57,2024-07-24
4716,1572,3507,547.00,446.27,2025-10-22
4717,1573,965,987.00,44.27,2025-07-03
4718,1573,12811,39.00,364.36,2023-04-11
4719,1573,24650,987.00,473.00,2025-01-14
4720,1574,8932,747.00,457.48,2024-05-08
4721,1574,7777,420.00,114.42,2023-10-20
4722,1574,19399,739.00,376.82,2025-03-28
4723,1575,13406,151.00,123.72,2023-08-23
4724,1575,20705,565.00,5.76,2026-09-09
4725,1575,23643,158.00,217.62,2026-10-17
4726,1576,15670,774.00,114.58,2024-02-15
4727,1576,3206,499.00,158.05,2026-05-30
4728,1576,12950,90.00,154.49,2024-02-08
4729,1577,2642,477.00,399.75,2024-02-24
4730,1577,20695,993.00,263.09,2025-07-03
4731,1577,12597,380.00,484.59,2025-07-02
4732,1578,20274,550.00,148.24,2025-03-29
4733,1578,1975,33.00,289.85,2023-07-08
4734,1578,19771,454.00,98.45,2024-12-27
4735,1579,18694,732.00,129.73,2025-04-02
4736,1579,18913,965.00,467.40,2025-11-08
4737,1579,17597,330.00,15.66,2025-10-03
4738,1580,18100,984.00,342.08,2023-07-19
4739,1580,15276,442.00,25.80,2026-01-30
4740,1580,29535,397.00,116.37,2026-06-01
4741,1581,2932,814.00,162.60,2024-04-22
4742,1581,18586,968.00,53.43,2025-09-13
4743,1581,18477,159.00,445.17,2026-08-29
4744,1582,22714,423.00,393.86,2025-08-03
4745,1582,4002,660.00,247.56,2023-04-01
4746,1582,129,890.00,354.80,2023-02-18
4747,1583,22817,536.00,495.41,2025-02-07
4748,1583,15690,829.00,409.65,2024-11-28
4749,1583,29350,889.00,42.51,2024-06-10
4750,1584,16113,446.00,176.93,2023-03-31
4751,1584,14221,225.00,192.07,2024-04-04
4752,1584,8506,340.00,18.40,2026-10-17
4753,1585,15253,154.00,228.14,2025-08-28
4754,1585,1286,268.00,118.57,2023-08-20
4755,1585,29595,407.00,149.40,2023-03-07
4756,1586,9983,102.00,32.77,2024-11-07
4757,1586,13908,249.00,223.24,2025-03-23
4758,1586,1791,328.00,92.98,2026-08-11
4759,1587,23406,194.00,471.31,2026-06-25
4760,1587,5258,515.00,239.52,2025-04-20
4761,1587,201,287.00,391.50,2025-07-26
4762,1588,3095,523.00,355.39,2023-03-11
4763,1588,3049,686.00,72.86,2026-10-10
4764,1588,1950,987.00,224.78,2024-10-06
4765,1589,23282,775.00,33.92,2026-08-28
4766,1589,25118,25.00,60.12,2023-10-22
4767,1589,23604,802.00,158.59,2025-07-07
4768,1590,19812,419.00,147.05,2024-06-25
4769,1590,288,727.00,307.43,2024-08-27
4770,1590,15433,227.00,282.14,2023-08-07
4771,1591,9365,996.00,50.63,2025-03-28
4772,1591,19466,354.00,22.70,2025-06-21
4773,1591,3629,665.00,213.61,2025-08-16
4774,1592,16265,480.00,376.94,2023-12-03
4775,1592,2174,521.00,320.82,2024-01-06
4776,1592,6418,30.00,105.04,2025-06-29
4777,1593,8522,420.00,302.68,2025-05-04
4778,1593,287,17.00,294.52,2026-07-27
4779,1593,16763,684.00,191.27,2023-12-10
4780,1594,20656,28.00,50.66,2025-06-11
4781,1594,25176,320.00,355.54,2025-05-07
4782,1594,8768,789.00,82.01,2024-08-20
4783,1595,17951,799.00,111.11,2024-07-26
4784,1595,20590,454.00,96.57,2025-12-03
4785,1595,21704,598.00,457.47,2025-09-29
4786,1596,3505,559.00,93.72,2025-06-04
4787,1596,12468,956.00,170.83,2025-12-31
4788,1596,7690,593.00,151.27,2023-06-05
4789,1597,5313,423.00,115.58,2025-04-06
4790,1597,10362,849.00,188.52,2026-08-16
4791,1597,6349,970.00,59.13,2026-01-13
4792,1598,21479,120.00,298.60,2024-01-21
4793,1598,2449,529.00,120.78,2025-12-08
4794,1598,24950,146.00,226.93,2024-08-09
4795,1599,24009,45.00,121.74,2024-04-26
4796,1599,5015,986.00,367.41,2025-05-24
4797,1599,29700,145.00,428.72,2023-10-08
4798,1600,26557,467.00,96.48,2025-04-14
4799,1600,19096,549.00,64.90,2024-04-27
4800,1600,17338,635.00,4.25,2023-08-28
4801,1601,6651,11.00,396.33,2025-11-07
4802,1601,2287,190.00,486.60,2024-10-11
4803,1601,22302,581.00,396.40,2025-01-05
4804,1602,13678,838.00,70.81,2024-07-13
4805,1602,13847,544.00,186.80,2024-09-15
4806,1602,27843,285.00,371.09,2023-12-31
4807,1603,1943,933.00,425.43,2024-04-09
4808,1603,2563,770.00,424.11,2024-08-29
4809,1603,21728,652.00,196.70,2026-01-08
4810,1604,14885,818.00,420.54,2025-05-10
4811,1604,22767,615.00,222.70,2025-04-16
4812,1604,5688,281.00,153.89,2024-05-03
4813,1605,14679,40.00,330.20,2024-12-08
4814,1605,5794,814.00,11.29,2024-12-19
4815,1605,913,179.00,63.38,2023-05-23
4816,1606,1303,898.00,183.30,2023-02-01
4817,1606,13489,209.00,339.92,2023-07-31
4818,1606,6147,553.00,366.14,2026-03-07
4819,1607,2627,301.00,493.59,2023-09-22
4820,1607,11981,708.00,204.46,2024-10-10
4821,1607,16278,230.00,68.22,2024-07-25
4822,1608,24161,13.00,456.07,2023-10-24
4823,1608,2252,536.00,398.76,2023-05-27
4824,1608,23876,662.00,456.49,2023-11-05
4825,1609,19054,446.00,390.23,2026-01-19
4826,1609,28093,339.00,261.20,2024-11-28
4827,1609,14818,891.00,218.84,2024-05-07
4828,1610,24543,541.00,400.03,2026-08-21
4829,1610,3798,452.00,131.68,2024-07-21
4830,1610,9236,995.00,311.54,2024-11-09
4831,1611,24519,201.00,387.28,2024-10-04
4832,1611,22802,147.00,373.05,2023-06-06
4833,1611,16245,339.00,89.43,2024-12-09
4834,1612,21566,968.00,52.17,2024-06-29
4835,1612,24971,502.00,18.19,2025-05-25
4836,1612,793,106.00,406.44,2026-08-13
4837,1613,225,199.00,424.12,2025-07-11
4838,1613,2817,869.00,285.27,2024-08-12
4839,1613,18777,40.00,15.87,2025-09-23
4840,1614,14291,589.00,28.84,2023-03-28
4841,1614,12319,65.00,245.04,2025-10-13
