APPROVAL_ID,SUPPLIER_ID,SITE_ID,PART_ID,APPROVAL_DATE,STATUS
3700,193,647,24207,2024-04-30,APPROVED
3701,343,983,20735,2023-01-25,APPROVED
3702,5,1164,25915,2025-04-02,APPROVED
3703,153,1027,4712,2024-01-12,APPROVED
3704,305,118,29976,2025-09-22,APPROVED
3705,212,385,22136,2023-09-19,APPROVED
3706,89,945,495,2024-03-09,APPROVED
3707,235,264,21123,2025-05-30,APPROVED
3708,117,589,15111,2025-07-03,APPROVED
3709,266,1160,2658,2024-01-28,APPROVED
3710,458,890,12207,2025-02-28,APPROVED
3711,299,901,1902,2023-02-07,APPROVED
3712,358,835,12437,2025-04-08,APPROVED
3713,22,974,26269,2025-09-08,APPROVED
3714,202,450,7802,2025-05-05,APPROVED
3715,194,541,17637,2025-05-10,APPROVED
3716,403,1075,29342,2025-02-08,APPROVED
3717,406,873,5581,2023-09-15,APPROVED
3718,245,768,26520,2025-02-26,APPROVED
3719,265,1039,184,2023-07-08,APPROVED
3720,379,418,12198,2024-12-27,APPROVED
3721,353,812,25863,2024-06-12,APPROVED
3722,128,965,20426,2024-12-18,APPROVED
3723,48,18,4863,2024-07-19,APPROVED
3724,436,764,25502,2024-10-13,APPROVED
3725,215,96,20611,2025-02-22,APPROVED
3726,54,551,2730,2025-07-16,APPROVED
3727,410,736,8889,2024-05-02,APPROVED
3728,148,1102,23439,2023-10-18,APPROVED
3729,183,759,15061,2024-06-25,APPROVED
3730,393,924,28933,2024-03-19,APPROVED
3731,140,180,10183,2025-04-02,APPROVED
3732,364,173,6744,2024-08-16,APPROVED
3733,144,1165,7690,2023-11-29,APPROVED
3734,131,890,9955,2024-01-07,APPROVED
3735,421,698,16276,2024-10-20,APPROVED
3736,361,81,14738,2023-05-26,APPROVED
3737,319,696,15720,2024-09-24,APPROVED
3738,499,416,8534,2024-09-12,APPROVED
3739,4,549,1883,2024-10-17,APPROVED
3740,284,904,3088,2023-02-23,APPROVED
3741,166,108,22356,2023-08-10,APPROVED
3742,338,1117,25251,2023-07-20,APPROVED
3743,185,8,638,2024-10-17,APPROVED
3744,43,458,22631,2023-03-22,APPROVED
3745,356,770,24885,2024-09-06,APPROVED
3746,1,903,7004,2025-07-16,APPROVED
3747,276,1066,27767,2024-09-07,APPROVED
3748,349,518,7942,2024-10-12,APPROVED
3749,135,719,8805,2023-05-20,APPROVED
3750,283,907,5786,2025-07-05,APPROVED
3751,275,645,13799,2023-07-04,APPROVED
3752,47,254,17089,2023-10-19,APPROVED
3753,163,578,8848,2024-01-26,APPROVED
3754,306,1184,27893,2023-05-28,APPROVED
3755,220,975,28220,2023-06-04,APPROVED
3756,33,793,10383,2025-03-03,APPROVED
3757,417,541,17320,2024-02-20,APPROVED
3758,457,769,3503,2023-05-30,APPROVED
3759,420,368,16165,2024-07-12,APPROVED
3760,260,1173,29546,2025-02-13,APPROVED
3761,102,662,23958,2023-10-06,APPROVED
3762,441,1194,5124,2024-05-16,APPROVED
3763,355,717,4342,2025-04-22,APPROVED
3764,38,964,10629,2025-06-04,APPROVED
3765,121,527,24715,2023-12-14,APPROVED
3766,309,1037,24970,2023-03-25,APPROVED
3767,201,864,8639,2023-09-14,APPROVED
3768,22,1070,19429,2024-04-30,APPROVED
3769,218,827,23397,2023-02-03,APPROVED
3770,255,854,22165,2025-05-05,APPROVED
3771,37,760,7594,2023-01-24,APPROVED
3772,120,809,9666,2024-03-06,APPROVED
3773,299,671,13134,2023-05-14,APPROVED
3774,227,154,13731,2024-11-13,APPROVED
3775,217,112,13889,2023-08-10,APPROVED
3776,170,909,18593,2023-06-24,APPROVED
3777,436,1004,26302,2023-06-09,APPROVED
3778,259,274,17958,2024-07-07,APPROVED
3779,205,1007,2233,2023-06-04,APPROVED
3780,350,1016,3895,2025-05-13,APPROVED
3781,256,269,23196,2025-05-04,APPROVED
3782,412,1166,28825,2024-05-02,APPROVED
3783,61,840,28097,2025-01-02,APPROVED
3784,222,704,3203,2024-05-09,APPROVED
3785,240,781,17376,2023-08-01,APPROVED
3786,79,890,7806,2023-07-25,APPROVED
3787,213,215,24911,2023-01-24,APPROVED
3788,164,5,15649,2023-11-11,APPROVED
3789,345,821,15784,2024-02-17,APPROVED
3790,400,822,29050,2023-01-19,APPROVED
3791,365,360,13253,2023-10-31,APPROVED
3792,209,975,11868,2025-01-04,APPROVED
3793,415,803,1942,2024-12-13,APPROVED
3794,63,67,25698,2023-12-13,APPROVED
3795,31,414,12675,2024-05-01,APPROVED
3796,230,760,21622,2025-09-12,APPROVED
3797,366,442,15428,2024-12-11,APPROVED
3798,436,659,20963,2023-06-10,APPROVED
3799,55,1122,23501,2024-01-16,APPROVED
3800,352,1021,6147,2023-10-23,APPROVED
3801,378,370,2787,2023-06-19,APPROVED
3802,135,1142,15493,2023-05-19,APPROVED
3803,252,383,3395,2024-12-26,APPROVED
3804,141,996,12067,2023-11-12,APPROVED
3805,178,494,2810,2023-09-02,APPROVED
3806,45,702,24635,2024-05-23,APPROVED
3807,335,387,19157,2023-08-07,APPROVED
3808,59,1123,22732,2023-11-15,APPROVED
3809,166,1172,17596,2024-07-07,APPROVED
3810,488,356,18075,2024-10-31,APPROVED
3811,419,243,15033,2024-03-16,APPROVED
3812,295,451,13004,2024-05-12,APPROVED
3813,449,994,23168,2023-07-13,APPROVED
3814,108,243,12521,2025-08-25,APPROVED
3815,285,424,27451,2023-12-07,APPROVED
3816,160,1031,7391,2024-04-17,APPROVED
3817,396,1109,24987,2023-03-22,APPROVED
3818,53,903,940,2025-08-25,APPROVED
3819,72,679,13641,2024-10-23,APPROVED
3820,355,1121,13998,2025-04-18,APPROVED
3821,413,643,16915,2025-07-02,APPROVED
3822,463,488,6958,2025-07-07,APPROVED
3823,206,777,10294,2023-10-20,APPROVED
3824,304,961,5629,2025-04-20,APPROVED
3825,342,736,20823,2024-03-04,APPROVED
3826,394,685,8567,2025-02-25,APPROVED
3827,28,536,9676,2024-10-22,APPROVED
3828,457,859,15020,2023-02-23,APPROVED
3829,492,717,26046,2025-02-08,APPROVED
3830,270,1023,13250,2023-03-16,APPROVED
3831,80,317,22986,2023-05-28,APPROVED
3832,203,298,6437,2025-09-22,APPROVED
3833,321,42,1170,2023-04-24,APPROVED
3834,238,653,26898,2025-08-09,APPROVED
3835,419,369,25699,2025-01-08,APPROVED
3836,411,31,15639,2024-07-29,APPROVED
3837,360,1160,11512,2024-10-27,APPROVED
3838,117,569,20241,2023-07-07,APPROVED
3839,498,769,614,2024-08-18,APPROVED
3840,463,86,9335,2023-04-05,APPROVED
3841,84,1133,2318,2024-02-27,APPROVED
3842,428,58,9159,2024-12-19,APPROVED
3843,33,819,4511,2024-05-01,APPROVED
3844,142,831,17133,2024-07-27,APPROVED
3845,74,146,25340,2023-01-23,APPROVED
3846,416,974,7689,2025-03-16,APPROVED
3847,176,665,8175,2025-01-18,APPROVED
3848,206,697,19331,2024-04-23,APPROVED
3849,101,1012,28734,2025-07-18,APPROVED
3850,245,403,14237,2024-06-15,APPROVED
3851,413,146,26661,2024-06-24,APPROVED
3852,102,1105,25605,2024-01-18,APPROVED
3853,476,96,7659,2023-03-13,APPROVED
3854,454,1090,26951,2023-01-27,APPROVED
3855,156,1084,29097,2024-06-11,APPROVED
3856,403,1065,24888,2023-10-21,APPROVED
3857,357,931,29448,2024-06-18,APPROVED
3858,417,744,1161,2024-01-13,APPROVED
3859,437,264,15738,2025-09-08,APPROVED
3860,203,158,18412,2025-01-15,APPROVED
3861,35,488,17329,2023-06-24,APPROVED
3862,111,555,28629,2024-09-06,APPROVED
3863,204,842,26826,2025-04-13,APPROVED
3864,433,884,26862,2023-12-20,APPROVED
3865,468,647,8370,2024-03-02,APPROVED
3866,496,998,28916,2023-03-05,APPROVED
3867,172,287,13158,2024-03-26,APPROVED
3868,32,758,24874,2024-03-06,APPROVED
3869,346,155,4519,2023-06-03,APPROVED
3870,474,838,27502,2023-03-29,APPROVED
3871,344,988,22996,2024-03-28,APPROVED
3872,466,388,21668,2024-12-18,APPROVED
3873,210,473,4804,2025-01-12,APPROVED
3874,187,822,25314,2025-03-24,APPROVED
3875,11,995,5562,2024-01-12,APPROVED
3876,345,863,8919,2024-10-31,APPROVED
3877,190,973,29351,2023-06-21,APPROVED
3878,421,1016,10946,2024-09-21,APPROVED
3879,440,672,8790,2023-04-30,APPROVED
3880,89,558,26357,2024-01-21,APPROVED
3881,482,561,13774,2024-09-30,APPROVED
3882,325,253,23945,2024-01-03,APPROVED
3883,228,848,22647,2023-10-02,APPROVED
3884,179,529,18392,2023-07-02,APPROVED
3885,283,328,19542,2023-06-15,APPROVED
3886,349,381,8467,2025-03-03,APPROVED
3887,181,963,12896,2025-07-31,APPROVED
3888,153,727,15094,2025-06-18,APPROVED
3889,178,156,22734,2023-07-15,APPROVED
3890,486,520,27982,2023-11-07,APPROVED
3891,271,842,28797,2024-05-07,APPROVED
3892,142,189,4825,2023-05-17,APPROVED
3893,436,1111,17083,2023-04-17,APPROVED
3894,67,472,18536,2023-02-22,APPROVED
3895,119,1182,24849,2023-12-20,APPROVED
3896,65,703,7094,2024-01-01,APPROVED
3897,2,196,5835,2025-02-19,APPROVED
3898,93,1079,16237,2023-04-08,APPROVED
3899,333,28,6661,2023-01-29,APPROVED
3900,249,46,9817,2025-08-07,APPROVED
3901,426,896,7524,2023-05-07,APPROVED
3902,170,79,23451,2024-06-18,APPROVED
3903,383,892,939,2024-05-12,APPROVED
3904,287,96,8559,2025-04-11,APPROVED
3905,424,875,5329,2024-08-01,APPROVED
3906,209,794,27861,2024-09-02,APPROVED
3907,302,388,14557,2025-01-03,APPROVED
3908,43,567,5383,2023-11-16,APPROVED
3909,230,694,4932,2025-03-29,APPROVED
3910,413,738,26126,2024-04-03,APPROVED
3911,43,1013,20876,2025-08-02,APPROVED
3912,282,724,13848,2024-09-15,APPROVED
3913,257,198,26684,2023-01-03,APPROVED
3914,247,68,2438,2023-07-19,APPROVED
3915,307,1173,20167,2025-04-01,APPROVED
3916,264,397,16880,2023-08-29,APPROVED
3917,444,804,24565,2023-04-24,APPROVED
3918,179,967,22936,2024-04-05,APPROVED
3919,364,631,27465,2024-01-20,APPROVED
3920,284,410,2961,2023-01-27,APPROVED
3921,115,9,20645,2024-02-14,APPROVED
3922,496,1001,3702,2024-08-24,APPROVED
3923,400,1068,12279,2024-07-07,APPROVED
3924,129,870,15143,2023-02-06,APPROVED
3925,268,452,17693,2023-12-31,APPROVED
3926,45,220,4937,2024-02-29,APPROVED
3927,483,1015,6827,2025-02-25,APPROVED
3928,74,150,11141,2025-06-10,APPROVED
3929,20,338,17785,2025-07-29,APPROVED
3930,469,510,1982,2024-10-26,APPROVED
3931,11,1100,12794,2023-03-10,APPROVED
3932,331,643,3336,2024-03-28,APPROVED
3933,437,512,5665,2025-06-23,APPROVED
3934,422,864,10495,2024-07-01,APPROVED
3935,385,359,21631,2024-12-13,APPROVED
3936,201,498,28105,2023-06-05,APPROVED
3937,201,452,10794,2023-08-16,APPROVED
3938,132,240,4720,2025-06-10,APPROVED
3939,92,275,19217,2025-07-19,APPROVED
3940,287,730,15314,2024-08-27,APPROVED
3941,403,692,1993,2025-04-15,APPROVED
3942,65,697,16993,2024-06-17,APPROVED
3943,427,679,5853,2023-12-15,APPROVED
3944,151,861,26068,2023-04-04,APPROVED
3945,252,435,25330,2025-02-01,APPROVED
3946,86,124,25859,2023-08-13,APPROVED
3947,226,517,9003,2024-06-09,APPROVED
3948,190,15,24697,2023-08-26,APPROVED
3949,451,448,1405,2024-04-08,APPROVED
3950,438,393,4126,2024-03-14,APPROVED
3951,49,548,20142,2024-12-10,APPROVED
3952,450,399,1564,2024-12-07,APPROVED
3953,65,779,6356,2023-07-07,APPROVED
3954,256,433,21129,2025-08-27,APPROVED
3955,413,685,7081,2023-01-15,APPROVED
3956,343,561,2536,2023-07-12,APPROVED
3957,322,548,16710,2023-10-19,APPROVED
3958,426,1022,27447,2023-09-26,APPROVED
3959,44,939,14064,2024-11-21,APPROVED
3960,409,257,1178,2025-05-02,APPROVED
3961,447,1069,27817,2023-08-21,APPROVED
3962,51,382,16697,2025-07-12,APPROVED
3963,282,1142,14410,2025-07-14,APPROVED
3964,248,678,17097,2024-05-05,APPROVED
3965,51,403,18816,2025-05-26,APPROVED
3966,92,703,16095,2023-05-23,APPROVED
3967,487,78,12783,2023-08-23,APPROVED
3968,129,623,29802,2024-07-10,APPROVED
3969,190,657,24682,2023-04-06,APPROVED
3970,477,259,4460,2025-05-06,APPROVED
3971,14,876,796,2023-12-26,APPROVED
3972,236,464,24671,2023-05-16,APPROVED
3973,374,669,7050,2023-01-04,APPROVED
3974,136,632,2060,2025-05-08,APPROVED
3975,468,931,3645,2023-05-22,APPROVED
3976,11,691,27711,2023-11-09,APPROVED
3977,310,178,2244,2023-11-25,APPROVED
3978,260,265,18723,2024-09-23,APPROVED
3979,163,936,19389,2023-08-20,APPROVED
3980,317,751,13438,2025-06-01,APPROVED
3981,414,478,15162,2024-05-28,APPROVED
3982,337,319,20882,2023-11-16,APPROVED
3983,206,561,15197,2025-03-28,APPROVED
3984,31,110,19745,2024-01-31,APPROVED
3985,146,518,4796,2023-09-24,APPROVED
3986,354,60,14586,2025-04-20,APPROVED
3987,198,69,23187,2025-08-14,APPROVED
3988,145,455,11777,2024-10-26,APPROVED
3989,109,392,25911,2024-08-01,APPROVED
3990,141,519,27742,2023-03-04,APPROVED
3991,227,399,22073,2025-01-24,APPROVED
3992,299,348,23622,2025-01-08,APPROVED
3993,439,47,14027,2024-11-19,APPROVED
3994,450,150,17571,2025-02-16,APPROVED
3995,233,959,2301,2025-02-03,APPROVED
3996,343,424,6379,2024-10-26,APPROVED
3997,131,790,4945,2024-02-06,APPROVED
3998,27,764,24022,2025-01-23,APPROVED
3999,284,375,7858,2024-06-01,APPROVED
4000,103,547,27888,2025-08-23,APPROVED
4001,391,751,337,2024-01-16,APPROVED
4002,30,1186,22982,2023-10-19,APPROVED
4003,221,711,22686,2025-07-21,APPROVED
4004,235,391,23158,2025-01-09,APPROVED
4005,58,571,6950,2024-06-28,APPROVED
4006,94,417,13621,2024-09-19,APPROVED
4007,354,305,18518,2024-03-22,APPROVED
4008,481,978,21169,2025-01-15,APPROVED
4009,178,152,8890,2025-09-26,APPROVED
4010,319,1125,5665,2024-04-26,APPROVED
4011,321,433,6407,2023-03-17,APPROVED
4012,31,527,25785,2024-03-15,APPROVED
4013,18,1113,11026,2023-06-06,APPROVED
4014,475,77,28667,2025-04-01,APPROVED
4015,246,1067,22195,2023-08-29,APPROVED
4016,484,41,15727,2023-04-10,APPROVED
4017,492,157,7000,2025-07-31,APPROVED
4018,427,601,15253,2023-08-20,APPROVED
4019,151,437,25791,2024-05-12,APPROVED
4020,174,561,8289,2023-01-04,APPROVED
4021,182,873,11504,2023-09-14,APPROVED
4022,62,329,5096,2023-10-27,APPROVED
4023,264,611,25669,2024-01-31,APPROVED
4024,454,1067,22696,2023-12-08,APPROVED
4025,206,565,18879,2025-09-23,APPROVED
4026,380,1188,5262,2024-02-03,APPROVED
4027,482,987,3838,2025-07-19,APPROVED
4028,370,226,28731,2024-08-14,APPROVED
4029,466,701,16005,2025-01-10,APPROVED
4030,378,752,24666,2024-04-15,APPROVED
4031,187,465,18534,2024-03-12,APPROVED
4032,259,856,22984,2023-10-28,APPROVED
4033,14,189,28521,2024-11-12,APPROVED
4034,272,574,23009,2024-08-06,APPROVED
4035,104,726,14181,2024-12-14,APPROVED
4036,56,717,13023,2024-01-17,APPROVED
4037,63,1054,20394,2024-02-08,APPROVED
4038,330,1099,7829,2024-06-08,APPROVED
4039,269,381,27636,2023-04-21,APPROVED
4040,410,661,19248,2023-11-16,APPROVED
4041,327,603,6680,2023-06-10,APPROVED
4042,124,320,6462,2023-04-10,APPROVED
4043,322,622,25638,2023-05-13,APPROVED
4044,115,9,27395,2023-04-13,APPROVED
4045,489,538,24926,2024-12-19,APPROVED
4046,421,831,10661,2023-04-23,APPROVED
4047,166,202,18392,2025-01-27,APPROVED
4048,31,437,20035,2023-04-02,APPROVED
4049,343,203,28978,2023-06-01,APPROVED
4050,18,369,6569,2024-04-01,APPROVED
4051,139,387,5227,2023-02-24,APPROVED
4052,121,1038,14324,2023-02-22,APPROVED
4053,129,108,25143,2024-09-12,APPROVED
4054,158,684,27426,2024-08-08,APPROVED
4055,435,1191,29398,2023-12-30,APPROVED
4056,287,8,23477,2023-04-02,APPROVED
4057,320,269,25305,2025-07-29,APPROVED
4058,335,671,13661,2024-11-12,APPROVED
4059,128,53,3878,2024-07-30,APPROVED
4060,71,612,13039,2025-04-06,APPROVED
4061,235,324,6475,2025-02-02,APPROVED
4062,102,607,12260,2025-04-21,APPROVED
4063,320,899,9643,2025-08-27,APPROVED
4064,222,870,16536,2023-06-04,APPROVED
4065,52,528,24325,2025-07-28,APPROVED
4066,70,525,5982,2024-03-13,APPROVED
4067,283,1129,1247,2025-01-08,APPROVED
4068,161,28,16713,2023-07-30,APPROVED
4069,203,1167,26961,2023-03-06,APPROVED
4070,446,832,20537,2024-05-17,APPROVED
4071,207,380,29972,2025-03-24,APPROVED
4072,287,94,9511,2024-05-15,APPROVED
4073,369,306,18041,2023-10-21,APPROVED
4074,450,1133,16873,2024-01-07,APPROVED
4075,192,59,8688,2023-03-28,APPROVED
4076,47,1021,21444,2024-07-18,APPROVED
4077,393,709,22380,2023-09-30,APPROVED
4078,175,916,27455,2024-09-18,APPROVED
4079,234,297,20259,2025-08-09,APPROVED
4080,97,758,4217,2023-05-07,APPROVED
4081,500,491,13666,2025-05-26,APPROVED
4082,111,34,14652,2024-02-08,APPROVED
4083,497,920,15108,2025-07-09,APPROVED
4084,457,513,10477,2024-06-02,APPROVED
4085,264,362,23792,2024-01-26,APPROVED
4086,141,758,27972,2024-02-28,APPROVED
4087,297,950,28179,2024-10-03,APPROVED
4088,463,260,18098,2023-03-05,APPROVED
4089,82,760,9732,2023-07-12,APPROVED
4090,214,1136,29986,2024-09-18,APPROVED
4091,59,213,9768,2024-01-20,APPROVED
4092,171,918,27392,2025-04-15,APPROVED
4093,169,749,23889,2025-04-03,APPROVED
4094,53,274,19764,2023-01-20,APPROVED
4095,458,26,507,2024-06-24,APPROVED
4096,397,438,11211,2023-03-19,APPROVED
4097,410,532,8485,2025-06-10,APPROVED
4098,276,420,5223,2025-03-03,APPROVED
4099,248,283,27392,2024-07-03,APPROVED
4100,284,30,22112,2024-07-09,APPROVED
4101,372,12,5938,2023-10-25,APPROVED
4102,52,428,19499,2023-08-01,APPROVED
4103,221,1028,12951,2023-09-15,APPROVED
4104,198,809,6428,2025-06-03,APPROVED
4105,394,469,8147,2025-01-28,APPROVED
4106,227,469,3245,2024-05-14,APPROVED
4107,412,120,13029,2024-09-03,APPROVED
4108,174,1072,29171,2023-12-06,APPROVED
4109,401,206,20008,2025-07-03,APPROVED
4110,80,295,2732,2024-08-04,APPROVED
4111,472,1045,622,2023-04-26,APPROVED
4112,35,741,11047,2024-05-31,APPROVED
4113,52,477,28710,2023-05-21,APPROVED
4114,21,440,1940,2023-06-13,APPROVED
4115,87,54,12997,2023-05-16,APPROVED
4116,38,151,4037,2024-07-13,APPROVED
4117,67,1004,25119,2023-09-29,APPROVED
4118,23,1024,18464,2023-04-27,APPROVED
4119,78,120,23025,2023-12-17,APPROVED
4120,171,295,8666,2025-08-24,APPROVED
4121,2,181,16742,2023-10-31,APPROVED
4122,465,615,4894,2023-03-02,APPROVED
4123,166,572,21216,2023-06-18,APPROVED
4124,497,944,16508,2023-10-16,APPROVED
4125,387,826,28968,2024-06-15,APPROVED
4126,493,320,5163,2023-02-08,APPROVED
4127,204,653,8214,2023-12-29,APPROVED
4128,114,461,23718,2023-09-03,APPROVED
4129,444,198,10855,2023-07-07,APPROVED
4130,297,994,4900,2023-02-05,APPROVED
4131,4,435,15469,2023-05-04,APPROVED
4132,238,605,11390,2025-09-04,APPROVED
4133,351,455,11322,2024-07-11,APPROVED
4134,60,348,1799,2023-02-08,APPROVED
4135,122,237,2587,2023-04-05,APPROVED
4136,153,231,3654,2025-05-26,APPROVED
4137,280,67,29169,2024-08-15,APPROVED
4138,209,553,28002,2023-03-18,APPROVED
4139,201,983,25187,2024-03-18,APPROVED
4140,396,464,26641,2023-08-07,APPROVED
4141,103,1039,22469,2024-05-26,APPROVED
4142,387,294,3971,2024-04-04,APPROVED
4143,455,733,4251,2025-05-03,APPROVED
4144,14,756,20163,2023-11-19,APPROVED
4145,316,860,7274,2024-03-18,APPROVED
4146,488,905,24798,2024-12-19,APPROVED
4147,306,953,9310,2024-06-06,APPROVED
4148,377,956,1244,2023-12-08,APPROVED
4149,65,533,5742,2023-06-02,APPROVED
4150,289,871,13686,2025-05-28,APPROVED
4151,384,983,13153,2024-06-26,APPROVED
4152,424,197,18349,2024-09-09,APPROVED
4153,250,19,28687,2023-09-21,APPROVED
4154,348,426,10410,2024-07-31,APPROVED
4155,470,224,13393,2023-05-02,APPROVED
4156,255,513,17024,2025-05-30,APPROVED
4157,360,769,19440,2023-04-18,APPROVED
4158,153,18,20463,2025-01-22,APPROVED
4159,388,152,6009,2025-01-22,APPROVED
4160,407,1160,6771,2023-03-31,APPROVED
4161,168,364,22144,2023-08-08,APPROVED
4162,79,5,11392,2024-08-26,APPROVED
4163,207,408,29949,2023-03-14,APPROVED
4164,371,1074,19407,2025-01-25,APPROVED
4165,84,322,18395,2025-08-05,APPROVED
4166,84,439,25208,2024-12-04,APPROVED
4167,83,771,586,2025-05-08,APPROVED
4168,433,507,28042,2024-02-17,APPROVED
4169,208,274,13132,2023-04-11,APPROVED
4170,147,563,12473,2025-06-10,APPROVED
4171,267,289,3097,2023-02-04,APPROVED
4172,153,245,12645,2025-04-20,APPROVED
4173,239,156,5943,2024-05-07,APPROVED
4174,468,431,28390,2025-02-24,APPROVED
4175,282,180,16149,2023-03-31,APPROVED
4176,53,565,11426,2024-12-19,APPROVED
4177,458,71,24628,2023-08-03,APPROVED
4178,172,39,7298,2025-03-26,APPROVED
4179,43,562,19990,2023-02-26,APPROVED
4180,177,790,8606,2025-07-08,APPROVED
4181,357,241,28124,2025-02-02,APPROVED
4182,279,239,16903,2024-12-08,APPROVED
4183,396,589,23033,2024-06-13,APPROVED
4184,490,712,14296,2025-04-23,APPROVED
4185,159,693,17411,2024-08-19,APPROVED
4186,187,310,17674,2024-08-06,APPROVED
4187,71,784,1059,2023-01-18,APPROVED
4188,55,508,14997,2024-07-22,APPROVED
4189,5,565,21367,2024-05-13,APPROVED
4190,396,643,29171,2024-05-24,APPROVED
4191,449,149,16716,2023-11-13,APPROVED
4192,7,931,13540,2024-11-04,APPROVED
4193,237,817,8720,2025-02-09,APPROVED
4194,475,557,29334,2024-05-12,APPROVED
4195,44,859,18243,2024-05-17,APPROVED
4196,382,345,12107,2023-09-16,APPROVED
4197,479,584,24729,2023-11-11,APPROVED
4198,224,396,25207,2024-08-31,APPROVED
4199,479,794,10263,2024-10-17,APPROVED
4200,278,331,7494,2024-03-10,APPROVED
4201,32,828,23514,2024-07-31,APPROVED
4202,94,998,3082,2023-03-09,APPROVED
4203,199,706,19471,2024-02-21,APPROVED
4204,277,43,9067,2023-04-18,APPROVED
4205,54,975,6063,2025-07-01,APPROVED
4206,486,556,29067,2025-07-11,APPROVED
4207,238,173,27524,2024-05-20,APPROVED
4208,87,753,6153,2025-09-03,APPROVED
4209,472,414,26482,2023-02-21,APPROVED
4210,490,783,11839,2024-12-16,APPROVED
4211,483,616,22668,2025-08-10,APPROVED
4212,63,1185,6584,2024-04-22,APPROVED
4213,96,812,3722,2023-03-03,APPROVED
4214,123,421,2748,2025-06-10,APPROVED
4215,378,746,2569,2024-06-18,APPROVED
4216,497,710,28280,2025-02-24,APPROVED
4217,111,1010,24641,2025-01-26,APPROVED
4218,269,730,13028,2023-12-08,APPROVED
4219,323,379,18319,2024-09-28,APPROVED
4220,353,922,26909,2023-09-21,APPROVED
4221,50,577,18491,2025-07-12,APPROVED
4222,311,1086,3236,2024-06-09,APPROVED
4223,57,931,892,2025-02-21,APPROVED
4224,482,913,2783,2025-03-17,APPROVED
4225,44,293,16008,2025-04-19,APPROVED
4226,293,86,23088,2025-06-28,APPROVED
4227,62,567,25461,2024-03-26,APPROVED
4228,176,1157,13747,2025-06-17,APPROVED
4229,147,339,23026,2023-05-08,APPROVED
4230,464,264,13450,2024-06-13,APPROVED
4231,34,211,9849,2025-03-23,APPROVED
4232,134,221,1621,2024-06-06,APPROVED
4233,25,910,13881,2023-04-21,APPROVED
4234,336,1100,8110,2024-04-24,APPROVED
4235,491,331,14602,2024-06-15,APPROVED
4236,497,597,3275,2025-02-11,APPROVED
4237,131,692,19670,2025-04-26,APPROVED
4238,426,962,12680,2024-04-29,APPROVED
4239,10,1034,1064,2025-07-05,APPROVED
4240,465,822,28947,2024-05-30,APPROVED
4241,430,850,10631,2024-11-13,APPROVED
4242,215,597,6991,2023-05-23,APPROVED
4243,191,1018,14256,2025-03-11,APPROVED
4244,359,872,22965,2025-07-25,APPROVED
4245,147,63,10349,2024-02-25,APPROVED
4246,191,389,13322,2025-01-31,APPROVED
4247,392,476,15420,2025-05-30,APPROVED
4248,42,786,9935,2025-08-27,APPROVED
4249,59,281,5540,2023-09-04,APPROVED
4250,258,403,7322,2025-02-01,APPROVED
4251,353,456,27256,2023-12-06,APPROVED
4252,158,162,15193,2025-06-17,APPROVED
4253,384,976,23051,2023-05-21,APPROVED
4254,96,459,29279,2023-09-26,APPROVED
4255,172,530,17162,2023-02-10,APPROVED
4256,310,526,6326,2024-09-05,APPROVED
4257,422,341,11566,2023-10-09,APPROVED
4258,361,681,23937,2024-11-25,APPROVED
4259,396,715,17732,2025-07-21,APPROVED
4260,251,956,15678,2023-02-03,APPROVED
4261,246,763,5167,2024-11-24,APPROVED
4262,423,802,21348,2025-04-02,APPROVED
4263,41,1135,6381,2025-04-13,APPROVED
4264,278,819,13210,2024-05-10,APPROVED
4265,7,976,7227,2025-04-21,APPROVED
4266,71,695,3491,2024-08-23,APPROVED
4267,188,419,23232,2023-09-01,APPROVED
4268,144,840,18562,2024-10-24,APPROVED
4269,282,1074,20154,2025-04-28,APPROVED
4270,65,269,25614,2024-12-09,APPROVED
4271,474,684,7071,2023-12-11,APPROVED
4272,345,514,1933,2024-12-01,APPROVED
4273,378,497,19513,2025-08-07,APPROVED
4274,136,153,21448,2023-08-08,APPROVED
4275,181,1090,10127,2025-09-01,APPROVED
4276,267,191,18234,2025-07-20,APPROVED
4277,416,829,20437,2024-07-30,APPROVED
4278,441,909,5140,2025-09-13,APPROVED
4279,210,916,24802,2025-03-31,APPROVED
4280,456,30,25060,2023-01-17,APPROVED
4281,494,379,22655,2024-07-21,APPROVED
4282,188,947,12803,2024-02-20,APPROVED
4283,350,986,21415,2023-10-09,APPROVED
4284,199,403,25434,2023-04-08,APPROVED
4285,365,981,16541,2024-07-12,APPROVED
4286,470,1172,13436,2023-02-21,APPROVED
4287,271,612,7289,2024-08-03,APPROVED
4288,112,517,11976,2023-06-01,APPROVED
4289,168,1070,14973,2023-12-29,APPROVED
4290,400,233,8000,2025-05-18,APPROVED
4291,109,183,20082,2025-01-23,APPROVED
4292,248,1151,800,2024-03-30,APPROVED
4293,295,1148,4477,2023-07-07,APPROVED
4294,398,1019,18034,2025-07-31,APPROVED
4295,209,150,10602,2024-09-16,APPROVED
4296,274,225,435,2023-10-03,APPROVED
4297,279,623,5797,2025-07-05,APPROVED
4298,45,545,5149,2024-07-14,APPROVED
4299,132,955,13115,2024-07-18,APPROVED
4300,476,634,25091,2024-10-17,APPROVED
4301,490,884,20943,2024-09-20,APPROVED
4302,68,1073,9878,2023-01-05,APPROVED
