ORDER_ID,ORDER_NUMBER,CUSTOMER_ID,ORDER_DATE,PLANT_ID,STATUS
1217,SO-0001217,16,2026-08-02,9,SHIPPED
1218,SO-0001218,78,2024-08-06,8,OPEN
1219,SO-0001219,52,2023-06-10,2,OPEN
1220,SO-0001220,6,2023-04-02,6,SHIPPED
1221,SO-0001221,23,2024-11-13,11,SHIPPED
1222,SO-0001222,54,2023-10-20,4,SHIPPED
1223,SO-0001223,12,2023-12-06,1,SHIPPED
1224,SO-0001224,74,2026-04-12,12,PARTIAL
1225,SO-0001225,3,2026-05-11,9,SHIPPED
1226,SO-0001226,19,2026-09-11,8,SHIPPED
1227,SO-0001227,35,2023-07-07,7,PARTIAL
1228,SO-0001228,34,2024-08-27,3,SHIPPED
1229,SO-0001229,27,2023-10-13,6,SHIPPED
1230,SO-0001230,61,2026-01-24,8,OPEN
1231,SO-0001231,43,2025-10-10,4,OPEN
1232,SO-0001232,14,2025-03-25,12,SHIPPED
1233,SO-0001233,30,2024-12-03,9,OPEN
1234,SO-0001234,67,2026-03-24,10,OPEN
1235,SO-0001235,11,2025-04-05,7,SHIPPED
1236,SO-0001236,71,2024-09-19,10,PARTIAL
1237,SO-0001237,62,2023-05-20,8,OPEN
1238,SO-0001238,4,2024-04-06,3,SHIPPED
1239,SO-0001239,25,2026-06-20,3,PARTIAL
1240,SO-0001240,31,2025-06-20,6,PARTIAL
1241,SO-0001241,47,2024-01-03,11,PARTIAL
1242,SO-0001242,57,2025-04-01,7,SHIPPED
1243,SO-0001243,3,2025-02-18,3,PARTIAL
1244,SO-0001244,76,2026-02-17,8,SHIPPED
1245,SO-0001245,5,2024-09-29,1,SHIPPED
1246,SO-0001246,64,2026-07-18,9,SHIPPED
1247,SO-0001247,26,2026-04-28,6,SHIPPED
1248,SO-0001248,31,2024-08-15,5,OPEN
1249,SO-0001249,74,2024-04-06,2,SHIPPED
1250,SO-0001250,51,2026-04-05,7,SHIPPED
1251,SO-0001251,60,2026-06-04,8,SHIPPED
1252,SO-0001252,68,2023-06-10,4,SHIPPED
1253,SO-0001253,80,2026-07-09,4,OPEN
1254,SO-0001254,49,2023-07-30,8,SHIPPED
1255,SO-0001255,48,2023-03-27,10,SHIPPED
1256,SO-0001256,6,2025-09-26,11,SHIPPED
1257,SO-0001257,12,2026-01-28,2,SHIPPED
1258,SO-0001258,30,2025-01-05,11,SHIPPED
1259,SO-0001259,31,2024-09-16,9,SHIPPED
1260,SO-0001260,62,2024-05-29,10,SHIPPED
1261,SO-0001261,59,2023-10-13,10,PARTIAL
1262,SO-0001262,10,2026-01-29,9,PARTIAL
1263,SO-0001263,47,2025-10-04,3,PARTIAL
1264,SO-0001264,17,2024-05-08,1,SHIPPED
1265,SO-0001265,60,2024-02-26,9,PARTIAL
1266,SO-0001266,64,2023-11-20,12,PARTIAL
1267,SO-0001267,69,2023-05-11,10,PARTIAL
1268,SO-0001268,21,2026-06-07,12,SHIPPED
1269,SO-0001269,41,2024-12-28,9,OPEN
1270,SO-0001270,61,2024-03-12,2,SHIPPED
1271,SO-0001271,36,2025-10-24,4,SHIPPED
1272,SO-0001272,74,2024-04-08,12,SHIPPED
1273,SO-0001273,59,2024-08-29,12,SHIPPED
1274,SO-0001274,3,2024-10-19,12,PARTIAL
1275,SO-0001275,34,2023-05-27,3,SHIPPED
1276,SO-0001276,12,2024-02-03,9,PARTIAL
1277,SO-0001277,21,2023-09-25,8,OPEN
1278,SO-0001278,15,2025-06-04,5,OPEN
1279,SO-0001279,26,2025-12-01,12,OPEN
1280,SO-0001280,21,2023-04-01,7,OPEN
1281,SO-0001281,80,2024-11-30,4,SHIPPED
1282,SO-0001282,5,2024-02-10,10,SHIPPED
1283,SO-0001283,17,2023-04-29,10,SHIPPED
1284,SO-0001284,29,2025-09-09,7,SHIPPED
1285,SO-0001285,80,2023-02-24,3,SHIPPED
1286,SO-0001286,40,2023-12-24,11,SHIPPED
1287,SO-0001287,24,2025-01-28,6,SHIPPED
1288,SO-0001288,33,2024-07-05,6,SHIPPED
1289,SO-0001289,50,2024-01-16,1,PARTIAL
1290,SO-0001290,51,2026-05-16,7,SHIPPED
1291,SO-0001291,47,2025-09-05,2,SHIPPED
1292,SO-0001292,8,2026-09-04,10,OPEN
1293,SO-0001293,52,2026-03-04,2,SHIPPED
1294,SO-0001294,26,2023-06-13,6,SHIPPED
1295,SO-0001295,14,2026-07-25,1,SHIPPED
1296,SO-0001296,45,2024-01-30,6,SHIPPED
1297,SO-0001297,38,2023-06-07,4,SHIPPED
1298,SO-0001298,21,2025-01-06,9,OPEN
1299,SO-0001299,66,2026-07-18,1,SHIPPED
1300,SO-0001300,49,2023-06-06,2,SHIPPED
1301,SO-0001301,27,2025-02-12,9,SHIPPED
1302,SO-0001302,59,2024-11-17,7,SHIPPED
1303,SO-0001303,67,2023-06-06,2,SHIPPED
1304,SO-0001304,11,2025-05-31,5,SHIPPED
1305,SO-0001305,23,2024-12-05,12,PARTIAL
1306,SO-0001306,73,2023-08-26,7,OPEN
1307,SO-0001307,47,2026-09-01,10,SHIPPED
1308,SO-0001308,77,2023-06-18,5,SHIPPED
1309,SO-0001309,21,2023-10-16,11,OPEN
1310,SO-0001310,25,2025-03-25,1,SHIPPED
1311,SO-0001311,32,2023-03-19,6,OPEN
1312,SO-0001312,75,2025-04-28,8,PARTIAL
1313,SO-0001313,73,2024-08-22,8,SHIPPED
1314,SO-0001314,79,2024-06-08,5,PARTIAL
1315,SO-0001315,76,2025-10-13,10,OPEN
1316,SO-0001316,76,2024-02-27,1,PARTIAL
1317,SO-0001317,42,2025-01-08,7,OPEN
1318,SO-0001318,58,2023-02-13,7,PARTIAL
1319,SO-0001319,77,2023-02-17,8,OPEN
1320,SO-0001320,37,2024-04-26,3,SHIPPED
1321,SO-0001321,26,2025-02-15,10,SHIPPED
1322,SO-0001322,72,2025-04-20,9,SHIPPED
1323,SO-0001323,1,2024-11-27,9,SHIPPED
1324,SO-0001324,58,2025-08-18,2,SHIPPED
1325,SO-0001325,51,2025-11-03,8,PARTIAL
1326,SO-0001326,7,2024-05-16,1,OPEN
1327,SO-0001327,21,2025-07-10,9,PARTIAL
1328,SO-0001328,65,2023-07-05,6,OPEN
1329,SO-0001329,69,2025-04-22,6,SHIPPED
1330,SO-0001330,9,2025-06-09,9,PARTIAL
1331,SO-0001331,42,2025-12-29,11,SHIPPED
1332,SO-0001332,75,2023-01-12,3,PARTIAL
1333,SO-0001333,57,2025-07-26,12,SHIPPED
1334,SO-0001334,34,2026-09-07,6,SHIPPED
1335,SO-0001335,5,2026-01-26,2,SHIPPED
1336,SO-0001336,42,2025-11-18,5,SHIPPED
1337,SO-0001337,63,2025-05-11,12,OPEN
1338,SO-0001338,11,2024-11-16,6,SHIPPED
1339,SO-0001339,56,2025-01-26,1,SHIPPED
1340,SO-0001340,23,2024-08-12,12,SHIPPED
1341,SO-0001341,18,2024-08-09,3,SHIPPED
1342,SO-0001342,27,2023-05-04,6,SHIPPED
1343,SO-0001343,27,2024-01-24,1,OPEN
1344,SO-0001344,32,2025-11-01,2,PARTIAL
1345,SO-0001345,71,2024-07-31,11,OPEN
1346,SO-0001346,75,2023-03-03,10,OPEN
1347,SO-0001347,65,2023-03-01,2,SHIPPED
1348,SO-0001348,15,2023-07-31,4,PARTIAL
1349,SO-0001349,17,2025-10-28,4,SHIPPED
1350,SO-0001350,58,2024-03-01,12,OPEN
1351,SO-0001351,35,2024-06-03,11,PARTIAL
1352,SO-0001352,14,2026-07-07,3,OPEN
1353,SO-0001353,24,2025-05-29,12,SHIPPED
1354,SO-0001354,55,2023-10-18,10,OPEN
1355,SO-0001355,60,2023-07-08,11,SHIPPED
1356,SO-0001356,32,2024-02-19,1,SHIPPED
1357,SO-0001357,39,2024-12-09,4,PARTIAL
1358,SO-0001358,32,2023-07-14,8,SHIPPED
1359,SO-0001359,14,2026-08-15,11,SHIPPED
1360,SO-0001360,23,2024-12-28,3,PARTIAL
1361,SO-0001361,64,2026-05-03,6,SHIPPED
1362,SO-0001362,5,2023-06-12,10,PARTIAL
1363,SO-0001363,73,2023-02-26,12,SHIPPED
1364,SO-0001364,7,2024-02-29,5,PARTIAL
1365,SO-0001365,2,2026-07-24,4,SHIPPED
1366,SO-0001366,69,2023-06-16,2,SHIPPED
1367,SO-0001367,9,2023-06-18,8,OPEN
1368,SO-0001368,38,2025-01-07,6,SHIPPED
1369,SO-0001369,33,2026-09-19,7,OPEN
1370,SO-0001370,3,2025-09-25,12,SHIPPED
1371,SO-0001371,15,2023-04-24,10,SHIPPED
1372,SO-0001372,25,2023-04-11,7,SHIPPED
1373,SO-0001373,10,2024-11-07,10,SHIPPED
1374,SO-0001374,37,2023-11-05,4,OPEN
1375,SO-0001375,66,2024-11-23,1,OPEN
1376,SO-0001376,79,2024-09-18,9,SHIPPED
1377,SO-0001377,47,2023-12-08,6,SHIPPED
1378,SO-0001378,79,2025-07-06,2,OPEN
1379,SO-0001379,9,2026-04-24,5,OPEN
1380,SO-0001380,75,2023-05-16,10,SHIPPED
1381,SO-0001381,79,2024-04-26,9,SHIPPED
1382,SO-0001382,42,2024-05-08,12,SHIPPED
1383,SO-0001383,19,2025-10-14,11,SHIPPED
1384,SO-0001384,38,2025-04-11,2,OPEN
1385,SO-0001385,47,2023-09-24,6,PARTIAL
1386,SO-0001386,21,2026-03-11,12,SHIPPED
1387,SO-0001387,1,2026-03-08,1,SHIPPED
1388,SO-0001388,23,2023-06-10,9,SHIPPED
1389,SO-0001389,1,2026-06-08,8,SHIPPED
1390,SO-0001390,36,2024-12-22,6,PARTIAL
1391,SO-0001391,75,2023-04-09,12,SHIPPED
1392,SO-0001392,77,2023-10-05,12,PARTIAL
1393,SO-0001393,20,2024-03-10,3,PARTIAL
1394,SO-0001394,78,2026-09-26,4,OPEN
1395,SO-0001395,28,2025-12-03,10,SHIPPED
1396,SO-0001396,47,2023-04-28,4,OPEN
1397,SO-0001397,16,2024-01-18,5,OPEN
1398,SO-0001398,59,2024-09-07,12,SHIPPED
1399,SO-0001399,7,2023-06-21,6,SHIPPED
1400,SO-0001400,59,2024-04-11,9,OPEN
1401,SO-0001401,3,2023-01-02,7,SHIPPED
1402,SO-0001402,79,2023-04-18,9,SHIPPED
1403,SO-0001403,40,2023-04-20,6,OPEN
1404,SO-0001404,42,2025-06-04,8,SHIPPED
1405,SO-0001405,68,2023-08-02,5,PARTIAL
1406,SO-0001406,9,2023-05-24,1,SHIPPED
1407,SO-0001407,29,2023-08-07,2,SHIPPED
1408,SO-0001408,50,2025-02-06,3,SHIPPED
1409,SO-0001409,35,2026-08-13,2,SHIPPED
1410,SO-0001410,20,2023-05-18,5,SHIPPED
1411,SO-0001411,28,2025-03-24,12,SHIPPED
1412,SO-0001412,31,2026-01-14,3,SHIPPED
1413,SO-0001413,44,2024-03-11,9,PARTIAL
1414,SO-0001414,2,2026-07-08,11,OPEN
1415,SO-0001415,67,2024-02-03,11,PARTIAL
1416,SO-0001416,66,2026-05-08,8,PARTIAL
1417,SO-0001417,49,2026-03-18,9,SHIPPED
1418,SO-0001418,15,2025-09-24,2,SHIPPED
1419,SO-0001419,38,2025-12-15,6,PARTIAL
1420,SO-0001420,3,2024-09-09,9,OPEN
1421,SO-0001421,7,2025-09-06,2,OPEN
1422,SO-0001422,57,2025-03-21,6,PARTIAL
1423,SO-0001423,39,2023-03-14,1,OPEN
1424,SO-0001424,4,2025-04-03,7,OPEN
1425,SO-0001425,51,2025-05-28,7,OPEN
1426,SO-0001426,15,2023-11-26,4,SHIPPED
1427,SO-0001427,21,2024-07-22,4,SHIPPED
1428,SO-0001428,52,2025-07-17,8,SHIPPED
1429,SO-0001429,77,2025-10-17,3,PARTIAL
1430,SO-0001430,51,2026-08-01,7,SHIPPED
1431,SO-0001431,44,2023-01-12,6,SHIPPED
1432,SO-0001432,66,2024-08-14,9,OPEN
1433,SO-0001433,3,2026-07-10,2,SHIPPED
1434,SO-0001434,73,2025-07-03,4,SHIPPED
1435,SO-0001435,14,2025-11-27,3,SHIPPED
1436,SO-0001436,33,2023-12-19,7,SHIPPED
1437,SO-0001437,74,2025-06-08,7,SHIPPED
1438,SO-0001438,18,2023-03-19,4,SHIPPED
1439,SO-0001439,29,2024-01-25,12,SHIPPED
1440,SO-0001440,43,2024-09-17,7,OPEN
1441,SO-0001441,48,2023-11-13,9,SHIPPED
1442,SO-0001442,34,2026-07-04,10,SHIPPED
1443,SO-0001443,19,2026-02-23,11,SHIPPED
1444,SO-0001444,61,2025-10-01,4,OPEN
1445,SO-0001445,23,2023-08-20,3,SHIPPED
1446,SO-0001446,29,2024-05-24,9,SHIPPED
1447,SO-0001447,19,2023-07-09,12,SHIPPED
1448,SO-0001448,58,2024-05-05,2,SHIPPED
1449,SO-0001449,23,2023-04-28,6,SHIPPED
1450,SO-0001450,56,2023-05-28,9,SHIPPED
1451,SO-0001451,33,2026-08-02,9,OPEN
1452,SO-0001452,79,2023-03-18,4,SHIPPED
1453,SO-0001453,7,2025-09-20,4,SHIPPED
1454,SO-0001454,72,2024-07-29,4,SHIPPED
1455,SO-0001455,26,2023-08-19,5,OPEN
1456,SO-0001456,70,2025-04-25,6,SHIPPED
1457,SO-0001457,15,2026-05-13,1,SHIPPED
1458,SO-0001458,48,2024-09-24,6,SHIPPED
1459,SO-0001459,42,2024-01-13,5,SHIPPED
1460,SO-0001460,4,2024-01-25,12,PARTIAL
1461,SO-0001461,5,2025-06-15,7,SHIPPED
1462,SO-0001462,77,2024-06-24,12,SHIPPED
1463,SO-0001463,49,2023-08-11,7,OPEN
1464,SO-0001464,7,2026-02-24,8,SHIPPED
1465,SO-0001465,8,2026-05-12,12,PARTIAL
1466,SO-0001466,9,2024-05-11,12,OPEN
1467,SO-0001467,57,2025-03-20,7,PARTIAL
1468,SO-0001468,24,2026-09-05,5,SHIPPED
1469,SO-0001469,72,2024-06-14,12,OPEN
1470,SO-0001470,13,2026-07-15,12,PARTIAL
1471,SO-0001471,34,2024-02-08,3,PARTIAL
1472,SO-0001472,14,2023-07-02,11,SHIPPED
1473,SO-0001473,80,2024-10-06,10,SHIPPED
1474,SO-0001474,29,2024-03-13,4,SHIPPED
1475,SO-0001475,5,2024-05-02,5,PARTIAL
1476,SO-0001476,39,2024-12-23,3,SHIPPED
1477,SO-0001477,10,2023-07-28,1,SHIPPED
1478,SO-0001478,80,2023-09-04,12,SHIPPED
1479,SO-0001479,12,2024-04-05,7,SHIPPED
1480,SO-0001480,79,2025-06-19,6,OPEN
1481,SO-0001481,3,2024-05-07,5,OPEN
1482,SO-0001482,27,2024-06-22,5,SHIPPED
1483,SO-0001483,3,2023-09-15,1,PARTIAL
1484,SO-0001484,12,2024-03-19,5,SHIPPED
1485,SO-0001485,65,2023-02-26,12,SHIPPED
1486,SO-0001486,73,2024-05-21,12,SHIPPED
1487,SO-0001487,28,2024-09-24,7,SHIPPED
1488,SO-0001488,26,2026-02-08,9,SHIPPED
1489,SO-0001489,6,2024-04-10,12,PARTIAL
1490,SO-0001490,55,2024-05-26,12,SHIPPED
1491,SO-0001491,6,2026-05-23,11,SHIPPED
1492,SO-0001492,70,2024-05-10,12,PARTIAL
1493,SO-0001493,40,2025-01-19,9,SHIPPED
1494,SO-0001494,34,2026-05-18,9,SHIPPED
1495,SO-0001495,3,2023-06-25,8,SHIPPED
1496,SO-0001496,35,2025-05-11,9,PARTIAL
1497,SO-0001497,56,2025-01-11,5,SHIPPED
1498,SO-0001498,23,2025-10-11,4,PARTIAL
1499,SO-0001499,66,2023-12-24,2,SHIPPED
1500,SO-0001500,76,2024-11-20,6,OPEN
1501,SO-0001501,18,2024-12-12,1,SHIPPED
1502,SO-0001502,72,2024-06-09,9,SHIPPED
1503,SO-0001503,46,2025-07-31,4,OPEN
1504,SO-0001504,7,2024-06-15,8,SHIPPED
1505,SO-0001505,78,2023-08-13,9,SHIPPED
1506,SO-0001506,47,2026-04-02,9,SHIPPED
1507,SO-0001507,44,2025-03-28,5,SHIPPED
1508,SO-0001508,19,2024-04-08,3,SHIPPED
1509,SO-0001509,47,2024-07-11,5,SHIPPED
1510,SO-0001510,40,2023-01-23,12,OPEN
1511,SO-0001511,20,2026-03-31,12,SHIPPED
1512,SO-0001512,73,2023-06-27,9,OPEN
1513,SO-0001513,66,2023-07-13,5,PARTIAL
1514,SO-0001514,13,2025-09-07,6,SHIPPED
1515,SO-0001515,54,2024-05-18,9,SHIPPED
1516,SO-0001516,19,2025-10-12,1,SHIPPED
1517,SO-0001517,30,2023-09-10,2,SHIPPED
1518,SO-0001518,33,2024-07-30,11,OPEN
1519,SO-0001519,57,2025-10-24,2,SHIPPED
1520,SO-0001520,68,2025-04-19,8,OPEN
1521,SO-0001521,33,2026-04-28,3,SHIPPED
1522,SO-0001522,54,2024-04-17,3,SHIPPED
1523,SO-0001523,26,2023-11-20,2,PARTIAL
1524,SO-0001524,49,2024-05-07,6,OPEN
1525,SO-0001525,50,2025-07-18,10,PARTIAL
1526,SO-0001526,61,2026-07-22,10,SHIPPED
1527,SO-0001527,40,2024-08-07,8,SHIPPED
1528,SO-0001528,8,2025-03-13,5,SHIPPED
1529,SO-0001529,64,2025-03-25,10,OPEN
1530,SO-0001530,75,2023-03-01,5,SHIPPED
1531,SO-0001531,46,2025-08-21,3,SHIPPED
1532,SO-0001532,32,2024-03-10,2,OPEN
1533,SO-0001533,65,2025-12-28,8,SHIPPED
1534,SO-0001534,57,2026-01-02,9,SHIPPED
1535,SO-0001535,26,2023-09-18,4,SHIPPED
1536,SO-0001536,30,2025-06-27,7,SHIPPED
1537,SO-0001537,32,2025-01-24,11,SHIPPED
1538,SO-0001538,80,2025-10-09,1,PARTIAL
1539,SO-0001539,76,2025-12-26,8,PARTIAL
1540,SO-0001540,34,2025-05-27,10,PARTIAL
1541,SO-0001541,39,2025-09-09,8,SHIPPED
1542,SO-0001542,23,2023-11-22,8,PARTIAL
1543,SO-0001543,56,2024-06-21,6,SHIPPED
1544,SO-0001544,31,2024-01-07,1,SHIPPED
1545,SO-0001545,67,2024-08-03,1,SHIPPED
1546,SO-0001546,9,2026-06-18,1,OPEN
1547,SO-0001547,30,2026-09-27,11,PARTIAL
1548,SO-0001548,42,2025-07-18,1,SHIPPED
1549,SO-0001549,65,2023-01-12,6,SHIPPED
1550,SO-0001550,31,2025-01-13,6,SHIPPED
1551,SO-0001551,13,2025-05-08,5,SHIPPED
1552,SO-0001552,2,2024-05-24,5,PARTIAL
1553,SO-0001553,17,2025-07-01,2,OPEN
1554,SO-0001554,13,2026-05-01,11,SHIPPED
1555,SO-0001555,64,2025-06-23,7,PARTIAL
1556,SO-0001556,45,2023-05-04,5,SHIPPED
1557,SO-0001557,11,2024-06-13,3,PARTIAL
1558,SO-0001558,76,2026-01-18,5,PARTIAL
1559,SO-0001559,9,2026-09-06,6,SHIPPED
1560,SO-0001560,62,2023-11-29,5,OPEN
1561,SO-0001561,10,2026-01-09,6,SHIPPED
1562,SO-0001562,24,2026-08-21,4,OPEN
1563,SO-0001563,45,2024-01-31,7,OPEN
1564,SO-0001564,49,2025-05-18,10,SHIPPED
1565,SO-0001565,5,2025-12-18,6,SHIPPED
1566,SO-0001566,71,2025-04-25,10,SHIPPED
1567,SO-0001567,67,2025-06-24,7,PARTIAL
1568,SO-0001568,2,2024-07-14,11,SHIPPED
1569,SO-0001569,36,2024-01-09,3,SHIPPED
1570,SO-0001570,35,2025-05-17,7,SHIPPED
1571,SO-0001571,68,2024-06-22,10,OPEN
1572,SO-0001572,49,2023-11-20,7,PARTIAL
1573,SO-0001573,19,2023-09-14,10,SHIPPED
1574,SO-0001574,73,2026-09-06,4,SHIPPED
1575,SO-0001575,11,2026-05-17,1,OPEN
1576,SO-0001576,22,2023-02-15,4,SHIPPED
1577,SO-0001577,39,2024-07-12,1,SHIPPED
1578,SO-0001578,38,2024-07-21,3,OPEN
1579,SO-0001579,33,2024-02-19,1,SHIPPED
1580,SO-0001580,44,2025-12-19,5,OPEN
1581,SO-0001581,71,2024-06-29,12,SHIPPED
1582,SO-0001582,52,2023-06-08,3,SHIPPED
1583,SO-0001583,17,2023-10-30,1,SHIPPED
1584,SO-0001584,31,2025-06-27,1,SHIPPED
1585,SO-0001585,67,2025-11-11,12,SHIPPED
1586,SO-0001586,58,2025-11-10,1,SHIPPED
1587,SO-0001587,50,2026-01-28,11,PARTIAL
1588,SO-0001588,45,2023-04-19,2,SHIPPED
1589,SO-0001589,30,2023-08-03,4,SHIPPED
1590,SO-0001590,14,2025-10-21,6,OPEN
1591,SO-0001591,9,2024-05-09,9,OPEN
1592,SO-0001592,19,2023-11-27,8,SHIPPED
1593,SO-0001593,34,2023-11-18,6,SHIPPED
1594,SO-0001594,26,2024-01-17,6,SHIPPED
1595,SO-0001595,74,2024-06-18,11,SHIPPED
1596,SO-0001596,71,2024-01-02,5,SHIPPED
1597,SO-0001597,64,2023-09-01,3,OPEN
1598,SO-0001598,15,2024-02-08,4,SHIPPED
1599,SO-0001599,19,2025-09-27,6,PARTIAL
1600,SO-0001600,43,2025-09-16,2,PARTIAL
1601,SO-0001601,11,2026-02-14,12,PARTIAL
1602,SO-0001602,32,2025-08-19,9,PARTIAL
1603,SO-0001603,22,2026-03-28,1,OPEN
1604,SO-0001604,68,2025-07-05,10,SHIPPED
1605,SO-0001605,3,2024-03-06,11,SHIPPED
1606,SO-0001606,72,2024-09-03,3,SHIPPED
1607,SO-0001607,44,2025-09-23,9,SHIPPED
1608,SO-0001608,14,2024-01-21,11,OPEN
1609,SO-0001609,4,2023-09-10,6,OPEN
1610,SO-0001610,24,2025-05-03,5,SHIPPED
1611,SO-0001611,57,2023-11-04,12,OPEN
1612,SO-0001612,29,2025-04-05,8,OPEN
1613,SO-0001613,65,2026-02-18,7,SHIPPED
1614,SO-0001614,13,2025-08-19,12,SHIPPED
1615,SO-0001615,18,2025-09-11,12,SHIPPED
1616,SO-0001616,71,2025-11-07,7,SHIPPED
1617,SO-0001617,75,2024-07-08,8,SHIPPED
1618,SO-0001618,26,2023-11-10,11,SHIPPED
1619,SO-0001619,14,2024-01-30,7,SHIPPED
1620,SO-0001620,21,2024-02-14,12,OPEN
1621,SO-0001621,78,2023-06-08,1,SHIPPED
1622,SO-0001622,60,2025-03-10,5,SHIPPED
1623,SO-0001623,64,2026-01-24,9,PARTIAL
1624,SO-0001624,31,2024-08-29,11,OPEN
1625,SO-0001625,19,2025-10-26,2,SHIPPED
1626,SO-0001626,17,2026-02-03,2,OPEN
1627,SO-0001627,55,2024-03-06,1,OPEN
1628,SO-0001628,52,2024-07-27,11,OPEN
1629,SO-0001629,34,2023-07-30,5,PARTIAL
1630,SO-0001630,52,2026-06-02,12,PARTIAL
1631,SO-0001631,35,2025-10-10,1,SHIPPED
1632,SO-0001632,74,2024-12-23,2,OPEN
1633,SO-0001633,38,2025-05-10,4,OPEN
1634,SO-0001634,57,2025-12-29,1,SHIPPED
1635,SO-0001635,48,2025-10-15,2,SHIPPED
1636,SO-0001636,11,2026-03-09,2,SHIPPED
1637,SO-0001637,56,2023-04-17,5,SHIPPED
1638,SO-0001638,50,2023-10-25,12,SHIPPED
1639,SO-0001639,61,2025-10-16,11,SHIPPED
1640,SO-0001640,7,2026-09-23,3,OPEN
1641,SO-0001641,50,2024-06-10,3,SHIPPED
1642,SO-0001642,72,2024-01-28,10,SHIPPED
1643,SO-0001643,37,2025-11-25,5,SHIPPED
1644,SO-0001644,1,2025-08-12,3,OPEN
1645,SO-0001645,38,2025-02-28,8,SHIPPED
1646,SO-0001646,32,2026-01-28,6,SHIPPED
1647,SO-0001647,75,2024-06-13,11,SHIPPED
1648,SO-0001648,4,2025-04-10,4,SHIPPED
1649,SO-0001649,75,2024-02-01,8,PARTIAL
1650,SO-0001650,28,2025-11-16,1,PARTIAL
1651,SO-0001651,13,2025-02-16,1,SHIPPED
1652,SO-0001652,3,2023-12-10,1,SHIPPED
1653,SO-0001653,54,2026-02-27,10,OPEN
1654,SO-0001654,29,2025-05-07,10,OPEN
1655,SO-0001655,14,2026-04-16,12,OPEN
1656,SO-0001656,22,2025-12-10,5,OPEN
1657,SO-0001657,37,2023-08-18,11,PARTIAL
1658,SO-0001658,8,2023-12-12,8,SHIPPED
1659,SO-0001659,7,2023-11-04,8,OPEN
1660,SO-0001660,47,2023-08-21,6,SHIPPED
1661,SO-0001661,66,2024-07-19,3,SHIPPED
1662,SO-0001662,64,2023-08-22,11,OPEN
1663,SO-0001663,23,2024-04-15,7,SHIPPED
1664,SO-0001664,2,2025-10-28,11,SHIPPED
1665,SO-0001665,59,2023-01-16,11,OPEN
1666,SO-0001666,69,2023-08-12,10,SHIPPED
1667,SO-0001667,14,2024-05-05,5,SHIPPED
1668,SO-0001668,76,2026-01-07,8,SHIPPED
1669,SO-0001669,2,2024-05-12,8,SHIPPED
1670,SO-0001670,26,2024-12-25,4,SHIPPED
1671,SO-0001671,57,2026-02-20,3,SHIPPED
1672,SO-0001672,29,2023-03-09,12,SHIPPED
1673,SO-0001673,41,2023-01-19,5,SHIPPED
1674,SO-0001674,3,2025-07-10,4,SHIPPED
1675,SO-0001675,17,2023-02-22,3,SHIPPED
1676,SO-0001676,20,2025-07-09,2,PARTIAL
1677,SO-0001677,43,2024-07-28,3,OPEN
1678,SO-0001678,65,2024-11-25,8,SHIPPED
1679,SO-0001679,3,2023-03-01,8,SHIPPED
1680,SO-0001680,73,2025-12-13,11,SHIPPED
1681,SO-0001681,5,2024-07-28,12,PARTIAL
1682,SO-0001682,24,2023-07-09,2,OPEN
1683,SO-0001683,73,2024-07-27,9,OPEN
1684,SO-0001684,65,2024-06-10,12,SHIPPED
1685,SO-0001685,60,2024-05-13,12,PARTIAL
1686,SO-0001686,57,2024-12-04,10,SHIPPED
1687,SO-0001687,41,2024-03-03,8,PARTIAL
1688,SO-0001688,62,2026-04-29,9,OPEN
1689,SO-0001689,46,2023-10-04,10,SHIPPED
1690,SO-0001690,30,2024-05-07,6,SHIPPED
1691,SO-0001691,42,2025-10-28,2,OPEN
1692,SO-0001692,75,2024-05-30,1,OPEN
1693,SO-0001693,7,2026-02-21,11,SHIPPED
1694,SO-0001694,69,2024-07-31,11,SHIPPED
1695,SO-0001695,58,2025-03-16,1,SHIPPED
1696,SO-0001696,31,2024-10-19,7,OPEN
1697,SO-0001697,50,2023-01-24,3,OPEN
1698,SO-0001698,34,2023-12-14,5,OPEN
1699,SO-0001699,54,2025-08-10,10,OPEN
1700,SO-0001700,37,2023-11-08,9,SHIPPED
1701,SO-0001701,64,2023-07-03,7,SHIPPED
1702,SO-0001702,61,2024-06-13,8,SHIPPED
1703,SO-0001703,20,2024-02-06,1,OPEN
1704,SO-0001704,73,2026-09-22,10,SHIPPED
1705,SO-0001705,23,2023-10-22,3,SHIPPED
1706,SO-0001706,51,2023-03-15,10,SHIPPED
1707,SO-0001707,12,2023-11-22,1,SHIPPED
1708,SO-0001708,48,2025-01-02,11,PARTIAL
1709,SO-0001709,51,2023-05-07,12,SHIPPED
1710,SO-0001710,7,2025-12-21,3,PARTIAL
1711,SO-0001711,24,2026-04-05,2,PARTIAL
1712,SO-0001712,9,2026-06-07,8,SHIPPED
1713,SO-0001713,49,2025-06-09,3,SHIPPED
1714,SO-0001714,34,2025-06-04,7,SHIPPED
1715,SO-0001715,44,2024-06-20,2,SHIPPED
1716,SO-0001716,13,2024-02-09,2,SHIPPED
1717,SO-0001717,6,2026-08-23,1,OPEN
1718,SO-0001718,2,2025-12-21,2,OPEN
1719,SO-0001719,39,2026-09-17,8,SHIPPED
1720,SO-0001720,52,2026-01-02,2,SHIPPED
1721,SO-0001721,60,2024-02-07,12,OPEN
1722,SO-0001722,47,2024-04-26,9,SHIPPED
