BOM_LINE_ID,BOM_ID,PART_ID,QUANTITY_PER,FIND_NUMBER
2985,299,11196,16.0000,5
2986,299,5586,11.0000,6
2987,299,8343,12.0000,7
2988,299,1101,7.0000,8
2989,299,17361,5.0000,9
2990,299,8520,17.0000,10
2991,300,4901,12.0000,1
2992,300,24026,9.0000,2
2993,300,23941,19.0000,3
2994,300,27567,17.0000,4
2995,300,7536,9.0000,5
2996,300,2510,9.0000,6
2997,300,19669,1.0000,7
2998,300,16692,2.0000,8
2999,300,25781,12.0000,9
3000,300,23457,5.0000,10
3001,301,5118,3.0000,1
3002,301,10538,3.0000,2
3003,301,25777,8.0000,3
3004,301,27029,13.0000,4
3005,301,24126,18.0000,5
3006,301,23480,14.0000,6
3007,301,16076,15.0000,7
3008,301,27841,11.0000,8
3009,301,23003,3.0000,9
3010,301,21012,11.0000,10
3011,302,14417,16.0000,1
3012,302,19935,20.0000,2
3013,302,4732,18.0000,3
3014,302,1863,19.0000,4
3015,302,2045,5.0000,5
3016,302,16406,5.0000,6
3017,302,10438,10.0000,7
3018,302,18987,9.0000,8
3019,302,5821,3.0000,9
3020,302,1414,2.0000,10
3021,303,13987,10.0000,1
3022,303,7753,12.0000,2
3023,303,19532,7.0000,3
3024,303,2949,13.0000,4
3025,303,16057,5.0000,5
3026,303,18975,1.0000,6
3027,303,7124,18.0000,7
3028,303,2243,17.0000,8
3029,303,18279,9.0000,9
3030,303,28715,7.0000,10
3031,304,4482,7.0000,1
3032,304,10884,5.0000,2
3033,304,11430,7.0000,3
3034,304,3113,5.0000,4
3035,304,25486,12.0000,5
3036,304,22511,7.0000,6
3037,304,27975,10.0000,7
3038,304,6696,7.0000,8
3039,304,21868,10.0000,9
3040,304,4363,2.0000,10
3041,305,5302,8.0000,1
3042,305,13536,14.0000,2
3043,305,29808,2.0000,3
3044,305,3746,16.0000,4
3045,305,4143,13.0000,5
3046,305,13699,5.0000,6
3047,305,28153,3.0000,7
3048,305,1092,4.0000,8
3049,305,24,9.0000,9
3050,305,10415,3.0000,10
3051,306,5886,16.0000,1
3052,306,7951,7.0000,2
3053,306,5193,8.0000,3
3054,306,5465,8.0000,4
3055,306,16655,13.0000,5
3056,306,25424,15.0000,6
3057,306,11541,15.0000,7
3058,306,6773,7.0000,8
3059,306,29240,17.0000,9
3060,306,10339,11.0000,10
3061,307,7076,2.0000,1
3062,307,27402,20.0000,2
3063,307,6098,9.0000,3
3064,307,16781,18.0000,4
3065,307,10661,5.0000,5
3066,307,17975,5.0000,6
3067,307,8236,5.0000,7
3068,307,21552,5.0000,8
3069,307,14380,17.0000,9
3070,307,2637,11.0000,10
3071,308,2516,3.0000,1
3072,308,20576,11.0000,2
3073,308,14406,2.0000,3
3074,308,8288,5.0000,4
3075,308,21243,6.0000,5
3076,308,23645,18.0000,6
3077,308,646,2.0000,7
3078,308,28278,1.0000,8
3079,308,13282,8.0000,9
3080,308,21443,19.0000,10
3081,309,29261,12.0000,1
3082,309,16356,10.0000,2
3083,309,28776,4.0000,3
3084,309,28385,11.0000,4
3085,309,17318,18.0000,5
3086,309,4760,1.0000,6
3087,309,5660,6.0000,7
3088,309,17234,11.0000,8
3089,309,26979,8.0000,9
3090,309,1242,11.0000,10
3091,310,18019,9.0000,1
3092,310,10369,12.0000,2
3093,310,10722,13.0000,3
3094,310,12079,16.0000,4
3095,310,8728,11.0000,5
3096,310,28526,18.0000,6
3097,310,2345,16.0000,7
3098,310,13093,3.0000,8
3099,310,8030,2.0000,9
3100,310,16380,1.0000,10
3101,311,24193,13.0000,1
3102,311,8947,16.0000,2
3103,311,18355,15.0000,3
3104,311,14604,4.0000,4
3105,311,28475,7.0000,5
3106,311,17577,11.0000,6
3107,311,12138,20.0000,7
3108,311,17346,20.0000,8
3109,311,7708,13.0000,9
3110,311,8055,16.0000,10
3111,312,26637,6.0000,1
3112,312,27346,4.0000,2
3113,312,16860,13.0000,3
3114,312,18728,4.0000,4
3115,312,6928,20.0000,5
3116,312,11653,19.0000,6
3117,312,6098,18.0000,7
3118,312,13676,2.0000,8
3119,312,17601,20.0000,9
3120,312,138,7.0000,10
3121,313,15448,20.0000,1
3122,313,4813,17.0000,2
3123,313,3798,11.0000,3
3124,313,21488,10.0000,4
3125,313,29671,9.0000,5
3126,313,22825,17.0000,6
3127,313,4740,17.0000,7
3128,313,19367,12.0000,8
3129,313,2904,7.0000,9
3130,313,16358,19.0000,10
3131,314,5408,18.0000,1
3132,314,17263,5.0000,2
3133,314,11679,11.0000,3
3134,314,11646,16.0000,4
3135,314,15714,5.0000,5
3136,314,3268,12.0000,6
3137,314,13771,5.0000,7
3138,314,21270,16.0000,8
3139,314,20250,1.0000,9
3140,314,22472,20.0000,10
3141,315,19632,4.0000,1
3142,315,3531,3.0000,2
3143,315,25630,20.0000,3
3144,315,9223,16.0000,4
3145,315,26736,5.0000,5
3146,315,2341,8.0000,6
3147,315,25121,13.0000,7
3148,315,23937,1.0000,8
3149,315,27246,15.0000,9
3150,315,10682,13.0000,10
3151,316,28415,3.0000,1
3152,316,29801,7.0000,2
3153,316,27169,5.0000,3
3154,316,14633,17.0000,4
3155,316,19367,3.0000,5
3156,316,13781,19.0000,6
3157,316,8523,18.0000,7
3158,316,17856,20.0000,8
3159,316,3884,16.0000,9
3160,316,4657,3.0000,10
3161,317,7819,6.0000,1
3162,317,773,1.0000,2
3163,317,22286,14.0000,3
3164,317,8414,19.0000,4
3165,317,8024,13.0000,5
3166,317,6633,13.0000,6
3167,317,13403,4.0000,7
3168,317,6514,1.0000,8
3169,317,16302,19.0000,9
3170,317,21511,6.0000,10
3171,318,24746,15.0000,1
3172,318,3934,17.0000,2
3173,318,26402,8.0000,3
3174,318,10555,11.0000,4
3175,318,25477,8.0000,5
3176,318,8252,15.0000,6
3177,318,26110,6.0000,7
3178,318,24788,18.0000,8
3179,318,20124,19.0000,9
3180,318,11965,7.0000,10
3181,319,15269,16.0000,1
3182,319,26794,4.0000,2
3183,319,660,14.0000,3
3184,319,621,10.0000,4
3185,319,27953,20.0000,5
3186,319,25981,17.0000,6
3187,319,16930,14.0000,7
3188,319,21536,5.0000,8
3189,319,16734,2.0000,9
3190,319,12501,5.0000,10
3191,320,6183,1.0000,1
3192,320,8368,10.0000,2
3193,320,17503,20.0000,3
3194,320,22527,16.0000,4
3195,320,5926,8.0000,5
3196,320,7634,20.0000,6
3197,320,22183,13.0000,7
3198,320,18765,13.0000,8
3199,320,11021,3.0000,9
3200,320,21911,20.0000,10
3201,321,20492,4.0000,1
3202,321,15723,6.0000,2
3203,321,12687,8.0000,3
3204,321,11872,4.0000,4
3205,321,6658,10.0000,5
3206,321,606,8.0000,6
3207,321,16046,20.0000,7
3208,321,11914,15.0000,8
3209,321,19013,15.0000,9
3210,321,18332,20.0000,10
3211,322,5654,19.0000,1
3212,322,19886,6.0000,2
3213,322,2798,7.0000,3
3214,322,12146,3.0000,4
3215,322,13223,2.0000,5
3216,322,11839,8.0000,6
3217,322,21078,18.0000,7
3218,322,3316,15.0000,8
3219,322,10686,17.0000,9
3220,322,14234,11.0000,10
3221,323,27120,20.0000,1
3222,323,21245,8.0000,2
3223,323,25811,1.0000,3
3224,323,28323,15.0000,4
3225,323,26079,2.0000,5
3226,323,628,20.0000,6
3227,323,13626,12.0000,7
3228,323,25948,12.0000,8
3229,323,18927,16.0000,9
3230,323,2536,17.0000,10
3231,324,28449,4.0000,1
3232,324,29453,8.0000,2
3233,324,25422,15.0000,3
3234,324,14089,14.0000,4
3235,324,19076,1.0000,5
3236,324,7836,5.0000,6
3237,324,5372,2.0000,7
3238,324,29762,13.0000,8
3239,324,3311,3.0000,9
3240,324,788,14.0000,10
3241,325,5395,2.0000,1
3242,325,7516,13.0000,2
3243,325,5285,15.0000,3
3244,325,23291,16.0000,4
3245,325,16876,3.0000,5
3246,325,7852,19.0000,6
3247,325,15831,12.0000,7
3248,325,18393,17.0000,8
3249,325,22983,5.0000,9
3250,325,17524,17.0000,10
3251,326,2478,7.0000,1
3252,326,14962,11.0000,2
3253,326,13681,12.0000,3
3254,326,9902,19.0000,4
3255,326,26296,16.0000,5
3256,326,14138,7.0000,6
3257,326,24461,13.0000,7
3258,326,22705,19.0000,8
3259,326,20698,14.0000,9
3260,326,2095,3.0000,10
3261,327,17909,15.0000,1
3262,327,13639,17.0000,2
3263,327,25966,10.0000,3
3264,327,5268,4.0000,4
3265,327,21412,16.0000,5
3266,327,11025,9.0000,6
3267,327,8799,2.0000,7
3268,327,1200,19.0000,8
3269,327,6404,20.0000,9
3270,327,20518,10.0000,10
3271,328,21212,15.0000,1
3272,328,25354,3.0000,2
3273,328,401,5.0000,3
3274,328,6025,12.0000,4
3275,328,5035,14.0000,5
3276,328,24853,13.0000,6
3277,328,19210,8.0000,7
3278,328,3890,15.0000,8
3279,328,19631,6.0000,9
3280,328,9704,2.0000,10
3281,329,2993,19.0000,1
3282,329,17835,5.0000,2
3283,329,17310,18.0000,3
3284,329,3924,5.0000,4
3285,329,1623,13.0000,5
3286,329,10776,11.0000,6
3287,329,15130,14.0000,7
3288,329,1363,16.0000,8
3289,329,13626,10.0000,9
3290,329,25513,3.0000,10
3291,330,5543,20.0000,1
3292,330,29800,3.0000,2
3293,330,18675,15.0000,3
3294,330,5781,6.0000,4
3295,330,20393,7.0000,5
3296,330,17234,12.0000,6
3297,330,23194,7.0000,7
3298,330,20497,3.0000,8
3299,330,29725,7.0000,9
3300,330,28654,7.0000,10
3301,331,7088,4.0000,1
3302,331,24586,14.0000,2
3303,331,17856,7.0000,3
3304,331,19713,5.0000,4
3305,331,29608,14.0000,5
3306,331,459,11.0000,6
3307,331,3674,1.0000,7
3308,331,17205,19.0000,8
3309,331,6781,4.0000,9
3310,331,21935,19.0000,10
3311,332,26101,2.0000,1
3312,332,14686,13.0000,2
3313,332,9252,15.0000,3
3314,332,14253,15.0000,4
3315,332,9599,3.0000,5
3316,332,20788,14.0000,6
3317,332,22859,5.0000,7
3318,332,24867,5.0000,8
3319,332,29156,9.0000,9
3320,332,28861,16.0000,10
3321,333,23203,2.0000,1
3322,333,2015,8.0000,2
3323,333,7256,9.0000,3
3324,333,7696,3.0000,4
3325,333,20341,7.0000,5
3326,333,7581,12.0000,6
3327,333,9499,15.0000,7
3328,333,15414,11.0000,8
3329,333,10009,10.0000,9
3330,333,20084,5.0000,10
3331,334,18673,19.0000,1
3332,334,3215,17.0000,2
3333,334,29112,5.0000,3
3334,334,15642,9.0000,4
3335,334,17429,4.0000,5
3336,334,27925,4.0000,6
3337,334,12839,15.0000,7
3338,334,11310,19.0000,8
3339,334,21081,1.0000,9
3340,334,17901,11.0000,10
3341,335,17101,4.0000,1
3342,335,1364,9.0000,2
3343,335,17820,17.0000,3
3344,335,22506,4.0000,4
3345,335,25999,2.0000,5
3346,335,16479,20.0000,6
3347,335,15486,9.0000,7
3348,335,9406,7.0000,8
3349,335,17815,13.0000,9
3350,335,3090,20.0000,10
3351,336,20696,4.0000,1
3352,336,12901,20.0000,2
3353,336,15524,2.0000,3
3354,336,1217,13.0000,4
3355,336,28574,14.0000,5
3356,336,21444,6.0000,6
3357,336,14388,18.0000,7
3358,336,7731,3.0000,8
3359,336,6981,9.0000,9
3360,336,23205,10.0000,10
3361,337,11447,17.0000,1
3362,337,2808,15.0000,2
3363,337,21004,5.0000,3
3364,337,14374,11.0000,4
3365,337,28289,15.0000,5
3366,337,4577,9.0000,6
3367,337,2260,13.0000,7
3368,337,23864,14.0000,8
3369,337,24785,11.0000,9
3370,337,27254,1.0000,10
3371,338,11622,2.0000,1
3372,338,26826,12.0000,2
3373,338,12506,1.0000,3
3374,338,6855,9.0000,4
3375,338,23181,11.0000,5
3376,338,4308,12.0000,6
3377,338,9121,19.0000,7
3378,338,27682,11.0000,8
3379,338,26190,4.0000,9
3380,338,2235,15.0000,10
3381,339,8634,10.0000,1
3382,339,4344,15.0000,2
3383,339,29300,7.0000,3
3384,339,13445,18.0000,4
3385,339,14392,18.0000,5
3386,339,20300,2.0000,6
3387,339,26186,7.0000,7
3388,339,13509,7.0000,8
3389,339,17630,18.0000,9
3390,339,17762,18.0000,10
3391,340,14591,7.0000,1
3392,340,16646,9.0000,2
3393,340,20637,20.0000,3
3394,340,8065,3.0000,4
3395,340,11379,3.0000,5
3396,340,26071,8.0000,6
3397,340,95,11.0000,7
3398,340,13294,12.0000,8
3399,340,9177,14.0000,9
3400,340,2461,12.0000,10
3401,341,29528,8.0000,1
3402,341,26908,3.0000,2
3403,341,15551,8.0000,3
3404,341,15175,19.0000,4
3405,341,5139,4.0000,5
3406,341,10123,4.0000,6
3407,341,29905,16.0000,7
3408,341,960,9.0000,8
3409,341,26165,10.0000,9
3410,341,5159,1.0000,10
3411,342,9090,18.0000,1
3412,342,28012,15.0000,2
3413,342,5619,19.0000,3
3414,342,7005,10.0000,4
3415,342,27871,14.0000,5
3416,342,4749,10.0000,6
3417,342,14311,11.0000,7
3418,342,25221,17.0000,8
3419,342,25829,14.0000,9
3420,342,18661,15.0000,10
3421,343,22647,5.0000,1
3422,343,28615,14.0000,2
3423,343,3178,14.0000,3
3424,343,18029,11.0000,4
3425,343,4921,19.0000,5
3426,343,3566,11.0000,6
3427,343,12721,14.0000,7
3428,343,9338,19.0000,8
3429,343,6041,12.0000,9
3430,343,5738,3.0000,10
3431,344,21703,12.0000,1
3432,344,4477,13.0000,2
3433,344,10569,6.0000,3
3434,344,5886,4.0000,4
3435,344,28069,10.0000,5
3436,344,3904,18.0000,6
3437,344,12614,19.0000,7
3438,344,6943,11.0000,8
3439,344,19527,8.0000,9
3440,344,3258,18.0000,10
3441,345,7235,20.0000,1
3442,345,5490,18.0000,2
3443,345,269,1.0000,3
3444,345,21089,18.0000,4
3445,345,21998,14.0000,5
3446,345,11466,9.0000,6
3447,345,18716,8.0000,7
3448,345,2177,14.0000,8
3449,345,17569,11.0000,9
3450,345,16838,19.0000,10
3451,346,16943,8.0000,1
3452,346,6589,15.0000,2
3453,346,21842,6.0000,3
3454,346,14534,10.0000,4
3455,346,23842,8.0000,5
3456,346,15731,15.0000,6
3457,346,55,7.0000,7
3458,346,10935,16.0000,8
3459,346,11905,2.0000,9
3460,346,21109,15.0000,10
3461,347,23587,9.0000,1
3462,347,28360,12.0000,2
3463,347,27709,8.0000,3
3464,347,26931,17.0000,4
3465,347,9337,7.0000,5
3466,347,24109,1.0000,6
3467,347,22158,8.0000,7
3468,347,4097,15.0000,8
3469,347,6157,16.0000,9
3470,347,18677,14.0000,10
3471,348,9189,3.0000,1
3472,348,8852,9.0000,2
3473,348,11238,6.0000,3
3474,348,26738,1.0000,4
3475,348,13389,3.0000,5
3476,348,13366,7.0000,6
3477,348,17185,7.0000,7
3478,348,24203,10.0000,8
3479,348,17971,17.0000,9
3480,348,16636,16.0000,10
3481,349,14153,1.0000,1
3482,349,21110,5.0000,2
3483,349,11561,1.0000,3
3484,349,11781,11.0000,4
3485,349,20015,19.0000,5
3486,349,28039,17.0000,6
3487,349,15971,1.0000,7
3488,349,26730,17.0000,8
3489,349,19476,14.0000,9
3490,349,10122,18.0000,10
3491,350,4034,7.0000,1
3492,350,20377,17.0000,2
3493,350,15753,2.0000,3
3494,350,27689,2.0000,4
3495,350,10698,4.0000,5
3496,350,10056,14.0000,6
3497,350,6263,17.0000,7
3498,350,6085,7.0000,8
3499,350,5142,9.0000,9
3500,350,26482,2.0000,10
3501,351,14444,19.0000,1
3502,351,13302,8.0000,2
3503,351,26376,1.0000,3
3504,351,23876,18.0000,4
3505,351,17201,15.0000,5
3506,351,7117,7.0000,6
3507,351,18754,19.0000,7
3508,351,24517,4.0000,8
3509,351,28448,19.0000,9
3510,351,28083,19.0000,10
3511,352,20492,15.0000,1
3512,352,9492,4.0000,2
3513,352,23087,18.0000,3
3514,352,20333,4.0000,4
3515,352,18791,3.0000,5
3516,352,2691,14.0000,6
3517,352,12441,20.0000,7
3518,352,16787,6.0000,8
3519,352,16145,8.0000,9
3520,352,1804,9.0000,10
3521,353,4633,14.0000,1
3522,353,8246,8.0000,2
3523,353,3920,10.0000,3
3524,353,16725,4.0000,4
3525,353,11584,5.0000,5
3526,353,7145,11.0000,6
3527,353,16476,2.0000,7
3528,353,1139,6.0000,8
3529,353,1533,17.0000,9
3530,353,19843,1.0000,10
3531,354,19923,7.0000,1
3532,354,11032,1.0000,2
3533,354,2795,10.0000,3
3534,354,21661,7.0000,4
3535,354,26490,8.0000,5
3536,354,7621,9.0000,6
3537,354,27327,13.0000,7
3538,354,22074,1.0000,8
3539,354,3146,10.0000,9
3540,354,28765,6.0000,10
3541,355,21704,6.0000,1
3542,355,3675,10.0000,2
3543,355,12077,5.0000,3
3544,355,1962,8.0000,4
3545,355,20232,7.0000,5
3546,355,10168,4.0000,6
3547,355,518,2.0000,7
3548,355,19897,11.0000,8
3549,355,2239,9.0000,9
3550,355,21390,4.0000,10
3551,356,8609,4.0000,1
3552,356,6172,13.0000,2
3553,356,4535,16.0000,3
3554,356,19576,19.0000,4
3555,356,333,15.0000,5
3556,356,28733,10.0000,6
3557,356,18108,16.0000,7
3558,356,11591,3.0000,8
3559,356,28978,2.0000,9
3560,356,22358,12.0000,10
3561,357,10931,12.0000,1
3562,357,8926,5.0000,2
3563,357,19631,11.0000,3
3564,357,8271,5.0000,4
3565,357,7160,4.0000,5
3566,357,13824,8.0000,6
3567,357,13749,15.0000,7
3568,357,22721,17.0000,8
3569,357,19325,3.0000,9
3570,357,13294,5.0000,10
3571,358,19931,4.0000,1
3572,358,27512,20.0000,2
3573,358,18000,3.0000,3
3574,358,28275,19.0000,4
3575,358,19947,18.0000,5
3576,358,16769,10.0000,6
3577,358,12342,13.0000,7
3578,358,606,17.0000,8
3579,358,9892,17.0000,9
3580,358,27174,17.0000,10
3581,359,26463,14.0000,1
3582,359,15435,16.0000,2
3583,359,6649,2.0000,3
3584,359,21442,10.0000,4
3585,359,21888,19.0000,5
3586,359,14016,7.0000,6
3587,359,27980,11.0000,7
3588,359,5201,6.0000,8
3589,359,4998,19.0000,9
3590,359,19684,7.0000,10
3591,360,17197,4.0000,1
3592,360,15688,1.0000,2
3593,360,15616,2.0000,3
3594,360,23530,9.0000,4
3595,360,2722,2.0000,5
3596,360,14945,15.0000,6
3597,360,17028,2.0000,7
3598,360,12798,6.0000,8
3599,360,17923,17.0000,9
3600,360,24164,14.0000,10
3601,361,29752,10.0000,1
3602,361,2952,4.0000,2
3603,361,28284,7.0000,3
3604,361,3277,10.0000,4
3605,361,14017,19.0000,5
3606,361,10915,4.0000,6
3607,361,17144,16.0000,7
3608,361,29249,16.0000,8
3609,361,6647,7.0000,9
3610,361,19609,5.0000,10
3611,362,11586,16.0000,1
3612,362,22538,14.0000,2
3613,362,20374,6.0000,3
3614,362,16092,7.0000,4
3615,362,21861,16.0000,5
3616,362,3077,8.0000,6
3617,362,446,4.0000,7
3618,362,4308,7.0000,8
3619,362,3720,18.0000,9
3620,362,4712,14.0000,10
3621,363,16938,20.0000,1
3622,363,23896,15.0000,2
3623,363,6013,17.0000,3
3624,363,2954,17.0000,4
3625,363,4407,2.0000,5
3626,363,7249,14.0000,6
3627,363,7389,19.0000,7
3628,363,13040,4.0000,8
3629,363,27507,14.0000,9
3630,363,11172,19.0000,10
3631,364,18671,4.0000,1
3632,364,22913,3.0000,2
3633,364,4244,4.0000,3
3634,364,967,4.0000,4
3635,364,23783,18.0000,5
3636,364,19766,5.0000,6
3637,364,4437,18.0000,7
3638,364,1978,7.0000,8
3639,364,1389,9.0000,9
3640,364,26146,6.0000,10
3641,365,10088,20.0000,1
3642,365,20349,14.0000,2
3643,365,15383,20.0000,3
3644,365,1806,18.0000,4
3645,365,23829,19.0000,5
3646,365,26756,5.0000,6
3647,365,17097,19.0000,7
3648,365,329,15.0000,8
3649,365,24405,18.0000,9
3650,365,5310,20.0000,10
3651,366,24780,16.0000,1
3652,366,1631,6.0000,2
3653,366,16226,15.0000,3
3654,366,9998,4.0000,4
3655,366,14657,19.0000,5
3656,366,26190,19.0000,6
3657,366,6798,20.0000,7
3658,366,712,11.0000,8
3659,366,6414,7.0000,9
3660,366,24321,10.0000,10
3661,367,29955,4.0000,1
3662,367,2375,8.0000,2
3663,367,5755,1.0000,3
3664,367,14603,19.0000,4
3665,367,3876,4.0000,5
3666,367,26338,15.0000,6
3667,367,17941,18.0000,7
3668,367,15026,17.0000,8
3669,367,498,16.0000,9
3670,367,2211,14.0000,10
3671,368,17836,2.0000,1
3672,368,26987,7.0000,2
3673,368,13154,19.0000,3
3674,368,29774,8.0000,4
3675,368,4663,10.0000,5
3676,368,8293,5.0000,6
3677,368,27845,15.0000,7
3678,368,11391,14.0000,8
3679,368,8397,2.0000,9
3680,368,27178,19.0000,10
3681,369,15743,11.0000,1
3682,369,859,4.0000,2
3683,369,20564,3.0000,3
3684,369,23241,16.0000,4
3685,369,9435,10.0000,5
3686,369,26534,1.0000,6
3687,369,11723,10.0000,7
3688,369,24337,4.0000,8
3689,369,27249,1.0000,9
3690,369,1262,19.0000,10
3691,370,25891,2.0000,1
3692,370,18504,4.0000,2
3693,370,24809,14.0000,3
3694,370,10583,6.0000,4
3695,370,8124,10.0000,5
3696,370,8428,11.0000,6
3697,370,8489,19.0000,7
3698,370,19147,17.0000,8
3699,370,9575,6.0000,9
3700,370,15193,7.0000,10
3701,371,26843,3.0000,1
3702,371,7005,4.0000,2
3703,371,20653,7.0000,3
3704,371,23805,18.0000,4
3705,371,15212,5.0000,5
3706,371,19589,5.0000,6
3707,371,9735,4.0000,7
3708,371,24617,9.0000,8
3709,371,16766,20.0000,9
3710,371,10458,10.0000,10
3711,372,7299,1.0000,1
3712,372,22358,15.0000,2
3713,372,22022,14.0000,3
3714,372,7702,10.0000,4
3715,372,28194,1.0000,5
3716,372,14903,15.0000,6
3717,372,11906,13.0000,7
3718,372,14745,8.0000,8
3719,372,11765,19.0000,9
3720,372,18379,18.0000,10
3721,373,353,12.0000,1
3722,373,14628,5.0000,2
3723,373,18048,18.0000,3
3724,373,2936,4.0000,4
3725,373,6715,16.0000,5
3726,373,20054,11.0000,6
3727,373,19410,16.0000,7
3728,373,10648,2.0000,8
3729,373,23183,19.0000,9
3730,373,15393,4.0000,10
3731,374,6140,20.0000,1
3732,374,1364,13.0000,2
3733,374,4144,5.0000,3
3734,374,631,10.0000,4
3735,374,3921,18.0000,5
3736,374,12861,1.0000,6
3737,374,3319,16.0000,7
3738,374,14999,16.0000,8
3739,374,15504,9.0000,9
3740,374,13784,4.0000,10
3741,375,25666,8.0000,1
3742,375,17338,17.0000,2
3743,375,16185,8.0000,3
3744,375,15543,18.0000,4
3745,375,14856,10.0000,5
3746,375,14001,3.0000,6
3747,375,13276,6.0000,7
3748,375,23349,18.0000,8
3749,375,24135,19.0000,9
3750,375,5783,7.0000,10
3751,376,26275,5.0000,1
3752,376,17047,14.0000,2
3753,376,8663,18.0000,3
3754,376,22306,4.0000,4
3755,376,25720,15.0000,5
3756,376,12033,13.0000,6
3757,376,3417,1.0000,7
3758,376,13957,9.0000,8
3759,376,16920,8.0000,9
3760,376,3760,13.0000,10
3761,377,17602,2.0000,1
3762,377,15441,14.0000,2
3763,377,6355,17.0000,3
3764,377,28038,4.0000,4
3765,377,25621,7.0000,5
3766,377,20809,17.0000,6
3767,377,21701,4.0000,7
3768,377,17522,10.0000,8
3769,377,2218,7.0000,9
3770,377,17755,14.0000,10
3771,378,28037,20.0000,1
3772,378,2120,9.0000,2
3773,378,15799,11.0000,3
3774,378,28227,14.0000,4
3775,378,21717,12.0000,5
3776,378,18670,9.0000,6
3777,378,2436,4.0000,7
3778,378,11259,14.0000,8
3779,378,2205,7.0000,9
3780,378,20350,16.0000,10
3781,379,10756,9.0000,1
3782,379,24412,6.0000,2
3783,379,25561,20.0000,3
3784,379,25222,4.0000,4
3785,379,1240,1.0000,5
3786,379,21579,10.0000,6
3787,379,14713,15.0000,7
3788,379,6664,5.0000,8
3789,379,3345,1.0000,9
3790,379,17400,2.0000,10
3791,380,12865,20.0000,1
3792,380,5709,15.0000,2
3793,380,15915,3.0000,3
3794,380,13563,7.0000,4
3795,380,1531,14.0000,5
3796,380,8230,20.0000,6
3797,380,6366,2.0000,7
3798,380,17936,19.0000,8
3799,380,19055,2.0000,9
3800,380,26852,1.0000,10
3801,381,25878,10.0000,1
3802,381,15635,2.0000,2
3803,381,25252,3.0000,3
3804,381,15641,16.0000,4
3805,381,15678,14.0000,5
3806,381,10045,2.0000,6
3807,381,1335,7.0000,7
3808,381,10559,3.0000,8
3809,381,7166,12.0000,9
3810,381,11988,16.0000,10
3811,382,8919,3.0000,1
3812,382,11295,11.0000,2
3813,382,6449,14.0000,3
3814,382,4608,3.0000,4
3815,382,26285,4.0000,5
3816,382,17160,11.0000,6
3817,382,18396,9.0000,7
3818,382,28553,3.0000,8
3819,382,26572,19.0000,9
3820,382,20355,1.0000,10
3821,383,2913,3.0000,1
3822,383,10463,8.0000,2
3823,383,1706,17.0000,3
3824,383,29304,1.0000,4
3825,383,10842,16.0000,5
3826,383,4394,5.0000,6
3827,383,15028,16.0000,7
3828,383,5957,19.0000,8
3829,383,29492,17.0000,9
3830,383,12770,3.0000,10
3831,384,25580,17.0000,1
3832,384,27203,18.0000,2
3833,384,7321,2.0000,3
3834,384,23238,13.0000,4
3835,384,2419,9.0000,5
3836,384,12411,11.0000,6
3837,384,10360,20.0000,7
3838,384,29117,9.0000,8
3839,384,17498,9.0000,9
3840,384,18463,6.0000,10
3841,385,25084,13.0000,1
3842,385,1428,18.0000,2
3843,385,33,19.0000,3
3844,385,2642,11.0000,4
3845,385,2574,6.0000,5
3846,385,27916,14.0000,6
3847,385,7676,5.0000,7
3848,385,29206,17.0000,8
3849,385,4101,12.0000,9
3850,385,12245,3.0000,10
3851,386,21413,6.0000,1
3852,386,602,5.0000,2
3853,386,23476,16.0000,3
3854,386,954,10.0000,4
3855,386,27656,4.0000,5
3856,386,13903,5.0000,6
3857,386,26857,11.0000,7
3858,386,24917,4.0000,8
3859,386,4437,4.0000,9
3860,386,28703,18.0000,10
3861,387,2535,8.0000,1
3862,387,18611,15.0000,2
3863,387,25704,2.0000,3
3864,387,16433,4.0000,4
3865,387,28468,7.0000,5
3866,387,26496,18.0000,6
3867,387,3672,7.0000,7
3868,387,4532,18.0000,8
3869,387,1346,15.0000,9
3870,387,24474,18.0000,10
3871,388,1844,8.0000,1
3872,388,24966,8.0000,2
3873,388,3210,13.0000,3
3874,388,25687,2.0000,4
3875,388,11,15.0000,5
3876,388,26345,3.0000,6
3877,388,14690,13.0000,7
3878,388,28421,16.0000,8
3879,388,2440,12.0000,9
3880,388,24089,18.0000,10
3881,389,27982,1.0000,1
3882,389,21325,13.0000,2
3883,389,27728,8.0000,3
3884,389,11679,9.0000,4
3885,389,13783,8.0000,5
3886,389,10349,1.0000,6
3887,389,23181,3.0000,7
3888,389,9153,7.0000,8
3889,389,16178,16.0000,9
3890,389,12486,20.0000,10
3891,390,20771,2.0000,1
3892,390,8142,9.0000,2
3893,390,27436,11.0000,3
3894,390,12567,12.0000,4
3895,390,12619,2.0000,5
3896,390,10065,3.0000,6
3897,390,17502,16.0000,7
3898,390,2593,19.0000,8
3899,390,18333,8.0000,9
3900,390,749,6.0000,10
3901,391,22926,16.0000,1
3902,391,5170,19.0000,2
3903,391,9383,12.0000,3
3904,391,11287,16.0000,4
3905,391,18424,15.0000,5
3906,391,26709,14.0000,6
3907,391,7302,8.0000,7
3908,391,24543,7.0000,8
3909,391,2730,14.0000,9
3910,391,19413,18.0000,10
3911,392,8043,13.0000,1
3912,392,13782,4.0000,2
3913,392,2757,18.0000,3
3914,392,23247,8.0000,4
3915,392,2807,13.0000,5
3916,392,14264,17.0000,6
