PART_ID,PART_NUMBER,PART_NAME,COMMODITY_ID,SUB_COMMODITY_ID,UOM_CODE,UNIT_COST_USD,WEIGHT_KG,LIFECYCLE_STATUS,IS_SYNTHETIC
1477,P-001477,Inductor-01477,10,30,EA,30.40,2.179,ACTIVE,True
1478,P-001478,Connector-01478,12,35,EA,367.35,7.340,ACTIVE,True
1479,P-001479,PCB-01479,12,35,EA,383.74,4.066,ACTIVE,True
1480,P-001480,Enclosure-01480,3,9,EA,274.89,5.821,ACTIVE,True
1481,P-001481,Heatsink-01481,7,19,EA,86.33,9.598,ACTIVE,True
1482,P-001482,LED-01482,3,8,EA,24.61,8.247,ACTIVE,True
1483,P-001483,Converter-01483,3,9,EA,392.05,2.690,ACTIVE,True
1484,P-001484,TempSensor-01484,8,23,EA,355.52,8.438,ACTIVE,True
1485,P-001485,Cable-01485,9,25,EA,426.88,9.498,OBSOLETE,True
1486,P-001486,Aluminum-01486,9,25,EA,463.83,7.689,ACTIVE,True
1487,P-001487,SolderPaste-01487,4,10,EA,490.77,3.653,ACTIVE,True
1488,P-001488,MCU-01488,10,28,EA,313.20,3.082,ACTIVE,True
1489,P-001489,DRAM-01489,2,5,EA,479.08,8.209,ACTIVE,True
1490,P-001490,OpAmp-01490,7,21,EA,393.51,9.530,ACTIVE,True
1491,P-001491,Resistor-01491,2,4,EA,296.00,5.757,ACTIVE,True
1492,P-001492,Capacitor-01492,6,16,EA,464.01,5.890,ACTIVE,True
1493,P-001493,Inductor-01493,12,36,EA,291.17,3.923,ACTIVE,True
1494,P-001494,Connector-01494,6,18,EA,332.12,9.215,ACTIVE,True
1495,P-001495,PCB-01495,3,9,EA,225.29,2.157,ACTIVE,True
1496,P-001496,Enclosure-01496,7,20,EA,91.09,6.534,ACTIVE,True
1497,P-001497,Heatsink-01497,12,34,EA,150.04,7.847,ACTIVE,True
1498,P-001498,LED-01498,11,32,EA,285.78,3.343,ACTIVE,True
1499,P-001499,Converter-01499,10,28,EA,493.78,3.326,ACTIVE,True
1500,P-001500,TempSensor-01500,4,12,EA,68.73,5.904,ACTIVE,True
1501,P-001501,Cable-01501,10,28,EA,206.45,9.185,ACTIVE,True
1502,P-001502,Aluminum-01502,4,11,EA,340.36,5.456,ACTIVE,True
1503,P-001503,SolderPaste-01503,2,5,EA,455.24,4.309,ACTIVE,True
1504,P-001504,MCU-01504,7,21,EA,206.21,7.024,ACTIVE,True
1505,P-001505,DRAM-01505,10,29,EA,247.41,7.909,ACTIVE,True
1506,P-001506,OpAmp-01506,11,33,EA,415.97,7.553,ACTIVE,True
1507,P-001507,Resistor-01507,8,22,EA,410.47,2.790,ACTIVE,True
1508,P-001508,Capacitor-01508,11,31,EA,294.77,6.555,ACTIVE,True
1509,P-001509,Inductor-01509,11,33,EA,436.08,0.686,ACTIVE,True
1510,P-001510,Connector-01510,8,22,EA,199.52,5.734,ACTIVE,True
1511,P-001511,PCB-01511,8,24,EA,108.21,1.506,ACTIVE,True
1512,P-001512,Enclosure-01512,1,3,EA,169.85,8.677,ACTIVE,True
1513,P-001513,Heatsink-01513,6,16,EA,257.58,9.764,ACTIVE,True
1514,P-001514,LED-01514,1,2,EA,13.81,7.668,ACTIVE,True
1515,P-001515,Converter-01515,10,29,EA,104.17,8.459,ACTIVE,True
1516,P-001516,TempSensor-01516,3,9,EA,218.02,8.583,ACTIVE,True
1517,P-001517,Cable-01517,2,6,EA,299.47,0.141,ACTIVE,True
1518,P-001518,Aluminum-01518,1,3,EA,362.38,4.920,ACTIVE,True
1519,P-001519,SolderPaste-01519,5,13,EA,334.76,6.241,ACTIVE,True
1520,P-001520,MCU-01520,4,10,EA,381.43,6.515,ACTIVE,True
1521,P-001521,DRAM-01521,9,25,EA,315.75,5.438,ACTIVE,True
1522,P-001522,OpAmp-01522,2,6,EA,340.70,9.897,ACTIVE,True
1523,P-001523,Resistor-01523,10,30,EA,65.86,5.891,ACTIVE,True
1524,P-001524,Capacitor-01524,9,27,EA,78.98,5.982,ACTIVE,True
1525,P-001525,Inductor-01525,2,5,EA,74.46,9.603,ACTIVE,True
1526,P-001526,Connector-01526,1,1,EA,122.52,3.908,ACTIVE,True
1527,P-001527,PCB-01527,8,24,EA,36.85,5.790,ACTIVE,True
1528,P-001528,Enclosure-01528,4,12,EA,18.06,5.026,ACTIVE,True
1529,P-001529,Heatsink-01529,12,36,EA,435.41,9.089,ACTIVE,True
1530,P-001530,LED-01530,11,31,EA,327.43,1.394,ACTIVE,True
1531,P-001531,Converter-01531,10,29,EA,214.74,8.016,ACTIVE,True
1532,P-001532,TempSensor-01532,12,35,EA,34.68,8.884,ACTIVE,True
1533,P-001533,Cable-01533,5,13,EA,155.53,5.073,ACTIVE,True
1534,P-001534,Aluminum-01534,5,13,EA,331.80,1.124,ACTIVE,True
1535,P-001535,SolderPaste-01535,2,6,EA,32.79,4.874,ACTIVE,True
1536,P-001536,MCU-01536,2,6,EA,97.31,6.168,ACTIVE,True
1537,P-001537,DRAM-01537,4,12,EA,364.57,7.882,ACTIVE,True
1538,P-001538,OpAmp-01538,12,36,EA,284.88,7.062,ACTIVE,True
1539,P-001539,Resistor-01539,4,12,EA,179.82,6.522,ACTIVE,True
1540,P-001540,Capacitor-01540,6,16,EA,307.68,9.759,ACTIVE,True
1541,P-001541,Inductor-01541,3,8,EA,489.52,5.322,ACTIVE,True
1542,P-001542,Connector-01542,11,32,EA,99.10,5.823,ACTIVE,True
1543,P-001543,PCB-01543,8,24,EA,475.81,0.968,ACTIVE,True
1544,P-001544,Enclosure-01544,11,31,EA,202.01,9.895,ACTIVE,True
1545,P-001545,Heatsink-01545,11,32,EA,245.45,4.286,ACTIVE,True
1546,P-001546,LED-01546,9,27,EA,417.35,0.552,ACTIVE,True
1547,P-001547,Converter-01547,6,18,EA,88.13,3.525,ACTIVE,True
1548,P-001548,TempSensor-01548,6,17,EA,290.22,4.308,ACTIVE,True
1549,P-001549,Cable-01549,9,27,EA,496.54,6.465,ACTIVE,True
1550,P-001550,Aluminum-01550,11,33,EA,131.65,2.269,ACTIVE,True
1551,P-001551,SolderPaste-01551,5,13,EA,47.81,9.512,ACTIVE,True
1552,P-001552,MCU-01552,10,28,EA,415.30,5.096,ACTIVE,True
1553,P-001553,DRAM-01553,5,14,EA,9.27,9.803,ACTIVE,True
1554,P-001554,OpAmp-01554,5,14,EA,449.35,5.582,ACTIVE,True
1555,P-001555,Resistor-01555,4,12,EA,406.57,3.418,ACTIVE,True
1556,P-001556,Capacitor-01556,5,13,EA,426.99,1.537,ACTIVE,True
1557,P-001557,Inductor-01557,3,7,EA,206.33,0.647,ACTIVE,True
1558,P-001558,Connector-01558,4,10,EA,109.90,2.354,ACTIVE,True
1559,P-001559,PCB-01559,9,26,EA,87.25,2.001,ACTIVE,True
1560,P-001560,Enclosure-01560,2,5,EA,147.94,9.319,ACTIVE,True
1561,P-001561,Heatsink-01561,6,16,EA,228.84,4.626,ACTIVE,True
1562,P-001562,LED-01562,12,36,EA,169.91,1.106,ACTIVE,True
1563,P-001563,Converter-01563,9,26,EA,169.82,7.375,ACTIVE,True
1564,P-001564,TempSensor-01564,9,27,EA,442.58,3.844,ACTIVE,True
1565,P-001565,Cable-01565,1,1,EA,155.30,1.138,ACTIVE,True
1566,P-001566,Aluminum-01566,11,31,EA,196.23,8.902,ACTIVE,True
1567,P-001567,SolderPaste-01567,3,8,EA,298.43,7.960,ACTIVE,True
1568,P-001568,MCU-01568,6,16,EA,429.59,1.365,ACTIVE,True
1569,P-001569,DRAM-01569,12,36,EA,202.15,1.339,ACTIVE,True
1570,P-001570,OpAmp-01570,11,31,EA,271.74,5.531,ACTIVE,True
1571,P-001571,Resistor-01571,4,11,EA,283.27,1.207,ACTIVE,True
1572,P-001572,Capacitor-01572,9,25,EA,214.90,3.525,ACTIVE,True
1573,P-001573,Inductor-01573,11,33,EA,166.48,2.878,ACTIVE,True
1574,P-001574,Connector-01574,1,1,EA,165.25,1.526,ACTIVE,True
1575,P-001575,PCB-01575,3,9,EA,114.84,2.254,ACTIVE,True
1576,P-001576,Enclosure-01576,6,17,EA,137.29,2.778,ACTIVE,True
1577,P-001577,Heatsink-01577,7,20,EA,176.03,0.751,ACTIVE,True
1578,P-001578,LED-01578,2,4,EA,192.93,3.224,ACTIVE,True
1579,P-001579,Converter-01579,5,13,EA,375.73,9.991,ACTIVE,True
1580,P-001580,TempSensor-01580,12,36,EA,191.80,9.003,ACTIVE,True
1581,P-001581,Cable-01581,7,20,EA,482.83,5.673,ACTIVE,True
1582,P-001582,Aluminum-01582,12,35,EA,262.61,8.223,ACTIVE,True
1583,P-001583,SolderPaste-01583,5,15,EA,111.81,7.313,ACTIVE,True
1584,P-001584,MCU-01584,3,7,EA,242.60,1.218,ACTIVE,True
1585,P-001585,DRAM-01585,7,20,EA,351.89,2.884,ACTIVE,True
1586,P-001586,OpAmp-01586,10,28,EA,147.19,3.107,ACTIVE,True
1587,P-001587,Resistor-01587,10,29,EA,30.38,6.898,ACTIVE,True
1588,P-001588,Capacitor-01588,5,13,EA,159.32,1.000,ACTIVE,True
1589,P-001589,Inductor-01589,10,29,EA,289.78,7.596,ACTIVE,True
1590,P-001590,Connector-01590,2,5,EA,258.57,6.671,ACTIVE,True
1591,P-001591,PCB-01591,9,26,EA,314.88,7.904,ACTIVE,True
1592,P-001592,Enclosure-01592,7,19,EA,68.66,4.670,ACTIVE,True
1593,P-001593,Heatsink-01593,2,6,EA,259.82,7.185,ACTIVE,True
1594,P-001594,LED-01594,10,30,EA,459.55,1.245,ACTIVE,True
1595,P-001595,Converter-01595,10,30,EA,366.05,1.113,ACTIVE,True
1596,P-001596,TempSensor-01596,7,19,EA,160.51,5.111,ACTIVE,True
1597,P-001597,Cable-01597,8,24,EA,326.44,2.440,ACTIVE,True
1598,P-001598,Aluminum-01598,11,32,EA,313.82,0.362,ACTIVE,True
1599,P-001599,SolderPaste-01599,3,7,EA,451.38,5.412,ACTIVE,True
1600,P-001600,MCU-01600,3,7,EA,337.80,9.472,ACTIVE,True
1601,P-001601,DRAM-01601,3,8,EA,240.57,6.457,ACTIVE,True
1602,P-001602,OpAmp-01602,8,22,EA,140.61,7.206,ACTIVE,True
1603,P-001603,Resistor-01603,2,4,EA,455.06,2.214,ACTIVE,True
1604,P-001604,Capacitor-01604,4,12,EA,260.51,3.734,ACTIVE,True
1605,P-001605,Inductor-01605,3,7,EA,59.79,1.998,OBSOLETE,True
1606,P-001606,Connector-01606,8,24,EA,151.25,2.678,ACTIVE,True
1607,P-001607,PCB-01607,12,35,EA,197.87,8.746,ACTIVE,True
1608,P-001608,Enclosure-01608,6,18,EA,382.18,4.471,ACTIVE,True
1609,P-001609,Heatsink-01609,4,11,EA,359.45,4.348,ACTIVE,True
1610,P-001610,LED-01610,12,34,EA,11.44,5.496,ACTIVE,True
1611,P-001611,Converter-01611,1,3,EA,414.04,2.501,ACTIVE,True
1612,P-001612,TempSensor-01612,5,14,EA,164.39,9.263,ACTIVE,True
1613,P-001613,Cable-01613,9,26,EA,167.68,7.154,ACTIVE,True
1614,P-001614,Aluminum-01614,5,15,EA,495.08,9.108,ACTIVE,True
1615,P-001615,SolderPaste-01615,6,16,EA,270.83,0.275,ACTIVE,True
1616,P-001616,MCU-01616,7,19,EA,253.92,5.310,ACTIVE,True
1617,P-001617,DRAM-01617,7,19,EA,289.71,0.020,ACTIVE,True
1618,P-001618,OpAmp-01618,6,16,EA,334.71,6.160,ACTIVE,True
1619,P-001619,Resistor-01619,2,4,EA,410.36,4.051,ACTIVE,True
1620,P-001620,Capacitor-01620,1,2,EA,189.49,3.419,EOL,True
1621,P-001621,Inductor-01621,2,6,EA,130.53,5.990,ACTIVE,True
1622,P-001622,Connector-01622,4,10,EA,391.93,3.472,ACTIVE,True
1623,P-001623,PCB-01623,12,36,EA,11.23,6.456,ACTIVE,True
1624,P-001624,Enclosure-01624,7,20,EA,359.26,2.548,ACTIVE,True
1625,P-001625,Heatsink-01625,7,21,EA,207.06,6.521,ACTIVE,True
1626,P-001626,LED-01626,1,3,EA,341.65,7.716,ACTIVE,True
1627,P-001627,Converter-01627,3,7,EA,306.79,1.726,ACTIVE,True
1628,P-001628,TempSensor-01628,12,36,EA,312.45,4.567,ACTIVE,True
1629,P-001629,Cable-01629,6,18,EA,247.36,3.897,ACTIVE,True
1630,P-001630,Aluminum-01630,8,22,EA,237.17,6.714,OBSOLETE,True
1631,P-001631,SolderPaste-01631,3,9,EA,487.78,6.951,ACTIVE,True
1632,P-001632,MCU-01632,2,5,EA,282.32,7.446,ACTIVE,True
1633,P-001633,DRAM-01633,2,6,EA,410.37,0.105,ACTIVE,True
1634,P-001634,OpAmp-01634,1,1,EA,353.74,0.058,ACTIVE,True
1635,P-001635,Resistor-01635,12,34,EA,272.50,9.519,ACTIVE,True
1636,P-001636,Capacitor-01636,7,20,EA,385.97,7.113,ACTIVE,True
1637,P-001637,Inductor-01637,12,34,EA,395.44,2.689,ACTIVE,True
1638,P-001638,Connector-01638,6,18,EA,262.23,6.348,ACTIVE,True
1639,P-001639,PCB-01639,1,1,EA,327.71,6.096,ACTIVE,True
1640,P-001640,Enclosure-01640,3,8,EA,404.83,2.900,ACTIVE,True
1641,P-001641,Heatsink-01641,10,30,EA,303.46,4.018,ACTIVE,True
1642,P-001642,LED-01642,4,10,EA,111.93,7.214,ACTIVE,True
1643,P-001643,Converter-01643,9,27,EA,50.87,9.476,ACTIVE,True
1644,P-001644,TempSensor-01644,5,14,EA,415.52,0.380,ACTIVE,True
1645,P-001645,Cable-01645,2,6,EA,69.42,1.870,ACTIVE,True
1646,P-001646,Aluminum-01646,12,36,EA,226.95,6.918,ACTIVE,True
1647,P-001647,SolderPaste-01647,11,31,EA,30.84,5.290,ACTIVE,True
1648,P-001648,MCU-01648,8,24,EA,411.80,8.852,ACTIVE,True
1649,P-001649,DRAM-01649,3,8,EA,381.01,8.737,ACTIVE,True
1650,P-001650,OpAmp-01650,8,22,EA,101.69,6.979,ACTIVE,True
1651,P-001651,Resistor-01651,1,1,EA,64.73,2.773,ACTIVE,True
1652,P-001652,Capacitor-01652,11,33,EA,428.02,0.631,ACTIVE,True
1653,P-001653,Inductor-01653,10,30,EA,324.94,2.911,ACTIVE,True
1654,P-001654,Connector-01654,5,15,EA,370.20,8.831,ACTIVE,True
1655,P-001655,PCB-01655,6,17,EA,47.41,9.056,ACTIVE,True
1656,P-001656,Enclosure-01656,2,5,EA,50.63,0.707,ACTIVE,True
1657,P-001657,Heatsink-01657,9,25,EA,41.40,3.819,ACTIVE,True
1658,P-001658,LED-01658,8,22,EA,217.68,0.906,ACTIVE,True
1659,P-001659,Converter-01659,3,9,EA,327.78,6.975,ACTIVE,True
1660,P-001660,TempSensor-01660,7,21,EA,277.83,9.325,ACTIVE,True
1661,P-001661,Cable-01661,6,17,EA,1.35,9.686,ACTIVE,True
1662,P-001662,Aluminum-01662,4,12,EA,46.55,4.769,ACTIVE,True
1663,P-001663,SolderPaste-01663,7,19,EA,9.51,2.859,ACTIVE,True
1664,P-001664,MCU-01664,10,30,EA,494.59,3.031,ACTIVE,True
1665,P-001665,DRAM-01665,3,8,EA,394.42,8.528,ACTIVE,True
1666,P-001666,OpAmp-01666,9,27,EA,260.05,7.390,ACTIVE,True
1667,P-001667,Resistor-01667,2,5,EA,402.52,1.775,ACTIVE,True
1668,P-001668,Capacitor-01668,8,23,EA,455.48,7.479,ACTIVE,True
1669,P-001669,Inductor-01669,10,28,EA,40.88,2.544,ACTIVE,True
1670,P-001670,Connector-01670,10,28,EA,281.39,1.265,ACTIVE,True
1671,P-001671,PCB-01671,9,27,EA,4.24,3.718,ACTIVE,True
1672,P-001672,Enclosure-01672,5,14,EA,134.97,9.084,ACTIVE,True
1673,P-001673,Heatsink-01673,9,27,EA,276.92,7.219,ACTIVE,True
1674,P-001674,LED-01674,3,7,EA,263.67,5.820,ACTIVE,True
1675,P-001675,Converter-01675,1,3,EA,191.34,0.607,ACTIVE,True
1676,P-001676,TempSensor-01676,12,36,EA,88.43,3.746,ACTIVE,True
1677,P-001677,Cable-01677,7,20,EA,331.52,9.188,ACTIVE,True
1678,P-001678,Aluminum-01678,1,3,EA,435.88,2.754,OBSOLETE,True
1679,P-001679,SolderPaste-01679,7,20,EA,398.43,7.933,ACTIVE,True
1680,P-001680,MCU-01680,5,15,EA,14.16,8.897,ACTIVE,True
1681,P-001681,DRAM-01681,5,14,EA,294.18,2.096,ACTIVE,True
1682,P-001682,OpAmp-01682,8,23,EA,443.09,8.156,OBSOLETE,True
1683,P-001683,Resistor-01683,5,14,EA,415.92,1.220,ACTIVE,True
1684,P-001684,Capacitor-01684,1,3,EA,193.40,5.587,ACTIVE,True
1685,P-001685,Inductor-01685,4,12,EA,473.34,6.263,ACTIVE,True
1686,P-001686,Connector-01686,9,25,EA,65.40,7.247,ACTIVE,True
1687,P-001687,PCB-01687,9,25,EA,461.29,8.556,ACTIVE,True
1688,P-001688,Enclosure-01688,6,18,EA,301.70,7.503,ACTIVE,True
1689,P-001689,Heatsink-01689,6,16,EA,28.46,6.013,ACTIVE,True
1690,P-001690,LED-01690,6,16,EA,70.98,2.711,ACTIVE,True
1691,P-001691,Converter-01691,2,6,EA,168.21,3.676,ACTIVE,True
1692,P-001692,TempSensor-01692,11,33,EA,478.27,6.039,ACTIVE,True
1693,P-001693,Cable-01693,7,21,EA,117.95,9.355,ACTIVE,True
1694,P-001694,Aluminum-01694,5,14,EA,219.65,4.010,ACTIVE,True
1695,P-001695,SolderPaste-01695,6,16,EA,45.31,9.071,ACTIVE,True
1696,P-001696,MCU-01696,7,21,EA,73.55,2.821,ACTIVE,True
1697,P-001697,DRAM-01697,2,6,EA,392.33,8.906,OBSOLETE,True
1698,P-001698,OpAmp-01698,2,5,EA,354.78,2.886,ACTIVE,True
1699,P-001699,Resistor-01699,6,18,EA,114.01,3.308,ACTIVE,True
1700,P-001700,Capacitor-01700,1,3,EA,250.03,0.899,ACTIVE,True
1701,P-001701,Inductor-01701,12,36,EA,111.00,2.304,ACTIVE,True
1702,P-001702,Connector-01702,1,3,EA,338.81,4.171,ACTIVE,True
1703,P-001703,PCB-01703,4,11,EA,99.26,1.650,ACTIVE,True
1704,P-001704,Enclosure-01704,5,14,EA,491.75,4.100,ACTIVE,True
1705,P-001705,Heatsink-01705,3,9,EA,340.26,5.380,ACTIVE,True
1706,P-001706,LED-01706,7,19,EA,287.45,4.615,ACTIVE,True
1707,P-001707,Converter-01707,4,11,EA,24.43,1.577,ACTIVE,True
1708,P-001708,TempSensor-01708,12,34,EA,415.48,4.703,ACTIVE,True
1709,P-001709,Cable-01709,11,31,EA,132.35,1.927,NRND,True
1710,P-001710,Aluminum-01710,3,9,EA,208.66,5.882,ACTIVE,True
1711,P-001711,SolderPaste-01711,12,36,EA,258.48,5.200,EOL,True
1712,P-001712,MCU-01712,9,27,EA,440.79,3.285,ACTIVE,True
1713,P-001713,DRAM-01713,9,25,EA,447.19,3.443,ACTIVE,True
1714,P-001714,OpAmp-01714,2,5,EA,497.78,0.079,ACTIVE,True
1715,P-001715,Resistor-01715,4,11,EA,273.66,5.814,ACTIVE,True
1716,P-001716,Capacitor-01716,5,15,EA,151.09,2.786,ACTIVE,True
1717,P-001717,Inductor-01717,2,6,EA,294.98,0.531,ACTIVE,True
1718,P-001718,Connector-01718,2,4,EA,491.08,1.978,ACTIVE,True
1719,P-001719,PCB-01719,3,9,EA,195.74,2.604,ACTIVE,True
1720,P-001720,Enclosure-01720,12,35,EA,175.04,3.241,OBSOLETE,True
1721,P-001721,Heatsink-01721,8,24,EA,47.57,4.854,ACTIVE,True
1722,P-001722,LED-01722,3,8,EA,350.63,1.232,ACTIVE,True
1723,P-001723,Converter-01723,4,11,EA,313.38,3.672,ACTIVE,True
1724,P-001724,TempSensor-01724,10,28,EA,21.67,9.944,ACTIVE,True
1725,P-001725,Cable-01725,1,1,EA,67.50,7.257,ACTIVE,True
1726,P-001726,Aluminum-01726,11,32,EA,72.30,5.090,ACTIVE,True
1727,P-001727,SolderPaste-01727,11,32,EA,295.13,5.963,ACTIVE,True
1728,P-001728,MCU-01728,8,24,EA,27.36,6.896,ACTIVE,True
1729,P-001729,DRAM-01729,7,19,EA,148.75,5.478,ACTIVE,True
1730,P-001730,OpAmp-01730,9,26,EA,244.91,7.842,ACTIVE,True
1731,P-001731,Resistor-01731,12,35,EA,138.25,0.949,ACTIVE,True
1732,P-001732,Capacitor-01732,2,4,EA,479.07,9.038,ACTIVE,True
1733,P-001733,Inductor-01733,3,9,EA,286.23,8.597,ACTIVE,True
1734,P-001734,Connector-01734,3,9,EA,365.02,2.139,ACTIVE,True
1735,P-001735,PCB-01735,8,22,EA,287.29,6.283,ACTIVE,True
1736,P-001736,Enclosure-01736,1,3,EA,55.48,8.221,ACTIVE,True
1737,P-001737,Heatsink-01737,6,18,EA,213.66,9.164,ACTIVE,True
1738,P-001738,LED-01738,3,8,EA,27.78,7.564,ACTIVE,True
1739,P-001739,Converter-01739,11,33,EA,397.05,9.454,ACTIVE,True
1740,P-001740,TempSensor-01740,5,13,EA,86.31,6.724,ACTIVE,True
1741,P-001741,Cable-01741,12,35,EA,47.03,2.752,ACTIVE,True
1742,P-001742,Aluminum-01742,10,28,EA,364.08,5.343,ACTIVE,True
1743,P-001743,SolderPaste-01743,3,7,EA,473.58,0.515,ACTIVE,True
1744,P-001744,MCU-01744,8,24,EA,78.90,9.519,ACTIVE,True
1745,P-001745,DRAM-01745,9,27,EA,396.75,6.524,ACTIVE,True
1746,P-001746,OpAmp-01746,9,26,EA,291.58,1.440,ACTIVE,True
1747,P-001747,Resistor-01747,4,12,EA,80.40,3.193,ACTIVE,True
1748,P-001748,Capacitor-01748,7,19,EA,300.66,7.296,ACTIVE,True
1749,P-001749,Inductor-01749,5,13,EA,342.03,8.318,ACTIVE,True
1750,P-001750,Connector-01750,10,29,EA,190.31,5.625,ACTIVE,True
1751,P-001751,PCB-01751,7,19,EA,164.45,9.638,ACTIVE,True
1752,P-001752,Enclosure-01752,5,15,EA,350.26,9.236,ACTIVE,True
1753,P-001753,Heatsink-01753,3,9,EA,348.60,4.163,ACTIVE,True
1754,P-001754,LED-01754,11,31,EA,134.32,3.467,ACTIVE,True
1755,P-001755,Converter-01755,9,26,EA,227.31,8.741,ACTIVE,True
1756,P-001756,TempSensor-01756,10,30,EA,144.04,4.542,ACTIVE,True
1757,P-001757,Cable-01757,5,14,EA,19.60,3.997,ACTIVE,True
1758,P-001758,Aluminum-01758,12,34,EA,175.20,0.861,ACTIVE,True
1759,P-001759,SolderPaste-01759,4,10,EA,199.90,9.574,ACTIVE,True
1760,P-001760,MCU-01760,9,25,EA,30.01,5.064,ACTIVE,True
1761,P-001761,DRAM-01761,1,3,EA,469.12,8.312,ACTIVE,True
1762,P-001762,OpAmp-01762,12,36,EA,139.36,7.199,ACTIVE,True
1763,P-001763,Resistor-01763,8,24,EA,405.35,7.300,ACTIVE,True
1764,P-001764,Capacitor-01764,11,33,EA,331.86,3.015,ACTIVE,True
1765,P-001765,Inductor-01765,11,32,EA,342.31,6.938,ACTIVE,True
1766,P-001766,Connector-01766,10,28,EA,44.09,4.251,ACTIVE,True
1767,P-001767,PCB-01767,10,28,EA,116.90,1.303,ACTIVE,True
1768,P-001768,Enclosure-01768,9,26,EA,225.22,0.910,ACTIVE,True
1769,P-001769,Heatsink-01769,2,6,EA,295.05,0.789,ACTIVE,True
1770,P-001770,LED-01770,7,20,EA,127.29,7.167,ACTIVE,True
1771,P-001771,Converter-01771,9,27,EA,31.19,9.915,ACTIVE,True
1772,P-001772,TempSensor-01772,5,13,EA,128.55,4.481,ACTIVE,True
1773,P-001773,Cable-01773,6,17,EA,233.04,4.102,ACTIVE,True
1774,P-001774,Aluminum-01774,12,36,EA,241.22,3.911,ACTIVE,True
1775,P-001775,SolderPaste-01775,11,32,EA,307.49,0.744,ACTIVE,True
1776,P-001776,MCU-01776,11,33,EA,20.18,6.591,ACTIVE,True
1777,P-001777,DRAM-01777,6,17,EA,182.86,8.944,ACTIVE,True
1778,P-001778,OpAmp-01778,10,28,EA,262.10,0.432,ACTIVE,True
1779,P-001779,Resistor-01779,6,17,EA,256.19,7.659,ACTIVE,True
1780,P-001780,Capacitor-01780,2,4,EA,440.75,8.029,ACTIVE,True
1781,P-001781,Inductor-01781,12,34,EA,102.71,1.469,ACTIVE,True
1782,P-001782,Connector-01782,2,4,EA,252.76,1.791,ACTIVE,True
1783,P-001783,PCB-01783,1,1,EA,177.19,0.856,ACTIVE,True
1784,P-001784,Enclosure-01784,3,8,EA,358.45,7.416,ACTIVE,True
1785,P-001785,Heatsink-01785,5,14,EA,274.89,3.998,ACTIVE,True
1786,P-001786,LED-01786,7,21,EA,306.04,0.778,ACTIVE,True
1787,P-001787,Converter-01787,11,32,EA,417.75,7.735,ACTIVE,True
1788,P-001788,TempSensor-01788,10,29,EA,217.96,2.706,ACTIVE,True
1789,P-001789,Cable-01789,2,4,EA,216.59,5.633,ACTIVE,True
1790,P-001790,Aluminum-01790,5,13,EA,67.21,9.159,ACTIVE,True
1791,P-001791,SolderPaste-01791,11,31,EA,129.19,4.376,ACTIVE,True
1792,P-001792,MCU-01792,5,14,EA,136.90,8.099,ACTIVE,True
1793,P-001793,DRAM-01793,4,10,EA,293.16,4.074,ACTIVE,True
1794,P-001794,OpAmp-01794,7,21,EA,285.23,2.552,ACTIVE,True
1795,P-001795,Resistor-01795,9,26,EA,84.35,9.556,ACTIVE,True
1796,P-001796,Capacitor-01796,10,28,EA,352.26,9.780,ACTIVE,True
1797,P-001797,Inductor-01797,4,11,EA,474.72,8.043,ACTIVE,True
1798,P-001798,Connector-01798,11,32,EA,158.06,6.307,ACTIVE,True
1799,P-001799,PCB-01799,1,3,EA,160.56,5.607,OBSOLETE,True
1800,P-001800,Enclosure-01800,9,25,EA,82.07,2.042,ACTIVE,True
1801,P-001801,Heatsink-01801,11,32,EA,433.63,5.365,ACTIVE,True
1802,P-001802,LED-01802,7,19,EA,449.22,1.475,ACTIVE,True
1803,P-001803,Converter-01803,8,23,EA,99.34,2.136,ACTIVE,True
1804,P-001804,TempSensor-01804,9,26,EA,464.97,2.792,ACTIVE,True
1805,P-001805,Cable-01805,5,14,EA,479.23,8.529,ACTIVE,True
1806,P-001806,Aluminum-01806,4,12,EA,462.95,2.690,ACTIVE,True
1807,P-001807,SolderPaste-01807,9,25,EA,211.70,3.447,ACTIVE,True
1808,P-001808,MCU-01808,1,2,EA,92.26,8.585,ACTIVE,True
1809,P-001809,DRAM-01809,7,20,EA,492.56,0.407,ACTIVE,True
1810,P-001810,OpAmp-01810,8,22,EA,126.31,0.011,OBSOLETE,True
1811,P-001811,Resistor-01811,5,15,EA,401.70,4.487,ACTIVE,True
1812,P-001812,Capacitor-01812,6,17,EA,288.17,2.610,ACTIVE,True
1813,P-001813,Inductor-01813,7,21,EA,57.14,3.685,ACTIVE,True
1814,P-001814,Connector-01814,12,36,EA,207.67,9.483,ACTIVE,True
1815,P-001815,PCB-01815,2,5,EA,186.57,8.608,ACTIVE,True
1816,P-001816,Enclosure-01816,6,16,EA,26.45,3.944,ACTIVE,True
1817,P-001817,Heatsink-01817,5,14,EA,218.14,4.397,ACTIVE,True
1818,P-001818,LED-01818,4,10,EA,374.11,4.296,ACTIVE,True
1819,P-001819,Converter-01819,1,1,EA,266.26,9.527,ACTIVE,True
1820,P-001820,TempSensor-01820,11,33,EA,447.62,8.504,ACTIVE,True
1821,P-001821,Cable-01821,9,26,EA,240.05,1.790,ACTIVE,True
1822,P-001822,Aluminum-01822,2,4,EA,328.43,5.781,ACTIVE,True
