ORDER_LINE_ID,ORDER_ID,PRODUCT_ID,QUANTITY,UNIT_PRICE,REQUESTED_DATE
1450,1450,336,387.00,1108.20,2024-01-23
1451,1451,333,54.00,1872.52,2026-07-10
1452,1452,179,376.00,1853.59,2025-07-23
1453,1453,327,298.00,1146.59,2026-03-11
1454,1454,212,245.00,1005.79,2026-02-28
1455,1455,146,315.00,1756.76,2025-10-06
1456,1456,210,370.00,481.05,2023-10-20
1457,1457,235,168.00,1103.16,2025-10-27
1458,1458,28,227.00,349.33,2023-12-05
1459,1459,382,302.00,156.72,2024-04-15
1460,1460,124,29.00,585.43,2026-04-05
1461,1461,465,411.00,1459.82,2023-12-27
1462,1462,417,135.00,534.27,2025-10-24
1463,1463,9,47.00,1908.66,2024-12-29
1464,1464,147,100.00,947.31,2024-02-15
1465,1465,248,182.00,947.23,2026-10-10
1466,1466,149,316.00,1162.31,2023-07-28
1467,1467,277,374.00,2000.78,2023-04-28
1468,1468,464,83.00,235.60,2026-03-18
1469,1469,92,120.00,1905.15,2025-02-03
1470,1470,33,41.00,713.15,2025-09-27
1471,1471,94,58.00,1902.82,2025-11-07
1472,1472,354,237.00,884.90,2023-02-25
1473,1473,300,99.00,1419.25,2025-01-24
1474,1474,109,322.00,1623.47,2024-08-29
1475,1475,365,77.00,191.12,2023-08-09
1476,1476,139,477.00,1287.70,2024-02-06
1477,1477,190,358.00,1932.92,2025-02-24
1478,1478,240,316.00,1080.39,2025-06-12
1479,1479,232,210.00,417.34,2023-06-22
1480,1480,299,390.00,1933.73,2025-06-25
1481,1481,343,217.00,1824.88,2025-06-30
1482,1482,407,158.00,136.32,2026-01-28
1483,1483,383,462.00,1074.60,2024-09-28
1484,1484,152,478.00,1942.04,2025-01-12
1485,1485,25,486.00,1905.51,2025-01-13
1486,1486,173,71.00,1476.87,2024-12-15
1487,1487,288,212.00,1013.82,2025-12-24
1488,1488,326,329.00,1540.76,2026-05-07
1489,1489,146,245.00,1863.19,2023-09-30
1490,1490,275,66.00,2029.07,2025-12-18
1491,1491,446,178.00,943.50,2026-08-26
1492,1492,270,65.00,1845.99,2023-02-14
1493,1493,300,374.00,1514.00,2024-06-28
1494,1494,154,493.00,1841.16,2026-10-29
1495,1495,443,190.00,882.11,2024-08-13
1496,1496,35,391.00,1775.28,2025-12-11
1497,1497,136,381.00,141.08,2024-08-13
1498,1498,463,194.00,700.03,2024-01-08
1499,1499,246,327.00,335.77,2026-05-26
1500,1500,216,404.00,1043.77,2024-06-14
1501,1501,398,346.00,118.72,2026-04-27
1502,1502,452,305.00,756.44,2023-12-24
1503,1503,246,342.00,890.35,2024-08-14
1504,1504,487,81.00,1005.23,2024-05-19
1505,1505,178,304.00,1756.20,2025-10-17
1506,1506,467,162.00,297.40,2024-08-13
1507,1507,124,82.00,1965.96,2023-09-21
1508,1508,419,218.00,960.46,2023-02-13
1509,1509,47,62.00,344.76,2023-04-01
1510,1510,260,412.00,986.07,2025-09-26
1511,1511,500,215.00,749.51,2024-07-27
1512,1512,133,217.00,1658.20,2024-06-19
1513,1513,426,73.00,719.84,2026-08-29
1514,1514,493,230.00,807.57,2023-07-24
1515,1515,34,138.00,1063.80,2024-07-22
1516,1516,259,195.00,654.16,2024-07-05
1517,1517,170,352.00,1768.01,2023-03-02
1518,1518,393,121.00,1849.46,2025-03-19
1519,1519,357,367.00,1412.37,2025-04-24
1520,1520,408,269.00,884.75,2024-04-02
1521,1521,253,158.00,1931.42,2023-10-20
1522,1522,354,32.00,1365.74,2024-05-12
1523,1523,466,433.00,890.69,2025-11-09
1524,1524,269,172.00,115.85,2024-12-27
1525,1525,90,214.00,1128.97,2025-12-19
1526,1526,301,318.00,1624.45,2024-11-06
1527,1527,40,479.00,1172.51,2026-03-29
1528,1528,408,442.00,1086.84,2023-05-29
1529,1529,304,214.00,1568.05,2024-11-17
1530,1530,255,184.00,485.40,2026-03-13
1531,1531,126,38.00,1877.42,2025-06-20
1532,1532,372,189.00,1764.73,2026-02-10
1533,1533,325,57.00,1084.67,2025-10-16
1534,1534,57,92.00,1705.52,2023-02-13
1535,1535,286,305.00,881.79,2025-11-09
1536,1536,470,133.00,82.78,2023-01-23
1537,1537,332,214.00,147.30,2025-11-23
1538,1538,420,127.00,414.56,2026-03-14
1539,1539,356,85.00,334.87,2023-04-14
1540,1540,54,472.00,1229.81,2023-07-14
1541,1541,279,242.00,1357.67,2026-03-27
1542,1542,163,225.00,2039.51,2026-01-07
1543,1543,476,192.00,649.09,2026-04-24
1544,1544,211,46.00,1525.80,2026-02-04
1545,1545,47,320.00,252.00,2023-12-21
1546,1546,9,489.00,1795.44,2024-08-14
1547,1547,90,250.00,967.34,2025-05-14
1548,1548,162,49.00,138.12,2026-06-05
1549,1549,305,291.00,840.21,2025-08-27
1550,1550,211,103.00,1046.53,2023-12-29
1551,1551,213,448.00,1181.64,2023-05-07
1552,1552,302,224.00,597.80,2025-12-02
1553,1553,117,437.00,965.29,2026-03-17
1554,1554,433,21.00,59.26,2024-05-09
1555,1555,404,414.00,999.34,2024-03-07
1556,1556,25,13.00,456.56,2025-09-30
1557,1557,11,329.00,1476.98,2025-03-27
1558,1558,156,143.00,256.32,2024-01-21
1559,1559,109,434.00,159.89,2025-11-02
1560,1560,482,282.00,137.24,2024-11-18
1561,1561,450,204.00,1197.93,2023-04-06
1562,1562,364,353.00,278.83,2026-06-03
1563,1563,25,490.00,1719.90,2024-06-20
1564,1564,209,363.00,219.81,2026-09-21
1565,1565,285,487.00,492.57,2026-08-13
1566,1566,211,350.00,705.29,2024-11-03
1567,1567,207,365.00,746.22,2024-08-15
1568,1568,382,480.00,1348.42,2025-11-13
1569,1569,76,263.00,979.58,2024-05-08
1570,1570,215,97.00,252.14,2025-12-05
1571,1571,208,263.00,821.73,2026-10-07
1572,1572,169,303.00,833.26,2025-11-01
1573,1573,339,251.00,764.89,2026-02-19
1574,1574,293,364.00,716.47,2026-09-22
1575,1575,271,107.00,715.24,2025-02-19
1576,1576,102,220.00,1164.83,2026-06-02
1577,1577,219,333.00,187.28,2025-12-25
1578,1578,418,462.00,226.02,2025-11-22
1579,1579,413,119.00,1742.92,2025-12-02
1580,1580,404,443.00,1925.72,2026-03-21
1581,1581,311,145.00,241.79,2025-02-22
1582,1582,92,498.00,532.82,2026-04-15
1583,1583,157,447.00,1812.60,2024-08-25
1584,1584,251,103.00,1161.80,2025-11-18
1585,1585,87,245.00,792.59,2026-01-12
1586,1586,178,474.00,401.88,2025-08-25
1587,1587,390,323.00,197.18,2024-02-17
1588,1588,25,123.00,580.37,2025-01-25
1589,1589,230,179.00,709.31,2023-07-14
1590,1590,314,189.00,1339.77,2023-08-16
1591,1591,409,369.00,1308.56,2024-11-07
1592,1592,339,120.00,1364.87,2025-07-23
1593,1593,134,101.00,1118.65,2023-07-15
1594,1594,466,346.00,1809.81,2026-10-19
1595,1595,34,124.00,509.54,2025-06-07
1596,1596,31,136.00,416.04,2024-07-10
1597,1597,224,113.00,1710.50,2025-04-04
1598,1598,415,418.00,376.43,2026-05-18
1599,1599,119,225.00,363.81,2024-01-07
1600,1600,183,224.00,501.37,2025-09-16
1601,1601,91,200.00,387.79,2023-07-10
1602,1602,472,306.00,290.56,2025-05-27
1603,1603,322,227.00,1190.60,2026-07-27
1604,1604,128,401.00,1505.05,2024-06-14
1605,1605,243,205.00,1810.50,2024-10-16
1606,1606,172,251.00,609.78,2025-06-03
1607,1607,304,121.00,701.24,2025-12-16
1608,1608,294,435.00,247.86,2024-09-04
1609,1609,4,487.00,1932.17,2025-02-02
1610,1610,184,498.00,409.44,2026-10-05
1611,1611,357,437.00,61.43,2025-09-28
1612,1612,389,100.00,1964.03,2023-11-07
1613,1613,85,219.00,1714.38,2026-07-05
1614,1614,353,126.00,717.67,2023-09-20
1615,1615,318,379.00,2045.07,2025-09-27
1616,1616,111,236.00,820.82,2024-11-20
1617,1617,255,329.00,1303.91,2026-09-11
1618,1618,446,38.00,1839.70,2026-05-04
1619,1619,14,14.00,384.70,2023-05-31
1620,1620,1,89.00,960.35,2026-08-18
1621,1621,298,393.00,239.48,2023-08-15
1622,1622,60,484.00,1680.52,2023-06-03
1623,1623,304,449.00,941.92,2024-10-31
1624,1624,11,16.00,1561.22,2025-01-27
1625,1625,139,309.00,909.25,2026-03-31
1626,1626,457,439.00,1757.05,2023-04-20
1627,1627,55,70.00,1891.64,2023-12-01
1628,1628,92,68.00,1856.78,2023-08-16
1629,1629,114,160.00,362.44,2025-07-14
1630,1630,92,253.00,297.35,2026-05-07
1631,1631,155,368.00,787.16,2026-06-04
1632,1632,374,292.00,2037.77,2024-12-04
1633,1633,478,270.00,1332.31,2026-01-14
1634,1634,497,28.00,960.36,2023-06-07
1635,1635,48,398.00,1903.73,2025-03-01
1636,1636,371,38.00,822.49,2025-04-30
1637,1637,176,66.00,1935.96,2023-04-28
1638,1638,430,77.00,1445.43,2025-03-31
1639,1639,261,124.00,1312.22,2024-01-26
1640,1640,287,296.00,1877.70,2023-06-17
1641,1641,210,111.00,954.82,2026-09-04
1642,1642,352,487.00,853.45,2024-11-03
1643,1643,197,419.00,1661.92,2024-12-19
1644,1644,61,34.00,1600.86,2026-06-15
1645,1645,118,354.00,965.51,2023-10-22
1646,1646,72,313.00,1119.41,2024-05-07
1647,1647,155,64.00,776.94,2025-08-09
1648,1648,144,245.00,1580.83,2026-01-05
1649,1649,475,46.00,1461.79,2023-01-25
1650,1650,168,225.00,431.00,2023-05-23
1651,1651,53,422.00,651.68,2024-04-08
1652,1652,383,128.00,614.72,2023-09-07
1653,1653,34,313.00,1478.01,2024-10-04
1654,1654,389,307.00,1374.93,2025-11-07
1655,1655,354,91.00,1920.19,2025-08-26
1656,1656,102,324.00,597.40,2024-11-11
1657,1657,397,249.00,1100.62,2026-04-17
1658,1658,268,50.00,1591.39,2024-12-14
1659,1659,27,182.00,1767.67,2026-07-20
1660,1660,107,142.00,877.77,2025-09-02
1661,1661,386,355.00,827.82,2024-11-17
1662,1662,444,138.00,1051.34,2023-12-02
1663,1663,163,430.00,96.54,2026-09-01
1664,1664,262,236.00,1559.50,2025-02-23
1665,1665,499,385.00,2044.58,2024-09-27
1666,1666,249,483.00,444.41,2025-05-23
1667,1667,254,70.00,310.04,2023-11-21
1668,1668,96,192.00,1952.51,2024-01-06
1669,1669,202,282.00,1005.47,2023-02-24
1670,1670,426,404.00,1090.87,2024-04-16
1671,1671,97,101.00,1331.38,2026-02-24
1672,1672,29,187.00,54.23,2024-08-18
1673,1673,221,258.00,684.96,2023-08-07
1674,1674,223,436.00,826.91,2025-02-26
1675,1675,37,47.00,813.66,2025-05-25
1676,1676,300,250.00,241.33,2026-04-20
1677,1677,283,424.00,1138.42,2023-01-25
1678,1678,285,174.00,881.51,2026-05-13
1679,1679,403,364.00,1985.87,2023-12-07
1680,1680,273,297.00,448.42,2023-07-29
1681,1681,25,289.00,564.15,2025-07-05
1682,1682,364,309.00,1844.17,2025-09-13
1683,1683,493,453.00,493.08,2026-08-25
1684,1684,185,6.00,1465.91,2024-04-04
1685,1685,80,223.00,743.39,2025-01-24
1686,1686,137,403.00,523.33,2026-09-16
1687,1687,401,152.00,1615.39,2024-09-29
1688,1688,122,314.00,511.28,2025-03-02
1689,1689,326,301.00,1351.69,2023-09-11
1690,1690,270,92.00,1578.45,2025-06-15
1691,1691,282,41.00,1620.97,2025-02-26
1692,1692,275,100.00,218.20,2024-03-28
1693,1693,187,187.00,528.26,2024-07-24
1694,1694,429,397.00,1167.94,2025-06-19
1695,1695,498,330.00,1769.64,2023-02-23
1696,1696,271,407.00,95.30,2026-05-24
1697,1697,290,403.00,623.54,2023-10-17
1698,1698,474,127.00,942.32,2025-07-11
1699,1699,374,252.00,904.77,2025-06-23
1700,1700,237,106.00,1164.00,2026-01-26
1701,1701,284,193.00,300.02,2025-03-27
1702,1702,1,454.00,1660.99,2025-08-19
1703,1703,200,151.00,1888.80,2026-08-21
1704,1704,73,495.00,149.25,2024-07-01
1705,1705,283,189.00,1041.74,2026-04-18
1706,1706,451,493.00,1890.25,2024-02-08
1707,1707,112,155.00,1337.44,2024-08-01
1708,1708,388,162.00,574.42,2024-02-07
1709,1709,431,41.00,1965.47,2025-07-28
1710,1710,207,380.00,1682.34,2025-09-12
1711,1711,184,385.00,1758.65,2023-05-20
1712,1712,489,418.00,308.47,2026-10-09
1713,1713,149,475.00,1990.78,2026-03-30
1714,1714,474,395.00,1997.18,2025-06-19
1715,1715,164,66.00,547.77,2026-05-23
1716,1716,293,324.00,1323.65,2025-07-18
1717,1717,126,145.00,701.08,2025-03-22
1718,1718,322,370.00,844.97,2023-03-25
1719,1719,339,230.00,2041.07,2024-05-14
1720,1720,112,172.00,245.73,2026-02-12
1721,1721,280,447.00,1725.03,2026-02-01
1722,1722,67,226.00,1597.56,2023-04-17
1723,1723,88,48.00,1400.62,2023-03-02
1724,1724,434,111.00,863.37,2025-10-05
1725,1725,349,278.00,71.66,2025-03-01
1726,1726,183,20.00,1617.49,2024-05-06
1727,1727,31,426.00,1622.29,2024-01-03
1728,1728,452,399.00,845.12,2023-05-05
1729,1729,179,430.00,1577.35,2024-10-28
1730,1730,229,383.00,1698.74,2023-06-13
1731,1731,304,480.00,794.90,2024-04-30
1732,1732,170,126.00,688.24,2025-06-26
1733,1733,267,413.00,1029.06,2024-12-28
1734,1734,491,439.00,1336.22,2023-10-16
1735,1735,196,112.00,1915.01,2026-05-29
1736,1736,89,338.00,1837.28,2026-04-15
1737,1737,306,304.00,105.47,2025-07-03
1738,1738,223,286.00,1763.65,2026-09-23
1739,1739,67,51.00,1577.77,2026-06-24
1740,1740,41,307.00,947.04,2024-10-13
1741,1741,492,365.00,136.30,2026-10-02
1742,1742,474,372.00,97.02,2026-08-17
1743,1743,419,41.00,1414.07,2026-05-11
1744,1744,184,68.00,1023.57,2026-02-23
1745,1745,485,364.00,1128.89,2025-09-18
1746,1746,289,214.00,1446.74,2026-04-08
1747,1747,196,81.00,1341.57,2026-06-14
1748,1748,71,421.00,130.39,2024-01-24
1749,1749,345,17.00,850.65,2023-07-02
1750,1750,258,491.00,392.02,2026-09-30
1751,1751,215,306.00,1240.30,2024-11-24
1752,1752,417,416.00,1714.44,2025-09-16
1753,1753,287,136.00,1900.25,2024-04-19
1754,1754,183,340.00,398.59,2023-03-10
1755,1755,441,140.00,684.31,2024-06-17
1756,1756,198,84.00,1777.30,2024-07-30
1757,1757,217,256.00,1694.03,2025-02-09
1758,1758,352,447.00,569.59,2024-06-29
1759,1759,44,14.00,725.19,2023-06-11
1760,1760,141,278.00,1749.89,2025-08-24
1761,1761,189,44.00,1080.00,2024-08-02
1762,1762,440,211.00,1519.11,2026-08-24
1763,1763,40,454.00,1689.35,2024-01-12
1764,1764,451,61.00,455.34,2026-03-05
1765,1765,203,91.00,881.85,2026-06-30
1766,1766,398,129.00,1392.30,2023-09-13
1767,1767,434,32.00,594.08,2024-08-10
1768,1768,213,449.00,666.89,2025-02-05
1769,1769,114,150.00,1775.21,2026-01-14
1770,1770,131,58.00,345.04,2025-12-03
1771,1771,341,180.00,1677.28,2025-02-12
1772,1772,249,109.00,1081.18,2026-03-21
1773,1773,86,473.00,678.54,2023-09-24
1774,1774,444,255.00,283.03,2023-05-06
1775,1775,179,475.00,1291.21,2026-03-16
1776,1776,27,447.00,1857.48,2024-06-01
1777,1777,354,283.00,1070.17,2026-02-22
1778,1778,194,120.00,1732.85,2024-02-14
1779,1779,34,455.00,812.09,2026-04-28
1780,1780,230,483.00,1806.18,2023-10-25
1781,1781,208,290.00,1990.74,2023-04-15
1782,1782,358,50.00,1652.70,2025-09-24
1783,1783,9,104.00,1802.75,2023-03-01
1784,1784,95,8.00,227.18,2025-02-08
1785,1785,249,87.00,1408.44,2024-05-18
1786,1786,335,447.00,324.88,2024-03-04
1787,1787,363,40.00,356.03,2026-01-01
1788,1788,334,309.00,1467.74,2025-12-22
1789,1789,422,435.00,1267.95,2024-12-29
1790,1790,353,5.00,1766.58,2024-02-25
1791,1791,115,359.00,617.20,2026-05-08
1792,1792,137,377.00,1679.18,2025-12-03
1793,1793,136,216.00,1686.89,2023-05-11
1794,1794,455,284.00,843.15,2023-02-14
1795,1795,77,307.00,835.22,2023-06-11
1796,1796,378,378.00,134.34,2025-10-05
1797,1797,60,296.00,402.25,2025-08-14
1798,1798,3,369.00,2024.71,2024-05-03
1799,1799,109,336.00,1708.05,2023-10-11
1800,1800,325,61.00,210.55,2023-09-11
1801,1801,459,245.00,132.06,2023-12-18
1802,1802,279,105.00,1983.62,2025-02-08
1803,1803,208,68.00,499.21,2023-12-28
1804,1804,241,486.00,1649.33,2025-06-20
1805,1805,25,24.00,2014.96,2026-07-06
1806,1806,180,33.00,529.22,2025-07-12
1807,1807,333,88.00,1012.94,2024-01-20
1808,1808,381,50.00,1261.69,2026-02-09
1809,1809,99,348.00,642.25,2026-01-10
1810,1810,8,354.00,2042.55,2026-02-26
1811,1811,41,53.00,176.30,2023-12-04
1812,1812,226,286.00,451.69,2024-01-22
1813,1813,63,327.00,838.16,2026-01-19
1814,1814,412,292.00,107.13,2024-02-28
1815,1815,210,364.00,757.66,2024-10-17
1816,1816,482,198.00,1736.56,2025-02-05
1817,1817,65,428.00,576.44,2025-09-22
1818,1818,496,312.00,1768.13,2024-07-12
1819,1819,81,392.00,924.10,2025-08-11
1820,1820,339,173.00,1816.25,2025-05-19
1821,1821,497,163.00,1997.61,2025-01-16
1822,1822,234,96.00,290.04,2026-02-18
1823,1823,6,401.00,1878.42,2024-03-28
1824,1824,269,455.00,820.02,2023-12-04
1825,1825,44,10.00,759.51,2025-03-09
1826,1826,33,294.00,100.09,2026-03-23
1827,1827,10,280.00,1038.93,2023-05-01
1828,1828,232,155.00,1469.18,2023-10-05
1829,1829,284,428.00,330.24,2024-08-28
1830,1830,65,396.00,1039.76,2024-01-27
1831,1831,385,330.00,876.06,2025-11-05
1832,1832,323,413.00,91.04,2026-01-13
1833,1833,265,397.00,736.07,2025-04-09
1834,1834,218,108.00,448.65,2026-07-19
1835,1835,301,299.00,384.04,2025-11-05
1836,1836,353,339.00,1719.37,2025-03-05
1837,1837,64,33.00,1871.76,2025-11-21
1838,1838,134,352.00,1557.61,2025-02-26
1839,1839,37,377.00,1380.24,2025-09-11
1840,1840,293,395.00,508.25,2025-02-19
1841,1841,2,42.00,910.39,2023-09-10
1842,1842,408,445.00,1247.04,2024-03-31
1843,1843,82,175.00,567.00,2023-05-06
1844,1844,143,442.00,1047.40,2023-04-20
1845,1845,75,304.00,2044.75,2023-09-30
1846,1846,263,93.00,1660.13,2024-05-23
1847,1847,315,259.00,483.08,2025-11-03
1848,1848,180,494.00,174.92,2023-03-12
1849,1849,124,225.00,126.60,2023-02-09
1850,1850,322,481.00,410.45,2026-01-25
1851,1851,439,311.00,356.93,2023-11-30
1852,1852,10,399.00,543.74,2025-02-14
1853,1853,80,438.00,869.37,2025-06-08
1854,1854,445,121.00,982.56,2023-09-29
1855,1855,363,7.00,137.52,2026-05-21
1856,1856,420,285.00,1618.27,2023-11-08
1857,1857,281,245.00,2028.77,2024-11-21
1858,1858,368,265.00,913.05,2024-11-23
1859,1859,249,406.00,1116.84,2025-11-01
1860,1860,307,461.00,1084.22,2025-12-10
1861,1861,493,85.00,1822.49,2024-02-17
1862,1862,130,298.00,1046.17,2025-12-21
1863,1863,247,198.00,1583.88,2023-11-05
1864,1864,26,166.00,1255.93,2026-03-15
1865,1865,358,105.00,1915.63,2024-08-17
1866,1866,242,422.00,467.89,2024-11-03
1867,1867,208,166.00,376.14,2024-01-13
1868,1868,116,165.00,351.58,2024-05-05
1869,1869,361,413.00,633.25,2024-06-21
1870,1870,336,480.00,789.55,2023-03-03
1871,1871,180,485.00,1756.87,2023-12-23
1872,1872,242,258.00,978.85,2024-10-30
1873,1873,494,128.00,1721.19,2024-10-30
1874,1874,193,134.00,1651.42,2023-02-07
1875,1875,68,74.00,1188.98,2024-08-22
1876,1876,332,42.00,1181.40,2023-11-20
1877,1877,435,293.00,1263.22,2024-12-27
1878,1878,441,5.00,530.63,2025-11-10
1879,1879,346,356.00,1652.45,2023-06-09
1880,1880,426,399.00,679.68,2023-12-21
1881,1881,205,455.00,1936.32,2024-07-16
1882,1882,144,139.00,1731.68,2024-01-05
1883,1883,105,455.00,962.27,2023-12-02
1884,1884,209,207.00,1722.11,2024-10-08
1885,1885,32,214.00,567.71,2025-06-14
1886,1886,457,188.00,1482.75,2023-08-22
1887,1887,45,215.00,816.66,2023-03-16
1888,1888,474,293.00,50.67,2024-12-17
1889,1889,483,156.00,1394.03,2026-05-14
1890,1890,161,232.00,419.60,2026-07-20
1891,1891,327,222.00,1652.93,2025-11-20
1892,1892,482,221.00,671.29,2026-02-18
1893,1893,12,438.00,1749.88,2025-06-30
1894,1894,278,368.00,1077.59,2026-06-20
1895,1895,443,123.00,1786.83,2024-04-13
1896,1896,495,394.00,1049.92,2023-10-04
1897,1897,459,21.00,1666.36,2026-05-29
1898,1898,248,223.00,1532.26,2024-10-01
1899,1899,397,245.00,1908.78,2025-09-21
1900,1900,233,202.00,920.40,2023-03-23
1901,1901,193,82.00,1251.91,2025-09-19
1902,1902,473,343.00,446.67,2025-02-26
1903,1903,153,309.00,2022.79,2023-04-08
1904,1904,282,450.00,473.80,2025-03-30
1905,1905,247,105.00,333.86,2024-08-27
1906,1906,432,200.00,1228.82,2025-06-10
1907,1907,233,267.00,1954.28,2025-04-21
1908,1908,437,300.00,1082.60,2023-03-15
1909,1909,479,445.00,1295.38,2023-11-22
1910,1910,165,100.00,630.94,2025-11-05
1911,1911,291,337.00,1775.74,2024-11-10
1912,1912,128,243.00,1751.06,2023-11-13
1913,1913,23,268.00,1707.80,2026-08-10
1914,1914,170,482.00,725.76,2026-06-01
1915,1915,416,173.00,956.32,2024-06-24
1916,1916,426,213.00,1833.46,2026-10-03
1917,1917,225,173.00,1479.18,2026-06-09
1918,1918,85,84.00,370.72,2026-05-06
1919,1919,251,39.00,1072.77,2024-01-21
1920,1920,13,298.00,1841.69,2025-05-05
1921,1921,333,295.00,582.02,2026-02-22
1922,1922,394,244.00,1345.68,2026-03-30
1923,1923,333,157.00,1401.24,2026-07-16
1924,1924,468,365.00,1492.86,2024-08-21
1925,1925,249,480.00,2034.22,2024-02-23
1926,1926,423,215.00,1039.54,2023-05-18
1927,1927,298,171.00,943.96,2023-05-26
1928,1928,144,414.00,377.89,2023-06-24
1929,1929,194,151.00,1289.57,2026-01-28
1930,1930,280,302.00,760.01,2025-06-05
1931,1931,378,255.00,1985.04,2025-12-10
1932,1932,292,20.00,321.48,2023-10-17
1933,1933,243,329.00,849.25,2025-03-11
1934,1934,4,397.00,100.97,2026-03-18
1935,1935,153,9.00,743.34,2024-02-16
1936,1936,232,321.00,2035.44,2023-05-08
1937,1937,281,37.00,1766.06,2026-09-28
1938,1938,136,496.00,51.38,2025-07-20
1939,1939,275,310.00,620.14,2023-09-22
1940,1940,17,412.00,1789.53,2025-01-29
1941,1941,262,259.00,441.22,2023-08-14
1942,1942,417,387.00,639.76,2023-04-07
1943,1943,290,265.00,100.45,2023-07-12
1944,1944,285,38.00,250.36,2023-07-17
1945,1945,11,283.00,1822.21,2024-09-05
1946,1946,236,412.00,872.42,2026-08-29
1947,1947,63,154.00,1460.41,2023-09-21
1948,1948,338,208.00,759.21,2024-04-24
1949,1949,218,324.00,1980.07,2025-01-30
1950,1950,98,180.00,969.61,2026-08-24
1951,1951,54,200.00,1065.53,2025-12-24
1952,1952,242,496.00,324.61,2025-07-17
1953,1953,443,129.00,557.75,2026-07-26
1954,1954,18,431.00,738.96,2026-09-13
1955,1955,168,319.00,1814.99,2023-06-21
1956,1956,300,498.00,1923.97,2026-03-18
1957,1957,436,295.00,277.93,2023-04-01
1958,1958,60,456.00,446.44,2025-11-11
1959,1959,446,291.00,973.52,2025-04-12
1960,1960,220,401.00,1748.47,2024-04-18
1961,1961,211,59.00,1910.14,2023-09-08
1962,1962,34,118.00,372.16,2025-10-31
1963,1963,238,274.00,2016.20,2023-01-19
1964,1964,198,34.00,1926.65,2023-06-12
1965,1965,222,71.00,395.89,2023-10-22
1966,1966,315,319.00,1544.34,2026-09-23
1967,1967,276,164.00,1854.57,2024-07-18
1968,1968,380,282.00,1732.32,2026-08-02
1969,1969,435,400.00,598.41,2024-03-19
1970,1970,97,133.00,824.27,2024-04-10
1971,1971,165,245.00,300.50,2025-05-22
1972,1972,417,468.00,428.05,2025-02-28
1973,1973,281,426.00,1416.50,2025-05-25
1974,1974,459,19.00,536.14,2024-03-29
1975,1975,299,281.00,63.44,2024-01-02
1976,1976,416,67.00,1683.83,2025-01-18
1977,1977,80,41.00,718.66,2024-06-29
1978,1978,281,305.00,594.16,2026-02-02
1979,1979,155,66.00,2046.65,2025-08-28
1980,1980,262,463.00,818.68,2024-10-20
1981,1981,207,444.00,1778.93,2023-11-30
1982,1982,468,237.00,431.60,2023-09-13
1983,1983,226,82.00,384.48,2026-03-30
1984,1984,366,493.00,1147.80,2023-10-05
1985,1985,282,248.00,1098.98,2026-09-23
1986,1986,247,133.00,1926.42,2025-02-19
1987,1987,455,25.00,1936.51,2023-02-13
1988,1988,234,451.00,116.69,2023-02-23
1989,1989,481,100.00,762.76,2025-10-15
1990,1990,475,350.00,688.07,2026-10-11
1991,1991,6,354.00,1295.69,2024-03-13
1992,1992,134,154.00,2027.57,2025-07-25
1993,1993,445,342.00,1847.10,2026-08-25
1994,1994,495,246.00,1390.42,2025-05-22
1995,1995,432,142.00,285.15,2025-06-15
1996,1996,234,497.00,798.45,2024-12-31
1997,1997,494,332.00,1584.75,2024-01-09
1998,1998,464,482.00,1565.18,2025-09-20
1999,1999,144,142.00,1498.56,2025-11-25
2000,2000,39,442.00,936.75,2024-01-04
2001,2001,165,400.00,1013.03,2026-03-19
2002,2002,248,425.00,605.41,2024-05-16
2003,2003,449,43.00,1044.21,2026-02-05
2004,2004,62,307.00,1642.78,2025-04-05
2005,2005,259,62.00,1922.15,2026-05-17
2006,2006,483,137.00,746.11,2025-03-08
2007,2007,446,466.00,253.14,2026-09-18
2008,2008,247,312.00,1608.91,2024-04-25
2009,2009,373,98.00,76.90,2025-10-18
2010,2010,160,333.00,1411.22,2023-11-29
2011,2011,474,156.00,215.21,2025-10-23
2012,2012,399,218.00,1707.54,2023-07-19
2013,2013,74,214.00,936.59,2025-10-19
2014,2014,469,137.00,1457.90,2023-06-14
2015,2015,405,173.00,347.12,2023-10-28
2016,2016,220,410.00,1686.95,2023-11-06
2017,2017,423,285.00,632.11,2025-05-24
2018,2018,52,107.00,1307.72,2024-01-25
2019,2019,423,133.00,1165.11,2025-11-16
2020,2020,241,323.00,741.56,2024-03-28
2021,2021,110,282.00,1441.00,2024-05-23
2022,2022,460,19.00,119.82,2026-10-01
2023,2023,197,350.00,1846.35,2025-02-06
2024,2024,131,17.00,793.76,2026-07-03
2025,2025,423,426.00,1121.78,2024-08-29
2026,2026,480,177.00,1051.04,2025-10-21
2027,2027,185,467.00,1514.74,2025-08-16
2028,2028,28,316.00,1797.12,2026-02-10
2029,2029,128,314.00,2011.13,2024-03-21
2030,2030,290,343.00,312.25,2024-05-04
2031,2031,229,467.00,1233.08,2023-11-04
2032,2032,297,84.00,644.49,2023-02-06
2033,2033,211,477.00,1478.93,2024-12-03
2034,2034,264,413.00,1414.43,2023-12-25
2035,2035,358,398.00,865.41,2026-07-08
2036,2036,221,296.00,1337.57,2026-02-26
2037,2037,415,438.00,1007.71,2023-06-19
2038,2038,338,411.00,1565.46,2026-10-19
2039,2039,215,43.00,1420.97,2023-02-26
2040,2040,295,102.00,872.37,2023-10-30
2041,2041,353,411.00,1384.32,2024-03-11
