BOM_ID,PRODUCT_ID,BOM_VERSION,EFFECTIVE_DATE,STATUS
696,196,B,2024-08-16,ACTIVE
697,197,B,2024-08-26,ACTIVE
698,198,B,2025-09-24,ACTIVE
699,199,B,2023-05-01,ACTIVE
700,200,B,2024-07-26,ACTIVE
701,201,B,2024-08-29,ACTIVE
702,202,B,2023-08-30,ACTIVE
703,203,B,2023-01-09,ACTIVE
704,204,B,2025-01-11,ACTIVE
705,205,B,2023-01-18,ACTIVE
706,206,B,2024-06-16,ACTIVE
707,207,B,2025-03-24,ACTIVE
708,208,B,2024-03-18,ACTIVE
709,209,B,2024-04-25,ACTIVE
710,210,B,2025-07-31,ACTIVE
711,211,B,2023-12-07,ACTIVE
712,212,B,2023-10-18,ACTIVE
713,213,B,2023-10-14,ACTIVE
714,214,B,2023-07-18,ACTIVE
715,215,B,2024-04-13,ACTIVE
716,216,B,2024-07-15,ACTIVE
717,217,B,2023-07-12,ACTIVE
718,218,B,2024-01-31,ACTIVE
719,219,B,2024-08-20,ACTIVE
720,220,B,2025-08-29,ACTIVE
721,221,B,2025-02-19,ACTIVE
722,222,B,2024-12-24,ACTIVE
723,223,B,2025-01-21,ACTIVE
724,224,B,2024-04-05,ACTIVE
725,225,B,2024-08-24,ACTIVE
726,226,B,2024-08-21,ACTIVE
727,227,B,2025-06-19,ACTIVE
728,228,B,2023-12-25,ACTIVE
729,229,B,2023-08-12,ACTIVE
730,230,B,2025-07-08,ACTIVE
731,231,B,2024-10-27,ACTIVE
732,232,B,2025-05-19,ACTIVE
733,233,B,2023-03-07,ACTIVE
734,234,B,2023-04-08,ACTIVE
735,235,B,2023-09-02,ACTIVE
736,236,B,2024-07-13,ACTIVE
737,237,B,2024-02-27,ACTIVE
738,238,B,2025-04-04,ACTIVE
739,239,B,2025-07-08,ACTIVE
740,240,B,2023-10-08,ACTIVE
741,241,B,2023-08-31,ACTIVE
742,242,B,2023-03-02,ACTIVE
743,243,B,2025-06-14,ACTIVE
744,244,B,2023-08-27,ACTIVE
745,245,B,2023-11-02,ACTIVE
746,246,B,2025-02-18,ACTIVE
747,247,B,2025-09-14,ACTIVE
748,248,B,2023-04-17,ACTIVE
749,249,B,2024-11-11,ACTIVE
750,250,B,2023-04-19,ACTIVE
751,251,B,2024-01-03,ACTIVE
752,252,B,2023-12-30,ACTIVE
753,253,B,2025-08-21,ACTIVE
754,254,B,2023-04-23,ACTIVE
755,255,B,2024-12-10,ACTIVE
756,256,B,2023-09-29,ACTIVE
757,257,B,2025-08-14,ACTIVE
758,258,B,2023-04-12,ACTIVE
759,259,B,2023-03-30,ACTIVE
760,260,B,2023-10-18,ACTIVE
761,261,B,2024-01-24,ACTIVE
762,262,B,2025-07-02,ACTIVE
763,263,B,2024-10-23,ACTIVE
764,264,B,2025-09-13,ACTIVE
765,265,B,2025-03-07,ACTIVE
766,266,B,2024-07-25,ACTIVE
767,267,B,2025-04-15,ACTIVE
768,268,B,2024-02-13,ACTIVE
769,269,B,2023-12-28,ACTIVE
770,270,B,2024-09-19,ACTIVE
771,271,B,2025-08-03,ACTIVE
772,272,B,2025-05-04,ACTIVE
773,273,B,2025-07-06,ACTIVE
774,274,B,2023-09-05,ACTIVE
775,275,B,2024-10-28,ACTIVE
776,276,B,2024-09-09,ACTIVE
777,277,B,2023-07-23,ACTIVE
778,278,B,2024-12-15,ACTIVE
779,279,B,2024-04-11,ACTIVE
780,280,B,2024-06-06,ACTIVE
781,281,B,2023-10-29,ACTIVE
782,282,B,2025-03-17,ACTIVE
783,283,B,2024-08-30,ACTIVE
784,284,B,2024-09-18,ACTIVE
785,285,B,2024-09-06,ACTIVE
786,286,B,2023-03-11,ACTIVE
787,287,B,2023-01-12,ACTIVE
788,288,B,2025-05-30,ACTIVE
789,289,B,2025-09-03,ACTIVE
790,290,B,2023-06-11,ACTIVE
791,291,B,2025-03-11,ACTIVE
792,292,B,2023-09-05,ACTIVE
793,293,B,2023-01-25,ACTIVE
794,294,B,2024-06-17,ACTIVE
795,295,B,2025-01-04,ACTIVE
796,296,B,2023-11-30,ACTIVE
797,297,B,2025-06-30,ACTIVE
798,298,B,2024-11-21,ACTIVE
799,299,B,2023-08-09,ACTIVE
800,300,B,2024-03-25,ACTIVE
801,301,B,2025-06-24,ACTIVE
802,302,B,2023-01-02,ACTIVE
803,303,B,2025-06-05,ACTIVE
804,304,B,2025-07-13,ACTIVE
805,305,B,2025-05-15,ACTIVE
806,306,B,2024-09-27,ACTIVE
807,307,B,2023-06-07,ACTIVE
808,308,B,2025-01-20,ACTIVE
809,309,B,2023-05-20,ACTIVE
810,310,B,2024-09-28,ACTIVE
811,311,B,2025-02-17,ACTIVE
812,312,B,2023-07-11,ACTIVE
813,313,B,2023-12-26,ACTIVE
814,314,B,2023-08-31,ACTIVE
815,315,B,2025-03-21,ACTIVE
816,316,B,2024-05-12,ACTIVE
817,317,B,2023-09-05,ACTIVE
818,318,B,2025-07-11,ACTIVE
819,319,B,2024-06-07,ACTIVE
820,320,B,2024-02-17,ACTIVE
821,321,B,2025-08-23,ACTIVE
822,322,B,2025-01-29,ACTIVE
823,323,B,2023-11-25,ACTIVE
824,324,B,2025-06-17,ACTIVE
825,325,B,2023-11-18,ACTIVE
826,326,B,2025-06-07,ACTIVE
827,327,B,2024-03-19,ACTIVE
828,328,B,2025-04-15,ACTIVE
829,329,B,2024-04-15,ACTIVE
830,330,B,2025-02-21,ACTIVE
831,331,B,2023-11-29,ACTIVE
832,332,B,2025-05-08,ACTIVE
833,333,B,2024-09-04,ACTIVE
834,334,B,2025-05-22,ACTIVE
835,335,B,2024-09-09,ACTIVE
836,336,B,2024-07-12,ACTIVE
837,337,B,2023-03-11,ACTIVE
838,338,B,2025-08-29,ACTIVE
839,339,B,2024-05-19,ACTIVE
840,340,B,2024-09-30,ACTIVE
841,341,B,2024-09-30,ACTIVE
842,342,B,2024-02-25,ACTIVE
843,343,B,2025-08-03,ACTIVE
844,344,B,2025-02-12,ACTIVE
845,345,B,2024-02-13,ACTIVE
846,346,B,2024-09-04,ACTIVE
847,347,B,2024-01-07,ACTIVE
848,348,B,2024-12-25,ACTIVE
849,349,B,2024-10-23,ACTIVE
850,350,B,2023-04-07,ACTIVE
851,351,B,2023-11-06,ACTIVE
852,352,B,2023-01-01,ACTIVE
853,353,B,2025-01-09,ACTIVE
854,354,B,2023-02-26,ACTIVE
855,355,B,2023-05-25,ACTIVE
856,356,B,2024-08-23,ACTIVE
857,357,B,2025-08-14,ACTIVE
858,358,B,2025-03-12,ACTIVE
859,359,B,2025-09-09,ACTIVE
860,360,B,2025-02-12,ACTIVE
861,361,B,2023-09-17,ACTIVE
862,362,B,2024-06-14,ACTIVE
863,363,B,2024-06-05,ACTIVE
864,364,B,2025-01-12,ACTIVE
865,365,B,2024-03-16,ACTIVE
866,366,B,2025-07-28,ACTIVE
867,367,B,2023-03-30,ACTIVE
868,368,B,2023-12-03,ACTIVE
869,369,B,2024-02-10,ACTIVE
870,370,B,2025-06-29,ACTIVE
871,371,B,2025-03-18,ACTIVE
872,372,B,2023-04-30,ACTIVE
873,373,B,2025-04-19,ACTIVE
874,374,B,2025-08-14,ACTIVE
875,375,B,2023-04-28,ACTIVE
876,376,B,2025-03-03,ACTIVE
877,377,B,2023-08-17,ACTIVE
878,378,B,2024-06-12,ACTIVE
879,379,B,2025-02-21,ACTIVE
880,380,B,2024-03-18,ACTIVE
881,381,B,2025-09-03,ACTIVE
882,382,B,2023-04-18,ACTIVE
883,383,B,2025-06-08,ACTIVE
884,384,B,2025-01-06,ACTIVE
885,385,B,2023-12-07,ACTIVE
886,386,B,2025-05-16,ACTIVE
887,387,B,2023-02-13,ACTIVE
888,388,B,2024-07-30,ACTIVE
889,389,B,2025-01-04,ACTIVE
890,390,B,2023-11-21,ACTIVE
891,391,B,2025-07-15,ACTIVE
892,392,B,2024-10-30,ACTIVE
893,393,B,2025-09-05,ACTIVE
894,394,B,2025-06-22,ACTIVE
895,395,B,2023-10-11,ACTIVE
896,396,B,2023-03-09,ACTIVE
897,397,B,2024-07-17,ACTIVE
898,398,B,2023-02-24,ACTIVE
899,399,B,2023-06-13,ACTIVE
900,400,B,2024-04-20,ACTIVE
901,401,B,2023-05-21,ACTIVE
902,402,B,2023-10-28,ACTIVE
903,403,B,2023-03-28,ACTIVE
904,404,B,2024-06-02,ACTIVE
905,405,B,2024-12-06,ACTIVE
906,406,B,2025-05-05,ACTIVE
907,407,B,2023-12-22,ACTIVE
908,408,B,2024-09-19,ACTIVE
909,409,B,2024-09-02,ACTIVE
910,410,B,2023-04-13,ACTIVE
911,411,B,2023-04-05,ACTIVE
912,412,B,2024-06-19,ACTIVE
913,413,B,2025-07-24,ACTIVE
914,414,B,2025-07-14,ACTIVE
915,415,B,2025-04-08,ACTIVE
916,416,B,2025-08-17,ACTIVE
917,417,B,2023-12-03,ACTIVE
918,418,B,2024-03-18,ACTIVE
919,419,B,2025-09-06,ACTIVE
920,420,B,2025-09-04,ACTIVE
921,421,B,2023-10-13,ACTIVE
922,422,B,2024-06-18,ACTIVE
923,423,B,2025-02-16,ACTIVE
924,424,B,2023-03-29,ACTIVE
925,425,B,2024-09-17,ACTIVE
926,426,B,2023-09-02,ACTIVE
927,427,B,2023-09-23,ACTIVE
928,428,B,2024-03-28,ACTIVE
929,429,B,2025-08-20,ACTIVE
930,430,B,2025-04-05,ACTIVE
931,431,B,2023-07-17,ACTIVE
932,432,B,2025-04-28,ACTIVE
933,433,B,2023-11-25,ACTIVE
934,434,B,2025-06-19,ACTIVE
935,435,B,2024-12-31,ACTIVE
936,436,B,2024-03-27,ACTIVE
937,437,B,2023-07-31,ACTIVE
938,438,B,2024-12-01,ACTIVE
939,439,B,2025-03-15,ACTIVE
940,440,B,2025-04-13,ACTIVE
941,441,B,2024-03-31,ACTIVE
942,442,B,2023-09-09,ACTIVE
943,443,B,2025-07-24,ACTIVE
944,444,B,2023-03-16,ACTIVE
945,445,B,2024-12-23,ACTIVE
946,446,B,2023-09-11,ACTIVE
947,447,B,2025-07-06,ACTIVE
948,448,B,2024-04-15,ACTIVE
949,449,B,2024-07-15,ACTIVE
950,450,B,2024-02-15,ACTIVE
951,451,B,2023-08-13,ACTIVE
952,452,B,2024-06-13,ACTIVE
953,453,B,2025-03-30,ACTIVE
954,454,B,2025-04-27,ACTIVE
955,455,B,2024-09-13,ACTIVE
956,456,B,2024-11-25,ACTIVE
957,457,B,2024-05-22,ACTIVE
958,458,B,2023-12-27,ACTIVE
959,459,B,2024-02-24,ACTIVE
960,460,B,2024-01-26,ACTIVE
961,461,B,2024-09-15,ACTIVE
962,462,B,2025-06-07,ACTIVE
963,463,B,2023-03-25,ACTIVE
964,464,B,2024-04-20,ACTIVE
965,465,B,2023-12-09,ACTIVE
966,466,B,2024-07-30,ACTIVE
967,467,B,2023-11-29,ACTIVE
968,468,B,2025-01-17,ACTIVE
969,469,B,2023-03-07,ACTIVE
970,470,B,2023-05-26,ACTIVE
971,471,B,2025-08-02,ACTIVE
972,472,B,2025-04-17,ACTIVE
973,473,B,2025-09-13,ACTIVE
974,474,B,2025-08-18,ACTIVE
975,475,B,2023-04-23,ACTIVE
976,476,B,2023-09-16,ACTIVE
977,477,B,2025-04-23,ACTIVE
978,478,B,2024-02-03,ACTIVE
979,479,B,2024-12-03,ACTIVE
980,480,B,2024-06-27,ACTIVE
981,481,B,2023-03-21,ACTIVE
982,482,B,2023-11-01,ACTIVE
983,483,B,2025-02-19,ACTIVE
984,484,B,2025-03-10,ACTIVE
985,485,B,2023-07-30,ACTIVE
986,486,B,2025-05-01,ACTIVE
987,487,B,2023-01-11,ACTIVE
988,488,B,2024-10-18,ACTIVE
989,489,B,2023-08-22,ACTIVE
990,490,B,2023-12-08,ACTIVE
991,491,B,2023-11-30,ACTIVE
992,492,B,2023-10-06,ACTIVE
993,493,B,2023-12-27,ACTIVE
994,494,B,2023-09-17,ACTIVE
995,495,B,2023-01-02,ACTIVE
996,496,B,2025-05-18,ACTIVE
997,497,B,2023-04-29,ACTIVE
998,498,B,2023-01-14,ACTIVE
999,499,B,2024-02-02,ACTIVE
1000,500,B,2024-07-09,ACTIVE
1001,1,C,2024-04-15,ACTIVE
1002,2,C,2024-06-28,ACTIVE
1003,3,C,2023-07-13,ACTIVE
1004,4,C,2023-09-04,ACTIVE
1005,5,C,2024-09-05,ACTIVE
1006,6,C,2023-03-20,ACTIVE
1007,7,C,2024-05-01,ACTIVE
1008,8,C,2023-09-04,ACTIVE
1009,9,C,2025-02-20,ACTIVE
1010,10,C,2025-07-07,ACTIVE
1011,11,C,2025-01-08,ACTIVE
1012,12,C,2025-06-29,ACTIVE
1013,13,C,2023-04-29,ACTIVE
1014,14,C,2023-02-09,ACTIVE
1015,15,C,2024-12-16,ACTIVE
1016,16,C,2023-09-12,ACTIVE
1017,17,C,2023-11-16,ACTIVE
1018,18,C,2023-02-24,ACTIVE
1019,19,C,2024-06-07,ACTIVE
1020,20,C,2023-03-08,ACTIVE
1021,21,C,2025-07-08,ACTIVE
1022,22,C,2023-11-07,ACTIVE
1023,23,C,2025-06-04,ACTIVE
1024,24,C,2024-05-07,ACTIVE
1025,25,C,2024-01-25,ACTIVE
1026,26,C,2025-03-17,ACTIVE
1027,27,C,2024-09-08,ACTIVE
1028,28,C,2024-02-15,ACTIVE
1029,29,C,2025-09-12,ACTIVE
1030,30,C,2023-01-18,ACTIVE
1031,31,C,2023-09-30,ACTIVE
1032,32,C,2024-10-11,ACTIVE
1033,33,C,2023-02-11,ACTIVE
1034,34,C,2023-04-30,ACTIVE
1035,35,C,2023-10-18,ACTIVE
1036,36,C,2024-08-20,ACTIVE
1037,37,C,2024-07-14,ACTIVE
1038,38,C,2024-08-30,ACTIVE
1039,39,C,2024-08-05,ACTIVE
1040,40,C,2024-06-01,ACTIVE
1041,41,C,2023-08-26,ACTIVE
1042,42,C,2024-04-13,ACTIVE
1043,43,C,2023-05-14,ACTIVE
1044,44,C,2025-04-18,ACTIVE
1045,45,C,2024-02-11,ACTIVE
1046,46,C,2023-05-23,ACTIVE
1047,47,C,2024-10-27,ACTIVE
1048,48,C,2025-02-08,ACTIVE
1049,49,C,2023-07-14,ACTIVE
1050,50,C,2025-09-14,ACTIVE
1051,51,C,2025-06-14,ACTIVE
1052,52,C,2025-07-11,ACTIVE
1053,53,C,2025-08-25,ACTIVE
1054,54,C,2024-04-04,ACTIVE
1055,55,C,2024-06-13,ACTIVE
1056,56,C,2023-11-30,ACTIVE
1057,57,C,2023-02-01,ACTIVE
1058,58,C,2025-04-01,ACTIVE
1059,59,C,2025-06-03,ACTIVE
1060,60,C,2023-11-04,ACTIVE
1061,61,C,2025-04-05,ACTIVE
1062,62,C,2025-08-01,ACTIVE
1063,63,C,2023-11-02,ACTIVE
1064,64,C,2024-01-03,ACTIVE
1065,65,C,2025-07-20,ACTIVE
1066,66,C,2023-03-15,ACTIVE
1067,67,C,2025-06-08,ACTIVE
1068,68,C,2023-02-07,ACTIVE
1069,69,C,2025-05-01,ACTIVE
1070,70,C,2024-10-16,ACTIVE
1071,71,C,2025-06-23,ACTIVE
1072,72,C,2025-09-20,ACTIVE
1073,73,C,2024-06-14,ACTIVE
1074,74,C,2023-12-27,ACTIVE
1075,75,C,2023-02-01,ACTIVE
1076,76,C,2024-03-15,ACTIVE
1077,77,C,2023-02-27,ACTIVE
1078,78,C,2025-09-22,ACTIVE
1079,79,C,2025-08-14,ACTIVE
1080,80,C,2023-10-06,ACTIVE
1081,81,C,2025-04-06,ACTIVE
1082,82,C,2025-05-07,ACTIVE
1083,83,C,2024-05-06,ACTIVE
1084,84,C,2025-09-01,ACTIVE
1085,85,C,2023-04-12,ACTIVE
1086,86,C,2024-05-26,ACTIVE
1087,87,C,2023-12-23,ACTIVE
1088,88,C,2023-04-30,ACTIVE
1089,89,C,2023-08-29,ACTIVE
1090,90,C,2023-01-24,ACTIVE
1091,91,C,2023-10-31,ACTIVE
1092,92,C,2024-09-11,ACTIVE
1093,93,C,2025-02-01,ACTIVE
1094,94,C,2023-08-28,ACTIVE
1095,95,C,2025-06-01,ACTIVE
1096,96,C,2025-02-23,ACTIVE
1097,97,C,2025-08-29,ACTIVE
1098,98,C,2025-05-31,ACTIVE
1099,99,C,2023-06-12,ACTIVE
1100,100,C,2024-05-28,ACTIVE
1101,101,C,2025-02-16,ACTIVE
1102,102,C,2025-08-28,ACTIVE
1103,103,C,2024-09-25,ACTIVE
1104,104,C,2023-07-12,ACTIVE
1105,105,C,2023-12-08,ACTIVE
1106,106,C,2024-07-24,ACTIVE
1107,107,C,2023-10-06,ACTIVE
1108,108,C,2024-09-23,ACTIVE
1109,109,C,2025-04-18,ACTIVE
1110,110,C,2023-11-09,ACTIVE
1111,111,C,2025-06-06,ACTIVE
1112,112,C,2025-07-18,ACTIVE
1113,113,C,2023-01-14,ACTIVE
1114,114,C,2025-05-10,ACTIVE
1115,115,C,2024-12-16,ACTIVE
1116,116,C,2023-02-26,ACTIVE
1117,117,C,2023-09-25,ACTIVE
1118,118,C,2024-10-06,ACTIVE
1119,119,C,2025-01-04,ACTIVE
1120,120,C,2024-04-29,ACTIVE
1121,121,C,2024-05-11,ACTIVE
1122,122,C,2025-03-11,ACTIVE
1123,123,C,2024-07-26,ACTIVE
1124,124,C,2024-02-16,ACTIVE
1125,125,C,2024-11-08,ACTIVE
1126,126,C,2024-09-12,ACTIVE
1127,127,C,2023-09-24,ACTIVE
1128,128,C,2024-05-26,ACTIVE
1129,129,C,2024-12-18,ACTIVE
1130,130,C,2024-07-04,ACTIVE
1131,131,C,2023-03-06,ACTIVE
1132,132,C,2023-03-09,ACTIVE
1133,133,C,2025-01-06,ACTIVE
1134,134,C,2023-06-20,ACTIVE
1135,135,C,2023-03-08,ACTIVE
1136,136,C,2024-08-07,ACTIVE
1137,137,C,2023-08-24,ACTIVE
1138,138,C,2025-08-15,ACTIVE
1139,139,C,2025-03-08,ACTIVE
1140,140,C,2024-05-12,ACTIVE
1141,141,C,2024-02-28,ACTIVE
1142,142,C,2024-04-09,ACTIVE
1143,143,C,2024-07-22,ACTIVE
1144,144,C,2024-11-27,ACTIVE
1145,145,C,2025-02-22,ACTIVE
1146,146,C,2025-06-21,ACTIVE
1147,147,C,2023-07-30,ACTIVE
1148,148,C,2024-10-22,ACTIVE
1149,149,C,2025-02-20,ACTIVE
1150,150,C,2024-07-14,ACTIVE
1151,151,C,2023-10-18,ACTIVE
1152,152,C,2023-06-02,ACTIVE
1153,153,C,2024-03-19,ACTIVE
1154,154,C,2023-02-24,ACTIVE
1155,155,C,2024-07-07,ACTIVE
1156,156,C,2025-07-26,ACTIVE
1157,157,C,2025-01-24,ACTIVE
1158,158,C,2024-10-22,ACTIVE
1159,159,C,2024-01-13,ACTIVE
1160,160,C,2024-03-03,ACTIVE
1161,161,C,2024-09-23,ACTIVE
1162,162,C,2023-08-03,ACTIVE
1163,163,C,2025-03-26,ACTIVE
1164,164,C,2024-11-07,ACTIVE
1165,165,C,2025-02-12,ACTIVE
1166,166,C,2024-10-02,ACTIVE
1167,167,C,2023-12-22,ACTIVE
1168,168,C,2024-02-16,ACTIVE
1169,169,C,2025-04-15,ACTIVE
1170,170,C,2025-07-20,ACTIVE
1171,171,C,2023-08-04,ACTIVE
1172,172,C,2024-12-06,ACTIVE
1173,173,C,2025-03-31,ACTIVE
1174,174,C,2023-09-10,ACTIVE
1175,175,C,2024-08-04,ACTIVE
1176,176,C,2023-12-20,ACTIVE
1177,177,C,2023-01-28,ACTIVE
1178,178,C,2024-04-16,ACTIVE
1179,179,C,2024-12-28,ACTIVE
1180,180,C,2025-01-23,ACTIVE
1181,181,C,2025-07-24,ACTIVE
1182,182,C,2023-06-19,ACTIVE
1183,183,C,2025-01-03,ACTIVE
1184,184,C,2024-07-20,ACTIVE
1185,185,C,2024-08-24,ACTIVE
1186,186,C,2024-11-21,ACTIVE
1187,187,C,2024-08-04,ACTIVE
1188,188,C,2023-07-02,ACTIVE
1189,189,C,2025-07-15,ACTIVE
1190,190,C,2023-05-30,ACTIVE
1191,191,C,2023-02-11,ACTIVE
1192,192,C,2023-03-24,ACTIVE
1193,193,C,2024-10-06,ACTIVE
1194,194,C,2024-12-19,ACTIVE
1195,195,C,2023-11-18,ACTIVE
1196,196,C,2023-02-18,ACTIVE
1197,197,C,2025-05-27,ACTIVE
1198,198,C,2023-02-21,ACTIVE
1199,199,C,2025-05-29,ACTIVE
1200,200,C,2023-12-14,ACTIVE
1201,201,C,2023-10-17,ACTIVE
1202,202,C,2024-03-03,ACTIVE
1203,203,C,2023-11-26,ACTIVE
1204,204,C,2023-02-05,ACTIVE
1205,205,C,2023-09-23,ACTIVE
1206,206,C,2023-07-25,ACTIVE
1207,207,C,2025-07-13,ACTIVE
1208,208,C,2025-04-20,ACTIVE
1209,209,C,2024-11-12,ACTIVE
1210,210,C,2024-08-01,ACTIVE
1211,211,C,2025-06-30,ACTIVE
1212,212,C,2024-05-17,ACTIVE
1213,213,C,2024-12-02,ACTIVE
1214,214,C,2023-10-22,ACTIVE
1215,215,C,2025-04-21,ACTIVE
1216,216,C,2024-03-18,ACTIVE
1217,217,C,2024-06-19,ACTIVE
1218,218,C,2023-02-07,ACTIVE
1219,219,C,2023-05-12,ACTIVE
1220,220,C,2024-02-10,ACTIVE
1221,221,C,2025-04-02,ACTIVE
1222,222,C,2023-05-14,ACTIVE
1223,223,C,2025-03-22,ACTIVE
1224,224,C,2025-09-20,ACTIVE
1225,225,C,2024-02-07,ACTIVE
1226,226,C,2024-09-10,ACTIVE
1227,227,C,2024-07-08,ACTIVE
1228,228,C,2024-07-07,ACTIVE
1229,229,C,2024-04-11,ACTIVE
1230,230,C,2024-09-12,ACTIVE
1231,231,C,2025-06-01,ACTIVE
1232,232,C,2024-03-29,ACTIVE
1233,233,C,2024-12-10,ACTIVE
1234,234,C,2024-04-11,ACTIVE
1235,235,C,2025-06-09,ACTIVE
1236,236,C,2024-08-13,ACTIVE
1237,237,C,2024-12-02,ACTIVE
1238,238,C,2023-11-20,ACTIVE
1239,239,C,2024-05-19,ACTIVE
1240,240,C,2025-03-01,ACTIVE
1241,241,C,2023-01-07,ACTIVE
1242,242,C,2023-02-26,ACTIVE
1243,243,C,2025-03-13,ACTIVE
1244,244,C,2024-04-20,ACTIVE
1245,245,C,2023-07-24,ACTIVE
1246,246,C,2024-02-28,ACTIVE
1247,247,C,2024-08-08,ACTIVE
1248,248,C,2023-12-17,ACTIVE
1249,249,C,2023-03-15,ACTIVE
1250,250,C,2024-09-02,ACTIVE
1251,251,C,2025-09-06,ACTIVE
1252,252,C,2025-09-14,ACTIVE
1253,253,C,2024-07-13,ACTIVE
1254,254,C,2024-12-29,ACTIVE
1255,255,C,2023-07-27,ACTIVE
1256,256,C,2023-02-15,ACTIVE
1257,257,C,2024-10-13,ACTIVE
1258,258,C,2025-08-07,ACTIVE
1259,259,C,2023-04-21,ACTIVE
1260,260,C,2024-02-26,ACTIVE
1261,261,C,2024-08-01,ACTIVE
1262,262,C,2025-07-18,ACTIVE
1263,263,C,2025-02-05,ACTIVE
1264,264,C,2025-01-06,ACTIVE
1265,265,C,2025-05-09,ACTIVE
1266,266,C,2024-12-04,ACTIVE
1267,267,C,2025-04-08,ACTIVE
1268,268,C,2023-10-28,ACTIVE
1269,269,C,2024-04-25,ACTIVE
1270,270,C,2024-02-25,ACTIVE
1271,271,C,2024-05-30,ACTIVE
1272,272,C,2024-11-04,ACTIVE
1273,273,C,2024-02-23,ACTIVE
1274,274,C,2025-08-20,ACTIVE
1275,275,C,2023-08-22,ACTIVE
1276,276,C,2025-02-10,ACTIVE
1277,277,C,2025-03-31,ACTIVE
1278,278,C,2025-03-25,ACTIVE
1279,279,C,2024-10-27,ACTIVE
1280,280,C,2025-07-29,ACTIVE
1281,281,C,2023-11-16,ACTIVE
1282,282,C,2023-01-05,ACTIVE
1283,283,C,2024-02-21,ACTIVE
1284,284,C,2024-04-13,ACTIVE
1285,285,C,2023-07-19,ACTIVE
1286,286,C,2024-12-20,ACTIVE
1287,287,C,2023-07-03,ACTIVE
1288,288,C,2023-04-23,ACTIVE
1289,289,C,2023-10-17,ACTIVE
1290,290,C,2023-11-27,ACTIVE
1291,291,C,2023-02-16,ACTIVE
1292,292,C,2024-08-30,ACTIVE
1293,293,C,2024-07-25,ACTIVE
1294,294,C,2025-04-05,ACTIVE
1295,295,C,2025-01-03,ACTIVE
1296,296,C,2025-06-03,ACTIVE
1297,297,C,2025-03-08,ACTIVE
1298,298,C,2024-10-22,ACTIVE
1299,299,C,2025-02-24,ACTIVE
1300,300,C,2024-06-12,ACTIVE
1301,301,C,2024-06-30,ACTIVE
1302,302,C,2024-01-14,ACTIVE
1303,303,C,2024-04-11,ACTIVE
1304,304,C,2025-02-09,ACTIVE
1305,305,C,2023-12-09,ACTIVE
1306,306,C,2025-01-22,ACTIVE
1307,307,C,2025-04-26,ACTIVE
1308,308,C,2025-08-14,ACTIVE
1309,309,C,2025-09-07,ACTIVE
1310,310,C,2025-04-04,ACTIVE
1311,311,C,2024-04-16,ACTIVE
1312,312,C,2023-07-14,ACTIVE
1313,313,C,2023-07-12,ACTIVE
1314,314,C,2024-08-21,ACTIVE
1315,315,C,2025-05-25,ACTIVE
1316,316,C,2024-07-09,ACTIVE
1317,317,C,2025-08-19,ACTIVE
1318,318,C,2024-11-28,ACTIVE
1319,319,C,2025-09-23,ACTIVE
1320,320,C,2025-07-05,ACTIVE
1321,321,C,2024-09-17,ACTIVE
1322,322,C,2023-03-13,ACTIVE
1323,323,C,2024-03-16,ACTIVE
1324,324,C,2023-05-18,ACTIVE
1325,325,C,2024-06-14,ACTIVE
1326,326,C,2023-02-16,ACTIVE
1327,327,C,2024-01-16,ACTIVE
1328,328,C,2023-07-04,ACTIVE
1329,329,C,2023-07-08,ACTIVE
1330,330,C,2024-06-12,ACTIVE
1331,331,C,2024-06-05,ACTIVE
1332,332,C,2023-07-14,ACTIVE
1333,333,C,2023-02-26,ACTIVE
1334,334,C,2023-08-22,ACTIVE
1335,335,C,2025-02-03,ACTIVE
1336,336,C,2023-12-28,ACTIVE
1337,337,C,2024-08-05,ACTIVE
1338,338,C,2023-11-27,ACTIVE
1339,339,C,2024-02-20,ACTIVE
1340,340,C,2025-05-12,ACTIVE
1341,341,C,2024-02-22,ACTIVE
1342,342,C,2023-12-13,ACTIVE
1343,343,C,2025-01-16,ACTIVE
1344,344,C,2024-01-27,ACTIVE
1345,345,C,2025-01-20,ACTIVE
1346,346,C,2024-11-05,ACTIVE
1347,347,C,2025-06-23,ACTIVE
1348,348,C,2025-07-23,ACTIVE
1349,349,C,2024-09-08,ACTIVE
1350,350,C,2025-03-28,ACTIVE
1351,351,C,2025-05-24,ACTIVE
1352,352,C,2024-10-15,ACTIVE
1353,353,C,2023-01-24,ACTIVE
1354,354,C,2025-05-04,ACTIVE
1355,355,C,2025-06-18,ACTIVE
1356,356,C,2025-05-21,ACTIVE
1357,357,C,2024-06-02,ACTIVE
1358,358,C,2025-04-11,ACTIVE
1359,359,C,2023-11-30,ACTIVE
1360,360,C,2025-07-31,ACTIVE
1361,361,C,2023-12-10,ACTIVE
1362,362,C,2024-07-18,ACTIVE
1363,363,C,2025-07-01,ACTIVE
1364,364,C,2023-07-26,ACTIVE
1365,365,C,2025-08-19,ACTIVE
1366,366,C,2024-08-11,ACTIVE
1367,367,C,2025-08-26,ACTIVE
1368,368,C,2025-09-24,ACTIVE
1369,369,C,2023-02-02,ACTIVE
1370,370,C,2023-02-12,ACTIVE
1371,371,C,2024-03-30,ACTIVE
1372,372,C,2025-04-04,ACTIVE
1373,373,C,2025-08-27,ACTIVE
1374,374,C,2023-11-13,ACTIVE
