SUPPLIER_ID,SUPPLIER_NAME,SUPPLIER_CODE,COUNTRY_ID,COMMODITY_ID,RELIABILITY_RATING,IS_PROBLEM,ACTIVE,IS_SYNTHETIC
380,EPSILON MANUFACTURING,SUP-00380,5,12,0.65,False,True,True
381,LAMBDA SEMICONDUCTORS,SUP-00381,9,9,0.95,False,True,True
382,LAMBDA COMPONENTS,SUP-00382,15,2,0.66,False,True,True
383,LAMBDA MATERIALS,SUP-00383,7,7,0.89,False,True,True
384,LAMBDA ELECTRONICS,SUP-00384,4,1,0.90,False,True,True
385,LAMBDA TECHNOLOGIES,SUP-00385,4,8,0.92,False,True,True
386,LAMBDA PRECISION,SUP-00386,5,8,0.71,False,True,True
387,LAMBDA SYSTEMS,SUP-00387,18,11,0.65,False,True,True
388,LAMBDA SOLUTIONS,SUP-00388,3,6,0.60,False,True,True
389,LAMBDA INDUSTRIES,SUP-00389,20,7,0.92,False,True,True
390,LAMBDA MANUFACTURING,SUP-00390,3,9,0.96,False,True,True
391,IOTA SEMICONDUCTORS,SUP-00391,12,2,0.82,False,True,True
392,IOTA COMPONENTS,SUP-00392,22,6,0.77,False,True,True
393,IOTA MATERIALS,SUP-00393,24,1,0.71,False,True,True
394,IOTA ELECTRONICS,SUP-00394,10,11,0.65,False,True,True
395,IOTA TECHNOLOGIES,SUP-00395,3,10,0.77,False,True,True
396,IOTA PRECISION,SUP-00396,2,1,0.76,False,True,True
397,IOTA SYSTEMS,SUP-00397,12,5,0.63,False,True,True
398,IOTA SOLUTIONS,SUP-00398,21,6,0.80,False,True,True
399,IOTA INDUSTRIES,SUP-00399,24,9,0.80,False,True,True
400,IOTA MANUFACTURING,SUP-00400,19,4,0.92,False,True,True
401,TORUS SEMICONDUCTORS,SUP-00401,5,9,0.98,False,True,True
402,TORUS COMPONENTS,SUP-00402,14,9,0.84,False,True,True
403,TORUS MATERIALS,SUP-00403,2,6,0.63,False,True,True
404,TORUS ELECTRONICS,SUP-00404,19,11,0.95,False,True,True
405,TORUS TECHNOLOGIES,SUP-00405,23,2,0.69,False,True,True
406,TORUS PRECISION,SUP-00406,6,7,0.97,False,True,True
407,TORUS SYSTEMS,SUP-00407,13,6,0.96,False,True,True
408,TORUS SOLUTIONS,SUP-00408,21,11,0.60,False,True,True
409,TORUS INDUSTRIES,SUP-00409,7,9,0.86,False,True,True
410,TORUS MANUFACTURING,SUP-00410,22,1,0.75,False,True,True
411,NEXUS SEMICONDUCTORS,SUP-00411,5,4,0.66,False,True,True
412,NEXUS COMPONENTS,SUP-00412,6,1,0.84,False,True,True
413,NEXUS MATERIALS,SUP-00413,9,11,0.91,False,True,True
414,NEXUS ELECTRONICS,SUP-00414,18,11,0.63,False,True,True
415,NEXUS TECHNOLOGIES,SUP-00415,4,5,0.72,False,True,True
416,NEXUS PRECISION,SUP-00416,20,4,0.75,False,True,True
417,NEXUS SYSTEMS,SUP-00417,22,10,0.77,False,True,True
418,NEXUS SOLUTIONS,SUP-00418,16,11,0.86,False,True,True
419,NEXUS INDUSTRIES,SUP-00419,10,2,0.79,False,True,True
420,NEXUS MANUFACTURING,SUP-00420,22,4,0.88,False,True,True
421,PYRO SEMICONDUCTORS,SUP-00421,12,6,0.88,False,True,True
422,PYRO COMPONENTS,SUP-00422,5,5,0.78,False,True,True
423,PYRO MATERIALS,SUP-00423,24,2,0.97,False,True,True
424,PYRO ELECTRONICS,SUP-00424,22,1,0.81,False,True,True
425,PYRO TECHNOLOGIES,SUP-00425,23,3,0.69,False,True,True
426,PYRO PRECISION,SUP-00426,16,10,0.64,False,True,True
427,PYRO SYSTEMS,SUP-00427,10,8,0.91,False,True,True
428,PYRO SOLUTIONS,SUP-00428,18,12,0.99,False,True,True
429,PYRO INDUSTRIES,SUP-00429,14,8,0.97,False,True,True
430,PYRO MANUFACTURING,SUP-00430,21,4,0.78,False,True,True
431,CRYO SEMICONDUCTORS,SUP-00431,17,2,0.61,False,True,True
432,CRYO COMPONENTS,SUP-00432,20,2,0.89,False,True,True
433,CRYO MATERIALS,SUP-00433,11,4,0.75,False,True,True
434,CRYO ELECTRONICS,SUP-00434,14,6,0.70,False,True,True
435,CRYO TECHNOLOGIES,SUP-00435,3,4,0.74,False,True,True
436,CRYO PRECISION,SUP-00436,12,8,0.84,False,True,True
437,CRYO SYSTEMS,SUP-00437,23,3,0.62,False,True,True
438,CRYO SOLUTIONS,SUP-00438,12,6,0.88,False,True,True
439,CRYO INDUSTRIES,SUP-00439,14,4,0.73,False,True,True
440,CRYO MANUFACTURING,SUP-00440,12,10,0.71,False,True,True
441,FERRO SEMICONDUCTORS,SUP-00441,21,4,0.89,False,True,True
442,FERRO COMPONENTS,SUP-00442,9,11,0.79,False,True,True
443,FERRO MATERIALS,SUP-00443,1,7,0.70,False,True,True
444,FERRO ELECTRONICS,SUP-00444,18,5,0.77,False,True,True
445,FERRO TECHNOLOGIES,SUP-00445,16,4,0.79,False,True,True
446,FERRO PRECISION,SUP-00446,3,2,0.68,False,True,True
447,FERRO SYSTEMS,SUP-00447,22,11,0.80,False,True,True
448,FERRO SOLUTIONS,SUP-00448,10,10,0.73,False,True,True
449,FERRO INDUSTRIES,SUP-00449,21,10,0.89,False,True,True
450,FERRO MANUFACTURING,SUP-00450,3,10,0.87,False,True,True
451,AERO SEMICONDUCTORS,SUP-00451,1,3,0.80,False,True,True
452,AERO COMPONENTS,SUP-00452,3,2,0.62,False,True,True
453,AERO MATERIALS,SUP-00453,23,3,0.66,False,True,True
454,AERO ELECTRONICS,SUP-00454,22,5,0.96,False,True,True
455,AERO TECHNOLOGIES,SUP-00455,17,6,0.65,False,True,True
456,AERO PRECISION,SUP-00456,21,2,0.79,False,True,True
457,AERO SYSTEMS,SUP-00457,3,2,0.73,False,True,True
458,AERO SOLUTIONS,SUP-00458,23,1,0.73,False,True,True
459,AERO INDUSTRIES,SUP-00459,3,9,0.85,False,True,True
460,AERO MANUFACTURING,SUP-00460,24,7,0.87,False,True,True
461,HYDRO SEMICONDUCTORS,SUP-00461,5,7,0.90,False,True,True
462,HYDRO COMPONENTS,SUP-00462,13,7,0.68,False,True,True
463,HYDRO MATERIALS,SUP-00463,24,2,0.91,False,True,True
464,HYDRO ELECTRONICS,SUP-00464,18,1,0.77,False,True,True
465,HYDRO TECHNOLOGIES,SUP-00465,4,7,0.71,False,True,True
466,HYDRO PRECISION,SUP-00466,23,9,0.75,False,True,True
467,HYDRO SYSTEMS,SUP-00467,14,4,0.68,False,True,True
468,HYDRO SOLUTIONS,SUP-00468,21,6,0.96,False,True,True
469,HYDRO INDUSTRIES,SUP-00469,2,10,0.67,False,True,True
470,HYDRO MANUFACTURING,SUP-00470,23,3,0.63,False,True,True
471,ELECTRO SEMICONDUCTORS,SUP-00471,13,1,0.86,False,True,True
472,ELECTRO COMPONENTS,SUP-00472,23,1,0.80,False,True,True
473,ELECTRO MATERIALS,SUP-00473,23,6,0.85,False,True,True
474,ELECTRO ELECTRONICS,SUP-00474,14,10,0.99,False,True,True
475,ELECTRO TECHNOLOGIES,SUP-00475,7,7,0.68,False,True,True
476,ELECTRO PRECISION,SUP-00476,16,7,0.84,False,True,True
477,ELECTRO SYSTEMS,SUP-00477,18,7,0.70,False,True,True
478,ELECTRO SOLUTIONS,SUP-00478,6,5,0.84,False,True,True
479,ELECTRO INDUSTRIES,SUP-00479,19,5,0.74,False,True,True
480,ELECTRO MANUFACTURING,SUP-00480,5,8,0.76,False,True,True
481,MAGNETO SEMICONDUCTORS,SUP-00481,13,8,0.76,False,True,True
482,MAGNETO COMPONENTS,SUP-00482,11,8,0.92,False,True,True
483,MAGNETO MATERIALS,SUP-00483,20,12,0.72,False,True,True
484,MAGNETO ELECTRONICS,SUP-00484,21,5,0.72,False,True,True
485,MAGNETO TECHNOLOGIES,SUP-00485,10,9,0.85,False,True,True
486,MAGNETO PRECISION,SUP-00486,21,2,0.82,False,True,True
487,MAGNETO SYSTEMS,SUP-00487,19,9,0.98,False,True,True
488,MAGNETO SOLUTIONS,SUP-00488,10,5,0.75,False,True,True
489,MAGNETO INDUSTRIES,SUP-00489,13,8,0.77,False,True,True
490,MAGNETO MANUFACTURING,SUP-00490,9,8,0.74,False,True,True
491,PHOTON SEMICONDUCTORS,SUP-00491,2,7,0.99,False,True,True
492,PHOTON COMPONENTS,SUP-00492,18,11,0.92,False,True,True
493,PHOTON MATERIALS,SUP-00493,14,12,0.90,False,True,True
494,PHOTON ELECTRONICS,SUP-00494,3,7,0.73,False,True,True
495,PHOTON TECHNOLOGIES,SUP-00495,13,1,0.60,False,True,True
496,PHOTON PRECISION,SUP-00496,7,1,0.86,False,True,True
497,PHOTON SYSTEMS,SUP-00497,24,3,0.76,False,True,True
498,PHOTON SOLUTIONS,SUP-00498,6,12,0.92,False,True,True
499,PHOTON INDUSTRIES,SUP-00499,7,3,0.76,False,True,True
500,PHOTON MANUFACTURING,SUP-00500,3,1,0.68,False,True,True
