SHIPMENT_LINE_ID,SHIPMENT_ID,ORDER_LINE_ID,PO_LINE_ID,QUANTITY
16151,16151,12851,,217.00
16152,16152,,10135,137.00
16153,16153,15787,,103.00
16154,16154,,59736,38.00
16155,16155,33052,,165.00
16156,16156,,36031,133.00
16157,16157,17646,,405.00
16158,16158,,52749,150.00
16159,16159,17602,,287.00
16160,16160,,1029,290.00
16161,16161,22488,,77.00
16162,16162,,25803,258.00
16163,16163,24931,,309.00
16164,16164,,37901,419.00
16165,16165,33604,,308.00
16166,16166,,39822,129.00
16167,16167,6771,,355.00
16168,16168,,9663,287.00
16169,16169,37682,,69.00
16170,16170,,34545,304.00
16171,16171,38093,,73.00
16172,16172,,21522,121.00
16173,16173,37248,,59.00
16174,16174,,42625,215.00
16175,16175,4291,,166.00
16176,16176,,5788,311.00
16177,16177,30873,,153.00
16178,16178,,4099,468.00
16179,16179,26874,,49.00
16180,16180,,3527,136.00
16181,16181,11273,,497.00
16182,16182,,31428,43.00
16183,16183,2229,,45.00
16184,16184,,44491,122.00
16185,16185,25555,,453.00
16186,16186,,33588,201.00
16187,16187,11510,,196.00
16188,16188,,4365,201.00
16189,16189,13833,,356.00
16190,16190,,52105,452.00
16191,16191,10848,,56.00
16192,16192,,28335,305.00
16193,16193,38731,,410.00
16194,16194,,3264,341.00
16195,16195,13433,,204.00
16196,16196,,54566,350.00
16197,16197,24670,,269.00
16198,16198,,20415,103.00
16199,16199,1514,,486.00
16200,16200,,56920,494.00
16201,16201,9865,,232.00
16202,16202,,40154,312.00
16203,16203,5082,,8.00
16204,16204,,29511,473.00
16205,16205,1975,,321.00
16206,16206,,67,277.00
16207,16207,3622,,406.00
16208,16208,,10685,406.00
16209,16209,158,,278.00
16210,16210,,57086,199.00
16211,16211,18522,,56.00
16212,16212,,29224,491.00
16213,16213,39130,,371.00
16214,16214,,54780,58.00
16215,16215,1031,,8.00
16216,16216,,55215,442.00
16217,16217,17301,,99.00
16218,16218,,31998,450.00
16219,16219,2051,,340.00
16220,16220,,404,203.00
16221,16221,35949,,228.00
16222,16222,,28289,342.00
16223,16223,2512,,411.00
16224,16224,,21628,113.00
16225,16225,6859,,164.00
16226,16226,,10807,492.00
16227,16227,2532,,409.00
16228,16228,,54891,305.00
16229,16229,8775,,106.00
16230,16230,,26669,491.00
16231,16231,16986,,123.00
16232,16232,,50830,271.00
16233,16233,38464,,9.00
16234,16234,,27716,451.00
16235,16235,18118,,277.00
16236,16236,,47717,346.00
16237,16237,16270,,368.00
16238,16238,,35889,236.00
16239,16239,36369,,340.00
16240,16240,,19354,169.00
16241,16241,31133,,337.00
16242,16242,,1878,222.00
16243,16243,33578,,65.00
16244,16244,,42887,117.00
16245,16245,31128,,183.00
16246,16246,,39901,219.00
16247,16247,32332,,68.00
16248,16248,,57112,359.00
16249,16249,20775,,382.00
16250,16250,,39248,480.00
16251,16251,12316,,161.00
16252,16252,,30953,443.00
16253,16253,12801,,130.00
16254,16254,,45965,396.00
16255,16255,29975,,250.00
16256,16256,,46884,201.00
16257,16257,36340,,124.00
16258,16258,,59679,315.00
16259,16259,19534,,113.00
16260,16260,,3614,343.00
16261,16261,935,,180.00
16262,16262,,22799,373.00
16263,16263,26086,,54.00
16264,16264,,45845,465.00
16265,16265,18832,,363.00
16266,16266,,14391,360.00
16267,16267,8313,,165.00
16268,16268,,47488,336.00
16269,16269,34186,,101.00
16270,16270,,49922,251.00
16271,16271,11901,,372.00
16272,16272,,43041,410.00
16273,16273,28778,,34.00
16274,16274,,5427,419.00
16275,16275,707,,281.00
16276,16276,,1002,435.00
16277,16277,16121,,139.00
16278,16278,,12482,106.00
16279,16279,17232,,71.00
16280,16280,,47282,195.00
16281,16281,9707,,113.00
16282,16282,,30653,308.00
16283,16283,24981,,280.00
16284,16284,,13775,195.00
16285,16285,18802,,77.00
16286,16286,,56616,46.00
16287,16287,33222,,433.00
16288,16288,,23805,158.00
16289,16289,27951,,60.00
16290,16290,,36028,69.00
16291,16291,8738,,291.00
16292,16292,,5861,429.00
16293,16293,12884,,279.00
16294,16294,,46334,121.00
16295,16295,23534,,388.00
16296,16296,,11258,324.00
16297,16297,37040,,449.00
16298,16298,,8798,68.00
16299,16299,20512,,217.00
16300,16300,,41309,84.00
16301,16301,1106,,134.00
16302,16302,,29965,449.00
16303,16303,12006,,27.00
16304,16304,,4144,276.00
16305,16305,10417,,345.00
16306,16306,,32449,197.00
16307,16307,32019,,309.00
16308,16308,,55097,128.00
16309,16309,24538,,365.00
16310,16310,,41169,268.00
16311,16311,36492,,78.00
16312,16312,,55753,256.00
16313,16313,22348,,156.00
16314,16314,,34286,103.00
16315,16315,11217,,56.00
16316,16316,,32221,131.00
16317,16317,22619,,19.00
16318,16318,,20253,371.00
16319,16319,16006,,293.00
16320,16320,,57536,102.00
16321,16321,24640,,228.00
16322,16322,,40323,27.00
16323,16323,8482,,471.00
16324,16324,,5331,283.00
16325,16325,31365,,227.00
16326,16326,,17584,170.00
16327,16327,23234,,442.00
16328,16328,,34352,398.00
16329,16329,34896,,282.00
16330,16330,,2665,97.00
16331,16331,8689,,140.00
16332,16332,,22868,341.00
16333,16333,23674,,486.00
16334,16334,,7752,66.00
16335,16335,1652,,369.00
16336,16336,,29946,187.00
16337,16337,9324,,294.00
16338,16338,,28770,25.00
16339,16339,12999,,331.00
16340,16340,,17945,283.00
16341,16341,16520,,452.00
16342,16342,,2446,99.00
16343,16343,28720,,117.00
16344,16344,,52498,309.00
16345,16345,18236,,158.00
16346,16346,,16196,210.00
16347,16347,11694,,428.00
16348,16348,,22720,13.00
16349,16349,14512,,135.00
16350,16350,,16908,21.00
16351,16351,19287,,382.00
16352,16352,,17879,341.00
16353,16353,39103,,116.00
16354,16354,,34544,388.00
16355,16355,34299,,46.00
16356,16356,,38780,313.00
16357,16357,13960,,286.00
16358,16358,,15554,197.00
16359,16359,7850,,274.00
16360,16360,,36919,87.00
16361,16361,4936,,276.00
16362,16362,,420,218.00
16363,16363,8340,,362.00
16364,16364,,47708,262.00
16365,16365,20110,,310.00
16366,16366,,48908,442.00
16367,16367,15210,,320.00
16368,16368,,7502,118.00
16369,16369,7282,,230.00
16370,16370,,15945,112.00
16371,16371,17327,,362.00
16372,16372,,2080,443.00
16373,16373,15529,,417.00
16374,16374,,5094,131.00
16375,16375,32805,,373.00
16376,16376,,20712,150.00
16377,16377,27935,,480.00
16378,16378,,18829,121.00
16379,16379,17142,,241.00
16380,16380,,17780,98.00
16381,16381,10565,,243.00
16382,16382,,162,486.00
16383,16383,17224,,347.00
16384,16384,,22928,311.00
16385,16385,1610,,191.00
16386,16386,,2247,32.00
16387,16387,39391,,231.00
16388,16388,,43300,85.00
16389,16389,25498,,310.00
16390,16390,,16011,290.00
16391,16391,1794,,233.00
16392,16392,,47132,266.00
16393,16393,15116,,497.00
16394,16394,,36220,238.00
16395,16395,15001,,30.00
16396,16396,,43143,93.00
16397,16397,23112,,196.00
16398,16398,,23524,116.00
16399,16399,15103,,311.00
16400,16400,,43554,334.00
16401,16401,7588,,40.00
16402,16402,,10097,364.00
16403,16403,1297,,251.00
16404,16404,,59677,233.00
16405,16405,2438,,468.00
16406,16406,,4554,19.00
16407,16407,22753,,492.00
16408,16408,,45001,444.00
16409,16409,6415,,13.00
16410,16410,,6082,365.00
16411,16411,4670,,113.00
16412,16412,,44272,233.00
16413,16413,25988,,336.00
16414,16414,,52130,265.00
16415,16415,8524,,358.00
16416,16416,,6638,58.00
16417,16417,19246,,419.00
16418,16418,,6460,328.00
16419,16419,12658,,392.00
16420,16420,,4789,341.00
16421,16421,22760,,121.00
16422,16422,,52309,31.00
16423,16423,3409,,359.00
16424,16424,,331,419.00
16425,16425,4489,,398.00
16426,16426,,14168,86.00
16427,16427,36768,,426.00
16428,16428,,11215,470.00
16429,16429,13101,,400.00
16430,16430,,26340,47.00
16431,16431,25066,,387.00
16432,16432,,48824,33.00
16433,16433,38243,,143.00
16434,16434,,12451,59.00
16435,16435,28214,,332.00
16436,16436,,55292,200.00
16437,16437,9624,,245.00
16438,16438,,59837,463.00
16439,16439,4954,,364.00
16440,16440,,26319,91.00
16441,16441,27433,,188.00
16442,16442,,41826,271.00
16443,16443,3318,,275.00
16444,16444,,41177,348.00
16445,16445,5747,,105.00
16446,16446,,36626,33.00
16447,16447,30290,,409.00
16448,16448,,23510,253.00
16449,16449,3862,,326.00
16450,16450,,41982,348.00
16451,16451,18218,,111.00
16452,16452,,14719,188.00
16453,16453,18899,,341.00
16454,16454,,20501,64.00
16455,16455,17208,,220.00
16456,16456,,19610,385.00
16457,16457,39270,,353.00
16458,16458,,36437,415.00
16459,16459,38689,,358.00
16460,16460,,15862,215.00
16461,16461,4035,,311.00
16462,16462,,21865,10.00
16463,16463,9298,,415.00
16464,16464,,24883,44.00
16465,16465,9932,,460.00
16466,16466,,40034,187.00
16467,16467,15094,,322.00
16468,16468,,32465,68.00
16469,16469,6496,,432.00
16470,16470,,18967,384.00
16471,16471,21842,,277.00
16472,16472,,1754,336.00
16473,16473,31641,,151.00
16474,16474,,50019,279.00
16475,16475,14991,,9.00
16476,16476,,43599,71.00
16477,16477,15799,,128.00
16478,16478,,35774,495.00
16479,16479,7398,,87.00
16480,16480,,36687,44.00
16481,16481,31871,,85.00
16482,16482,,53736,313.00
16483,16483,4959,,20.00
16484,16484,,28727,272.00
16485,16485,6853,,135.00
16486,16486,,21997,79.00
16487,16487,16414,,396.00
16488,16488,,23058,30.00
16489,16489,21733,,150.00
16490,16490,,12125,5.00
16491,16491,7492,,337.00
16492,16492,,21430,349.00
16493,16493,2222,,102.00
16494,16494,,15400,200.00
16495,16495,42,,403.00
16496,16496,,48757,492.00
16497,16497,13259,,164.00
16498,16498,,31487,162.00
16499,16499,9584,,498.00
16500,16500,,4816,147.00
16501,16501,22963,,353.00
16502,16502,,36486,14.00
16503,16503,39872,,370.00
16504,16504,,7211,323.00
16505,16505,10701,,102.00
16506,16506,,16756,153.00
16507,16507,26392,,153.00
16508,16508,,35365,375.00
16509,16509,21271,,161.00
16510,16510,,40770,247.00
16511,16511,5091,,118.00
16512,16512,,18165,431.00
16513,16513,36147,,286.00
16514,16514,,2704,270.00
16515,16515,14730,,129.00
16516,16516,,9031,361.00
16517,16517,18163,,402.00
16518,16518,,18787,228.00
16519,16519,20167,,385.00
16520,16520,,32589,313.00
16521,16521,37686,,290.00
16522,16522,,57008,76.00
16523,16523,39211,,277.00
16524,16524,,33073,354.00
16525,16525,32869,,80.00
16526,16526,,48001,38.00
16527,16527,13620,,30.00
16528,16528,,10624,430.00
16529,16529,24670,,417.00
16530,16530,,13299,10.00
16531,16531,11062,,23.00
16532,16532,,7904,248.00
16533,16533,29950,,244.00
16534,16534,,40758,75.00
16535,16535,34142,,135.00
16536,16536,,59220,309.00
16537,16537,27478,,57.00
16538,16538,,56863,68.00
16539,16539,23864,,317.00
16540,16540,,17916,476.00
16541,16541,22337,,113.00
16542,16542,,53941,91.00
16543,16543,20360,,145.00
16544,16544,,14692,354.00
16545,16545,7497,,16.00
16546,16546,,18308,419.00
16547,16547,36734,,381.00
16548,16548,,38073,116.00
16549,16549,14552,,25.00
16550,16550,,21956,190.00
16551,16551,12240,,157.00
16552,16552,,31517,312.00
16553,16553,34102,,360.00
16554,16554,,5332,435.00
16555,16555,3338,,88.00
16556,16556,,21488,409.00
16557,16557,5520,,396.00
16558,16558,,5658,420.00
16559,16559,29474,,284.00
16560,16560,,24826,62.00
16561,16561,20872,,107.00
16562,16562,,56554,153.00
16563,16563,22546,,130.00
16564,16564,,16095,302.00
16565,16565,1909,,40.00
16566,16566,,50985,455.00
16567,16567,11603,,365.00
16568,16568,,34551,274.00
16569,16569,2301,,20.00
16570,16570,,35361,413.00
16571,16571,27000,,270.00
16572,16572,,10209,225.00
16573,16573,39206,,131.00
16574,16574,,45769,294.00
16575,16575,17805,,359.00
16576,16576,,47353,342.00
16577,16577,12883,,185.00
16578,16578,,40331,257.00
16579,16579,5768,,13.00
16580,16580,,30358,97.00
16581,16581,16448,,335.00
16582,16582,,27149,402.00
16583,16583,2208,,345.00
16584,16584,,38605,393.00
16585,16585,1159,,399.00
16586,16586,,38139,90.00
16587,16587,37977,,345.00
16588,16588,,29367,188.00
16589,16589,16839,,315.00
16590,16590,,36764,164.00
16591,16591,30563,,354.00
16592,16592,,35512,226.00
16593,16593,9653,,107.00
16594,16594,,24830,142.00
16595,16595,5789,,21.00
16596,16596,,43075,338.00
16597,16597,35387,,41.00
16598,16598,,55324,95.00
16599,16599,36661,,6.00
16600,16600,,43233,185.00
16601,16601,5449,,404.00
16602,16602,,17179,448.00
16603,16603,30217,,293.00
16604,16604,,26161,113.00
16605,16605,23917,,127.00
16606,16606,,6696,78.00
16607,16607,1274,,434.00
16608,16608,,960,72.00
16609,16609,18832,,270.00
16610,16610,,33536,483.00
16611,16611,20902,,384.00
16612,16612,,26797,288.00
16613,16613,18693,,415.00
16614,16614,,9652,147.00
16615,16615,23623,,487.00
16616,16616,,2609,492.00
16617,16617,7862,,150.00
16618,16618,,30157,251.00
16619,16619,563,,456.00
16620,16620,,14917,374.00
16621,16621,20507,,233.00
16622,16622,,19887,213.00
16623,16623,34386,,214.00
16624,16624,,46311,98.00
16625,16625,12218,,93.00
16626,16626,,1971,238.00
16627,16627,326,,272.00
16628,16628,,33227,26.00
16629,16629,5636,,499.00
16630,16630,,19117,207.00
16631,16631,36305,,495.00
16632,16632,,23533,23.00
16633,16633,20533,,483.00
16634,16634,,17020,405.00
16635,16635,25005,,372.00
16636,16636,,32975,363.00
16637,16637,18841,,189.00
16638,16638,,9097,280.00
16639,16639,4590,,416.00
16640,16640,,32405,82.00
16641,16641,12079,,222.00
16642,16642,,52461,344.00
16643,16643,9762,,359.00
16644,16644,,23186,19.00
16645,16645,12702,,386.00
16646,16646,,54789,145.00
16647,16647,31434,,103.00
16648,16648,,19435,407.00
16649,16649,24922,,122.00
16650,16650,,16709,168.00
16651,16651,6581,,36.00
16652,16652,,27621,485.00
16653,16653,19803,,164.00
16654,16654,,23505,140.00
16655,16655,32760,,230.00
16656,16656,,24948,34.00
16657,16657,8130,,258.00
16658,16658,,52511,107.00
16659,16659,22073,,278.00
16660,16660,,53540,147.00
16661,16661,16266,,483.00
16662,16662,,3587,121.00
16663,16663,22631,,268.00
16664,16664,,25427,84.00
16665,16665,24864,,366.00
16666,16666,,1525,197.00
16667,16667,23574,,328.00
16668,16668,,52907,350.00
16669,16669,28894,,149.00
16670,16670,,11714,493.00
16671,16671,1664,,87.00
16672,16672,,48067,291.00
16673,16673,26925,,125.00
16674,16674,,7958,472.00
16675,16675,12395,,249.00
16676,16676,,3642,472.00
16677,16677,9057,,470.00
16678,16678,,55418,90.00
16679,16679,35028,,75.00
16680,16680,,37458,195.00
16681,16681,37972,,97.00
16682,16682,,41223,459.00
16683,16683,34637,,381.00
16684,16684,,51244,45.00
16685,16685,38731,,46.00
16686,16686,,402,83.00
16687,16687,36245,,182.00
16688,16688,,7192,146.00
16689,16689,9483,,175.00
16690,16690,,2990,140.00
16691,16691,6855,,459.00
16692,16692,,35002,172.00
16693,16693,8737,,445.00
16694,16694,,19476,285.00
16695,16695,294,,170.00
16696,16696,,4438,238.00
16697,16697,29305,,112.00
16698,16698,,32328,59.00
16699,16699,25235,,202.00
16700,16700,,1051,70.00
16701,16701,28558,,129.00
16702,16702,,44970,140.00
16703,16703,35962,,43.00
16704,16704,,58478,463.00
16705,16705,39840,,480.00
16706,16706,,3522,300.00
16707,16707,8160,,471.00
16708,16708,,53387,55.00
16709,16709,29262,,275.00
16710,16710,,28510,17.00
16711,16711,22147,,90.00
16712,16712,,42399,156.00
16713,16713,9482,,182.00
16714,16714,,17158,216.00
16715,16715,28297,,28.00
16716,16716,,44669,179.00
16717,16717,31564,,266.00
16718,16718,,43064,296.00
16719,16719,38352,,442.00
16720,16720,,52799,460.00
16721,16721,33345,,150.00
16722,16722,,53083,165.00
16723,16723,22128,,340.00
16724,16724,,18740,243.00
16725,16725,10878,,396.00
16726,16726,,46480,219.00
16727,16727,28708,,31.00
16728,16728,,23588,476.00
16729,16729,5717,,347.00
16730,16730,,49270,483.00
16731,16731,11160,,450.00
16732,16732,,1836,316.00
16733,16733,35507,,126.00
16734,16734,,58455,361.00
16735,16735,19033,,6.00
16736,16736,,52871,90.00
16737,16737,12912,,457.00
16738,16738,,43474,224.00
16739,16739,15151,,131.00
16740,16740,,38715,291.00
16741,16741,20575,,66.00
16742,16742,,56552,231.00
16743,16743,20180,,37.00
16744,16744,,45872,292.00
16745,16745,8315,,419.00
16746,16746,,47020,385.00
16747,16747,28322,,196.00
16748,16748,,38362,316.00
16749,16749,12245,,467.00
16750,16750,,47719,92.00
16751,16751,1765,,490.00
16752,16752,,9312,40.00
16753,16753,1582,,429.00
16754,16754,,30012,453.00
16755,16755,2183,,109.00
16756,16756,,24666,126.00
16757,16757,2550,,75.00
16758,16758,,43148,250.00
16759,16759,15063,,291.00
16760,16760,,6183,448.00
16761,16761,27764,,144.00
16762,16762,,55626,292.00
16763,16763,25124,,157.00
16764,16764,,26510,67.00
16765,16765,13817,,271.00
16766,16766,,353,206.00
16767,16767,9453,,383.00
16768,16768,,49850,411.00
16769,16769,37032,,277.00
16770,16770,,44191,161.00
16771,16771,32140,,162.00
16772,16772,,46463,9.00
16773,16773,14522,,334.00
16774,16774,,30562,385.00
16775,16775,9976,,129.00
16776,16776,,53007,368.00
16777,16777,20772,,102.00
16778,16778,,13380,116.00
16779,16779,13644,,444.00
16780,16780,,31776,128.00
16781,16781,22083,,198.00
16782,16782,,50142,356.00
16783,16783,34079,,253.00
16784,16784,,34530,5.00
16785,16785,20519,,46.00
16786,16786,,52670,232.00
16787,16787,38314,,338.00
16788,16788,,25611,440.00
16789,16789,17460,,42.00
16790,16790,,24968,171.00
16791,16791,35636,,18.00
16792,16792,,16347,382.00
16793,16793,29241,,406.00
16794,16794,,48182,181.00
16795,16795,7381,,198.00
16796,16796,,45524,419.00
16797,16797,11496,,229.00
16798,16798,,32506,239.00
16799,16799,1604,,322.00
16800,16800,,42608,376.00
16801,16801,36094,,387.00
16802,16802,,6874,492.00
16803,16803,11421,,362.00
16804,16804,,54190,51.00
16805,16805,30136,,483.00
16806,16806,,40177,39.00
16807,16807,81,,73.00
16808,16808,,3274,72.00
16809,16809,19796,,88.00
16810,16810,,49981,170.00
16811,16811,37630,,71.00
16812,16812,,31825,59.00
16813,16813,14223,,414.00
16814,16814,,59283,410.00
16815,16815,21737,,337.00
16816,16816,,54765,349.00
16817,16817,12205,,488.00
16818,16818,,33606,322.00
16819,16819,6368,,317.00
16820,16820,,18517,498.00
16821,16821,29647,,154.00
16822,16822,,30165,84.00
16823,16823,18047,,339.00
16824,16824,,27330,262.00
16825,16825,13220,,173.00
16826,16826,,59664,293.00
16827,16827,16285,,278.00
16828,16828,,37499,143.00
16829,16829,2148,,142.00
16830,16830,,35226,191.00
16831,16831,36303,,487.00
16832,16832,,43358,436.00
16833,16833,5863,,454.00
16834,16834,,16137,108.00
16835,16835,31484,,367.00
16836,16836,,54057,243.00
16837,16837,13011,,6.00
16838,16838,,15024,11.00
16839,16839,24084,,470.00
16840,16840,,25143,128.00
16841,16841,20138,,52.00
16842,16842,,25339,103.00
16843,16843,1770,,460.00
16844,16844,,42815,233.00
16845,16845,18096,,424.00
16846,16846,,28209,146.00
16847,16847,24863,,83.00
16848,16848,,19219,50.00
16849,16849,2050,,145.00
16850,16850,,30676,86.00
16851,16851,8005,,280.00
16852,16852,,57185,376.00
16853,16853,11765,,79.00
16854,16854,,24142,159.00
16855,16855,15101,,444.00
16856,16856,,49742,254.00
16857,16857,5201,,175.00
16858,16858,,46143,208.00
16859,16859,7296,,138.00
16860,16860,,15115,234.00
16861,16861,35338,,250.00
16862,16862,,35572,391.00
16863,16863,13298,,261.00
16864,16864,,43381,458.00
16865,16865,26156,,469.00
16866,16866,,28644,421.00
16867,16867,28872,,452.00
16868,16868,,38642,492.00
16869,16869,21326,,202.00
16870,16870,,49366,479.00
16871,16871,8789,,222.00
16872,16872,,10443,372.00
16873,16873,36312,,215.00
16874,16874,,2338,301.00
16875,16875,7353,,244.00
16876,16876,,54366,111.00
16877,16877,22281,,232.00
16878,16878,,16714,133.00
16879,16879,22265,,203.00
16880,16880,,1990,316.00
16881,16881,27656,,18.00
16882,16882,,50617,232.00
16883,16883,32967,,206.00
16884,16884,,30295,45.00
16885,16885,6541,,429.00
16886,16886,,25353,181.00
16887,16887,177,,124.00
16888,16888,,24956,472.00
16889,16889,5816,,283.00
16890,16890,,27676,388.00
16891,16891,26345,,49.00
16892,16892,,46967,388.00
16893,16893,1894,,220.00
16894,16894,,58517,286.00
16895,16895,3485,,81.00
16896,16896,,17480,367.00
16897,16897,12317,,12.00
16898,16898,,19296,144.00
16899,16899,10881,,480.00
16900,16900,,6006,458.00
16901,16901,5496,,460.00
16902,16902,,58410,429.00
16903,16903,39700,,60.00
16904,16904,,23046,392.00
16905,16905,34807,,299.00
16906,16906,,50100,168.00
16907,16907,35185,,345.00
16908,16908,,37271,16.00
16909,16909,22256,,309.00
16910,16910,,39129,397.00
16911,16911,6725,,454.00
16912,16912,,48452,160.00
16913,16913,13223,,471.00
16914,16914,,45985,242.00
16915,16915,14207,,178.00
16916,16916,,47226,166.00
16917,16917,14464,,259.00
16918,16918,,59262,478.00
16919,16919,31868,,227.00
16920,16920,,29633,253.00
16921,16921,20362,,185.00
16922,16922,,5107,472.00
16923,16923,27681,,359.00
16924,16924,,24363,289.00
16925,16925,25871,,328.00
16926,16926,,13279,381.00
16927,16927,8354,,260.00
16928,16928,,2747,63.00
16929,16929,20702,,36.00
16930,16930,,51754,30.00
16931,16931,14643,,461.00
16932,16932,,16873,151.00
16933,16933,23068,,281.00
16934,16934,,1483,405.00
16935,16935,6132,,169.00
16936,16936,,46630,59.00
16937,16937,1172,,217.00
16938,16938,,16313,30.00
16939,16939,17564,,176.00
16940,16940,,56404,467.00
16941,16941,28136,,236.00
16942,16942,,15574,454.00
16943,16943,29894,,70.00
16944,16944,,23783,165.00
16945,16945,14895,,452.00
16946,16946,,59064,17.00
16947,16947,19653,,126.00
16948,16948,,7458,105.00
16949,16949,28753,,226.00
16950,16950,,13517,411.00
16951,16951,24789,,121.00
16952,16952,,18001,379.00
16953,16953,23265,,336.00
16954,16954,,53548,451.00
16955,16955,39276,,473.00
16956,16956,,19818,42.00
16957,16957,10254,,283.00
16958,16958,,15153,267.00
16959,16959,29207,,282.00
16960,16960,,35897,345.00
16961,16961,6890,,227.00
16962,16962,,17307,197.00
16963,16963,9969,,412.00
16964,16964,,55691,399.00
16965,16965,28122,,151.00
16966,16966,,36181,10.00
16967,16967,23683,,227.00
16968,16968,,25941,415.00
16969,16969,7438,,232.00
16970,16970,,19941,214.00
16971,16971,3207,,240.00
16972,16972,,39093,28.00
16973,16973,17030,,150.00
16974,16974,,3062,161.00
16975,16975,37114,,277.00
16976,16976,,18431,106.00
16977,16977,8800,,353.00
16978,16978,,17809,485.00
16979,16979,38564,,59.00
16980,16980,,27548,237.00
16981,16981,13255,,335.00
16982,16982,,36667,160.00
16983,16983,18772,,80.00
16984,16984,,49881,441.00
16985,16985,9061,,368.00
16986,16986,,37397,53.00
16987,16987,37276,,116.00
16988,16988,,32918,120.00
16989,16989,374,,291.00
16990,16990,,28645,441.00
16991,16991,21398,,351.00
16992,16992,,3604,419.00
16993,16993,38613,,244.00
16994,16994,,56123,337.00
16995,16995,6892,,461.00
16996,16996,,58219,57.00
16997,16997,26098,,160.00
16998,16998,,8631,141.00
16999,16999,32659,,432.00
17000,17000,,33628,327.00
17001,17001,9096,,93.00
17002,17002,,49704,357.00
17003,17003,4592,,35.00
17004,17004,,42879,218.00
17005,17005,20223,,290.00
17006,17006,,44049,37.00
17007,17007,24616,,464.00
17008,17008,,32442,172.00
17009,17009,17963,,443.00
17010,17010,,54614,187.00
17011,17011,10982,,484.00
17012,17012,,11550,362.00
17013,17013,6941,,212.00
17014,17014,,27025,216.00
17015,17015,600,,441.00
17016,17016,,33163,455.00
17017,17017,10355,,215.00
17018,17018,,27669,208.00
17019,17019,29350,,5.00
17020,17020,,23318,370.00
17021,17021,33938,,444.00
17022,17022,,47787,213.00
17023,17023,3985,,93.00
17024,17024,,22187,30.00
17025,17025,7663,,118.00
17026,17026,,51565,449.00
17027,17027,36542,,232.00
17028,17028,,28087,166.00
17029,17029,8131,,137.00
17030,17030,,27769,37.00
17031,17031,15451,,7.00
17032,17032,,1659,158.00
17033,17033,28728,,159.00
17034,17034,,2032,423.00
17035,17035,19979,,234.00
17036,17036,,5149,409.00
17037,17037,37780,,440.00
17038,17038,,43811,163.00
17039,17039,2856,,120.00
17040,17040,,13786,77.00
17041,17041,1278,,308.00
17042,17042,,54868,187.00
17043,17043,33586,,394.00
17044,17044,,52949,174.00
17045,17045,28471,,288.00
17046,17046,,43710,360.00
17047,17047,4959,,42.00
17048,17048,,55023,390.00
17049,17049,28972,,481.00
17050,17050,,11246,24.00
17051,17051,30124,,238.00
17052,17052,,13339,246.00
17053,17053,13578,,104.00
17054,17054,,58832,187.00
17055,17055,26668,,292.00
17056,17056,,7236,283.00
17057,17057,18641,,373.00
17058,17058,,19175,98.00
17059,17059,31937,,241.00
17060,17060,,21828,40.00
17061,17061,38422,,249.00
17062,17062,,35549,23.00
17063,17063,19785,,41.00
17064,17064,,48264,35.00
17065,17065,36087,,50.00
17066,17066,,3589,321.00
17067,17067,17703,,484.00
17068,17068,,57080,399.00
17069,17069,19619,,98.00
17070,17070,,45164,309.00
17071,17071,10002,,457.00
17072,17072,,58455,135.00
17073,17073,33797,,29.00
17074,17074,,25730,488.00
17075,17075,6996,,160.00
17076,17076,,45608,457.00
17077,17077,32065,,379.00
17078,17078,,21020,185.00
17079,17079,12106,,228.00
17080,17080,,43393,180.00
17081,17081,37559,,294.00
17082,17082,,26075,383.00
17083,17083,22838,,73.00
17084,17084,,50158,252.00
17085,17085,529,,24.00
17086,17086,,25845,443.00
17087,17087,11328,,296.00
17088,17088,,2408,398.00
17089,17089,5686,,258.00
17090,17090,,5472,104.00
17091,17091,10437,,270.00
17092,17092,,22476,21.00
17093,17093,8975,,326.00
17094,17094,,15510,283.00
17095,17095,13801,,151.00
17096,17096,,57644,216.00
17097,17097,23275,,44.00
17098,17098,,1218,481.00
17099,17099,7374,,212.00
17100,17100,,28336,419.00
17101,17101,5816,,458.00
17102,17102,,13706,399.00
17103,17103,15898,,206.00
17104,17104,,28908,460.00
17105,17105,7651,,325.00
17106,17106,,6273,270.00
17107,17107,20493,,482.00
17108,17108,,31282,28.00
17109,17109,25212,,213.00
17110,17110,,993,440.00
17111,17111,33057,,315.00
17112,17112,,12698,66.00
17113,17113,2320,,353.00
17114,17114,,22538,332.00
17115,17115,27130,,384.00
17116,17116,,59423,310.00
17117,17117,7195,,342.00
17118,17118,,38082,348.00
17119,17119,33048,,257.00
17120,17120,,26718,64.00
17121,17121,3682,,461.00
17122,17122,,21322,32.00
17123,17123,12980,,359.00
17124,17124,,47135,157.00
17125,17125,39418,,289.00
17126,17126,,42528,410.00
17127,17127,37179,,117.00
17128,17128,,51404,407.00
17129,17129,8881,,192.00
17130,17130,,52291,255.00
17131,17131,39914,,270.00
17132,17132,,37893,479.00
17133,17133,29301,,84.00
17134,17134,,33790,247.00
17135,17135,35771,,100.00
17136,17136,,55758,204.00
17137,17137,15389,,348.00
17138,17138,,59627,185.00
17139,17139,30904,,371.00
17140,17140,,24912,404.00
17141,17141,14809,,136.00
17142,17142,,31233,24.00
17143,17143,30695,,244.00
17144,17144,,24889,142.00
17145,17145,37731,,462.00
17146,17146,,48532,140.00
17147,17147,37884,,301.00
