INSPECTION_ID,RECEIPT_ID,PART_ID,SUPPLIER_ID,INSPECTION_DATE,SAMPLE_SIZE,DEFECT_COUNT,RESULT,PPM
1003,47194,1903,279,2024-10-18,168,3,PASS,17857.1
1004,10247,723,155,2026-08-31,355,2,PASS,5633.8
1005,59614,29624,215,2024-06-05,243,3,PASS,12345.7
1006,56079,13965,438,2024-06-17,973,1,PASS,1027.7
1007,61487,16627,153,2024-10-09,340,1,PASS,2941.2
1008,70247,14273,148,2025-06-05,693,1,PASS,1443.0
1009,41782,19643,222,2024-12-07,181,2,PASS,11049.7
1010,38919,14168,233,2025-02-07,248,4,CONDITIONAL,16129.0
1011,24739,28000,266,2023-05-20,685,4,CONDITIONAL,5839.4
1012,3911,8081,396,2023-10-20,106,2,PASS,18867.9
1013,32119,10050,202,2023-05-03,911,2,PASS,2195.4
1014,61040,10436,395,2026-06-16,990,3,PASS,3030.3
1015,34716,10134,213,2025-03-15,630,0,PASS,0.0
1016,68255,4036,27,2023-04-08,437,1,PASS,2288.3
1017,30320,21539,379,2024-08-17,890,0,PASS,0.0
1018,76055,8669,179,2025-05-27,370,3,PASS,8108.1
1019,4524,5820,132,2025-05-01,853,4,CONDITIONAL,4689.3
1020,10067,8890,405,2024-10-11,181,3,PASS,16574.6
1021,60920,5949,291,2026-04-05,939,1,PASS,1065.0
1022,32311,13928,255,2024-10-19,201,1,PASS,4975.1
1023,29886,4413,68,2023-03-04,995,1,PASS,1005.0
1024,49493,13206,155,2024-06-25,224,3,PASS,13392.9
1025,15390,12256,465,2023-10-10,793,1,PASS,1261.0
1026,70807,2292,337,2024-10-25,868,2,PASS,2304.1
1027,1617,1708,34,2024-09-05,215,3,PASS,13953.5
1028,35411,15080,397,2023-08-22,268,3,PASS,11194.0
1029,41986,4745,467,2025-11-25,686,3,PASS,4373.2
1030,63018,16545,495,2025-10-02,377,3,PASS,7957.6
1031,69273,29814,399,2024-04-19,234,0,PASS,0.0
1032,11650,23009,119,2026-03-05,867,3,PASS,3460.2
1033,47042,11840,70,2023-05-12,889,0,PASS,0.0
1034,32120,15754,42,2026-09-27,440,1,PASS,2272.7
1035,51291,27956,423,2024-06-07,417,2,PASS,4796.2
1036,67598,13146,259,2026-01-17,400,0,PASS,0.0
1037,561,15981,349,2026-02-15,924,2,PASS,2164.5
1038,51608,3,264,2024-07-06,787,3,PASS,3811.9
1039,3583,21690,19,2026-05-29,374,4,CONDITIONAL,10695.2
1040,3518,21511,106,2023-09-22,162,2,PASS,12345.7
1041,29238,11193,220,2023-12-11,839,1,PASS,1191.9
1042,59469,3655,150,2026-05-28,652,2,PASS,3067.5
1043,78134,23083,498,2025-01-14,296,4,CONDITIONAL,13513.5
1044,26839,21924,137,2024-10-15,744,2,PASS,2688.2
1045,51407,21282,192,2023-06-04,207,3,PASS,14492.8
1046,58143,3393,485,2023-09-11,620,2,PASS,3225.8
1047,47666,29093,30,2025-10-11,505,0,PASS,0.0
1048,81770,2787,68,2023-08-24,532,2,PASS,3759.4
1049,14195,15497,387,2024-03-07,341,3,PASS,8797.7
1050,74988,23434,45,2026-01-07,154,1,PASS,6493.5
1051,35896,9404,397,2025-07-10,323,2,PASS,6192.0
1052,83923,12178,407,2026-09-28,618,0,PASS,0.0
1053,41968,16240,360,2024-06-07,274,3,PASS,10948.9
1054,19460,13737,312,2025-11-27,599,4,CONDITIONAL,6677.8
1055,530,3916,180,2023-02-20,105,4,CONDITIONAL,38095.2
1056,57334,2225,332,2026-07-27,202,3,PASS,14851.5
1057,24032,18116,118,2023-03-13,872,0,PASS,0.0
1058,24822,7556,54,2025-01-22,443,4,CONDITIONAL,9029.3
1059,66885,10904,307,2026-09-10,869,0,PASS,0.0
1060,52308,20934,438,2026-02-02,896,3,PASS,3348.2
1061,62826,15398,136,2025-10-06,929,4,CONDITIONAL,4305.7
1062,89944,19781,53,2025-12-27,586,1,PASS,1706.5
1063,37306,14999,159,2026-05-05,108,4,CONDITIONAL,37037.0
1064,41368,7875,418,2025-03-11,715,1,PASS,1398.6
1065,44932,17334,443,2026-07-09,775,3,PASS,3871.0
1066,59074,17514,263,2024-04-01,390,3,PASS,7692.3
1067,80890,8660,244,2024-10-30,663,1,PASS,1508.3
1068,51038,12977,29,2023-05-01,766,1,PASS,1305.5
1069,31852,4395,69,2025-04-27,571,1,PASS,1751.3
1070,56655,6215,390,2024-01-24,200,1,PASS,5000.0
1071,6905,24132,261,2024-12-06,494,4,CONDITIONAL,8097.2
1072,1994,6468,280,2025-07-15,527,0,PASS,0.0
1073,1531,26707,354,2025-09-08,394,4,CONDITIONAL,10152.3
1074,11361,13963,431,2024-04-24,931,0,PASS,0.0
1075,66032,16548,466,2026-02-23,597,2,PASS,3350.1
1076,26440,26254,325,2025-01-04,963,1,PASS,1038.4
1077,16058,5764,245,2024-02-11,887,0,PASS,0.0
1078,37996,1042,44,2025-01-18,950,3,PASS,3157.9
1079,88957,25441,355,2023-09-01,482,1,PASS,2074.7
1080,29279,2841,496,2023-01-30,862,0,PASS,0.0
1081,16827,12376,37,2026-04-26,936,0,PASS,0.0
1082,20858,18281,109,2026-07-13,726,1,PASS,1377.4
1083,36492,1811,67,2025-12-17,963,1,PASS,1038.4
1084,84975,26743,158,2023-02-03,213,0,PASS,0.0
1085,2102,10750,409,2024-12-23,161,2,PASS,12422.4
1086,15512,21497,158,2023-02-21,771,2,PASS,2594.0
1087,57357,23134,103,2025-09-08,662,2,PASS,3021.1
1088,61120,13074,239,2025-05-17,932,2,PASS,2145.9
1089,12241,2057,496,2023-02-15,866,3,PASS,3464.2
1090,67024,18195,197,2024-02-21,430,0,PASS,0.0
1091,37304,20516,143,2024-08-27,552,2,PASS,3623.2
1092,28620,27901,257,2025-01-25,158,3,PASS,18987.3
1093,32763,21559,200,2025-11-18,549,2,PASS,3643.0
1094,40240,14976,297,2023-04-25,391,2,PASS,5115.1
1095,65883,28648,35,2025-08-20,766,3,PASS,3916.4
1096,11785,20911,25,2023-12-13,329,0,PASS,0.0
1097,57972,8949,218,2024-08-05,413,3,PASS,7263.9
1098,51882,18441,491,2024-02-22,703,2,PASS,2845.0
1099,50163,8412,187,2023-04-16,418,3,PASS,7177.0
1100,11514,27824,428,2026-03-22,389,1,PASS,2570.7
1101,46778,26055,22,2025-05-03,330,1,PASS,3030.3
1102,50971,10099,369,2025-06-06,354,4,CONDITIONAL,11299.4
1103,50634,9813,423,2025-12-27,225,2,PASS,8888.9
1104,46193,15596,325,2023-07-10,694,2,PASS,2881.8
1105,31342,16609,265,2025-07-15,508,1,PASS,1968.5
1106,72571,18547,342,2023-10-24,977,1,PASS,1023.5
1107,22279,18980,131,2024-12-18,466,2,PASS,4291.8
1108,67632,5329,30,2024-05-01,762,1,PASS,1312.3
1109,59839,20042,84,2024-11-16,748,0,PASS,0.0
1110,5313,1737,390,2025-01-22,988,3,PASS,3036.4
1111,66888,27996,484,2024-09-24,136,0,PASS,0.0
1112,81930,2280,394,2024-08-05,137,4,CONDITIONAL,29197.1
1113,58014,15015,437,2024-07-07,801,3,PASS,3745.3
1114,13861,26871,5,2025-04-14,190,2,PASS,10526.3
1115,46716,23032,380,2025-06-13,634,2,PASS,3154.6
1116,72057,7051,449,2023-07-09,385,0,PASS,0.0
1117,17268,3995,273,2023-11-28,108,4,CONDITIONAL,37037.0
1118,5645,10710,203,2024-05-06,943,2,PASS,2120.9
1119,62735,19110,241,2023-10-13,938,1,PASS,1066.1
1120,29485,23293,347,2025-03-20,685,3,PASS,4379.6
1121,48497,17629,84,2023-04-01,374,3,PASS,8021.4
1122,3801,19370,362,2024-03-22,654,4,CONDITIONAL,6116.2
1123,9573,23496,109,2024-06-28,420,2,PASS,4761.9
1124,31412,13697,48,2024-07-10,746,4,CONDITIONAL,5361.9
1125,22678,2084,238,2024-10-02,225,3,PASS,13333.3
1126,61621,29231,331,2023-12-05,339,0,PASS,0.0
1127,45267,13228,285,2026-03-24,354,2,PASS,5649.7
1128,55512,17099,485,2025-10-25,935,2,PASS,2139.0
1129,85718,6936,4,2025-05-31,666,4,CONDITIONAL,6006.0
1130,29551,23346,248,2023-06-24,606,4,CONDITIONAL,6600.7
1131,77065,12077,428,2026-05-11,516,0,PASS,0.0
1132,78068,13437,193,2024-12-05,133,1,PASS,7518.8
1133,43737,16451,218,2025-10-22,138,1,PASS,7246.4
1134,35171,8074,76,2025-05-04,843,4,CONDITIONAL,4745.0
1135,19067,14505,418,2024-01-02,955,1,PASS,1047.1
1136,5585,333,204,2025-11-14,398,0,PASS,0.0
1137,3236,14920,358,2025-04-05,201,4,CONDITIONAL,19900.5
1138,85958,16974,223,2025-05-30,941,1,PASS,1062.7
1139,84798,21211,154,2024-03-03,639,3,PASS,4694.8
1140,73498,12672,279,2026-09-15,776,2,PASS,2577.3
1141,13424,4307,203,2023-09-25,932,2,PASS,2145.9
1142,88465,13962,156,2026-04-06,550,4,CONDITIONAL,7272.7
1143,43569,23199,277,2026-03-30,507,1,PASS,1972.4
1144,87697,4828,170,2025-11-24,374,4,CONDITIONAL,10695.2
1145,37784,9884,72,2024-10-28,162,1,PASS,6172.8
1146,73903,18122,333,2025-05-15,319,2,PASS,6269.6
1147,59211,22853,71,2025-08-10,865,1,PASS,1156.1
1148,5661,18230,250,2026-02-18,299,2,PASS,6689.0
1149,9782,5027,290,2026-06-07,125,1,PASS,8000.0
1150,63561,10345,1,2025-02-13,759,11,FAIL,14492.8
1151,50291,9049,244,2023-01-02,879,4,CONDITIONAL,4550.6
1152,11153,13649,328,2024-12-02,346,3,PASS,8670.5
1153,41444,21261,325,2025-09-28,598,2,PASS,3344.5
1154,68055,3705,28,2023-03-16,475,2,PASS,4210.5
1155,89554,27291,357,2024-09-06,414,1,PASS,2415.5
1156,80938,20472,121,2023-03-05,792,1,PASS,1262.6
1157,53755,13064,355,2024-06-27,794,1,PASS,1259.4
1158,82661,14099,263,2024-02-11,254,1,PASS,3937.0
1159,46378,13882,500,2025-05-21,280,0,PASS,0.0
1160,85428,12971,148,2024-09-28,533,0,PASS,0.0
1161,12632,3822,348,2025-09-26,810,4,CONDITIONAL,4938.3
1162,18215,29906,61,2026-01-21,531,0,PASS,0.0
1163,43816,29851,354,2025-02-11,924,1,PASS,1082.3
1164,60677,7649,170,2025-03-08,523,3,PASS,5736.1
1165,4774,6431,300,2023-09-24,947,1,PASS,1056.0
1166,42641,22492,21,2026-05-27,529,4,CONDITIONAL,7561.4
1167,16356,16248,284,2023-07-25,995,3,PASS,3015.1
1168,19412,1611,300,2024-12-07,450,4,CONDITIONAL,8888.9
1169,6836,25180,17,2025-04-11,722,2,PASS,2770.1
1170,18932,2487,124,2026-03-03,348,1,PASS,2873.6
1171,12216,3294,284,2023-03-11,723,0,PASS,0.0
1172,43706,13535,165,2025-08-28,119,3,PASS,25210.1
1173,37821,8407,477,2024-05-21,819,3,PASS,3663.0
1174,27253,664,452,2026-02-11,905,1,PASS,1105.0
1175,32582,23556,100,2023-04-05,928,3,PASS,3232.8
1176,51354,9051,326,2025-12-19,762,2,PASS,2624.7
1177,75028,14115,241,2024-10-29,447,4,CONDITIONAL,8948.5
1178,53472,9588,113,2025-11-04,611,0,PASS,0.0
1179,46728,24868,249,2026-05-06,302,1,PASS,3311.3
1180,44754,7417,195,2025-07-14,264,3,PASS,11363.6
1181,53936,4557,262,2024-07-28,589,3,PASS,5093.4
1182,54170,4550,192,2025-12-08,389,0,PASS,0.0
1183,17734,2353,399,2024-03-10,736,1,PASS,1358.7
1184,76567,6308,100,2025-06-23,864,0,PASS,0.0
1185,66602,13001,183,2026-01-04,940,4,CONDITIONAL,4255.3
1186,1691,18263,291,2024-12-02,294,3,PASS,10204.1
1187,88582,21967,360,2025-12-27,258,0,PASS,0.0
1188,74183,1258,376,2024-01-05,674,3,PASS,4451.0
1189,75927,5435,118,2024-04-10,169,4,CONDITIONAL,23668.6
1190,41150,9167,423,2025-08-26,900,0,PASS,0.0
1191,39042,6337,325,2025-10-14,862,2,PASS,2320.2
1192,82083,26068,166,2023-02-25,644,1,PASS,1552.8
1193,64645,26796,455,2023-06-07,806,3,PASS,3722.1
1194,86719,6282,98,2025-01-22,982,4,CONDITIONAL,4073.3
1195,85322,24188,52,2026-01-01,464,4,CONDITIONAL,8620.7
1196,38049,11936,379,2024-08-07,568,4,CONDITIONAL,7042.3
1197,25878,4641,368,2026-06-04,670,0,PASS,0.0
1198,45052,16651,243,2025-10-14,559,2,PASS,3577.8
1199,29880,20737,35,2024-05-08,727,2,PASS,2751.0
1200,27348,25149,260,2024-03-24,241,2,PASS,8298.8
1201,77290,21907,174,2026-07-31,741,0,PASS,0.0
1202,20428,17247,9,2023-07-11,989,4,CONDITIONAL,4044.5
1203,18330,8934,437,2026-09-19,923,0,PASS,0.0
1204,42036,1983,132,2024-04-22,287,4,CONDITIONAL,13937.3
1205,70266,2681,46,2025-05-13,209,3,PASS,14354.1
1206,55206,29194,32,2023-02-16,536,2,PASS,3731.3
1207,46925,10516,472,2026-05-15,357,0,PASS,0.0
1208,30841,16901,117,2023-05-29,263,0,PASS,0.0
1209,25682,19403,427,2024-06-20,219,0,PASS,0.0
1210,64579,16372,452,2023-10-07,715,4,CONDITIONAL,5594.4
1211,62912,16910,309,2026-08-04,117,2,PASS,17094.0
1212,38503,19318,395,2024-09-03,820,4,CONDITIONAL,4878.0
1213,19702,15528,372,2024-03-30,435,4,CONDITIONAL,9195.4
1214,20295,6615,155,2023-11-21,359,1,PASS,2785.5
1215,85842,22395,69,2023-10-03,149,2,PASS,13422.8
1216,33443,29675,4,2025-06-11,331,4,CONDITIONAL,12084.6
1217,81536,20430,421,2025-01-27,514,2,PASS,3891.1
1218,79038,27344,276,2025-12-21,857,1,PASS,1166.9
1219,64132,9321,114,2023-01-26,556,3,PASS,5395.7
1220,18406,29652,470,2023-12-16,127,0,PASS,0.0
1221,48823,19983,419,2023-04-25,712,4,CONDITIONAL,5618.0
1222,72134,24273,48,2025-06-17,389,0,PASS,0.0
1223,64812,5480,161,2024-03-29,767,4,CONDITIONAL,5215.1
1224,73994,9678,472,2023-11-28,877,3,PASS,3420.8
1225,8403,22557,289,2024-12-29,701,4,CONDITIONAL,5706.1
1226,41619,9470,160,2024-10-14,662,2,PASS,3021.1
1227,49555,1788,303,2023-03-03,702,1,PASS,1424.5
1228,65554,15535,235,2026-05-07,742,2,PASS,2695.4
1229,79467,2116,422,2025-11-03,294,3,PASS,10204.1
1230,52621,3540,396,2026-01-20,691,3,PASS,4341.5
1231,65883,13074,232,2026-03-06,541,0,PASS,0.0
1232,57454,6185,484,2026-04-03,924,0,PASS,0.0
1233,19710,14813,293,2023-05-26,206,3,PASS,14563.1
1234,18467,17359,310,2026-03-06,948,0,PASS,0.0
1235,68891,11386,351,2023-02-17,669,4,CONDITIONAL,5979.1
1236,9591,18528,466,2025-06-30,243,1,PASS,4115.2
1237,702,13020,316,2024-11-16,143,2,PASS,13986.0
1238,46324,28182,199,2024-03-25,312,4,CONDITIONAL,12820.5
1239,82505,13777,319,2023-12-23,342,4,CONDITIONAL,11695.9
1240,13791,16012,186,2025-07-10,301,3,PASS,9966.8
1241,27007,14698,403,2025-11-12,516,1,PASS,1938.0
1242,66057,22062,27,2023-08-17,103,3,PASS,29126.2
1243,20803,1270,255,2023-02-26,244,0,PASS,0.0
1244,8476,26134,200,2025-07-31,933,1,PASS,1071.8
1245,1205,25858,269,2025-11-29,632,4,CONDITIONAL,6329.1
1246,63424,14285,209,2025-08-02,474,1,PASS,2109.7
1247,72586,25044,286,2023-10-02,905,1,PASS,1105.0
1248,34351,523,13,2024-07-19,906,4,CONDITIONAL,4415.0
1249,50074,18612,406,2026-09-20,230,2,PASS,8695.7
1250,58611,1031,315,2025-05-28,197,1,PASS,5076.1
1251,67980,6621,120,2025-04-04,870,3,PASS,3448.3
1252,17988,22791,144,2023-08-26,910,0,PASS,0.0
1253,88560,27876,328,2026-03-06,114,0,PASS,0.0
1254,1729,17751,104,2024-02-12,688,3,PASS,4360.5
1255,72208,16636,214,2024-04-29,367,2,PASS,5449.6
1256,31046,26040,15,2026-08-26,423,4,CONDITIONAL,9456.3
1257,42652,22914,446,2025-06-27,689,3,PASS,4354.1
1258,47950,21256,263,2023-04-19,747,4,CONDITIONAL,5354.8
1259,32111,2085,177,2023-07-19,196,3,PASS,15306.1
1260,45422,21155,322,2025-02-08,641,0,PASS,0.0
1261,13579,5826,410,2026-09-03,815,2,PASS,2454.0
1262,17930,22595,397,2024-10-18,898,1,PASS,1113.6
1263,22767,23658,119,2023-04-17,807,2,PASS,2478.3
1264,52737,17954,417,2026-02-03,469,4,CONDITIONAL,8528.8
1265,86860,26242,405,2026-06-15,837,4,CONDITIONAL,4779.0
1266,42704,28634,324,2026-09-18,699,0,PASS,0.0
1267,81829,18891,130,2026-05-26,607,2,PASS,3294.9
1268,73301,13434,500,2024-11-13,100,1,PASS,10000.0
1269,89481,19268,341,2023-11-17,773,0,PASS,0.0
1270,71421,19207,110,2023-03-04,224,2,PASS,8928.6
1271,54516,5148,288,2025-03-24,901,0,PASS,0.0
1272,85674,6474,244,2024-01-10,994,0,PASS,0.0
1273,27419,10007,148,2024-07-07,806,2,PASS,2481.4
1274,76963,5928,248,2025-08-09,468,1,PASS,2136.8
1275,23234,6757,323,2023-12-19,939,3,PASS,3194.9
1276,31772,6849,85,2023-12-28,823,4,CONDITIONAL,4860.3
1277,70821,5678,288,2025-07-24,197,4,CONDITIONAL,20304.6
1278,50815,3776,397,2023-10-03,456,3,PASS,6578.9
1279,72666,12076,140,2026-06-09,488,1,PASS,2049.2
1280,23941,13971,271,2024-04-15,937,1,PASS,1067.2
1281,26320,16500,40,2025-06-21,166,0,PASS,0.0
1282,78005,26806,114,2024-09-04,441,3,PASS,6802.7
1283,4417,11249,458,2025-05-14,297,3,PASS,10101.0
1284,75469,15653,83,2023-10-30,452,0,PASS,0.0
1285,79200,21715,155,2024-10-19,897,0,PASS,0.0
1286,45720,10818,443,2023-08-07,363,2,PASS,5509.6
1287,78184,6099,270,2024-10-29,139,0,PASS,0.0
1288,20113,11122,14,2026-06-22,440,3,PASS,6818.2
1289,80290,14081,493,2023-03-28,758,4,CONDITIONAL,5277.0
1290,3331,27312,211,2025-06-21,189,1,PASS,5291.0
1291,2047,19229,362,2024-01-05,755,1,PASS,1324.5
1292,1608,10483,214,2023-10-18,227,4,CONDITIONAL,17621.1
1293,19572,3109,110,2023-11-04,566,3,PASS,5300.4
1294,48826,6944,46,2023-05-18,627,0,PASS,0.0
1295,28734,22542,97,2026-01-02,222,4,CONDITIONAL,18018.0
1296,47885,27445,478,2025-01-28,426,4,CONDITIONAL,9389.7
1297,63798,12998,500,2025-09-26,887,2,PASS,2254.8
1298,64661,23787,409,2023-10-18,320,2,PASS,6250.0
1299,18786,1715,189,2026-06-27,359,3,PASS,8356.5
1300,64529,2367,310,2025-03-25,823,0,PASS,0.0
1301,31547,9254,353,2026-09-24,123,4,CONDITIONAL,32520.3
1302,58379,7,351,2024-08-11,101,1,PASS,9901.0
1303,12467,27767,242,2024-05-04,637,3,PASS,4709.6
1304,79771,20862,285,2024-03-15,391,3,PASS,7672.6
1305,22343,21725,396,2023-01-07,761,0,PASS,0.0
1306,27753,15148,183,2025-09-27,444,0,PASS,0.0
1307,26847,20230,450,2023-07-28,292,2,PASS,6849.3
1308,54957,20219,233,2023-10-30,409,3,PASS,7335.0
1309,62981,7959,83,2025-03-16,909,0,PASS,0.0
1310,58825,28445,81,2023-01-25,892,3,PASS,3363.2
1311,9472,27608,458,2023-03-17,321,4,CONDITIONAL,12461.1
1312,33195,9169,236,2026-03-07,392,0,PASS,0.0
1313,31193,9990,304,2026-09-01,883,2,PASS,2265.0
1314,63599,19225,397,2024-03-22,442,4,CONDITIONAL,9049.8
1315,12876,3357,394,2023-11-02,599,3,PASS,5008.3
1316,56556,16863,289,2023-02-01,277,2,PASS,7220.2
1317,67962,8659,107,2025-08-23,795,4,CONDITIONAL,5031.4
1318,50698,304,343,2024-01-07,488,4,CONDITIONAL,8196.7
1319,19997,11178,376,2026-06-09,791,3,PASS,3792.7
1320,24917,29402,23,2025-02-21,380,1,PASS,2631.6
1321,59626,21137,410,2025-12-29,352,0,PASS,0.0
1322,38072,11681,329,2025-06-23,559,2,PASS,3577.8
1323,23441,7787,193,2026-08-25,769,1,PASS,1300.4
1324,10138,24031,70,2023-05-04,633,2,PASS,3159.6
1325,88531,12468,308,2024-03-07,525,3,PASS,5714.3
1326,83047,11282,129,2025-12-06,672,4,CONDITIONAL,5952.4
1327,55381,6672,165,2025-05-26,535,3,PASS,5607.5
1328,79185,28266,202,2025-02-19,683,3,PASS,4392.4
1329,69189,16553,30,2026-08-12,285,1,PASS,3508.8
1330,21529,21001,469,2023-04-27,483,1,PASS,2070.4
1331,10522,4764,439,2023-04-20,436,0,PASS,0.0
1332,85195,12432,331,2024-05-06,763,0,PASS,0.0
1333,4057,15308,400,2024-06-13,846,4,CONDITIONAL,4728.1
1334,43234,24896,130,2023-11-10,105,2,PASS,19047.6
1335,65765,22272,50,2026-01-14,501,0,PASS,0.0
1336,70362,6593,349,2026-06-03,531,0,PASS,0.0
1337,13583,15752,392,2023-05-31,465,3,PASS,6451.6
1338,36331,7736,242,2025-12-15,484,2,PASS,4132.2
1339,19416,8707,105,2025-04-12,396,0,PASS,0.0
1340,51863,10350,4,2026-09-06,398,4,CONDITIONAL,10050.3
1341,34418,13627,371,2025-10-11,817,2,PASS,2448.0
1342,54347,29234,42,2026-01-02,832,0,PASS,0.0
1343,16747,8539,417,2024-08-13,484,3,PASS,6198.3
1344,61392,2446,154,2023-08-20,656,1,PASS,1524.4
1345,51751,27148,415,2024-08-13,679,4,CONDITIONAL,5891.0
1346,55675,17322,266,2025-10-12,818,0,PASS,0.0
1347,7905,26180,386,2026-02-02,103,0,PASS,0.0
1348,63935,202,60,2025-05-26,763,2,PASS,2621.2
1349,15617,29352,8,2026-02-17,396,0,PASS,0.0
1350,9818,22336,356,2024-01-21,380,3,PASS,7894.7
1351,55875,19510,143,2026-02-05,794,2,PASS,2518.9
1352,78654,23504,83,2026-05-25,344,1,PASS,2907.0
1353,64024,5720,88,2024-07-26,290,3,PASS,10344.8
1354,38855,22971,438,2026-05-20,973,2,PASS,2055.5
1355,31900,14159,63,2025-06-07,880,1,PASS,1136.4
1356,7872,20495,397,2023-08-26,324,2,PASS,6172.8
1357,68519,15419,352,2024-07-15,354,0,PASS,0.0
1358,24832,17455,436,2024-05-28,672,0,PASS,0.0
1359,8334,5873,463,2024-09-26,354,2,PASS,5649.7
1360,41943,24638,227,2025-06-30,743,2,PASS,2691.8
1361,7344,7199,426,2025-07-13,103,0,PASS,0.0
1362,42565,13573,334,2025-07-10,972,0,PASS,0.0
1363,67913,16377,284,2023-05-04,325,3,PASS,9230.8
1364,67207,19635,177,2023-03-08,200,2,PASS,10000.0
1365,4962,21831,268,2025-01-22,829,3,PASS,3618.8
1366,49589,22047,490,2026-04-28,845,3,PASS,3550.3
1367,46969,22219,288,2023-05-31,558,3,PASS,5376.3
1368,88998,11578,278,2023-06-18,120,1,PASS,8333.3
1369,52033,5478,67,2023-02-15,812,0,PASS,0.0
1370,67043,2739,164,2024-02-27,251,3,PASS,11952.2
1371,59455,27344,234,2023-10-10,960,1,PASS,1041.7
1372,74825,12411,303,2026-08-31,859,0,PASS,0.0
1373,2970,13347,410,2026-09-11,192,1,PASS,5208.3
1374,47317,3329,40,2025-08-08,818,1,PASS,1222.5
1375,31106,8693,249,2025-03-11,742,1,PASS,1347.7
1376,39199,12357,221,2024-11-03,714,4,CONDITIONAL,5602.2
1377,5327,18032,30,2024-08-10,292,0,PASS,0.0
1378,42159,8378,286,2026-06-24,429,4,CONDITIONAL,9324.0
1379,71849,14930,161,2024-07-29,724,4,CONDITIONAL,5524.9
1380,28075,16986,306,2025-03-29,152,1,PASS,6578.9
1381,40239,29462,249,2023-12-24,819,1,PASS,1221.0
1382,49722,18914,336,2026-04-04,192,3,PASS,15625.0
1383,19299,7218,235,2023-08-31,876,0,PASS,0.0
1384,75958,19572,486,2024-07-24,123,3,PASS,24390.2
1385,78847,26777,178,2025-11-27,605,4,CONDITIONAL,6611.6
1386,84421,4626,400,2025-02-08,270,2,PASS,7407.4
1387,23921,5603,461,2024-01-20,385,3,PASS,7792.2
1388,15943,13111,445,2023-08-27,148,2,PASS,13513.5
1389,16161,3175,400,2024-11-24,510,2,PASS,3921.6
1390,78516,22912,326,2023-11-28,912,2,PASS,2193.0
1391,12475,8839,212,2026-06-01,217,4,CONDITIONAL,18433.2
1392,81597,3838,220,2026-04-21,860,2,PASS,2325.6
1393,82900,2285,455,2025-01-21,735,0,PASS,0.0
1394,25438,21635,196,2025-01-20,530,1,PASS,1886.8
1395,20508,13308,114,2024-10-11,287,2,PASS,6968.6
1396,44687,13628,32,2026-09-27,776,1,PASS,1288.7
1397,46016,6673,361,2023-02-20,356,2,PASS,5618.0
1398,46139,15026,324,2026-08-16,623,1,PASS,1605.1
1399,65767,14522,14,2023-02-19,598,3,PASS,5016.7
1400,45099,25457,397,2024-01-01,923,0,PASS,0.0
1401,19043,9952,303,2023-05-04,280,4,CONDITIONAL,14285.7
1402,63759,21538,221,2024-09-15,402,1,PASS,2487.6
1403,57960,10300,206,2025-11-26,126,4,CONDITIONAL,31746.0
1404,77562,17306,180,2023-08-06,685,0,PASS,0.0
1405,45428,10114,389,2024-11-22,304,2,PASS,6578.9
1406,48649,17184,309,2024-12-04,437,4,CONDITIONAL,9153.3
1407,32749,24719,246,2025-12-14,186,0,PASS,0.0
1408,73170,10498,159,2025-01-13,179,4,CONDITIONAL,22346.4
1409,30515,2551,146,2024-06-28,751,2,PASS,2663.1
1410,30660,17568,365,2023-03-09,387,4,CONDITIONAL,10335.9
1411,60348,10774,260,2025-05-29,694,1,PASS,1440.9
1412,1711,15670,27,2026-06-02,432,2,PASS,4629.6
1413,50524,28966,405,2023-08-20,846,3,PASS,3546.1
1414,88562,22785,407,2026-04-10,117,0,PASS,0.0
1415,57187,1989,291,2025-01-26,893,4,CONDITIONAL,4479.3
1416,49346,6994,312,2024-08-19,594,0,PASS,0.0
1417,82849,20223,57,2023-09-27,551,3,PASS,5444.6
1418,50655,2488,30,2025-10-11,222,2,PASS,9009.0
1419,48198,16440,246,2023-12-28,305,4,CONDITIONAL,13114.8
1420,84323,8618,473,2024-07-24,832,1,PASS,1201.9
1421,46807,14590,434,2023-06-20,222,4,CONDITIONAL,18018.0
1422,76777,11371,338,2025-05-31,262,0,PASS,0.0
1423,17159,6423,193,2026-02-24,154,3,PASS,19480.5
1424,73204,4494,263,2025-08-13,521,2,PASS,3838.8
1425,56451,23149,283,2023-12-22,303,0,PASS,0.0
1426,63455,15250,420,2023-11-29,935,2,PASS,2139.0
1427,81701,10849,64,2026-07-27,337,3,PASS,8902.1
1428,84932,27859,28,2023-09-20,911,2,PASS,2195.4
1429,64957,18881,419,2024-12-12,232,0,PASS,0.0
1430,10531,17999,223,2024-08-31,589,4,CONDITIONAL,6791.2
1431,80444,6722,154,2025-01-24,999,1,PASS,1001.0
1432,54466,12092,365,2023-10-23,782,3,PASS,3836.3
1433,19203,22887,418,2025-02-13,934,4,CONDITIONAL,4282.7
1434,2153,15675,4,2025-06-23,172,2,PASS,11627.9
1435,63774,24492,347,2023-02-18,211,1,PASS,4739.3
1436,83473,1373,203,2026-05-03,770,2,PASS,2597.4
1437,33194,3860,295,2025-08-26,744,2,PASS,2688.2
1438,1458,3358,60,2025-10-10,455,2,PASS,4395.6
1439,61629,440,468,2023-12-25,840,3,PASS,3571.4
1440,66443,316,463,2026-04-25,790,3,PASS,3797.5
1441,41408,20667,469,2023-10-16,608,3,PASS,4934.2
